PL_Code,Description,Inventory_Action,Normalized_Inventory_Value,Movement_Status,Source_Universe,Inventory_Value
560611350019,60 MM TERMINALS (ON CT RACK),Dispose,0.0,Dead Stock,Operational,0.0
560611360013,FUSE BLOCK PBT (ON CT RACK),Dispose,0.0,Dead Stock,Operational,0.0
560611370018,RELAY JACK (ON RELAY RACK),Dispose,0.0,Dead Stock,Operational,0.0
560611380012,50 WAY TERMINAL ( ON RELAY RACK),Dispose,0.0,Dead Stock,Operational,0.0
560611390017,TAG BLOCK (ON RELAY RACK),Dispose,0.0,Dead Stock,Operational,0.0
560611570019,SPD D TYPE 24 V AC/DC,Dispose,6018.0,Dead Stock,Operational,6018.0
560612340010,Misc Signalling spares,Dispose,0.0,Dead Stock,Operational,0.0
560612350015,Misc Signalling spares,Rationalize,0.0,Slow Moving,Operational,0.0
560612520073,NAVATOL LOCKS 8 LEVERS WITH KEYS,Dispose,6000.0,Dead Stock,Operational,6000.0
560612520590,KEY LOCK CHECKING RELAY (KLCR),Retain,0.0,Active,Operational,0.0
560612780034,DIADO BLOCK INSTRUMENT WITHOUT RELAYS (RELEASED),Retain,0.0,Active,Operational,0.0
560613240035,MODULE ISOLATION TXR 230/110/500VA  FOR IPS HBL MAKE,Dispose,70139.2,Dead Stock,Operational,70139.2
560613240047,"TXR -ISOLATION 1000VA,230VAC/110VAC/1 KVA TRANSFORMER  FOR IPS HBL MAKE",Dispose,0.0,Dead Stock,Operational,0.0
560613640013,ISOLATION TRANSFORMER 110V AC/50HZ/40VA,Rationalize,0.0,Slow Moving,Operational,0.0
560613950014,THUMB SWITCH 2 POSITION,Rationalize,641756.0,Slow Moving,Operational,641756.0
560614190015,SPD CLASS C TYPE 110V,Dispose,0.0,Dead Stock,Operational,0.0
560614200010,SPD CLASS C TYPE 24V,Rationalize,0.0,Slow Moving,Operational,0.0
560614200069,SURGE PROTECTION DEVICE SPD FOR RC SCADA WORK MAS-AJJ-RU SECTION,Rationalize,350000.0,Slow Moving,Operational,350000.0
560614200094,"Supply, Installation, Transportation, Execution and Commissioning of microprocessor based ....",Rationalize,1288800.0,Slow Moving,Operational,1288800.0
560614200094,"Supply, Installation, Transportation, Execution and Commissioning of microprocessor based ....",Retain,0.0,Active,Operational,0.0
560614200094,"Supply, Installation, Transportation, Execution and Commissioning of microprocessor based ....",Retain,0.0,Active,Operational,0.0
560614200161,SURGE PROTECTION DEVICE SPD with Potential Free contacts as per RDSO Spec. No.RSDO/SPN/165....,Rationalize,462560.0,Slow Moving,Operational,462560.0
560614200173,SPD Data for SSBPAC,Rationalize,75412.5,Slow Moving,Operational,75412.5
560614200185,SPD 24V DC(Class-D) for SSBPAC,Rationalize,94650.0,Slow Moving,Operational,94650.0
560614200215,SSBPAC- lightening and surge protection devices Class D for data lines  (1Set=2Nos.),Rationalize,0.0,Slow Moving,Operational,0.0
560614200227,SSBPAC- lightning and surge protection devices for data lines to Auto-Change over card.  ....,Rationalize,0.0,Slow Moving,Operational,0.0
560616330011,LAPTOP,Rationalize,125714.29,Slow Moving,Operational,125714.29
560616840086,PMDC MOTOR 24V DC/90W FOR EOLB SPARE,Retain,108968.8,Active,Operational,108968.8
560619430028,LED indication light Yellow/Green/Red with operating voltage 110V AC/24V DC/110V DC,Retain,849.6,Active,Operational,849.6
560621570016,ELECTROLYTIC CONDENSER 1000 MFD 50 V DC,Retain,30350.24,Active,Operational,30350.24
560625830010,CPU 1 CARD FOR GG TRONICS MAKE HASSDAC,Dispose,129977.0,Dead Stock,Operational,129977.0
560627100010,CPU CARD SUITABLE FOR DELTRON MAKE UFSBI,Dispose,125080.0,Dead Stock,Operational,125080.0
560627250019,SMR Module ( STATCON IPS),Retain,73160.0,Active,Operational,73160.0
560627260013,DC DC Converter 24-32V/10A STATCON make,Retain,333704.0,Active,Operational,333704.0
560627260013,DC DC Converter 24-32V/10A STATCON make,Rationalize,234938.0,Slow Moving,Operational,234938.0
560627260013,DC DC Converter 24-32V/10A STATCON make,Rationalize,360000.0,Slow Moving,Operational,360000.0
560627710031,1 No or 1NC contact element min. 5 Amps rating with screw type fixing of RDSO approved ma....,Retain,472.0,Active,Operational,472.0
560628430017,"Maintenance free earthing consist of earthing rod 3 mtr-01 no, Copper Strip (300x25x6mm)-0....",Dispose,49964.0,Dead Stock,Operational,49964.0
560628780016,Point Insulation Complete Set,Retain,166400.0,Active,Operational,166400.0
560629240029,USB to Opto converter for electronic based Train signal register (e-TSR) by MAZENET SOLUTI....,Rationalize,4000.0,Slow Moving,Operational,4000.0
560629510021,IRS POINT MACHINE 143mm IP67 (160V AC Immunized),Retain,0.0,Active,Operational,0.0
560631560019,GSM Modem and Adapter card,Retain,132000.0,Active,Operational,132000.0
560631570013,RS232 serial communication to optical fiber media converter,Rationalize,6256000.0,Slow Moving,Operational,6256000.0
560631570037,EXTERNAL MEDIA CONVERTERS FOR RTU,Retain,551650.0,Active,Operational,551650.0
560632160025,"Supply, installation and commissioning of 85 monitor of 4K resolution with industrial grad....",Retain,2820000.0,Active,Operational,2820000.0
560632160025,"Supply, installation and commissioning of 85 monitor of 4K resolution with industrial grad....",Retain,1520000.0,Active,Operational,1520000.0
560633220017,PD 1 CARD FOR GG TRONICS MAKE HASSDAC,Rationalize,89703.1,Slow Moving,Operational,89703.1
560633350028,IRS POINT MACHINE 220mm STROKE  IP 67 (400V AC ),Retain,2862008.26,Active,Operational,2862008.26
560633360034,CABLE CLAMP ASSEMBLY FOR SLEEPER (GALVANIZED) 60KG(PTJ),Retain,0.0,Active,Operational,0.0
560633810015,INSULATION COMPLETE SET FOR IRS POINT MACHINE 220 MM,Retain,9344.0,Active,Operational,9344.0
560633810015,INSULATION COMPLETE SET FOR IRS POINT MACHINE 220 MM,Retain,140160.0,Active,Operational,140160.0
560634480011,TRANSMITTER COIL CEL MAKE HASSDAC (CLAMP TYPE),Rationalize,68440.0,Slow Moving,Operational,68440.0
560634490016,RECEIVER COIL CEL MAKE HASSDAC (CLAMP TYPE),Rationalize,68440.0,Slow Moving,Operational,68440.0
560634990013,SPD CLASS B&C 230V AC,Rationalize,739000.0,Slow Moving,Operational,739000.0
560640260013,"Maintenance free earthing consist of earthing rod 3 mtr-01 no, Copper Strip (300x25x6mm)-0....",Retain,64000.0,Active,Operational,64000.0
560640850011,"NEW SHAPE POLYMER CAM FOR ACTUATION OF LIMIT SWITCH ON GEAR BOX SHAFT WITH MS INSERT,ALLEN....",Retain,1557.6,Active,Operational,1557.6
560641350010,DC DC CONVERTER 24-32 V/10A (HBL),Retain,216000.0,Active,Operational,216000.0
560641420012,"Maintenance free earthing consist of earthing rod 3 mtr-01 no, Copper Strip (300x25x6mm)-0....",Retain,492000.0,Active,Operational,492000.0
560643080010,FPD1 CARD  FOR GG TRONICS MAKE MSDAC,Retain,541620.0,Active,Operational,541620.0
560645070019,Optical Patch chord (10 mtrs long),Retain,22704.0,Active,Operational,22704.0
56080013,"High availability Single Section Digital Axle counter [HASSDAC] of make CEL, Model 720P[HA....",Rationalize,0.0,Slow Moving,Operational,0.0
56080013,"High availability Single Section Digital Axle counter [HASSDAC] of make CEL, Model  720P[H....",Rationalize,0.0,Slow Moving,Operational,0.0
56080013,"High availability Single Section Digital Axle counter [HASSDAC] of make CEL, Model  720P[H....",Rationalize,0.0,Slow Moving,Operational,0.0
56080013,"High availability Single Section Digital Axle counter [HASSDAC] of make CEL, Model  720P[H....",Rationalize,0.0,Slow Moving,Operational,0.0
56080013,"High availability Single Section Digital Axle counter [HASSDAC] of make CEL, Model  720P[H....",Rationalize,0.0,Slow Moving,Operational,0.0
560800130394,High availability Single Section Digital Axle counter [HASSDAC].CEL Make,Retain,5494502.06,Active,Operational,5494502.06
560800130734,"Single Section Digital Axle counter (SSDAC) configuration 2DP,1 section (MEDHA)",Rationalize,100000.0,Slow Moving,Operational,100000.0
560800130734,"Single Section Digital Axle counter (SSDAC) configuration 2DP,1 section (MEDHA)",Dispose,0.0,Dead Stock,Operational,0.0
560800130874,High availability Single Section Digital Axle counter [HASSDAC].Make;-GG  tronics( One Set....,Rationalize,0.0,Slow Moving,Operational,0.0
560800150599,4 ASPECT CLS FRP Type,Retain,24335.59,Active,Operational,24335.59
560800170033,ELECTRIC MOTOR POINT MACHINE COVER   (Released),Dispose,0.0,Dead Stock,Operational,0.0
560800310566,DIGITIAL MULTIMETER METRAVI PRO 587,Dispose,0.0,Dead Stock,Operational,0.0
560800530013,TRANSFORMER RECTIFIER 230/24/2 A,Dispose,64800.0,Dead Stock,Operational,64800.0
560801050011,TRANSFORMER RECTIFIER 110/24/5A,Retain,120303.36,Active,Operational,120303.36
560801070034,INSULATION FOR POINT MACHINE GROUND CONNECTION ROD (TWS 220MM TYPE),Retain,25200.08,Active,Operational,25200.08
560801100026,Electrical Point Machine IP-65 (143mm),Retain,2094080.0,Active,Operational,2094080.0
561100193357,Heat shrinkable jointing kit complete for 6 quad cable  for Utility shifting work by SR....,Retain,126000.0,Active,Operational,126000.0
561100196700,"SCH B-38 Cable Jelly filled under ground telecom 6 quad, 0.9mm dia Railway signal and te....",Retain,244500.0,Active,Operational,244500.0
561100196711,SCH B-33 normal joint using heat shrinkable jointing kit complete for 6 quad cable RDSO s....,Retain,64000.0,Active,Operational,64000.0
56110029,POWER CABLE 3C X 10SQ.MM  PVC INSULATED ARMOURED UNSCREENED UNDERGROUND CABLE.,Rationalize,0.0,Slow Moving,Operational,0.0
56110029,POWER CABLE 3C X 10SQ.MM PVC INSULATED ARMOURED UNSCREENED UNDERGROUND CABLE.,Rationalize,0.0,Slow Moving,Operational,0.0
56110029,CABLE PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3C X 10 SQ.MM,Retain,0.0,Active,Operational,0.0
56110029,CABLE PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3C X 10 SQ.MM,Retain,418762.49,Active,Operational,418762.49
56110029,CABLE PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3C X 10 SQ.MM,Dispose,315774.0,Dead Stock,Operational,315774.0
56110029,PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3 C X 10 SQ.MM,Rationalize,238760.94,Slow Moving,Operational,238760.94
56110029,CABLE PVC 3 CX 10 SQMM,Retain,206190.0,Active,Operational,206190.0
56110029,CABLE PVC  3C X 10 SQ.MM,Retain,1449157.25,Active,Operational,1449157.25
561100610254,Telecom Cable 10 pair polythene insulated polythene sheathed jellyfilled telephone under ....,Rationalize,123280.5,Slow Moving,Operational,123280.5
561100610631,SCH B-37 PIJF armoured Telecom Cable 10 pair polythene insulated polythene sheathed jelly ....,Retain,312000.0,Active,Operational,312000.0
561100820029,FIELD SERVICE CABLE,Dispose,0.0,Dead Stock,Operational,0.0
561101410169,CABLE OFC 24 fibre armoured as per RDSO specification NO.IRS:TC:55/2006 Rev.1 with amendm....,Rationalize,95222.8,Slow Moving,Operational,95222.8
561183522520,MULTI CORE WIRE COIL 16/0.2 SQMM PVC INSULATION COPPER ATC CABLE OF 100 METERSLENGTH EACH ....,Rationalize,0.0,Slow Moving,Operational,0.0
561183522520,MULTI CORE WIRE COIL 16/0.2 SQMM PVC INSULATION COPPER ATC CABLE OF 100 METERSLENGTH EACH ....,Retain,111650.0,Active,Operational,111650.0
561183522775,Wire Coil 16/0.2mm (PVC multi strand ATC) (1 no = 100meters),Retain,58965.0,Active,Operational,58965.0
561183523240,MULTI CORE WIRE COIL 16/0.2 SQMM PVC INSULATION COPPER ATC CABLE OF 100 METERSLENGTH EACH ....,Retain,40308.8,Active,Operational,40308.8
561183540315,WIRE COIL PVC   3/0.75 SQMM (100 MTR LENGTH),Retain,128350.0,Active,Operational,128350.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Slow Moving,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Slow Moving,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Dead Stock,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Dead Stock,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Dead Stock,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Dead Stock,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Slow Moving,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Active,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,238630.0,Slow Moving,Operational,238630.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Slow Moving,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Active,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Active,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,254086.56,Active,Operational,254086.56
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,4552682.7,Active,Operational,4552682.7
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,768600.0,Active,Operational,768600.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Slow Moving,Operational,0.0
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,54499.41,Active,Operational,54499.41
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,0.0,Dead Stock,Operational,0.0
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,0.0,Active,Operational,0.0
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,0.0,Slow Moving,Operational,0.0
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,997903.46,Active,Operational,997903.46
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,1011029.45,Active,Operational,1011029.45
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,0.0,Dead Stock,Operational,0.0
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,0.0,Dead Stock,Operational,0.0
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,0.0,Slow Moving,Operational,0.0
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,0.0,Active,Operational,0.0
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,267045.0,Active,Operational,267045.0
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,1157949.36,Active,Operational,1157949.36
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,729254.75,Active,Operational,729254.75
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,1028319.51,Active,Operational,1028319.51
561195541320,CABLE 10 PAIR UG PIJF,Rationalize,0.0,Slow Moving,Operational,0.0
561195541757,CABLE 10 PAIR UG PIJF,Retain,0.0,Active,Operational,0.0
561195651400,CABLE 60C x 1sqmm Unarmored Indore cable,Rationalize,0.0,Slow Moving,Operational,0.0
561195700010,Arrow Plate for Signal,Dispose,2210.0,Dead Stock,Operational,2210.0
561195734663,PVC insulated Cable 24 Core x 1.5 sq mm,Retain,0.0,Active,Operational,0.0
561195734699,PVC insulated Cable 24 Core x 1.5 sq mm,Retain,6396323.85,Active,Operational,6396323.85
561195890016,CABLE 10 PAIR TRIBUTARY,Dispose,25900.0,Dead Stock,Operational,25900.0
561195900010,CABLE 6 QUAD JELLY FILLED.,Rationalize,0.0,Slow Moving,Operational,0.0
561195900010,CABLE 6 QUAD JELLY FILLED.,Retain,7163451.23,Active,Operational,7163451.23
561195900010,CABLE 6 QUAD JELLY FILLED.,Retain,8176190.0,Active,Operational,8176190.0
561195901105,CABLE 6 QUAD UG PIJF,Rationalize,0.0,Slow Moving,Operational,0.0
561195910015,CABLE LINKS (TAG ALUMINIUM).,Dispose,525.0,Dead Stock,Operational,525.0
561195930014,PVC INSULATED CABLE 19C x 1.5 sq.mm,Dispose,0.0,Dead Stock,Operational,0.0
561195931365,CABLE 19C X 1.5 sqmm,Dispose,0.0,Dead Stock,Operational,0.0
561195950013,CABLE 50 PAIR JELLY FILLED.,Dispose,321986.0,Dead Stock,Operational,321986.0
561195950165,Cable 50 pair PIJF UG cable with poly-al moisture barrier 50 pair x 0.63mm as per RDSO Spe....,Rationalize,320270.88,Slow Moving,Operational,320270.88
561195950189,Telephone cable PIJF UG 50 pair 0.63mm as per TEC specification. GR/CUG- 01/03 AUG 2003 f....,Rationalize,208193.3,Slow Moving,Operational,208193.3
561196001114,Released Cable 30C X 1.5sqmm,Dispose,0.0,Dead Stock,Operational,0.0
561196111850,Telephone cable PIJF UG 20 pair 0.63mm as per TEC specification. GR/CUG- 01/03 AUG 2003 f....,Retain,853335.88,Active,Operational,853335.88
561196440018,CABLE 2 CORE 35 SQMM,Dispose,0.0,Dead Stock,Operational,0.0
561196610015,CABLE  24 FIBRE OPTICAL (OFC) 16.0 MM,Retain,1245234.17,Active,Operational,1245234.17
561196620010,CABLE PVC 19 C X 1.5  SQMM,Retain,4330238.48,Active,Operational,4330238.48
561196700041,STP (Shielded Twisted Pair) CAT6 cable (4 pair) compliant with EIA/TIA568-B.2- 1 standard....,Retain,148185.0,Active,Operational,148185.0
561196700053,STP (Shielded Twisted Pair) CAT6 cable (4 pair) compliant with EIA/TIA568-B.2- 1 standard....,Retain,187275.0,Active,Operational,187275.0
561196700077,"UTP CAT 6 (23AWG) Cable confirming to TIA/EIA- 568.C.2 for 2nd and 4th floor of NGO,PRS at....",Rationalize,0.0,Slow Moving,Operational,0.0
561196840379,POWER CABLE 2 corex1.5 sq.mm Screened/Shielded multi-strand PVC insulated wire for speake....,Retain,150498.0,Active,Operational,150498.0
561196840628,POWER CABLE 2 corex1.5 sq.mm Screened/Shielded multi strand PVC insulated wire for speake....,Rationalize,98259.0,Slow Moving,Operational,98259.0
561196841141,"SCH A-08 Power cable 3 core, 2.5 sq mm, multistrand cable as per IS694:1990.  for e-TSR ov....",Retain,0.0,Active,Operational,0.0
561196960051,Thermo shrinkable jointing TSF kit for 6 quad cable for AQUINT INFRATELE  with various Eng....,Rationalize,0.0,Slow Moving,Operational,0.0
561197050091,SC TYPE RACK/WALL MOUNTABLE 12F FIBER MANAGEMENT SYSTEM-FMS,Dispose,0.0,Dead Stock,Operational,0.0
561197050170,SC TYPE RACK/WALL MOUNTABLE 12F FIBER MANAGEMENT SYSTEM-FMS,Retain,2312870.0,Active,Operational,2312870.0
561197150292,"OFC Patch Cord 3 meters length, Single Mode, Simplex for electronic based Train signal reg....",Rationalize,0.0,Slow Moving,Operational,0.0
561197230263,48F Optical fibre Cable joint Closure for Utility shifting work by SRI SRINIVASA,Rationalize,112252.36,Slow Moving,Operational,112252.36
561197230299,"12 core un-armoured Optical fiber cable for indoor for 2nd and 4th floor of NGO,PRS at MMC....",Rationalize,0.0,Slow Moving,Operational,0.0
561197230354,48F Optical fibre Cable joint closure conforming to TEC Spec No.TEC GR/TX/OJC/002/03 April....,Rationalize,20410.0,Slow Moving,Operational,20410.0
561197240050,24F Optical fibre Cable joint Closure for Utility shifting  work by SRI SRINIVASA,Retain,29775.0,Active,Operational,29775.0
561197240086,24F Optical fibre Cable joint closure conforming to TEC Spec No.TEC GR/TX/OJC/002/03 April....,Rationalize,248125.0,Slow Moving,Operational,248125.0
561197390023,"SCH A-13 OFC Patch Cord 3meters length, SingleMode, Simplex (LC-SC/SC-SC/LC-LC) for e-TSR ....",Retain,0.0,Active,Operational,0.0
561197450238,SCH B-79 OFC cable 24 fibre armoured FOR SURYA ELECTRONICS IPIS WORK AT GI & CGL STN,Retain,155420.0,Active,Operational,155420.0
561197530131,OFC Patch cards LC-SC connector 2.5 mtr length for ANNAIE MEA 9 STN,Retain,279680.0,Active,Operational,279680.0
561197530143,"SCH B-39 OFC 10 meters length, Single Mode, Simplex OFC patch cords SC/LC-PC to SC/LC-PC f....",Retain,230880.0,Active,Operational,230880.0
561197890093,OFC 48F (armoured) as per RDSO/SPN/TC/110/2020 rev.0.0 or latest for ROB  SHU TUG  JTJ SEC....,Retain,0.0,Active,Operational,0.0
561197900098,Rack mountable 24F nos Fiber management System FMS for LUS work at 16 LC gates CGL-VM OF T....,Rationalize,0.0,Slow Moving,Operational,0.0
561197980288,RJ 45 CONNECTOR FOR UTP CAT6 CABLE,Rationalize,0.0,Slow Moving,Operational,0.0
561197990166,FMS Rack mounting type 19size for 12 F with SC-PC connector loaded with pigtails for ANNAI....,Retain,382200.0,Active,Operational,382200.0
561198090023,"Single I/O with SMB and connector with shutter facility for 2nd and 4th floor of NGO,PRS a....",Rationalize,0.0,Slow Moving,Operational,0.0
561198280055,RJ 45 Jack or connectors (Each Box contains 100 Nos),Retain,490.0,Active,Operational,490.0
561198320168,"6 Fiber Armoured Optical Fiber Cable, Single Mode",Retain,295311.0,Active,Operational,295311.0
561198350264,UTP CAT 6 cable 23 AWG,Dispose,10800.0,Dead Stock,Operational,10800.0
561198350732,UTP CAT 6 cable 23 AWG as per EIA/TIA-568-C.2 standard for Utility shifting work by SRI ....,Retain,33559.12,Active,Operational,33559.12
561198350768,UTP CAT 6 (23 AWG) cable as per EIA/TIA-568-C.2 standard for electronic based Train signal....,Retain,7244.16,Active,Operational,7244.16
561198420096,RJ 45 Jack or connectors for Utility shifting work by SRI SRINIVASA,Retain,4160.0,Active,Operational,4160.0
561198730097,Muliticore PVC insulated Nylan tape ATC briebed sheilded cable 4 coreX1.5 Sq mm FOR A20 CO....,Rationalize,0.0,Slow Moving,Operational,0.0
561199050070,PVC WIRE COIL 3/0.75MM MULTI STRAND.,Retain,0.0,Active,Operational,0.0
561199220029,CABLE UTP CAT 6,Retain,15756.3,Active,Operational,15756.3
561199260027,"SCH B-49 power cable 3 core 4 sq mm, multi strand copper conductor, PVC insulated armoured....",Retain,363216.0,Active,Operational,363216.0
561199380148,CABLE UTP CAT6,Dispose,0.0,Dead Stock,Operational,0.0
561199820045,6 PAIR SB CABLE FOR IMPROVEMENT WORK TO NGO OFFICE COMPLEX,Dispose,0.0,Dead Stock,Operational,0.0
561300051261,UFSBI Deltron make,Dispose,3150000.0,Dead Stock,Operational,3150000.0
561300090655,WOODEN RACK 6 X 3,Dispose,9000.0,Dead Stock,Operational,9000.0
561300651446,MDC CARD MSDAC (GG TRONICS),Rationalize,0.0,Slow Moving,Operational,0.0
561300652062,"Supply, Installation (indoor and outdoor), Designing,Testing and Commissioning of Multi Se....",Rationalize,0.0,Slow Moving,Operational,0.0
561300660060,Galvo Assembly,Dispose,0.0,Dead Stock,Operational,0.0
561300660101,TOL Indicator Assembly,Dispose,200.0,Dead Stock,Operational,200.0
561300661026,magneto phone,Dispose,0.0,Dead Stock,Operational,0.0
561300670957,Reset box FOR UAC BY-MAKE (RELEASED),Rationalize,0.0,Slow Moving,Operational,0.0
561300672991,"Standard rack 19size, 6U size height wall mounting type front glass door with lock and ke....",Retain,44000.0,Active,Operational,44000.0
561300673302,Spare cards for Universal Fail Safe Block Interface (UFSBI) equipment as per RDSO spec. no....,Rationalize,0.0,Slow Moving,Operational,0.0
561300680010,Block instruments and spares.,Retain,0.0,Active,Operational,0.0
561300760480,Released Block Bell equipment,Dispose,1000.0,Dead Stock,Operational,1000.0
561300880010,S/L Token less B/I Transmitter (TX-1800HZ ),Rationalize,0.0,Slow Moving,Operational,0.0
561300890015,S/L Token less B/I Transmitter (TX-2700HZ ),Dispose,0.0,Dead Stock,Operational,0.0
561300900010,S/L Token less B/I Receiver (RX-1800HZ ),Rationalize,0.0,Slow Moving,Operational,0.0
561300910014,S/L Token less B/I Receiver (RX-2700HZ ),Dispose,0.0,Dead Stock,Operational,0.0
561300920019,UFSBI Block Instruments,Dispose,0.0,Dead Stock,Operational,0.0
561300940122,Universal Fail Safe Block Instrument (UFSBI)   TLBI    PTJ,Rationalize,0.0,Slow Moving,Operational,0.0
561301001009,Filter Unit for Block Instrument,Dispose,0.0,Dead Stock,Operational,0.0
561301001009,Filter Unit for Block Instrument,Rationalize,30680.0,Slow Moving,Operational,30680.0
561301120011,Diodo Block Receiver 1800Hz,Dispose,0.0,Dead Stock,Operational,0.0
561301120011,Diodo Block Receiver 1800Hz,Retain,7000.0,Active,Operational,7000.0
561301120011,Diodo Block Receiver 1800Hz,Rationalize,0.0,Slow Moving,Operational,0.0
561301130016,DIODO Block Receiver 2700Hz,Rationalize,0.0,Slow Moving,Operational,0.0
561301130016,DIODO Block Receiver 2700Hz,Rationalize,0.0,Slow Moving,Operational,0.0
561301140010,DIODO Block Transmitter 1800Hz,Retain,7000.0,Active,Operational,7000.0
561301140010,DIODO Block Transmitter 1800Hz,Rationalize,0.0,Slow Moving,Operational,0.0
561301150015,DIODO Block Transmitter 2700Hz,Rationalize,0.0,Slow Moving,Operational,0.0
561301160010,Bell Unit for SGE Block Instrument,Dispose,0.0,Dead Stock,Operational,0.0
561301161499,SGE D/L Block Instrument,Rationalize,0.0,Slow Moving,Operational,0.0
561301190013,FM RX 1800 HZ,Retain,239700.0,Active,Operational,239700.0
561301200018,FM RX 2700 HZ.,Retain,231757.37,Active,Operational,231757.37
561301210012,FM TX 2700 HZ.,Retain,338396.86,Active,Operational,338396.86
561301410025,BELL RELAY FOR SGE BLOCK INSTRUMENT,Rationalize,0.0,Slow Moving,Operational,0.0
561301620019,TL BLOCK INSTRUMENT WITH Q SERIES RELAYS,Dispose,0.0,Dead Stock,Operational,0.0
561301650012,FM TX 1800 HZ.,Retain,125291.84,Active,Operational,125291.84
561302480011,FM RX 2700 HZ,Dispose,101480.0,Dead Stock,Operational,101480.0
561302490016,FM TX 1800 HZ,Dispose,253700.0,Dead Stock,Operational,253700.0
561302780018,FM TX 2700 HZ,Dispose,0.0,Dead Stock,Operational,0.0
561303510011,Bell Relay PCB for SGE,Rationalize,140.0,Slow Moving,Operational,140.0
561303510023,Bell Relay PCB for SGE,Retain,0.0,Active,Operational,0.0
561303520016,Galvo for FM,Dispose,12500.0,Dead Stock,Operational,12500.0
561303680019,M LOCK COIL FOR FM BLOCK INSTRUMENT,Rationalize,1800.0,Slow Moving,Operational,1800.0
561304210011,Galvo for SGE Block Instrument,Dispose,2999.0,Dead Stock,Operational,2999.0
561500180019,VRLA BATTERY 2V/200AH (60 NOS AS A SET ),Dispose,0.0,Dead Stock,Operational,0.0
561500180019,VRLA BATTERY 2V/200AH (60 NOS AS A SET ),Rationalize,0.0,Slow Moving,Operational,0.0
561500220017,12V/42 AH VRLA batteries,Rationalize,0.0,Slow Moving,Operational,0.0
561500230011,VRLA CELL 2V/200AH,Rationalize,0.0,Slow Moving,Operational,0.0
561500460016,MONOBLOCK 12V 120 AH,Retain,0.0,Active,Operational,0.0
561501060058,Secondary Cells 2V-300AH  Un Charged,Dispose,0.0,Dead Stock,Operational,0.0
561501060058,Secondary Cells 2V-300AH  Un Charged,Retain,90000.0,Active,Operational,90000.0
561501060058,Secondary Cells 2V-300AH  Un Charged,Dispose,255144.96,Dead Stock,Operational,255144.96
561501060150,Secondary Cells various capacities (R),Rationalize,0.0,Slow Moving,Operational,0.0
561501060551,Secondary Cells 2V-300AH,Retain,0.0,Active,Operational,0.0
561548300013,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V/80 AH CAPACITY,Retain,598182.4,Active,Operational,598182.4
561548470010,CELL SECONDARY 4V/12AH,Dispose,0.0,Dead Stock,Operational,0.0
561548480593,VRLA Battery for IPS 110V/120AH (One set consist of 2V/120AH-60Nos(55+5),Rationalize,0.0,Slow Moving,Operational,0.0
561548530018,CELL Secondary 2v 400AH,Rationalize,0.0,Slow Moving,Operational,0.0
561548620019,CELL 12 V/42 AH MFB,Rationalize,19514.7,Slow Moving,Operational,19514.7
561548700015,SECONDARY CELL 2V 120 AH,Rationalize,279043.78,Slow Moving,Operational,279043.78
