PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Depot
539874810019,RELAY QNNA1(6F/2B),7.0,41300.0,814,SSE/SRM/SIG/MDU087221-S AND T-SR
539818290051,STEEL RACK WITH PIGEON HOLE SMALL 30 X 5 X 6.5,2.0,40000.0,1175,SSET/SRM/PER027029-S AND T-SR
569003010012,FIRE ALARM SOUNDER CUM STROBE 24V,4.0,40000.0,808,JE/SIG/SRM/PGT037254-S AND T-SR
569025510029,STEEL TABLE WITH THREE DRAWERS & ONE CUPBOARD WITH DECOLON TOP,1.0,40000.0,1173,SSET/SRM/PER027029-S AND T-SR
567918950014,PMB-03-06/0.1A DC-DC CONV WITH TINY Sw suitable for AMARARAJA IPS,7.0,37170.0,944,SSE/SRM/SIG/MDU087221-S AND T-SR
560611160012,STATIC SWITCH (AUTO/C/o  INV/CVT) STATCON  MAKE IPS,1.0,36595.0,1668,SSE/SRM/TVC057253-S AND T-SR
560409850013,LCD DISPLAY FOR GG TRONICS MAKE SSDAC/HASSDAC,5.0,36049.0,1167,SSE/SRM/TVC057253-S AND T-SR
567900080010,Relay QT2,4.0,36000.0,1802,SSE/S/SRM/TPJ077355-S AND T-SR
502355441175,ELECTRONIC PUSH BUTTON TELEPHONE WITH CALLER ID AND SPEAKER,30.0,36000.0,781,SSET/SRM/PER027029-S AND T-SR
569002660011,DATALOGGER DUAL E1 EXTENDOR CYGNUS,1.0,35400.0,1812,JE/SIG/SRM/PGT037254-S AND T-SR
539875020016,LED BASED MULTI LAMP ROUTE INDICATOR,1.0,35333.92,908,SSE/SRM/SIG/MDU087221-S AND T-SR
565101020030,Single Lever Frame (for LC gate),3.0,33124.5,1171,SSE/S/SRM/TPJ077355-S AND T-SR
567912400016,COPPER TAPE 25 MMX 3MM DOWN CONDUCTOR,81.67,33123.72,950,SSE/SRM/TVC057253-S AND T-SR
564601390016,POWER SUPPLY CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,3.0,32922.0,822,SSE/SRM/TVC057253-S AND T-SR
560605006124,HANDHELD BRUSH CUTTER / LINE TRIMMER,4.0,32000.0,835,SSET/SRM/PER027029-S AND T-SR
466425160012,MS ROD ( 32MM),10.0,32000.0,1139,SSE/S/SRM/TPJ077355-S AND T-SR
301001320132,ELECTRONIC PUSH BUTTON TELEPHONE WITH CALLER ID AND SPEAKER,35.0,31500.0,792,SSET/SRM/PER027029-S AND T-SR
439007570011,Handheld Digital Infrared Thermometer Single-point laser Class II,13.0,31161.0,995,SSE/SRM/SIG/MDU087221-S AND T-SR
539816930024,Bitumen compound SPL,257.0,30840.0,1578,SSET/SRM/PER027029-S AND T-SR
569003010012,FIRE ALARM SOUNDER CUM STROBE Miscellaneous.,4.0,30000.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
569005090059,LHS Interface Module with EOL as per  RDSO/SPN/217/2021 Ver 3 or latest.,8.0,28800.0,797,SSE/S/SRM/TPJ077355-S AND T-SR
529001320010,RTU T NETWORKING MODEM,1.0,28000.0,1146,SSE/SRM/TVC057253-S AND T-SR
528700080244,WIRE 3.028,630.0,27720.0,1574,SSET/SRM/PER027029-S AND T-SR
560406710010,LCD DISPLAY FOR RESET BOX FOR HASSDAC MOTHER BOARD  CEL MAKE 720 P,15.0,26963.0,1352,SSE/SRM/TVC057253-S AND T-SR
567912780019,DC-DC CONVERTER CARD 24V-32V/10AMPS FOR HBL MAKE IPS,1.0,26833.2,856,SSE/SRM/SIG/MDU087221-S AND T-SR
861600980013,VISUAL STROBE AUDIO VISUAL ALARM,2.0,26816.0,898,SSE/SRM/TVC057253-S AND T-SR
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatibl....",3.0,26258.73,1161,SSE/S/SRM/TPJ077355-S AND T-SR
541100120019,POINT  INDICATOR   STAND,13.0,26000.0,1397,SSE/SRM/TVC057253-S AND T-SR
560406330018,AXLECONTER SPD CEL MAKE,1.0,26000.0,1752,SSE/SRM/TVC057253-S AND T-SR
501803720020,BOOSTER TV,13.0,26000.0,1529,SSET/SRM/PER027029-S AND T-SR
561195890016,CABLE 10 PAIR TRIBUTARY,350.0,25900.0,1921,SSE/SRM/TVC057253-S AND T-SR
564800340013,STEP DOWN TRANSFORMER 230/110 VAC/1 KVA ( AMARARAJA IPS),4.0,25612.0,1752,SSE/SRM/TVC057253-S AND T-SR
570102480223,INDUSTRIAL LOCKER WITH 8 CUPBOARD LOCKER,1.0,25000.0,1175,SSET/SRM/PER027029-S AND T-SR
560400020056,SSDAC SCC2 Card (CEL make),1.0,25000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
560400020044,SSDAC SCC1 Card (CEL make),1.0,25000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
560607060018,THUMB SWITCH 3 POSITION WITH BLACK KNOB.,7.0,24640.0,1441,SSE/SRM/TVC057253-S AND T-SR
539807460018,Dot Matrix printer,3.0,24303.0,1621,SSE/S/SRM/SA067532-S AND T-SR
539893240020,DC-DC Converter 12-40V/10A SUITABLE FOR AMARR RAJA MAKE IPS,1.0,24190.0,806,SSE/SRM/SIG/MDU087221-S AND T-SR
570102270010,Printer Deskjet/Inkjet(Epson),2.0,23630.0,1178,JE/SIG/SRM/PGT037254-S AND T-SR
861601030018,FIRE SURVIVAL ARMOURED CABLE,230.0,22770.0,792,SSE/S/SRM/TPJ077355-S AND T-SR
569008650064,Supply of Power supply Card suitable for M/s Efftronics make Data logger as per Spec:¿IRS:....,2.0,21999.92,766,SSE/S/SRM/TPJ077355-S AND T-SR
560600093419,Tag block 200 ways.,124.0,21204.0,1597,JE/SIG/SRM/PGT037254-S AND T-SR
560610430019,TLD BOX FRP,6.0,21120.0,808,SSE/SRM/TVC057253-S AND T-SR
560400251492,SSDAC Communication card 1 (GGTronics ),1.0,20881.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
860130141200,CO2 Fire extinguisher 4.5Kg capacity with all fittings and accessories.,4.0,20070.76,1060,SSE/SRM/TVC057253-S AND T-SR
565094814946,Auto Change Over for inverter for static Switch,2.0,20000.0,740,SSE/S/SRM/TPJ077355-S AND T-SR
409005470025,FIBER RACEWAY,20.0,20000.0,1457,SSET/SRM/PER027029-S AND T-SR
569003260016,POINT ROD 1 1/4 DIA 18' (FEET LENGTH),25.0,20000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
560401050019,FRAUSCHER -BOARD RACK,4.0,20000.0,1416,SSE/SRM/TVC057253-S AND T-SR
657901430017,IRON RACK 3TIER 6' X 6',10.0,20000.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
539803389469,Emergency Socket Box (FRP),65.0,19500.0,1926,SSE/SRM/SIG/MDU087221-S AND T-SR
567900413114,Relay QNN1 6F/2B,2.0,19000.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
539823150016,TRANSFORMER 110V AC / 110 V AC / 500 VA,4.0,18714.8,771,SSE/SRM/SIG/MDU087221-S AND T-SR
567919840022,12-28/1A DC- DC CONVERTER FOR  HBL MAKE IPS,1.0,18703.0,815,SSE/SRM/SIG/MDU087221-S AND T-SR
502200280020,AUTO EXCHANGE INTERFACE EQUIPMENT,6.0,18558.0,1578,SSET/SRM/PER027029-S AND T-SR
539804082608,CT BOX 4 PAIR / 5 PAIR,4.0,18000.0,1578,SSET/SRM/PER027029-S AND T-SR
501000013450,CONTROL EQUIPMENT HQ,1.0,17995.0,1280,SSET/SRM/PER027029-S AND T-SR
539825410078,M6 / ARA Terminal PBT (RELEASED),596.0,17880.0,1303,SSE/S/SRM/TPJ077355-S AND T-SR
539821030019,STOP BOARD,12.0,17714.16,1408,SSE/SRM/SIG/MDU087221-S AND T-SR
539823160010,VOLTAGE STABILIZER 1 KVA,1.0,17600.0,1129,SSE/SRM/SIG/MDU087221-S AND T-SR
561620291490,BATTERY CHARGER 110/24V/30 Amps,1.0,17422.0,1042,SSE/SRM/TVC057253-S AND T-SR
543100020011,SURFACE BASE 140 MM DIA,16.0,17318.18,745,JE/SIG/SRM/PGT037254-S AND T-SR
541000020015,Solid Joint 1 1/4.,16.0,17216.0,912,SSE/SRM/TVC057253-S AND T-SR
549005791396,SOLDER SOFT  A-GRADE,28.0,16800.0,1570,SSET/SRM/PER027029-S AND T-SR
539849030014,LED TORCH LIGHT TRI COLOR,11.0,16764.0,883,SSE/SRM/SIG/MDU087221-S AND T-SR
553000260012,HP LOCK DOUBLE.,3.0,16504.5,1173,JE/SIG/SRM/PGT037254-S AND T-SR
600500070010,RAIL 52 KG (SH),55.0,16500.0,1671,SSE/S/SRM/TPJ077355-S AND T-SR
569006490045,TW (TEAK WOOD) TABLE WITH TWO DRAWERS 120 X 75 X 70,1.0,16000.0,1173,SSET/SRM/PER027029-S AND T-SR
560406340012,AXLE COUNTER DC DC CONVERTER CARD CEL MAKE,1.0,16000.0,1752,SSE/SRM/TVC057253-S AND T-SR
30057760,"HEX HEAD BOLT (M20 X 70 mm) WITH  HEX.NUT,SPRING LOCK WASHER AND SPLIT PIN TO  DRG NO.J&TD....",390.0,15990.0,1779,SSE/S/SRM/TPJ077355-S AND T-SR
560603950017,POINT RODING 18 FEET LENGTH,19.0,15200.0,1805,JE/SIG/SRM/PGT037254-S AND T-SR
861601000014,MONITOR MODULE ADDRESSABLE RE- 717 MM,5.0,15000.0,862,SSE/SRM/SIG/MDU087221-S AND T-SR
560406380010,AXLE COUNTER RELAY BOX WITH Q TYPE RELAY CEL MAKE,1.0,15000.0,1716,SSE/SRM/TVC057253-S AND T-SR
567911900017,EXTERNAL LEASED LINE MODEM WITH T NETWORKING Electrical Signalling equipments and spares n....,1.0,15000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
539818290087,STEEL RACK 8 X 3,3.0,15000.0,1173,SSET/SRM/PER027029-S AND T-SR
570100820018,CPU FOR COMPUTER ( HP),1.0,15000.0,1815,SSE/SRM/TVC057253-S AND T-SR
555400100010,APPARATUS CASE HALF TOP SHEET,11.0,14850.0,1397,SSE/SRM/TVC057253-S AND T-SR
569043140010,Junction Type Route Indicator 2 Way,1.0,14300.0,748,SSE/SRM/TVC057253-S AND T-SR
539816710012,TRANSFORMER 110/110/1 KVA,2.0,14160.0,771,SSE/SRM/SIG/MDU087221-S AND T-SR
560412720017,CEL MAKE AXLE COUNTER TX COIL 710 P (SSDAC),1.0,14160.0,803,SSE/SRM/TVC057253-S AND T-SR
560412920018,CEL MAKE AXLE COUNTER RX COIL  (SSDAC),1.0,14160.0,766,SSE/SRM/TVC057253-S AND T-SR
560406790017,GG TRONICS MAKE AXLE COUNTER VITAL RELAY BOX,7.0,14000.0,1223,SSE/SRM/TVC057253-S AND T-SR
539881210014,Foundation bolt of sizes,39.0,13650.0,1627,SSE/SRM/SIG/MDU087221-S AND T-SR
543100040010,Foundation A type,3.0,13032.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
539871380026,Rodent Repellent Electronic,2.0,12980.0,1356,JE/SIG/SRM/PGT037254-S AND T-SR
509010380019,Dry cell 1.5V Heavy Duty (PRIMARY CELL- SITEL) As per IRS:S-95/96 AMDT.01 as per Spec. BSS....,20.0,12980.0,992,SSE/S/SRM/TPJ077355-S AND T-SR
560602860010,RELAY QN1 12F/4B.,4.0,12900.0,1146,SSE/SRM/TVC057253-S AND T-SR
472002300013,TRANSFORMERS,21.0,12600.0,932,SSE/S/SRM/TPJ077355-S AND T-SR
539823490010,CLS unit 4 ASPECT,1.0,12584.0,995,SSE/S/SRM/TPJ077355-S AND T-SR
561303520016,Galvo for FM,5.0,12500.0,1271,SSE/SRM/TVC057253-S AND T-SR
569005070012,Fire alarm Monitor Module,2.0,12400.0,808,JE/SIG/SRM/PGT037254-S AND T-SR
469028758610,TELESCOPIC ALUMINIUM LADDER,1.0,12272.0,1090,SSE/SRM/TVC057253-S AND T-SR
783000495480,OFFICERS TABLE BIG SIZE,2.0,12000.0,1922,SSE/S/SRM/SA067532-S AND T-SR
564680690014,CLS unit 4 Aspect,1.0,12000.0,1504,JE/SIG/SRM/PGT037254-S AND T-SR
560406350017,AXLE COUNTER MOTHER BOARD CEL MAKE,2.0,12000.0,1752,SSE/SRM/TVC057253-S AND T-SR
509000501938,DATALOGGER External Modem For T networking,1.0,11991.0,1812,JE/SIG/SRM/PGT037254-S AND T-SR
749000120118,LOCK PAD IRON -35 mm,49.0,11858.0,1814,JE/SIG/SRM/PGT037254-S AND T-SR
564800310010,DC DC CONVERTER 12-28 V/1 A ( STATCON IPS),1.0,11850.0,1752,SSE/SRM/TVC057253-S AND T-SR
549009350015,Conduit PVC Pipe  for Aspirating Air Sampling system.,160.0,11555.2,1073,SSE/SRM/TVC057253-S AND T-SR
564800320014,DC DC CONVERTER 12V-40 V/1 A ( STATCON IPS),1.0,11485.0,1752,SSE/SRM/TVC057253-S AND T-SR
861600960026,FIRE ALARM ANALOGUE ADDRESSABLE AND RESETTABLE MANUAL CALL POINT WITH BACK BOX  AS PER RDS....,2.0,11000.0,1060,SSE/SRM/TVC057253-S AND T-SR
561198350264,UTP CAT 6 cable 23 AWG,300.0,10800.0,788,SSET/SRM/PER027029-S AND T-SR
539810410420,PLASTIC CHAIR,6.0,10800.0,1175,SSET/SRM/PER027029-S AND T-SR
789024500018,IRON RACK SKELETON TYPE 10'X6',3.0,10500.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
539805559238,BOX 5T 20021 FOR (IRON)CABLE TERMINATION,4.0,10400.0,1578,SSET/SRM/PER027029-S AND T-SR
564800350018,COPPER STRIP 300MMX25MMX6MM,24.0,10200.0,1749,SSE/SRM/TVC057253-S AND T-SR
539874950012,POINT INDICATOR  STAND,5.0,10000.0,1489,SSE/SRM/SIG/MDU087221-S AND T-SR
561800030106,SM'S Control 4 SLIDE with locking,4.0,10000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
560406800011,GG TRONICS MAKE AXLE COUNTER RESET BOX,5.0,10000.0,1223,SSE/SRM/TVC057253-S AND T-SR
539874830018,TRANSFORMER RECTIFIER 230/24/1AMP,1.0,10000.0,801,SSE/SRM/SIG/MDU087221-S AND T-SR
569003030023,FIRE ALARM FIRE SURVIVAL INTEGRITY CABLE 2 X 1.5 SQMM UNARMOURED AS PER RDSO/SPN/217/2018....,98.0,9947.0,1060,SSE/SRM/TVC057253-S AND T-SR
560610390010,INSULATION FOR L BRACKET,250.0,9789.0,905,SSE/SRM/TVC057253-S AND T-SR
569004600017,Earthing Salt,1631.0,9786.0,956,JE/SIG/SRM/PGT037254-S AND T-SR
539814440017,INSUATION  CHANNEL PLATE 90 R.,28.0,9520.0,1912,SSE/SRM/TVC057253-S AND T-SR
567919270011,BATTERY REVERSE POLARITY CARD SUITABLE FOR HBL MAKE IPS,1.0,9440.0,815,SSE/SRM/SIG/MDU087221-S AND T-SR
430503440016,EARTH TESTER ( ANALOG),2.0,9430.56,1189,SSE/SRM/TVC057253-S AND T-SR
400785680012,PVC COPPER CABLE SINGLE CORE UNSHEATHED CABLE ( ONE COIL 100 MTRS),600.0,9204.0,963,SSE/SRM/TVC057253-S AND T-SR
469028950015,SCREW DRIVER 300mm,13.0,9100.0,1427,JE/SIG/SRM/PGT037254-S AND T-SR
561300090655,WOODEN RACK 6 X 3,1.0,9000.0,1173,SSET/SRM/PER027029-S AND T-SR
430200020035,Digital Multimeter make Rishi,1.0,9000.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
909001320014,SHEET IRON BATTERY BOX( CUP BOARD),12.0,9000.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
600500040509,STOCK RAIL for SEJ 52 KG,9.0,9000.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
560406440018,AXLE COUNTER DEFLECTOR PLATE ( GG TRONICS),2.0,8600.0,1752,SSE/SRM/TVC057253-S AND T-SR
570102008534,HOT SPOT 4G DONGLE (DIFFERENT SERVICE PROVIDER),4.0,8024.0,1111,SSET/SRM/PER027029-S AND T-SR
552000160018,RACK AND PINION LEVER OF INTERLOCKING FRAMES,1.0,8000.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
553000290016,ED  ELECTRICAL POINT AND LOCK DETECTOR,1.0,8000.0,1528,JE/SIG/SRM/PGT037254-S AND T-SR
565172850186,Voltage Stabilizer 0.5 KVA,4.0,8000.0,1690,SSE/S/SRM/TPJ077355-S AND T-SR
560401080012,FRAUSCHER - POWER SUPPLY CARD,1.0,8000.0,1416,SSE/SRM/TVC057253-S AND T-SR
565172840569,RTU  DUAL CARD LEASED LINE MODEM,1.0,8000.0,1219,JE/SIG/SRM/PGT037254-S AND T-SR
569003010127,(Sch-A-3)Fire Alarm Analogue Addressable and Resetable Manual Call Point as per RDSO/SPN/2....,1.0,8000.0,1063,SSE/S/SRM/TPJ077355-S AND T-SR
469043549610,Honda Generator/HONDA GENERATOR FORTABLE (1.4-1.6KVA),1.0,8000.0,1886,SSE/S/SRM/SA067532-S AND T-SR
570100640016,DESKTOP COMPUTER - INTEL CORE i3,1.0,8000.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
549006350016,GRAPHITE POWDER,125.0,7898.13,926,SSE/SRM/TVC057253-S AND T-SR
539805041006,Crank Handle FOR POINT MACHINE,5.0,7500.0,1816,JE/SIG/SRM/PGT037254-S AND T-SR
570100744843,PRINTER MODEL NO: 207 SAMSUNG MAKE,1.0,7500.0,1815,SSE/SRM/TVC057253-S AND T-SR
560404661871,DC DC CONVERTER,14.0,7000.0,1690,SSE/S/SRM/TPJ077355-S AND T-SR
569003520014,FIRE ALARM EOL (END OF LINE) RESISTOR,2.0,7000.0,810,JE/SIG/SRM/PGT037254-S AND T-SR
549007220013,CLS HOOD FOR CALLING ON SIGNAL (FRP),25.0,6975.0,1233,SSE/SRM/TVC057253-S AND T-SR
54253561,HAND PLUNGER LOCK,1.0,6869.0,1333,SSE/SRM/TVC057253-S AND T-SR
909001300015,RACK For OFFICE FILE,9.0,6750.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
539871380026,Rodent Repellent Electronic,1.0,6490.0,1249,JE/SIG/SRM/PGT037254-S AND T-SR
549007160016,BOLT ANCHOR 900X 25mm,22.0,6355.8,1319,SSE/SRM/TVC057253-S AND T-SR
727900929637,Fire Extinguisher CO2 type,2.0,6110.0,1308,SSE/SRM/TVC057253-S AND T-SR
603208471008,"Change over switch, 32amp.",11.0,6050.0,1578,JE/SIG/SRM/PGT037254-S AND T-SR
560611570019,SPD D TYPE 24 V AC/DC,3.0,6018.0,1571,SSE/SRM/TVC057253-S AND T-SR
560612520073,NAVATOL LOCKS 8 LEVERS WITH KEYS,4.0,6000.0,1175,SSET/SRM/PER027029-S AND T-SR
469030130949,LED BASED TRI COLOUR TORCH,10.0,6000.0,1319,SSE/SRM/TVC057253-S AND T-SR
560401140010,FRAUSCHER - TLJB WITH CLAMP,3.0,6000.0,1374,SSE/SRM/TVC057253-S AND T-SR
783102110029,Rack angle iron,5.0,6000.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
560406770018,GG TRONICS MAKE AXLE COUNTER WITH CARDS,6.0,6000.0,1226,SSE/SRM/TVC057253-S AND T-SR
560406780012,GG TRONICS MAKE AXLE COUNTER  TX AND RX COIL,6.0,6000.0,991,SSE/SRM/TVC057253-S AND T-SR
559001390012,CABLE COPPER 35  SQMM,28.0,5880.0,1749,SSE/SRM/TVC057253-S AND T-SR
539812601010,MAINTAINER HEAD LAMP,2.0,5848.0,1437,JE/SIG/SRM/PGT037254-S AND T-SR
781508550010,CHAIR TUBULAR ARM WITH NYLON SEAT,9.0,5800.0,1481,JE/SIG/SRM/PGT037254-S AND T-SR
725073720011,WEIGHING MACHINE(300kg),1.0,5500.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
673500020118,Hand Cart with tyre and wheels,1.0,5500.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
901100480016,BOARD C MARKER,21.0,5250.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
539802996457,DIGITAL INSULATION TESTER,1.0,5200.0,828,SSET/SRM/PER027029-S AND T-SR
570100593282,COMPUTER  LED HP MONITOR,1.0,5000.0,1816,SSE/SRM/TVC057253-S AND T-SR
560603820857,GROUND CONNECTION   D Bracket,20.0,5000.0,1107,JE/SIG/SRM/PGT037254-S AND T-SR
727901710015,Drilling Machine 31MM(230v) with stand,1.0,5000.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
861600990018,CONTROL MODULE ADDRESSABLE RE-717 MC,1.0,5000.0,898,SSE/SRM/TVC057253-S AND T-SR
539880270015,CLAMP FOR ARROW PLATE OF SIZE 280 x 3 x 20 MM AND 2 NOS OF MS M5 HEX HEAD BOLT AND NUT,62.0,4974.88,1306,SSE/SRM/SIG/MDU087221-S AND T-SR
567900050017,Relay QNA1K 6F 6B,1.0,4952.0,1572,JE/SIG/SRM/PGT037254-S AND T-SR
567909680010,Tumbler Spring For E - Type Lock,165.0,4950.0,1094,JE/SIG/SRM/PGT037254-S AND T-SR
623500140951,PVC Conduit Pipe 25mm dia (3 mtr long),50.0,4750.0,1481,SSE/SRM/TVC057253-S AND T-SR
430800010016,TIPL Hand held Digital Infrared medical Thermometer,1.0,4600.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
564700070012,LAMP  110V/25W/2pin.,378.0,4536.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
909001290010,RACK BOILER TUBE WITH 6 PARTITION,6.0,4500.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
909001310010,RACK STEEL TO DRG NO OJA/31/61,6.0,4500.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
560610510015,TRANSFORMER 230/110/500VA,3.0,4500.0,1077,SSE/S/SRM/TPJ077355-S AND T-SR
560405880011,SSDAC LDU FOR GGTRONICS MAKE,3.0,4500.0,1803,JE/SIG/SRM/PGT037254-S AND T-SR
559000790018,PLIER GRIP Miscellaneous.,3.0,4500.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
539874910014,JOINT SCREW 1 1/4  DOUBLE END(SCREW COUPLING),7.0,4200.0,1166,SSE/SRM/SIG/MDU087221-S AND T-SR
549008200010,GRS BOX RTU TYPE,1.0,4000.0,1571,JE/SIG/SRM/PGT037254-S AND T-SR
784600010093,IRON ALMIRAH  INDIVIDUAL EIGHT LOCKER,2.0,4000.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
539875000017,ELECTRICAL DETECTOR 3 SLIDE BG/MG,2.0,4000.0,1489,SSE/SRM/SIG/MDU087221-S AND T-SR
570152660014,CHAIR TUBULAR WITH ARM,2.0,4000.0,1173,SSET/SRM/PER027029-S AND T-SR
559000770019,RACK BOILER TUBE WITH 4 PARTITION,4.0,4000.0,1804,JE/SIG/SRM/PGT037254-S AND T-SR
472200010271,UPS -1000VA(36VDC/230V-AC),2.0,4000.0,1821,JE/SIG/SRM/PGT037254-S AND T-SR
469031300012,GREASE GUN,4.0,4000.0,1815,SSE/SRM/TVC057253-S AND T-SR
561800330011,CHANGE OVER SWITCH 1 WAY,2.0,4000.0,1578,JE/SIG/SRM/PGT037254-S AND T-SR
549004210010,Hood for main signal (Route),20.0,3988.4,950,SSE/SRM/TVC057253-S AND T-SR
543500010010,CLS LADDER 3.5 Mtrs,6.0,3937.5,1485,JE/SIG/SRM/PGT037254-S AND T-SR
620703180016,Pipe G.I 15 mm.,24.0,3852.0,1913,SSE/SRM/TVC057253-S AND T-SR
56987109,CABLE PVC INSULATED ARMOURED UN SCREENED UNDER GROUND POWER CABLE OF SIZE 2C x 25sqmm ALUM....,35.0,3850.0,832,SSE/S/SRM/TPJ077355-S AND T-SR
861600970019,RELAY MODULE ADDRESSABLE RE -717 MR,1.0,3700.0,898,SSE/SRM/TVC057253-S AND T-SR
783000631727,TABLE WOODEN TW,11.0,3650.0,1478,JE/SIG/SRM/PGT037254-S AND T-SR
861600930010,LINEAR HEAT SENSING INTERFACE MODULES WITH EOL,1.0,3600.0,883,SSE/SRM/TVC057253-S AND T-SR
753201520015,FLOOR MAT,6.0,3600.0,1091,SSE/SRM/TVC057253-S AND T-SR
405000060019,GI Wire,35.0,3500.0,1291,SSE/S/SRM/TPJ077355-S AND T-SR
650500080015,AIR COMPRESSOR  250 CFM,1.0,3500.0,1693,SSE/S/SRM/TPJ077355-S AND T-SR
721434780012,TORQUE WRENCH (TW100R),1.0,3500.0,1381,SSE/S/SRM/SA067532-S AND T-SR
419000010644,BACKING PLATES,50.0,3500.0,1187,JE/SIG/SRM/PGT037254-S AND T-SR
560608710010,PBT TERMINAL 60mm,70.0,3500.0,1404,JE/SIG/SRM/PGT037254-S AND T-SR
869019820032,PVC COUPLING 2 INCH,27.0,3375.0,1570,SSET/SRM/PER027029-S AND T-SR
600400101630,Steel Sleeper Flat,13.0,3250.0,1124,JE/SIG/SRM/PGT037254-S AND T-SR
569002560016,Earth pipe GI 50mm,18.0,3240.0,1754,SSE/SRM/TVC057253-S AND T-SR
783002169970,CHAIR LIGHT WEIGHT FOLDING WITHOUT ARM,2.0,3220.0,816,SSET/SRM/PER027029-S AND T-SR
565198350028,STABILIZER 1KVA,2.0,3026.0,1574,SSET/SRM/PER027029-S AND T-SR
469004980019,BT CHANNEL OF SIZES,6.0,3000.0,1292,SSE/S/SRM/TPJ077355-S AND T-SR
669020170011,Bench Vise 4,1.0,3000.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
720616502547,Sealing Plier,1.0,3000.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
781508530010,Furniture Steel. (Almirah steel for datalogger),1.0,3000.0,1826,JE/SIG/SRM/PGT037254-S AND T-SR
673200020071,TROLLY PLATFORM,2.0,3000.0,1815,SSE/SRM/TVC057253-S AND T-SR
553000310015,POINT ROCKER ARM ASSEMBLY FOR POINT,1.0,3000.0,1805,JE/SIG/SRM/PGT037254-S AND T-SR
565094831178,Sealing plier,1.0,3000.0,1115,JE/SIG/SRM/PGT037254-S AND T-SR
861601000014,MONITOR MODULE ADDRESSABLE RE- 717 MM,1.0,3000.0,898,SSE/SRM/TVC057253-S AND T-SR
781007070142,Chair With Arm ( Wire Type ),2.0,3000.0,1922,SSE/S/SRM/SA067532-S AND T-SR
561304210011,Galvo for SGE Block Instrument,1.0,2999.0,890,SSE/SRM/TVC057253-S AND T-SR
560608610014,INSULATION END POST FOR  52 KG.,115.0,2990.0,1823,SSE/SRM/TVC057253-S AND T-SR
539802990017,DIGITAL INSULATION TESTER,1.0,2800.0,1815,SSE/SRM/TVC057253-S AND T-SR
539819570018,SPD CLASS 'C' 110V DC,1.0,2754.28,927,SSE/SRM/SIG/MDU087221-S AND T-SR
522001790046,DISTANCE MEASURING WHEEL (RODO METER),1.0,2740.17,1027,SSE/S/SRM/TPJ077355-S AND T-SR
549007190010,BLOCK LIMIT BOARD,1.0,2650.0,1320,SSE/SRM/TVC057253-S AND T-SR
560405800015,SSDAC DC-DC Converter card No.8 (CELL MAKE),1.0,2548.0,1597,JE/SIG/SRM/PGT037254-S AND T-SR
560605076692,Spanner Ring Set,22.0,2530.0,1692,SSE/S/SRM/TPJ077355-S AND T-SR
783000630796,TABLE WOODEN 164 X 91X 76 WITH 3 DRAWS,1.0,2500.0,1815,SSE/SRM/TVC057253-S AND T-SR
902500311841,Revolving Chair ( Executive ),1.0,2500.0,1815,SSE/SRM/TVC057253-S AND T-SR
565010000010,"EARTHINGCOPPER BONDED ROD  17.2MM X 3MTR -1NO,",1.0,2500.0,1440,JE/SIG/SRM/PGT037254-S AND T-SR
657900290819,TOOL GRINDER BENCH TYPE WITH 8 INCH STONE,1.0,2500.0,1819,JE/SIG/SRM/PGT037254-S AND T-SR
783100272269,Steel table,1.0,2500.0,1922,SSE/S/SRM/SA067532-S AND T-SR
