PL_Code,Description,Active_Months,Months_With_Demand,Months_Without_Demand,Mean_Monthly_Demand,Demand_Variance,Std_Deviation,CV,CV2,ADI,Intermittency_Pct,Demand_Class
539813440022,CABLE FAULT LOCATOR,49,5,44,0.1633,0.3061,0.5533,3.3889,0.25,9.8,89.8,Intermittent
539813440710,"Cable/Pipe Route, fault and marker locator",26,6,20,0.3462,0.5554,0.7452,2.1529,0.2593,4.3333,76.92,Intermittent
539813442018,GNSS based cable route tracer kit with receiver with built in mount for GNSS receiver suitable for d....,5,1,4,0.2,0.2,0.4472,2.2361,0.0,5.0,80.0,Intermittent
539813960030,GRS APPARATUS CASE-RTU Type,51,7,44,0.5882,2.8071,1.6754,2.8482,0.2289,7.2857,86.27,Intermittent
539813960169,GRS Apparatus Case with Heat Resistant Paint,27,3,24,0.4074,1.5584,1.2484,3.0642,0.1157,9.0,88.89,Intermittent
539814380288,"Operator VDU console consists of Industrial grade embedded fanless PC with 55 monitor (LED type, 4k ....",34,2,32,0.0882,0.1435,0.3788,4.2931,0.1111,17.0,94.12,Intermittent
539814380586,Commercial Grade VDU of Size 55 inch- Full HD including Supply of Fanless Embedded Industrial Grade ....,29,1,28,0.0345,0.0345,0.1857,5.3852,0.0,29.0,96.55,Intermittent
539814382170,Commercial Grade Operator VDU of Size 55 inch- Full HD,6,3,3,1.6667,4.2667,2.0656,1.2394,0.14,2.0,50.0,Intermittent
539814460065,"Relay QNNA1 6F/2B, 24V DC.",12,2,10,0.5833,2.9924,1.7299,2.9655,0.5102,6.0,83.33,Lumpy
539814460843,Relay QNNA1(4F-4B)With accessories,6,1,5,1.6667,16.6667,4.0825,2.4495,0.0,6.0,83.33,Intermittent
539816700018,TRANSFORMER RECTIFIER 110V/24/2A,54,18,36,1.7593,14.4881,3.8063,2.1636,0.8648,3.0,66.67,Lumpy
539816761032,PVC Insulated Unsheathed Single Core Multi-strand Cable Copper conductor of size 7/1.4mm as per IRS:....,50,13,37,1.0,23.0612,4.8022,4.8022,5.136,3.8462,74.0,Lumpy
539817320023,Siemens AFTC Frequency Selective Voltmeter,52,1,51,0.0769,0.3077,0.5547,7.2111,0.0,52.0,98.08,Intermittent
539817320060,Digital frequency selective Voltmeter suitable for measuring AFTC Parameter(TTM) ABB AFTC,35,2,33,0.1143,0.2807,0.5298,4.6356,0.25,17.5,94.29,Intermittent
539817430072,Processor card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),25,1,24,0.16,0.64,0.8,5.0,0.0,25.0,96.0,Intermittent
539818371075,Stop Board/Sighting Board,30,4,26,0.5333,3.6368,1.907,3.5757,0.7812,7.5,86.67,Lumpy
539818371191,Signal Number Plate with Clamp,16,1,15,0.25,1.0,1.0,4.0,0.0,16.0,93.75,Intermittent
539819210180,MICROLOK II RACK,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
539819621026,TRACK FEED RESISTANCE CIRCULAR 0-15 OHMS,53,6,47,7.3585,718.8498,26.8114,3.6436,0.5878,8.8333,88.68,Lumpy
539820420082,Galvanically isolated voltage transducers or voltage sensor or voltage sensing channel with high imp....,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
539820831033,HEATING ELEMENT FOR DISTILLED WATER PLANT 230V/1000W KETTLE TYPE,50,23,27,8.8,192.2449,13.8652,1.5756,0.5791,2.1739,54.0,Lumpy
539820860021,RCC CABLE MARKERS AS PER DRAWING No.CSTE/CN/OFC/1,53,5,48,5.4906,539.6778,23.231,4.2311,0.7513,10.6,90.57,Lumpy
539820890037,Crank Horizontal of Sizes,40,0,40,0.0,0.0,0.0,,,,100.0,Dead
539820980087,Nylon Rain Coat shirt with cap and pant,36,5,31,1.25,15.05,3.8794,3.1035,0.4395,7.2,86.11,Intermittent
539820980099,"Polyester Rain coat with Cap, Pant and Reflective tape",36,6,30,36.8611,25630.8087,160.0962,4.3432,2.2233,6.0,83.33,Lumpy
539821090016,Thermo Shrink Cable Joint Kit for Quad Cable,50,9,41,1.34,15.4535,3.9311,2.9336,0.6982,5.5556,82.0,Lumpy
539821091100,Thermo Shrinkable Cable Joint Kit for  6 Quad Cable,30,17,13,17.9667,1150.9299,33.9254,1.8882,1.5197,1.7647,43.33,Lumpy
539821091215,Thermoshrink Jointing Kit for Underground PIJF Cable (TSF-2) As Per RDSO Specn No.RDSO/SPN/TC/57/ 20....,18,3,15,1.3889,13.0752,3.616,2.6035,0.2336,6.0,83.33,Intermittent
539821910020,L Bracket Insulation (Sets) Nylon,47,30,17,84.0851,34670.1665,186.1993,2.2144,2.7017,1.5667,36.17,Lumpy
539822000011,RAIL DEFLECTOR ASSEMBLY WITH HARDWARE,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539823791010,RELAY BASED EMERGENCY PANEL,3,1,2,0.6667,1.3333,1.1547,1.7321,0.0,3.0,66.67,Intermittent
539825241013,GI pipe 100 mm dia 4.5mm thick,54,40,14,274.1111,213150.2516,461.682,1.6843,1.8032,1.35,25.93,Lumpy
539825611059,C Marker Board With Clamp,31,1,30,0.0645,0.129,0.3592,5.5678,0.0,31.0,96.77,Intermittent
539825640023,Fencing For Location Boxes,51,9,42,5.4902,285.2149,16.8883,3.0761,0.8135,5.6667,82.35,Lumpy
539825640047,Fencing arrangement for GRS Apparatus case (WS PTJ/PER Make),38,13,25,5.5789,95.4936,9.7721,1.7516,0.3641,2.9231,65.79,Intermittent
539825701012,LADDER SHOE,54,24,30,3.6852,98.2952,9.9144,2.6903,2.6017,2.25,55.56,Lumpy
539827130024,Platform for CLS Ladder,54,4,50,0.1852,0.4556,0.675,3.645,0.04,13.5,92.59,Intermittent
539827750105,FIT & FORGET BOND WIRE 4 MTRS 4MM DIA,17,5,12,32.3529,3056.6176,55.2867,1.7089,0.1025,3.4,70.59,Intermittent
539827750129,FIT & FORGET BOND WIRE 5 MTRS 4MM DIA,15,1,14,3.3333,166.6667,12.9099,3.873,0.0,15.0,93.33,Intermittent
539828400035,Pedastal Cotter Pin for  LB Gate,50,5,45,1.0,22.1633,4.7078,4.7078,1.272,10.0,90.0,Lumpy
539829410012,CEL MSDAC Reset panel,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539829420029,CEL MSDAC Central Evaluator Rack,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539829430011,CEL MSDAC Field unit,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539829440028,CEL MSDAC Center Evaluator unit,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539829480026,Supply of Transmitter Coil (Tx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make.,13,5,8,2.0,20.0,4.4721,2.2361,1.1598,2.6,61.54,Lumpy
539829480038,Supply of Receiver Coil (Rx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make as per RDSO Spec. ....,13,5,8,2.0,20.0,4.4721,2.2361,1.1598,2.6,61.54,Lumpy
539829490019,CEL MSDAC PDCU,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539829500013,CEL MSDAC Power supply card,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539829520024,CEL MSDAC Surge arrestor protection devices (SPD),28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539829580021,110V DC Motor with Gear Box IP 67 Type 160V AC Immunity for Electric Point Machine (IRS Type) and as....,54,4,50,1.0,42.717,6.5358,6.5358,2.1797,13.5,92.59,Lumpy
539829590166,HBL make DC-DC Converters  DC-DC 24-40V/10A with fittings and wiring to complete the installation as....,29,3,26,0.8276,8.1478,2.8544,3.4491,0.2917,9.6667,89.66,Intermittent
539829590180,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM STATCON MAKE,41,6,35,0.6341,2.9378,1.714,2.7029,0.1893,6.8333,85.37,Intermittent
539829900088,FRONT END PROCESSOR ( FEP ),48,1,47,0.0417,0.0833,0.2887,6.9282,0.0,48.0,97.92,Intermittent
539830190012,CEL MSDAC RX Coil 15 Metre,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539830200017,CEL MSDAC TX Coil 15 Metre,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539830210011,CEL MSDAC Line Verification box,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539830680131,MSDAC Siemens Make Station Master Room Card (SMR),1,1,0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,Smooth
539830920026,Siemens make AFTC Tuning unit D 10 - B 20 for F5 Frequency as per RDSO specification no. RDSO/SPN/14....,54,3,51,0.1667,0.6321,0.795,4.7702,0.2963,18.0,94.44,Intermittent
539830920038,Siemens make AFTC Tuning unit D 10 - B 24 for F8 Frequency as per RDSO specification no. RDSO/SPN/14....,54,5,49,0.1481,0.2795,0.5287,3.5687,0.25,10.8,90.74,Intermittent
539830920040,Siemens make AFTC Tuning unit D 13 - B 23 for F9 Frequency as per RDSO specification no. RDSO/SPN/14....,54,3,51,0.1481,0.4682,0.6843,4.6187,0.2187,18.0,94.44,Intermittent
539830920051,Siemens make AFTC Tuning unit D 14 - B 9 for F9 Frequency as per RDSO specification no. RDSO/SPN/146....,26,3,23,0.2308,0.5046,0.7104,3.0782,0.1667,8.6667,88.46,Intermittent
539830920063,Siemens make AFTC Tuning unit D 13 - B 10 for F10 Frequency as per RDSO specification no. RDSO/SPN/1....,52,4,48,0.1154,0.1825,0.4272,3.7024,0.1111,13.0,92.31,Intermittent
539830920075,Siemens make AFTC Tuning unit D 10 - B 23 for F7 Frequency as per RDSO specification no. RDSO/SPN/14....,54,5,49,0.1481,0.2795,0.5287,3.5687,0.25,10.8,90.74,Intermittent
539830920087,Siemens make AFTC Tuning unit D 13 - B 29 for F12 Frequency as per RDSO specification no. RDSO/SPN/1....,54,4,50,0.1481,0.3173,0.5633,3.802,0.125,13.5,92.59,Intermittent
539830920117,"Tuning Unit D13-B12, F-12 Frequency for SIEMENS make Audio Frequency Track Circuit AFTC as per RDSO ....",49,4,45,0.1633,0.4311,0.6566,4.0217,0.375,12.25,91.84,Intermittent
539831440097,L-K7C Subrack with motherboard for Kyosan make EI,31,1,30,0.0323,0.0323,0.1796,5.5678,0.0,31.0,96.77,Intermittent
539831871011,WiFi Router,33,1,32,0.0606,0.1212,0.3482,5.7446,0.0,33.0,96.97,Intermittent
539834880023,"Alstom S"" Bond 26.7 Mtrs Long",51,7,44,0.3137,0.8196,0.9053,2.8857,0.2578,7.2857,86.27,Intermittent
539834880035,"Alstom S"" Bond 28 Mtrs Long",52,5,47,0.5,3.9412,1.9852,3.9705,0.5828,10.4,90.38,Lumpy
539834880047,"Alstom S"" Bond 29.1 Mtrs Long",52,10,42,0.6154,2.6335,1.6228,2.6371,0.5039,5.2,80.77,Lumpy
539834880059,"Alstom S"" Bond 30.5 Mtrs Long",52,7,45,0.5769,3.1508,1.7751,3.0768,0.3844,7.4286,86.54,Intermittent
539834880084,Siemens Alpha Bond 18 Mtrs,53,4,49,0.3019,2.4071,1.5515,5.1393,1.0312,13.25,92.45,Lumpy
539834880096,"Siemens S"" Bond 11 Mtrs",52,7,45,0.3077,1.0015,1.0008,3.2525,0.5312,7.4286,86.54,Lumpy
539834880102,"Siemens S"" Bond 16 Mtrs",53,24,29,1.6981,5.984,2.4462,1.4406,0.3748,2.2083,54.72,Intermittent
539834880114,Siemens AFTC Tuning Unit - TX (F11) D14- B11,42,1,41,0.0238,0.0238,0.1543,6.4807,0.0,42.0,97.62,Intermittent
539834880138,Siemens AFTC Equipotential Bond 21.5 Mtrs,36,2,34,0.3056,2.7897,1.6702,5.4662,0.6694,18.0,94.44,Lumpy
539835220092,Calling on Signal Unit,34,7,27,1.0588,6.4207,2.5339,2.3931,0.3503,4.8571,79.41,Intermittent
539835220262,Calling on Signal Unit,23,13,10,3.1304,21.0277,4.5856,1.4648,0.7253,1.7692,43.48,Lumpy
539835790029,ALSTOM AFTC Short Circuit Bond 2.1 Mtrs,33,1,32,0.6061,12.1212,3.4816,5.7446,0.0,33.0,96.97,Intermittent
539836000026,Retro reflective Arrow Marker,29,8,21,13.7931,1239.2414,35.2029,2.5522,1.0108,3.625,72.41,Lumpy
539836000038,Retro Reflective P Marker,29,3,26,1.5517,23.8276,4.8814,3.1458,0.0919,9.6667,89.66,Intermittent
539836000040,Retro Reflective G Marker,29,8,21,3.6207,63.601,7.975,2.2026,0.5681,3.625,72.41,Lumpy
539836000051,Retro Reflective C marker,29,8,21,7.4138,412.0369,20.2987,2.738,1.2725,3.625,72.41,Lumpy
539836410034,EPOXY GEL COAT RED,54,20,34,23.0556,1941.9025,44.067,1.9113,0.6984,2.7,62.96,Lumpy
539836631014,Metravi 4 digit Backlit LCD Hand Held True Rms Clamp Meter,49,8,41,4.6122,449.784,21.2081,4.5982,2.5448,6.125,83.67,Lumpy
539836631099,Digital AC/DC clamp meter capable of measuring low currents in mA range as well as high current upto....,29,5,24,0.5172,1.6158,1.2711,2.4575,0.1778,5.8,82.76,Intermittent
539837611023,Electronic Gate Warning Bell 12V DC/110V AC,52,1,51,0.3846,7.6923,2.7735,7.2111,0.0,52.0,98.08,Intermittent
539838080025,DIGITAL  EARTH RESISTANCE TESTER,54,9,45,0.6667,4.1887,2.0466,3.0699,0.7083,6.0,83.33,Lumpy
539838080062,Digital Clamp on Ground Resistance Tester with Leakage Current Measurement,16,4,12,2.25,48.8667,6.9905,3.1069,1.5123,4.0,75.0,Lumpy
539839010020,EMPTY CABLE DRUM,46,2,44,0.6087,11.1768,3.3432,5.4924,0.3265,23.0,95.65,Intermittent
539841501071,FUSE RESETTABLE (PPTC) 4 AMPS,47,14,33,36.1702,4315.4487,65.6921,1.8162,0.2595,3.3571,70.21,Intermittent
539841501083,FUSE RESETTABLE (PPTC) 6 AMPS,47,4,43,4.2553,359.7595,18.9673,4.4573,0.74,11.75,91.49,Lumpy
539843690030,Control Panel for Station,26,1,25,0.0385,0.0385,0.1961,5.099,0.0,26.0,96.15,Intermittent
539844210026,CT Box Sheet Iron MS,53,40,13,18.9057,331.5871,18.2095,0.9632,0.4417,1.325,24.53,Intermittent
539844530070,Bridge Clamp Assembly (Galvanized),34,7,27,7.1765,458.9982,21.4242,2.9853,0.9868,4.8571,79.41,Lumpy
539844530094,MS clamp with GI coated - a) Angle 75x75x6x980 mm length b) Angle 50x50x6x350 mm - 2 Nos c) 25x25x6 ....,17,1,16,29.4118,14705.8824,121.2678,4.1231,0.0,17.0,94.12,Intermittent
539845930018,Rod Roller Segment Arrangement,40,1,39,0.15,0.9,0.9487,6.3246,0.0,40.0,97.5,Intermittent
539847770031,SC TYPE Rack/Wall mountable 24F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,33,4,29,1.0303,15.7803,3.9724,3.8556,0.8685,8.25,87.88,Lumpy
539847770043,SC TYPE Rack/Wall mountable 48F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,17,1,16,0.2353,0.9412,0.9701,4.1231,0.0,17.0,94.12,Intermittent
539848730089,IPS/Charger Failure SMS Alert System,48,5,43,0.4792,3.574,1.8905,3.9454,0.6919,9.6,89.58,Lumpy
539849150019,EWS LOCK (1 KEY FOR 10 LOCKS),54,19,35,38.5185,7255.2732,85.1779,2.2113,1.0406,2.8421,64.81,Lumpy
539849380013,TAPPER PIN FOR AFTC 12MM,54,35,19,165.6852,123525.3519,351.4617,2.1213,2.5106,1.5429,35.19,Lumpy
539849380025,AFTC S.S TAPPER PIN 18MM,49,12,37,63.8776,85470.068,292.3526,4.5768,4.27,4.0833,75.51,Lumpy
539849560064,ABB AFTC LONG LEAD CABLE,50,1,49,0.02,0.02,0.1414,7.0711,0.0,50.0,98.0,Intermittent
539849560076,ABB AFTC SHORT LEAD CABLE,50,1,49,0.02,0.02,0.1414,7.0711,0.0,50.0,98.0,Intermittent
539849580026,ARROW INDICATOR,52,3,49,0.3462,2.1131,1.4537,4.1995,0.0556,17.3333,94.23,Intermittent
539849980028,BATTERY CHARGER 230V/60V/10A,37,1,36,0.0541,0.1081,0.3288,6.0828,0.0,37.0,97.3,Intermittent
539850100016,EXIDE 12 Volt Volt Lead Acid Battery,44,9,35,9.3182,644.315,25.3834,2.7241,0.6879,4.8889,79.55,Lumpy
539850510024,FUSE HRC 50 AMPS (BOLTED TYPE),45,5,40,8.0,966.3636,31.0864,3.8858,0.7515,9.0,88.89,Lumpy
539850730012,Mushroom box.,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
539850790021,LEVER LOCK CUM CIRCUIT CONTROLLER,48,0,48,0.0,0.0,0.0,,,,100.0,Dead
539851050021,Octaganal Boom for EOLB Gaate (MFT Make),54,10,44,0.3704,0.7659,0.8752,2.3629,0.2,5.4,81.48,Intermittent
539851110029,Fuse block (without ND Fuse) PBT as RDSO specn. No. IRS:S-75/2006(Rev. 2) drg No. SA-23748 (Alt. 4).,54,38,16,101.7778,26582.7421,163.0421,1.6019,1.4761,1.4211,29.63,Lumpy
539851170051,FUSE KE 10 AMPS,49,11,38,36.9388,15763.3503,125.5522,3.3989,1.765,4.4545,77.55,Lumpy
539851170063,FUSE KE 32 AMPS (NON BOLTED TYPE),54,5,49,2.2222,51.5723,7.1814,3.2316,0.0417,10.8,90.74,Intermittent
539851240030,FUSE KE 2 AMPS,48,12,36,46.875,17200.6649,131.1513,2.7979,1.1663,4.0,75.0,Lumpy
539851240041,FUSE KE 4 AMPS,45,10,35,36.7778,14742.2222,121.4176,3.3014,1.5904,4.5,77.78,Lumpy
539851240053,FUSE KE 6 AMPS,49,4,45,1.6327,38.9456,6.2406,3.8224,0.25,12.25,91.84,Intermittent
539852990062,"EOLB GATE COMPLETE SET (Consisting of Pedestal, Meeting post, Boom, Control panel and Counter weight....",45,3,42,0.0889,0.1283,0.3582,4.0294,0.125,15.0,93.33,Intermittent
539853160036,FUSE HRC 36 AMPS (BOLTED TYPE),37,3,34,4.8649,547.8979,23.4072,4.8115,0.9074,12.3333,91.89,Lumpy
539859090172,Loop Card for Fire Alarm make Notofire,5,1,4,0.2,0.2,0.4472,2.2361,0.0,5.0,80.0,Intermittent
539859140047,"Dial type Gram Tension Gauge, Range 50 To 500 gram.",45,12,33,1.7111,22.801,4.775,2.7906,1.2972,3.75,73.33,Lumpy
539860410051,LAMP 12V/1.2W,47,2,45,17.0213,6660.4995,81.6119,4.7947,0.0,23.5,95.74,Intermittent
539861490030,Supply and installation of Earth leakage detector as per RDSO/SPN/256/2002 or latest with 6 digit co....,35,2,33,0.1714,0.7345,0.857,4.9992,0.4444,17.5,94.29,Intermittent
539863160010,ANNOUNCIATOR 10 WAY,51,14,37,0.3922,0.7231,0.8504,2.1685,0.54,3.6429,72.55,Lumpy
539863330029,SLEEVES FOR PSC SLEEPER,52,1,51,0.9615,48.0769,6.9338,7.2111,0.0,52.0,98.08,Intermittent
539863350028,SPECIAL EARTHING AND BONDING SYSTEM AS PER RDSO SPEC. RDSO/SPN/197/2008 OR LATEST,53,17,36,5.3396,270.1132,16.4351,3.078,2.3022,3.1176,67.92,Lumpy
539864160028,"VRLA batteries 24V (2V X 12 no.of cells), 120 Ah, stackable single cell type with suitable housing t....",53,6,47,0.6604,4.4594,2.1117,3.1977,0.249,8.8333,88.68,Intermittent
539867190019,Roller tressel 2 Way/4Way,40,1,39,0.1,0.4,0.6325,6.3246,0.0,40.0,97.5,Intermittent
539868680020,Moxa Switch EDS -408A-SS-SC-TV2.1.1 Ansaldo,24,2,22,1.0,17.0435,4.1284,4.1284,0.4444,12.0,91.67,Intermittent
539868860021,"Alstom S"" Bond 24.2 Mtrs Long",40,2,38,0.25,1.6795,1.296,5.1838,0.36,20.0,95.0,Intermittent
539869590130,1 KVA Online UPS with Battery,17,1,16,0.1176,0.2353,0.4851,4.1231,0.0,17.0,94.12,Intermittent
539870270020,Insulation for Rod joint,12,0,12,0.0,0.0,0.0,,,,100.0,Dead
539873330026,TRANSFORMER 1:1 110V/110V/2KVA,47,1,46,0.0213,0.0213,0.1459,6.8557,0.0,47.0,97.87,Intermittent
539874800040,Insulation Bushes for GI Plate,12,0,12,0.0,0.0,0.0,,,,100.0,Dead
539874910026,Joint Screw 1 1/4 D.E,40,1,39,0.125,0.625,0.7906,6.3246,0.0,40.0,97.5,Intermittent
539875640092,Datalogger with 512 Digital input and 32 Analog input as per  RDSO specification no.IRS:S-99/2006 Am....,33,6,27,0.1818,0.1534,0.3917,2.1542,0.0,5.5,81.82,Intermittent
539880100195,MCOM(Part no.H001M214) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3....,9,1,8,0.7778,5.4444,2.3333,3.0,0.0,9.0,88.89,Intermittent
539880100201,Air-Termination System (External Lightning Protection Class-A) and Earthing & Bonding for MSDAC Hut-....,8,1,7,0.125,0.125,0.3536,2.8284,0.0,8.0,87.5,Intermittent
539880410093,Modular Terminal Block of 2.5 sqmm 2IN 2OUT Type Disconnect type,40,13,27,200.5,183881.7949,428.8144,2.1387,0.7744,3.0769,67.5,Lumpy
539881210026,BOLT MS FOUNDATION 1 X 36,40,1,39,0.25,2.5,1.5811,6.3246,0.0,40.0,97.5,Intermittent
539881380023,SIEMENS AFTC TUNING UNIT STAND,43,0,43,0.0,0.0,0.0,,,,100.0,Dead
539882000027,Silane siloxine Alithatic Urethane resin Blend solvent Based high technology Membrane Radiant Heat r....,50,4,46,2.1,85.8061,9.2632,4.411,0.6054,12.5,92.0,Lumpy
539882500050,RTU 64 DIGITAL INPUT WITH OUT BATTERIES,40,2,38,0.05,0.0487,0.2207,4.4144,0.0,20.0,95.0,Intermittent
539882810086,48 PIN FEMALE CONNECTOR,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
539882840017,48 PIN FEMALE CRIMP CONTACT,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
539883710233,EI Main Rack for Kyosan make,30,1,29,0.0333,0.0333,0.1826,5.4772,0.0,30.0,96.67,Intermittent
539883710245,Relay Rack for EI,30,2,28,0.2,0.6483,0.8052,4.0258,0.1111,15.0,93.33,Intermittent
539883712230,Kyosan L-K6DM Subrack with Mother Board,5,1,4,0.2,0.2,0.4472,2.2361,0.0,5.0,80.0,Intermittent
539883712242,Kyosan EI CPU card  FS4D,5,1,4,0.6,1.8,1.3416,2.2361,0.0,5.0,80.0,Intermittent
539884870153,Fonzel Almirah Steel Shelving cabinets,24,1,23,0.2083,1.0417,1.0206,4.899,0.0,24.0,95.83,Intermittent
539885010196,Digital Interface card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt....,26,2,24,0.1154,0.1862,0.4315,3.7393,0.1111,13.0,92.31,Intermittent
539885010214,GDT card suitable for M/s Efftronics make Data logger system as per Spec: IRS:S-99/2006 (Amdt-3),25,1,24,0.12,0.36,0.6,5.0,0.0,25.0,96.0,Intermittent
539885010354,"UFSBI(Full set with all Accessories , 4 relays& 2 rest Box )",13,1,12,0.6154,4.9231,2.2188,3.6056,0.0,13.0,92.31,Intermittent
539889350020,SM key for MSDAC,50,2,48,0.04,0.0392,0.1979,4.9487,0.0,25.0,96.0,Intermittent
539891040040,Lever frame Ground of sizes 1/2/4 way,40,0,40,0.0,0.0,0.0,,,,100.0,Dead
539892130229,Tool Kit for installation and Maintenance of MSDAC as per OEM requirement comprising of   2) True RM....,23,1,22,0.087,0.1739,0.417,4.7958,0.0,23.0,95.65,Intermittent
539894420030,SIEMENS AFTC FTGS 917ST COMPLET SET,43,1,42,0.0233,0.0233,0.1525,6.5574,0.0,43.0,97.67,Intermittent
539896210050,RJI Complete Set 90R,12,0,12,0.0,0.0,0.0,,,,100.0,Dead
539896390039,Supply of PVC indoor cable 1x24x1 mm dia having colour coding of insulation of inner core shall be s....,30,4,26,56.0,36811.0345,191.862,3.4261,0.6463,7.5,86.67,Lumpy
539896550020,DC-DC convertor Module 24-32V 10AMPS,42,4,38,0.5238,2.8897,1.6999,3.2453,0.0744,10.5,90.48,Intermittent
539896580138,Isolation Transformer 600:470 ohms as per RDSO Spec. No. IRS:TC/76-2000 with Amendment 1 or latest.,24,12,12,12.4167,489.7319,22.1299,1.7823,1.0221,2.0,50.0,Lumpy
539896830106,Safety Fuse Terminal Block with IP67 Enclosure for 8 Channel ELD Specifications of Terminal Fuse Blo....,30,5,25,2.9333,107.9954,10.3921,3.5428,1.1888,6.0,83.33,Lumpy
539897071045,"High Density Polyethylene Pipes (HDPE) of 110mm outer dia, 10mm wall thickness as per specification....",18,7,11,372.2222,447022.0654,668.5971,1.7962,0.5739,2.5714,61.11,Lumpy
539897071501,"Half-cut DWC pipe 250/217 mm as per Drawing No. SK.9/11, IS Specification No. 14930 (Part II)",3,1,2,10.0,300.0,17.3205,1.7321,0.0,3.0,66.67,Intermittent
539897500850,GI pipe 80mm conforming to IS:1239 heavy class with coupler,19,2,17,12.6316,1431.5789,37.8362,2.9954,0.0,9.5,89.47,Intermittent
539898330307,OFC Joint closure conforming to TEC Spec.for Optic Fibre Cable (24 Fibres),23,8,15,2.1739,13.7866,3.713,1.708,0.3184,2.875,65.22,Intermittent
539898370044,Electrical Operating Lifting Barrier Gate With Operating Panel Consisting of Boom Assembly (9.76 Mtr....,6,5,1,2.3333,4.6667,2.1602,0.9258,0.4286,1.2,16.67,Smooth
539898480056,Multi Section Digital Axle Counter (MSDAC) Complete system as per RDSO/SPN/1 76/2013 VER 3 or latest....,34,2,32,2.7647,141.5187,11.8962,4.3029,0.1159,17.0,94.12,Intermittent
542120120050,Adjustable Straight Crank as per RDSO Drg. No. S 3417/M,28,1,27,0.3571,3.5714,1.8898,5.2915,0.0,28.0,96.43,Intermittent
542218881207,ELB ALUMINIUM TOP BOOM,40,2,38,0.125,0.3173,0.5633,4.5064,0.04,20.0,95.0,Intermittent
542223081118,"Lifting Barrier Gate 8.5 Mtrs (Consisting of Pedestal Assembly, Meeting Post Assembly and Boom Assem....",45,7,38,0.2444,0.3707,0.6089,2.4908,0.0992,6.4286,84.44,Intermittent
542223081155,": Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post A....",29,0,29,0.0,0.0,0.0,,,,100.0,Dead
542223081167,"Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post Ass....",29,14,15,2.3793,15.8153,3.9768,1.6714,0.7849,2.0714,51.72,Lumpy
54253561,KEY LOCK HAND PLUNGER TYPE COMPLETE WITH KEY LOCKS TOWARDS 1 TO 8 TO DRAWING SA 3149/M ALT.1 AND TO ....,50,3,47,0.08,0.1159,0.3405,4.2558,0.125,16.6667,94.0,Intermittent
542620470036,Galvenised Colour Light Signal Pole 140mm dia 4.6mtrs,52,24,28,3.9808,41.0781,6.4092,1.61,0.635,2.1667,53.85,Lumpy
542620470048,Galvenised Colour Light Signal Pole 140mm dia 3.6mtrs,52,6,46,1.5385,55.5475,7.453,4.8445,1.7712,8.6667,88.46,Lumpy
542620470127,Galvanized Colour Light Signal Pole 140mm dia 3.6mtrs,38,17,21,2.1316,13.2525,3.6404,1.7078,0.7179,2.2353,55.26,Lumpy
543000010147,Colour Light Signal Unit 4 Aspect with out LED (Alluminium Casting),52,21,31,2.9615,35.6456,5.9704,2.016,1.0136,2.4762,59.62,Lumpy
543100020163,Surface base to suit CLS Signal pole 140MM dia,54,43,11,6.8704,173.4734,13.1709,1.9171,2.6686,1.2558,20.37,Erratic
543500010409,Ladder with platform and shoes to suit CLS pole 4.6 mtrs,44,16,28,3.75,179.1686,13.3854,3.5694,3.8914,2.75,63.64,Lumpy
543500010513,Ladder with platform and shoes to suit CLS pole 3.6 mtrs,38,7,31,1.9474,24.6999,4.9699,2.5521,0.3524,5.4286,81.58,Intermittent
543500011244,Ladder with platform and shoe to suit CLS pole 4.6mtrs (Galvanised),3,2,1,2.0,4.0,2.0,1.0,0.1111,1.5,33.33,Intermittent
