PL_Code,Description,Mean_Monthly_Demand,Std_Deviation,CV,XYZ_Class
56119537,PVC INSULATED CABLE FOR RAILWAY SIGNALLING   HEAVY DUTY UNDER GROUND UNSCREENED ARMOUNED WITH GALVAN....,1346.3148,1851.2114,1.375,Z
561195810069,Wire Coil 1.5 Sqmm,0.0312,0.1768,5.6569,Z
561196180021,"CABLE JELLY FILLED UNDERGROUND TELECOM 6 QUAD, 0.9MM DIA RAILWAY SIGNAL AND TELECOM COPPER CONDUCTOR....",6106.6792,6579.0623,1.0774,Z
561196730082,PFSK CARD FOR TPWS,0.2,0.8829,4.4144,Z
561196730094,PIND CARD FOR TPWS,0.25,0.9268,3.7072,Z
561196730150,Cable Gland for TPWS,0.625,3.5355,5.6569,Z
561300052071,Input Card Compatible with existing DELTRON make UFSBI System as per RDSO Specification No.IRS S 105....,0.0,0.0,,N/A
561300651264,MSDAC RESET BOX,0.14,0.6064,4.3316,Z
561300652270,FDC 110V(H001M124R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or....,1.1111,2.2048,1.9843,Z
561300652281,FPD 21 KHZ (Part no. H001M101R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/....,1.6667,3.5355,2.1213,Z
561300652293,FCPU(H001M112R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or lat....,1.6667,3.5355,2.1213,Z
561300652300,MCE (Part no. H001M207R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver....,0.7778,2.3333,3.0,Z
561300652311,FPD 25 KHZ (Part no. H001M102R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2....,1.6667,3.5355,2.1213,Z
561300672279,Event Logger For SSDAC (G.G.Tronics Make),0.0233,0.1525,6.5574,Z
561300850030,Spring Tension Adjustero for DLBI (Double Line Block Instrument),0.0217,0.1474,6.7823,Z
561300961344,Supply of Tx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,0.9231,1.9887,2.1544,Z
561301300025,Contact Spring Asembly for ELB GATE,2.0,7.9257,3.9628,Z
561302180039,ALUMINIUM SPACER RING FOR CLS (8MM),0.0,0.0,,N/A
561302440049,OTTO 25 TERMINAL,0.3784,1.7536,4.6345,Z
561303240020,WAGO FUSE TERMINAL,1.1081,4.5813,4.1343,Z
561548500026,BATTERY SECONDARY CELLS 300AH/2V UNCHARGED,6.0566,21.1936,3.4993,Z
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,0.14,0.5718,4.0842,Z
56160100,Battery Charger 230V  AC /24V DC 40 amps. to RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest.,1.0741,3.4742,3.2346,Z
561620290801,Battery charger 230V AC/110 V DC/40 AMPS as per RDSO specification IRS:S-93/96 (B) with Amd 1 orlate....,0.3208,1.3555,4.226,Z
561620291568,TRACK FEED RESISTANCE 0-30 OHMS,84.4348,216.1254,2.5597,Z
56163034,"VOLTAGE  STABILIZERS 3 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT TYPE, STABIL....",0.2963,0.743,2.5077,Z
561800840049,Junction Type Route Indicator - 2 Way,0.2368,0.5897,2.49,Z
561800850031,Junction Type Route Indicator - 4 Way,0.0556,0.2323,4.1816,Z
561800850043,Junction Type Route Indicator - 3 Way,0.2308,0.4297,1.8619,Z
561800880035,Junction Type Route Indicator - 5 Way,0.0,0.0,,N/A
562200010107,"Supply of Ground type shunt signal - complete with surface base, signal pole, hood etc., with necess....",1.0,3.0806,3.0806,Z
562200010272,"Ground type shunt signal complete with surface base, signal pole, hood etc",0.9375,1.4128,1.507,Z
562205030091,MODIFIED POSITION LIGHT SHUNT SIGNAL UNIT,0.1951,0.7148,3.6635,Z
56220509,ELECTRONIC FAIL SAFE TIMER 120 SECONDS,6.9057,23.1793,3.3566,Z
563000011681,Ground connection for 220mm stroke point machine,11.3519,10.8108,0.9523,Y
563000011784,GROUND CONNECTION (CLAMP/POINT LOCK) FOR PM 220MM STROKE (MODIFIED),0.037,0.1906,5.1469,Z
563000011899,FIRE ALARM ASPIRATING (AIR SAMPLING )TYPE SMOKE DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,0.9074,2.9285,3.2273,Z
563000014256,IRS Point Machine 220mm Stroke (400V AC Immunity) PTJ Make,3.1875,5.6121,1.7607,Z
563000014475,IRS Electrical point machine 143mm IP 65 400V ACI,2.1538,5.7857,2.6862,Z
563000041030,"POINT TEST GAUGE A"" TYPE",0.102,0.7143,7.0,Z
563000041041,"POINT TEST GAUGE B"" TYPE",0.102,0.7143,7.0,Z
563000200301,IRS Point machine 143mm stroke 160V ACI IP 67 with MS sheet iron CT box,2.1053,3.7697,1.7906,Z
563000220026,"DC Motor 110V,0.59HP, 1700RPM (Point Machine)",1.4211,3.6411,2.5622,Z
563003040047,Point machine 220mm-160V ACI,2.6,6.2188,2.3919,Z
563003040059,Point machine 220mm-IP67- 160V ACI,2.25,5.2217,2.3208,Z
56301571,ROTARY TYPE  ELECTRICAL POINT MACHINE IRS 143MM STROKE,6.0741,11.2801,1.8571,Z
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,5.1296,9.7595,1.9026,Z
563045770362,GROUND CONNECTION FOR EPM 220MM GKC MAKE.,1.7593,5.1503,2.9276,Z
563045770386,ELECTRICAL POINT MACHINE ROTARY 220MM STROKE GKP MAKE.,1.3148,4.7892,3.6425,Z
563045770398,CLAMP POINT LOCK 60KG SETS 220MM STROKE GKP MAKE.,1.537,4.9895,3.2462,Z
563045831351,GALVANIZED GROUND CONNECTION OF 220MM STROKE IRS POINT MACHINE PTJ MAKE,1.6061,5.6786,3.5357,Z
563045831600,IRS Point Machine 220 mm Stroke (IP 67 WITH 400 Volt AC Immunity),8.8,10.0208,1.1387,Z
563045831673,IRS Point Machine 143 mm Stroke 400V AC Immunity,3.0435,6.657,2.1873,Z
563045831843,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly,9.2778,8.8968,0.9589,Y
563045832045,IRS Point Machine 200mm stroke (400 Volte immunity),0.0,0.0,,N/A
563045832940,IRS Electrical point machine 220mm  Stroke IP 65 with IP 67- 400V ACI Motor,5.5714,11.4289,2.0513,Z
563045833177,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly 1 in 8.5,1.0,1.7321,1.7321,Z
563045841289,Gauge Tie Plate Insulation Complete Set,124.5926,218.4449,1.7533,Z
563045881664,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,15.0196,25.8577,1.7216,Z
563046150136,Ground Connection TWS Insulation Set as per IRS S40/84 for 220mm IRS Type Point Machine,13.625,22.2672,1.6343,Z
563046150185,Insulation Set for Ground Connection as per IRS S40/84 for 143mm IRS Type Point Machine,10.2143,17.6706,1.73,Z
563046660023,TELESCOPIC PIPE 220MM STROKE GKP MAKE,1.2407,4.7778,3.8508,Z
563047180021,IRS POINT MACHINE 220MM STROKE,7.7037,8.2796,1.0748,Z
563047180100,Galvanized Cover/Slide Cover for Electrical Point Machine,0.0541,0.2292,4.241,Z
564200100052,Galvenised CLS Ladder with Platform 4.6Mtrs,3.5769,8.7657,2.4506,Z
564200100064,Galvenised CLS Ladder with Platform 3.6Mtrs,2.8269,8.422,2.9792,Z
564400020027,ROUTE INDICATOR STANCIL/JUNCTION TYPE,0.3962,1.864,4.7045,Z
56450217,RELAYS -SPECIAL  TYPE- METAL TO  CARBON -QSPAI- CONFIRMATION SPECN. BRS.933A.,17.7593,18.602,1.0475,Z
56450229,"RELAY AC IMMUNE PLUG IN TYPE STYLE QTA2/UTA2 CONFORMING TO BRS - 939A,BRS.966 (APPENDIX F-21) & IRS.....",36.3148,34.4689,0.9492,Y
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR LATEST,19.8148,24.9233,1.2578,Z
56452032,RELAY QN1 12F/4B PLUG IN TYPE,4.1667,11.6008,2.7842,Z
564601280028,Processor card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),0.2692,0.6038,2.2428,Z
564601280030,Communication Card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),0.0,0.0,,N/A
564601280041,Analog Card without controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/200....,0.0769,0.3922,5.099,Z
564601280053,Analog scanner Card with controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-9....,0.1538,0.7845,5.099,Z
564601280065,Analog scanner Card with controller suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amd....,0.12,0.4397,3.6641,Z
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. RDSO/SPN/15....,22.2593,28.783,1.2931,Z
56468027,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC ....,32.3519,49.501,1.5301,Z
564680270025,A MARKER LED,5.4583,10.0127,1.8344,Z
56468039,"RED ASPECT MAIN LED SIGNAL, 110V AC RETROFITTABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC LED....",38.5741,74.3519,1.9275,Z
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC LE....",32.6667,62.7899,1.9221,Z
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC ....",56.7407,120.4108,2.1221,Z
56468064,- CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WI....,10.3774,19.8719,1.9149,Z
564680670957,Colour Light Signal Unit 2 Aspect,1.5741,5.5613,3.5331,Z
564680670969,Colour Light Signal Unit 2 Aspect Aluminium,0.0769,0.3341,4.3431,Z
564680710025,LED MULTI LAMP ROUTE INDICATOR,0.06,0.3136,5.2273,Z
564681260258,A Marker Board With Clamp,0.9032,3.727,4.1263,Z
564681480600,"Non-Metallic (FRP) Route Indicator for Railway Signalling - 1way without lenses, lamps or transforme....",0.5,1.5173,3.0347,Z
564681510184,Double Digit Multi Lamp Route Indicator (LED Type),0.3103,0.8906,2.8696,Z
564682030017,"SIGNALS, COLOUR LIGHT, MULTI UNIT TYPE, SEARCH LIGHT TYPE.",1.4528,5.3836,3.7056,Z
564700410030,FRP Road warning Signal Unit,0.7647,1.7864,2.336,Z
564800570031,INVERTER 2 KVA SUITABLE FOR AMARARAJ MAKE IPS,0.375,0.8679,2.3143,Z
565000024089,DC MOTOR FRACTIONAL H.P. FOR LIFTING BARRIER GATE,0.2174,0.6964,3.2036,Z
565000075590,Goods Warning Board,0.225,1.423,6.3246,Z
565000075991,Calling On Board,0.3333,1.8257,5.4772,Z
565000077252,Galvanized stop board for ES Boom & EOLB Gate(with clamp),3.8462,7.8086,2.0302,Z
565000077264,Stop Board for Emergency Sliding Boom (FRP),3.0769,6.7634,2.1981,Z
56500026,APPRATUS CASE GRS TYPE,7.3148,9.9524,1.3606,Z
565001250050,AC-DC/CLAMP METER,0.2059,1.038,5.0419,Z
565001310082,SPD Life Tester,0.1111,0.3234,2.9104,Z
56500142,RELAY QNA1 ACI 8F/8B,119.5,114.3515,0.9569,Y
565001664396,FUSE BASE & CARRIER 32 AMPS,1.463,5.6692,3.8752,Z
56500350,BATTERY CHARGER 110V AC 24V DC 30 AMPS TO SPECN.IRS-S-86/2000.WITH AMENDMENT-4 or latest.,0.1111,0.3172,2.855,Z
56500361,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,0.102,0.3677,3.6035,Z
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATEST.,0.1176,0.5156,4.3829,Z
56500464,APPARATUS CASE HALF GRS TYPE,7.463,12.21,1.6361,Z
56501006,PVC insulated armoured unscreened underground Railway signalling copper cable of size 24c x 1.5 sq.m....,7615.9038,12474.9731,1.638,Z
56501018,PVC INSULATED CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNSCREENED UNDERGROUND ARMOURED WITH GALVANISE....,6793.2846,10596.6246,1.5599,Z
56502540,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL CAP 2 X....,75.0189,104.7037,1.3957,Z
56502576,"FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 CARTRIDGE TYPE WITH CYLINDER CAP 2 X 9/16"" ....",47.64,110.284,2.3149,Z
565025904930,FUSE HRC 63 AMPS (BOLTED TYPE),26.8367,101.1326,3.7684,Z
56502606,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL C....,56.4151,142.9375,2.5337,Z
56506740,SINGLE FILAMENT LAMP 12V24W DOULE POLE THREE PIN VERTICAL CAPDOWN OPERATING POSITION IRS:  S.57/76 O....,0.0,0.0,,N/A
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of Lamps : O....,1.4286,7.6376,5.3463,Z
56507641,CHANNEL BOND PIN SINGLE GROOVE 7 mm DIA FOR 4 mm DIA BOND WIRE TO IRS-S-17-75 AND RDSO DRG NO.S.69m,4702.0,2949.5744,0.6273,Y
56508116,RELAY QN1 8F/8B PLUG IN TYPE,62.2778,63.667,1.0223,Z
56509376,ARA TERMINAL BLOCK (SMALL) M6 PBT MAKE TO DRG  NO.SA.23741A/ALT-4 AND TO SPECN.IRS.S.75/91 (AMDT NO.....,1738.8889,1955.1393,1.1244,Z
56509388,TERMINAL BLOCK   MADE OF PBT 60MM TO RDSO DRG NO:SA23745 (ALT-5)TO SPECN IRS : S-75/2006 AMENDMENT .....,278.0,335.1374,1.2055,Z
565094315966,END Clamp for Modular Terminal Block,3.275,8.0765,2.4661,Z
565094316200,Electronic/ RFID Cable Route Marker,40.7941,108.4166,2.6577,Z
565094320354,Electrical Operating Panel for Lifting barrier Gate(With Relay) PTJ Make,0.25,0.5501,2.2005,Z
565094341825,ELB LC Gate Counter Weight.,1.36,5.5283,4.0649,Z
565094341898,MS Box for LC Gate Switch,1.2857,7.6064,5.9161,Z
565094395007,FRP Type Track Lead Junction Box.,37.5926,48.9268,1.3015,Z
565094396371,SIEMENS AFTC TUNING UNIT BOX,0.0,0.0,,N/A
565094396486,Siemens AFTC Tuning Unit - RX (F9) D13- B9,0.2381,1.543,6.4807,Z
565094396498,Siemens AFTC Receiver - II Module B39-A3,0.0238,0.1543,6.4807,Z
565094396504,Siemens AFTC Receiver -II Module B34-A3,0.0238,0.1543,6.4807,Z
565094398458,"Washer Spring 1/2, 3/4",0.3333,1.291,3.873,Z
565094399165,Non Metallic (FRP) colour light signal housing multiunit type for railway signalling suitable for RE....,1.0,1.7321,1.7321,Z
565094803572,AC to DC Converter to monitor 110VAC Analog inputs in the existing RTUs,0.9259,3.2958,3.5595,Z
565094803584,AC to DC Converter to monitor 230VAC Analog inputs in the existing RTUs,1.8519,5.4924,2.9659,Z
565094803845,REMOTE TERMINAL UNIT (RTU),0.1277,0.8752,6.8557,Z
565094804369,Remote Terminal Unit(RTU) of 32 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,1.931,4.0172,2.0803,Z
565094804370,Remote Terminal Unit(RTU) of 64 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,3.6552,7.2322,1.9786,Z
565094804382,Dual card Internal voice modems for RTUs  as per RDSO specification no. IRS-S-99/2006 Amd-3 or lates....,5.5862,9.7193,1.7399,Z
565094804400,Remote Terminal Unit with 128 digital &16 analog inputs with modems and power supply as per RDSO spe....,0.1786,0.6696,3.75,Z
565094804412,Monitoring at Central place for receiving RTU data through LTE communication,0.0357,0.189,5.2915,Z
565094804424,Local Report System (LRS),0.5357,1.6663,3.1104,Z
565094804436,"Power supply system involving SMPS charger working on 110v AC, of reputed make and 12V SMF cells wit....",5.7857,9.837,1.7002,Z
565094804448,Remote Terminal Unit to monitor of 8 Digital and 8 Analog voltages (As per the specification enclose....,0.1786,0.9449,5.2915,Z
565094804450,"Modem for connecting Remote Terminal Unit of 8 Digital and 8 Analog voltages , through Quad cable wi....",0.1786,0.9449,5.2915,Z
565094804461,Wireless LTE/ 4G Modem for connecting RTU/IOT/Mini logger device with the Central Monitoring Unit at....,0.0,0.0,,N/A
565094815203,Auto Change Over Arrangement,0.6279,1.9398,3.0894,Z
565094825567,Electrical Point Machine IRS Tool Kit,2.3704,2.8371,1.1969,Z
565094825890,Tool Kit for HASSDAC,0.0357,0.189,5.2915,Z
565094826808,Steel Ratchet Type Torque Wrench make Stanley,0.5882,2.8438,4.8344,Z
565094828441,TOOL KIT (GKP MAKE),0.2128,0.75,3.5248,Z
565094828647,Special Spanner for maintenance of Electrical Point Machine Ground Connection,2.1957,8.6759,3.9514,Z
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LATEST.,0.6604,1.3001,1.9686,Z
56509959,PVC INSULATING CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNSCREENED ARMOURED WITH GALVANI....,4655.963,8300.9517,1.7829,Z
56509960,"Cable PVC insulated, armoured, unscreened, underground  aluminium  power cable of size 2c x 25 sq.m....",1694.0185,2681.7976,1.5831,Z
565099653138,DATA LOGGER RTU (COMPLETSET)WITH 2 BATTERIES WITH OR WITHOUT CHARGER (32 DIGITAL INPUT 16 ANALOG INP....,0.3061,1.0248,3.3476,Z
565099653266,Data Logger RTU 32 Digital input 16 Analog input with Batteries,0.0682,0.255,3.7396,Z
565099653278,DATA LOGGER RTU (COMPLETSET) 64 DIGITAL INPUT 16 ANALOG INPUT WITH BATTERIES,0.2045,0.7649,3.7396,Z
565099653321,RTU 32 DIGITAL INPUT WITH OUT BATTERIES,0.05,0.3162,6.3246,Z
565099653461,Dual Modem Card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),0.12,0.4397,3.6641,Z
565099663624,M.S.Backing Plate 52/60KG/90R,0.0,0.0,,N/A
565099844813,Fuse HRC 20 Amps Bolted Type,1.7778,8.0591,4.5333,Z
565099844825,HRC Fuse 32 Amps Bolted Type,19.6863,64.4238,3.2725,Z
565099844849,FUSE ND 4 Amps,133.566,265.4708,1.9876,Z
565099950054,AFTC LEU/ LINE SIDE CABINET ( Location Box ),0.0312,0.1768,5.6569,Z
565100012838,Transformer 400VAC/230VAC/ 3KVA,0.2264,1.3956,6.164,Z
565100013193,ISOLATION TRANSFORMER 230V/230V/1KVA,0.0588,0.4201,7.1414,Z
565100013200,ISOLATION TRANSFORMER 230V/230V/2KVA,0.0392,0.2801,7.1414,Z
565100013211,ISOLATION TRANSFORMER 230V/230V/3KVA,0.2549,0.9347,3.667,Z
565100013223,TRANSFORMER 230V/110V/2KVA,0.0392,0.2801,7.1414,Z
565100013235,TRANSFORMER 230V/110V/3KVA,0.5098,1.4474,2.8391,Z
565100013247,ISOLATION TRANSFORMER 110V/110V/50VA,0.0,0.0,,N/A
565100013259,TRANSFORMER 110V/110V/500VA,0.5882,2.0413,3.4703,Z
565100013661,TRANSFORMER 230V/24V/2KVA,0.0,0.0,,N/A
565100013673,TRANSFORMER 400V/0-35-0V/400VA,0.0,0.0,,N/A
565100013685,TRANSFORMER RECTIFIER 230V/24V/30AMPS,0.0213,0.1459,6.8557,Z
565100013697,TRANSFORMER RECTIFIER 230V/24V/20A,0.0426,0.2917,6.8557,Z
565100013703,TRANSFORMER RECTIFIER 230V/24V/5A,0.0213,0.1459,6.8557,Z
565100013995,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM HBL MAKE,0.0,0.0,,N/A
565100014987,Transformer of Capacity 230V AC/110V AC/1 KVA as per RDSO Specifications RDSO/SPN/165 /2012 Ver 3.0....,0.0,0.0,,N/A
565100920603,Revolving Chair with head rest,1.6,3.5777,2.2361,Z
565100920627,Maintenance Table 2mtrX0.8Mtr,1.6,3.5777,2.2361,Z
565172843959,Leased Line Modem for RTU,0.0714,0.3417,4.7831,Z
565172844319,DATA LOGGER 512 DIGITAL INPUT/ 32 ANALOG INPUT RELEASED,0.1081,0.3933,3.6377,Z
565172845385,Power supply Card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/2006 (Amdt-3) or....,0.0769,0.3922,5.099,Z
565172845397,Dual Modem E1 Converter suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amd....,0.1538,0.5435,3.5327,Z
565172845439,64 Digital input stack card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 ....,0.16,0.5538,3.4611,Z
565172845440,Analog protection strip PCB card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/....,0.08,0.4,5.0,Z
565172853060,FERRO RESONANT TYPE AUTOMATIC AC VOLTAGE STABILIZER 230V AC/ 5 KVA IRS:S-74/89(AMD.6),0.463,1.2546,2.71,Z
565197991932,Inlight High Visibility Warning Clothing Waist Coat Fluorescent Orange - Red (Type - 2),18.9184,105.8269,5.5939,Z
565198082125,AFTC ALSTOM COPPER SLEEVE 145 SQ MM,1.0577,5.7169,5.4051,Z
565198082137,AFTC Copper Lug 185 Sq mm,1.3182,2.7323,2.0728,Z
565198092921,Step Down Transformer 500VA Suitable for Sukhila make IPS,0.0645,0.3592,5.5678,Z
565198093123,Stage 1 Surge Protection Unit for Sukhila IPS,0.0,0.0,,N/A
565198200031,Siemens AFTC Tuning Unit -TX (F10) D13 - B25,0.0233,0.1525,6.5574,Z
565198200043,Siemens AFTC Tuning Unit - RX (F11) D13- B11,0.0465,0.305,6.5574,Z
565198200055,Siemens AFTC Tuning Unit - TX (F10) D14- B10,0.093,0.2939,3.1595,Z
565198200067,Siemens AFTC Tuning Unit -TX (F6) D10-B22,0.0233,0.1525,6.5574,Z
565198200079,Siemens AFTC Tuning Unit - TX (F9) D14- B9,0.0714,0.3417,4.7831,Z
565198272730,DOUBLE BED DEMINERALISED-300 LTR PER HOUR CAPACITY WITH IN BUILT PREFILTERATIONS EXCHANGING TYPE WIT....,0.0816,0.3998,4.8979,Z
565198332774,Inverter 24V DC/110V AC/500 VA for on- line application as per RDSO specification IRS:S-82/92 (Amd-2....,0.5741,1.8592,3.2386,Z
565198382364,"Retro Reflactive A"" Marker",4.3478,8.4024,1.9326,Z
565198460028,Supply of Inverter Module 2 KVA as per RDSO specification no. RDSO/SPN/165/2012  version 3.0 suitabl....,0.14,0.4522,3.23,Z
565198460030,Supply of DSCA Module for M/S Statcon make IPS system as per RDSO Spec No RDSO/SPN/165/2012 or late....,0.1429,0.4781,3.3466,Z
565198460089,Static Switch Module( Auto C/O Inv- CVT) Module for M/S Statcon make IPS system as per RDSO Spec No....,0.0476,0.2182,4.5826,Z
565198792645,Rotary Key Transmitter (RKT),7.9259,9.6208,1.2138,Z
565199032580,Supply of Power Supply arrangement for Maintenance VDU and Embedded PC.This shall typically consist....,0.0345,0.1857,5.3852,Z
565199280022,KEYS FOR GKP POINT MACHINE,2.4444,9.4423,3.8628,Z
565199410343,Fault analysis terminal for analyzing IPS and ELD faults and generating reports by interfacing with ....,1.7143,3.1472,1.8359,Z
565199470121,"IF Card, Line2B for Kyosan make EI",0.2581,1.1245,4.3575,Z
567900058715,RELAY QNA1K (6F-6B) WITH ACCESSORIES,4.7347,9.2731,1.9585,Z
567900117161,Siemens AFTC Tuning Unit - TX (F11) D13- B23,0.0233,0.1525,6.5574,Z
567900117173,Siemens AFTC Tuning Unit -TX (F9) D13 - B9,0.0465,0.305,6.5574,Z
567900117185,Siemens AFTC Tuning Unit -RX (F10) D13 - B25,0.1163,0.4477,3.8503,Z
567900117215,Siemens AFTC Tuning Unit - TX (F12) D14- B12,0.0238,0.1543,6.4807,Z
567900388272,Inverter 110V DC/ 110V AC/ 5KVA for on - line application as per RDSO specification IRS:S-82/92 (Amd....,0.2885,1.3036,4.5193,Z
567900418914,Relay QNN1 6F/2B,2.3396,7.1628,3.0615,Z
567900444834,MAGNETIC COLLERS,0.2128,1.4586,6.8557,Z
567900616750,Laser Distance Meter,0.35,0.6708,1.9166,Z
567900698091,Microlok - II Power Supply PCB Ansaldo Male,0.1163,0.5438,4.6764,Z
567900698108,Microlok - II Non-Vital Input-Output PCB (Ansaldo Make),0.1628,0.6145,3.7749,Z
567900698169,Microlok - II Card File Ansaldo Make,0.1333,0.5164,3.873,Z
567900698170,Microlok - II Vital Input PCB 24V DC Ansaldo Make,0.2667,1.0328,3.873,Z
567900698182,Microlok - II COMM PCB Ansaldo Make,0.1333,0.5164,3.873,Z
567900698194,Microlok - II Rack Ansaldo Make,0.0667,0.2582,3.873,Z
567900778992,"Relay AC Immune, Plug-in type, style-QNAI DC neutral line, 24V DC, 12-4B contacts, Front and back m....",0.0741,0.5443,7.3485,Z
567900779194,RELAY QN1 (12F-4B) WITH ACESSORIES,12.4231,35.0441,2.8209,Z
567900779911,RELAY SIEMENS ECR OFF,0.0,0.0,,N/A
567900808704,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 110V AC/DC,1.42,4.2383,2.9847,Z
567900808716,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 24V DC,1.8824,4.5592,2.4221,Z
567901800040,2KVA AVR suitable for M/S Statcon make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3 or....,0.125,0.5,4.0,Z
567903070027,Protocol Converter to seamlessly interface with Datalogger and EI equipment,0.0417,0.2041,4.899,Z
567904138020,SMPS Based IPS for LC Gate,0.3243,1.1069,3.4129,Z
567904397905,"KNOB RED , YELLOW, BLACK, WHITE AND BLUE",9.9815,32.135,3.2195,Z
567904517790,BOLT WITH NUT 12 X 65 MM,1.7437,7.371,4.2271,Z
567904517807,BOLT WITH NUT 16/20 X 115MM,1.625,9.4995,5.8458,Z
567906940021,AFTC Clamp,1.5652,6.1342,3.9191,Z
567907000020,DC- DC CONVERTER FOR MICROLOK - II CARD FILE  110VDC/12VDC/10AMPS,0.1132,0.8242,7.2801,Z
567908369072,Operating Tool Screw Driver and Stripper,0.0333,0.1826,5.4772,Z
567908486994,DC DC CONVERTER ( 24-40V)/ 10Amp Statcon make,0.9556,3.5288,3.6929,Z
567909490026,HOLE LOCK KEY GKP MAKE,0.2037,0.919,4.5113,Z
567909900022,Collar Bush Large & Small for Ground Connection 220MM Stroke (Consisting of 4 Large & 4 Small bush),2.7941,6.2995,2.2546,Z
567910410020,Electro Magnetic Counter,0.3774,1.4037,3.7197,Z
567912100021,GSM MODEM COMPATIBLE FOR 4G(LTE) MAKE QUECTEL,0.1538,0.6969,4.5299,Z
567912210185,Inverter 1.5 KVA Suitable for Sukhila make IPS,0.0968,0.3962,4.0943,Z
567912210197,AC Distribution Panel Suitable for Sukhila make IPS,0.0,0.0,,N/A
567912210203,DC Distribution Panel Suitable for Sukhila make IPS,0.0,0.0,,N/A
567912410010,BATTERY CHARGER 230VAC/24VDC/10AMPS,0.0444,0.2084,4.6892,Z
567912420015,Battery Charger  for Axle counter application 230V AC/24V DC /20Amps as per RDSO specification IRS: ....,0.566,1.7266,3.0503,Z
567912550075,FIRE ALARM RESETTABLE TYPE ANALOGUE LHS CABLE AS PER RDSO/SPN/217/2018-VER 2.0,185.0,858.3931,4.64,Z
