PL_Code,Description,Business_Unit,Criticality,Criticality_Name,ABC_Class,Forecast_Method,Forecastability_Class,Forecast_2026_27,Current_Stock,Strategic_Stock,Operational_Stock,Lead_Time_Months,Pending_Supply,Unit_Cost,Inventory_Value,Supplier_Info,Procurement_History
565198460089,Static Switch Module( Auto C/O Inv- CVT) Module for M/S Statcon make IPS system as per RDSO Spec No....,MAS,,,,SBA,Very Low,2.28,,,,,,,,Yes,Yes
565198792645,Rotary Key Transmitter (RKT),MAS,,,,TSB,Medium,112.9355,,,,,,,,Yes,Yes
565199032580,Supply of Power Supply arrangement for Maintenance VDU and Embedded PC.This shall typically consist....,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
565199280022,KEYS FOR GKP POINT MACHINE,MAS,,,,TSB,Very Low,6.681,,,,,,,,Yes,Yes
565199410343,Fault analysis terminal for analyzing IPS and ELD faults and generating reports by interfacing with ....,MAS,,,,SBA,Very Low,86.64,,,,,,,,Yes,Yes
565199470121,"IF Card, Line2B for Kyosan make EI",MAS,,,,SBA,Very Low,5.9478,,,,,,,,Yes,Yes
567900058715,RELAY QNA1K (6F-6B) WITH ACCESSORIES,MAS,,,,TSB,Very Low,90.1025,,,,,,,,Yes,Yes
567900117161,Siemens AFTC Tuning Unit - TX (F11) D13- B23,MAS,,,,SBA,Very Low,0.4071,,,,,,,,,
567900117173,Siemens AFTC Tuning Unit -TX (F9) D13 - B9,MAS,,,,SBA,Very Low,0.8444,,,,,,,,Yes,Yes
567900117185,Siemens AFTC Tuning Unit -RX (F10) D13 - B25,MAS,,,,SBA,Very Low,4.026,,,,,,,,Yes,Yes
567900117215,Siemens AFTC Tuning Unit - TX (F12) D14- B12,MAS,,,,SBA,Very Low,0.4385,,,,,,,,Yes,Yes
567900388272,Inverter 110V DC/ 110V AC/ 5KVA for on - line application as per RDSO specification IRS:S-82/92 (Amd....,MAS,,,,TSB,Very Low,0.3495,,,,,,,,,
567900418914,Relay QNN1 6F/2B,MAS,,,,SBA,Very Low,81.3124,,,,,,,,,
567900444834,MAGNETIC COLLERS,MAS,,,,SBA,Very Low,7.125,,,,,,,,,
567900616750,Laser Distance Meter,MAS,,,,SBA,Very Low,9.5168,,,,,,,,Yes,Yes
567900698091,Microlok - II Power Supply PCB Ansaldo Male,MAS,,,,SBA,Very Low,4.2935,,,,,,,,Yes,Yes
567900698108,Microlok - II Non-Vital Input-Output PCB (Ansaldo Make),MAS,,,,SBA,Very Low,4.5182,,,,,,,,Yes,Yes
567900698169,Microlok - II Card File Ansaldo Make,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
567900698170,Microlok - II Vital Input PCB 24V DC Ansaldo Make,MAS,,,,SBA,Very Low,45.6,,,,,,,,Yes,Yes
567900698182,Microlok - II COMM PCB Ansaldo Make,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
567900698194,Microlok - II Rack Ansaldo Make,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
567900778992,"Relay AC Immune, Plug-in type, style-QNAI DC neutral line, 24V DC, 12-4B contacts, Front and back m....",MAS,,,,SBA,Very Low,45.6,,,,,,,,,
567900779194,RELAY QN1 (12F-4B) WITH ACESSORIES,MAS,,,,TSB,Very Low,39.0429,,,,,,,,Yes,Yes
567900779911,RELAY SIEMENS ECR OFF,MAS,,,,No Forecast,,,,,,,,,,,
567900808704,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 110V AC/DC,MAS,,,,TSB,Very Low,6.626,,,,,,,,Yes,Yes
567900808716,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 24V DC,MAS,,,,SBA,Very Low,29.6541,,,,,,,,Yes,Yes
567901800040,2KVA AVR suitable for M/S Statcon make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3 or....,MAS,,,,SBA,Very Low,1.52,,,,,,,,Yes,Yes
567903070027,Protocol Converter to seamlessly interface with Datalogger and EI equipment,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
567904138020,SMPS Based IPS for LC Gate,MAS,,,,SBA,Very Low,38.3193,,,,,,,,Yes,Yes
567904397905,"KNOB RED , YELLOW, BLACK, WHITE AND BLUE",MAS,,,,TSB,Very Low,69.6969,,,,,,,,Yes,Yes
567904517790,BOLT WITH NUT 12 X 65 MM,MAS,,,,TSB,Very Low,165.6553,,,,,,,,,
567904517807,BOLT WITH NUT 16/20 X 115MM,MAS,,,,TSB,Very Low,149.6142,,,,,,,,,
567906940021,AFTC Clamp,MAS,,,,SBA,Very Low,90.5314,,,,,,,,,
567907000020,DC- DC CONVERTER FOR MICROLOK - II CARD FILE  110VDC/12VDC/10AMPS,MAS,,,,SBA,Very Low,68.4,,,,,,,,,
567908369072,Operating Tool Screw Driver and Stripper,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
567908486994,DC DC CONVERTER ( 24-40V)/ 10Amp Statcon make,MAS,,,,TSB,Very Low,3.3634,,,,,,,,Yes,Yes
567909490026,HOLE LOCK KEY GKP MAKE,MAS,,,,TSB,Very Low,0.1742,,,,,,,,Yes,Yes
567909900022,Collar Bush Large & Small for Ground Connection 220MM Stroke (Consisting of 4 Large & 4 Small bush),MAS,,,,SBA,Very Low,78.7065,,,,,,,,Yes,Yes
567910410020,Electro Magnetic Counter,MAS,,,,SBA,Very Low,15.6385,,,,,,,,,
567912100021,GSM MODEM COMPATIBLE FOR 4G(LTE) MAKE QUECTEL,MAS,,,,SBA,Very Low,5.1596,,,,,,,,,
567912210185,Inverter 1.5 KVA Suitable for Sukhila make IPS,MAS,,,,SBA,Very Low,18.05,,,,,,,,,
567912210197,AC Distribution Panel Suitable for Sukhila make IPS,MAS,,,,No Forecast,,,,,,,,,,,
567912210203,DC Distribution Panel Suitable for Sukhila make IPS,MAS,,,,No Forecast,,,,,,,,,,,
567912410010,BATTERY CHARGER 230VAC/24VDC/10AMPS,MAS,,,,SBA,Very Low,6.7059,,,,,,,,,
567912420015,Battery Charger  for Axle counter application 230V AC/24V DC /20Amps as per RDSO specification IRS: ....,MAS,,,,SBA,Very Low,22.3666,,,,,,,,,
567912550075,FIRE ALARM RESETTABLE TYPE ANALOGUE LHS CABLE AS PER RDSO/SPN/217/2018-VER 2.0,MAS,,,,TSB,Very Low,3559.7681,,,,,,,,Yes,Yes
567913080042,24 - 40 V/10A DC - DC Converter suitable for M/s Amara raja make IPS as per RDSO Spec. no. RDSO/SPN....,MAS,,,,SBA,Very Low,31.9757,,,,,,,,Yes,Yes
567913080091,"230/110V 1KVA Transformer suitable for Amara Raja make IPS as per RDSO/SPN/165/2012, Version 3.0.",MAS,,,,SBA,Very Low,27.7565,,,,,,,,Yes,Yes
567913080108,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Amararaja IPS  with all fitt....",MAS,,,,TSB,Very Low,31.7338,,,,,,,,Yes,Yes
567913080110,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Statcon IPS  with all fittin....",MAS,,,,SBA,Very Low,22.3079,,,,,,,,Yes,Yes
567913210030,CVT 1KVA Suitable for Sukhila make IPS,MAS,,,,SBA,Very Low,22.8,,,,,,,,,
567913220022,DC-DC Convertor 12V-28V/5AMPS Suitable for Sukhila make IPS,MAS,,,,No Forecast,,,,,,,,,,,
567913220034,DC-DC Convertor 3V-6V/0.1 AMPS Suitable for Sukhila make IPS,MAS,,,,No Forecast,,,,,,,,,,,
567913440125,Integrated Power Supply System with complete accessories excluding Batteries and SPD,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
567913440150,DC-DC Convertor 2V-12V/5AMPS Suitable for Sukhila make IPS,MAS,,,,No Forecast,,,,,,,,,,,
567913440162,Status Monitoring Panel (ASM) Suitable for Sukhila make IPS,MAS,,,,No Forecast,,,,,,,,,,,
567914940040,DC-DC converter cabinet with 4 nos 24-32v/10A converters and ultimate capacity to accommodate 6 nos....,MAS,,,,TSB,Very Low,2.3396,,,,,,,,Yes,Yes
567917930020,Power Supply arrangement for Electronic Interlocking System at station Consisting of 16 Nos DC-DC Co....,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
567918190044,Relay QL1 (11F/4B) With Accessories,MAS,,,,TSB,Low,79.6113,,,,,,,,Yes,Yes
567919200197,"HBL make Inverter (INV) module of 110V DC/ 230V AC, 2 KVA capacity with all fittings and wiring to ....",MAS,,,,SBA,Very Low,8.55,,,,,,,,Yes,Yes
567919520027,"CPU Card , F486-41 for Kyosan make EI",MAS,,,,SBA,Very Low,17.1,,,,,,,,Yes,Yes
567919640033,Alteration in existing El at Mundiyappakkam (MYP) station (M/S Hitachi make) Schedule included 1. ML....,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
567919890025,110V/20Amps SMR module of M/s. Statcon make IPS conforming to RDSO/SPN/165/2012 (version3.0) or late....,MAS,,,,SBA,Very Low,5.9714,,,,,,,,Yes,Yes
567921160020,Modular Power Supply arrangement for Maintenance VDU and Embedded PC. This shall typically consists ....,MAS,,,,SBA,Very Low,6.7807,,,,,,,,Yes,Yes
567921890045,Point Test Gauge 1.6/5mm WS/PTJ Make,MAS,,,,SBA,Very Low,39.897,,,,,,,,Yes,Yes
567922200024,IRS Point Machine 143 mm Stroke (IP 67 Type 400 Volte),MAS,,,,TSB,Low,72.3049,,,,,,,,Yes,Yes
567924600080,"Ether-net Interface, FETH",MAS,,,,SBA,Very Low,8.55,,,,,,,,Yes,Yes
567928010026,Field IOT Devices with Basic Functioning of capturing the parameters from the field gears like DC tr....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
567928020020,Non intrusive type current sensors Variant : 0-1 Amp DC/0-10 Amp DC /0-1A AC as per RDSO/RDPM/FRS/20....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
569001120070,Earthing arrangements for MSDAC Hut as per RDSO specifications RDSO/SPN/197/2016 and RDSO Lr .No STS....,MAS,,,,TSB,Very Low,6.5333,,,,,,,,Yes,Yes
569001220027,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY-RDSO SPECNO. RDS....",MAS,,,,SBA,Very Low,19.7106,,,,,,,,Yes,Yes
569001230021,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE B""FREQUENCY, RDSO SPEC....",MAS,,,,SBA,Very Low,21.774,,,,,,,,Yes,Yes
569001230033,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE C"" FREQUENCY RDSO SPEC....",MAS,,,,SBA,Very Low,12.426,,,,,,,,Yes,Yes
569001240026,"ABB AFTC Transmitter E"" Frequency",MAS,,,,SBA,Very Low,2.28,,,,,,,,,
569001250020,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE D"" FREQUENCY, RDSO SPE....",MAS,,,,SBA,Very Low,12.3413,,,,,,,,Yes,Yes
569001340057,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F8 ALSTOM MAKE",MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
569001340069,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F9 ALSTOM MAKE",MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
569001340070,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F10 ALSTOM MAKE",MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
569001340082,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F11 ALSTOM MAKE",MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
569001340094,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F12 ALSTOM MAKE",MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
569001370025,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F9 WITH OUT FRP BOX AS PER RDSO/SPN/146/20....,MAS,,,,SBA,Very Low,14.25,,,,,,,,Yes,Yes
569001370037,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,MAS,,,,SBA,Very Low,14.25,,,,,,,,Yes,Yes
569001370049,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F9-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,MAS,,,,SBA,Very Low,5.7,,,,,,,,Yes,Yes
569001370050,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F10 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,MAS,,,,SBA,Very Low,3.5286,,,,,,,,Yes,Yes
569001370062,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,MAS,,,,SBA,Very Low,3.5286,,,,,,,,Yes,Yes
569001370074,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F10-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/....,MAS,,,,SBA,Very Low,3.5286,,,,,,,,Yes,Yes
569001370086,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F7 ALSTOM MAKE",MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
569001520060,"ABB AFTC Transmitter  F"" frequency",MAS,,,,SBA,Very Low,2.85,,,,,,,,,
569001520072,"ABB AFTC Transmitter G"" Frequency",MAS,,,,SBA,Very Low,2.85,,,,,,,,,
569001520084,"ABB AFTC Transmitter H"" Frequency",MAS,,,,SBA,Very Low,2.85,,,,,,,,,
569001570026,Siemens AFTC Relay Drive Module B36-A3 as per RDSO SPN/146/2001,MAS,,,,SBA,Very Low,4.6586,,,,,,,,Yes,Yes
569001570063,Siemens AFTC Receiver - I Module B33 - B5,MAS,,,,SBA,Very Low,6.9196,,,,,,,,Yes,Yes
569001580056,Siemens AFTC Power Supply Unit (PSU),MAS,,,,SBA,Very Low,4.7899,,,,,,,,Yes,Yes
569001620066,Siemens AFTC Transmitter B30-A4,MAS,,,,TSB,Very Low,1.4352,,,,,,,,Yes,Yes
569001620078,Siemens AFTC Demodulator B35-A3,MAS,,,,TSB,Very Low,0.7176,,,,,,,,Yes,Yes
569001890021,Siemens  Alpha Bond  9 Mtrs,MAS,,,,SBA,Very Low,3.4373,,,,,,,,,
569001890033,Siemens AFTC Receiver I Module (F9) B33-B9,MAS,,,,SBA,Very Low,0.4071,,,,,,,,,
569001890045,Siemens AFTC Tuning Unit - RX (F11) D13- B27,MAS,,,,SBA,Very Low,1.0556,,,,,,,,Yes,Yes
569001890057,Siemens AFTC Tuning Unit - TX (F8) D10- B24,MAS,,,,SBA,Very Low,2.9786,,,,,,,,Yes,Yes
569001930020,"Siemens  S ""Bond  21 mtrs.",MAS,,,,SBA,Low,9.9896,,,,,,,,Yes,Yes
569001970028,"Alstom S"" Bond  23.7 Mtrs Long",MAS,,,,TSB,Very Low,1.3622,,,,,,,,Yes,Yes
569002040021,ALSTOM AFTC SHORT BOND 3.1 Mtrs,MAS,,,,SBA,Very Low,456.0,,,,,,,,,
569002491213,DC DC CONVERTER (GALLANT) 110/24/10A,MAS,,,,SBA,Low,83.0751,,,,,,,,Yes,Yes
569003010073,FIRE ALARM ANALOGUE CONTROLLER FOR LHS CABLE AS PER RDSO/SPN/217/2018/ Ver - 2,MAS,,,,TSB,Very Low,41.0796,,,,,,,,Yes,Yes
569003010085,FIRE ALARM NETWORKABLE SINGLE LOOP ADDRESSABLE FIRE ALARM CONTROL PANEL AS PER RDSO/SPN/217/2018-VER....,MAS,,,,TSB,Very Low,42.1881,,,,,,,,Yes,Yes
569003010103,FIRE ALARM MULTI SENSOR DETECTOR DUAL OPTICAL/THERMAL WITH ROTARIES AND BACK BOXES INCLUDING BASE,MAS,,,,SBA,Very Low,134.8,,,,,,,,Yes,Yes
569003011284,"Fire Alarm TCP/IP for Single loop addressable fire alarm control panel, Ethernet Module",MAS,,,,SBA,Very Low,63.84,,,,,,,,Yes,Yes
569003011545,Power Supply Card for Fire Alarm make Notofire,MAS,,,,SBA,Very Low,5.7,,,,,,,,Yes,Yes
569003030023,FIRE ALARM FIRE SURVIVAL INTEGRITY CABLE 2C X 1.5 SQMM UNARMOURED AS PER RDSO/SPN/217/2018-VER 2.0,MAS,,,,TSB,Very Low,12876.0947,,,,,,,,Yes,Yes
569003030035,FIRE ALARM FIRE SURVIVAL INTERGRITY CABLE 2CX1.5SQMM ARMORED AS PER RDSO/SPN/217/2018 VER -2  OR LAT....,MAS,,,,SBA,Very Low,9869.9029,,,,,,,,Yes,Yes
569003031210,CPU Card for Fire alarm make Notofire,MAS,,,,SBA,Very Low,5.7,,,,,,,,Yes,Yes
569003510057,FIRE ALARM CONTROL MODULE WITH BACKBOX WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2.0,MAS,,,,TSB,Very Low,55.6897,,,,,,,,Yes,Yes
569003520038,FIRE ALARM EOL AS PER RDSO/SPN/217/2018/VER - 2,MAS,,,,TSB,Very Low,26.0428,,,,,,,,Yes,Yes
569003530032,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 VER - 2.0,MAS,,,,TSB,Very Low,53.6601,,,,,,,,Yes,Yes
569003530044,FIRE ALARM GSM INTERFACE MODULE FOR INTERFACING WITH CONTROL PANEL AS PER RDSO/SPN/217/2018-VER 3.0 ....,MAS,,,,TSB,Very Low,41.419,,,,,,,,Yes,Yes
569003540050,FIRE ALARM HEAT AND SMOKE MULTI SENSOR AS PER RDSO /SPN/217/2018 VER-2.0,MAS,,,,TSB,Very Low,288.4995,,,,,,,,Yes,Yes
569003550031,FIRE ALARM PROBE TYPE BI-METALIC FIXED TEMPERATURE HEAT DETECTOR AS PER RDSO/SPN/217/2018 VER 2.0,MAS,,,,TSB,Very Low,4.7645,,,,,,,,Yes,Yes
569003560048,FIRE ALARM RELAY MODULE WITH BACK BOX AND ACESSORIES AS PER RDSO/SPN/217/2018-VER 2.0,MAS,,,,TSB,Very Low,41.6108,,,,,,,,Yes,Yes
569003570030,FIRE ALARM UV/IR FLAME DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,MAS,,,,TSB,Very Low,4.1572,,,,,,,,Yes,Yes
569003580035,FIRE ALARM ZONE INTERFACE MODULE WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2,MAS,,,,TSB,Very Low,69.5942,,,,,,,,Yes,Yes
569003780024,TRAIN SHUNT METER (BYCULLA),MAS,,,,SBA,Very Low,0.456,,,,,,,,,
569003800047,Drill Bit 8 mm,MAS,,,,SBA,Very Low,373.6667,,,,,,,,,
569004330087,Flat cable set UFSBI as per specification No. IRS:S-105/2012 Ver. 0 or latest. (DELTRON Make),MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
569004570074,Weather proof Rain protection cover for 2 Aspect IRS Type CLS unit,MAS,,,,TSB,Very Low,2422.0955,,,,,,,,Yes,Yes
569005120027,FIRE ALARM FAULT ISOLATOR WITH BACK BOX AS PER RDSO/SPN/217/2018-VER 2.0,MAS,,,,TSB,Very Low,62.6587,,,,,,,,Yes,Yes
569005440022,ELB Aluminium Booms of Sizes (PTJ Design),MAS,,,,SBA,Very Low,15.2941,,,,,,,,Yes,Yes
569005530114,Drill Bit Tungston 6 mm,MAS,,,,SBA,Very Low,178.494,,,,,,,,,
569006600033,SM SLIDE CONTACT,MAS,,,,No Forecast,,,,,,,,,,,
569006940154,GDT card suitable for Efftronics make RTU system as per Spec: IRS:S-99/2006 (Amdt-3),MAS,,,,SBA,Very Low,29.7667,,,,,,,,Yes,Yes
569006970020,Lightning Arrestor,MAS,,,,SBA,Very Low,68.4,,,,,,,,,
569007720034,Siemens AFTC Amplifier Filter Module(F7) B40-B7,MAS,,,,SBA,Very Low,0.4071,,,,,,,,,
569007730052,Siemens AFTC Amplifier Filter Module(F5) B40-B5,MAS,,,,SBA,Very Low,6.7688,,,,,,,,,
569007730064,Siemens AFTC Amplifier Module B41 - A1,MAS,,,,TSB,Very Low,0.6507,,,,,,,,,
569007780031,Alstom Alfa Bond 23.1 Mtrs Long,MAS,,,,SBA,Very Low,7.7696,,,,,,,,,
569007780043,Alstom Alfa Bond 22.5 Mtrs Long,MAS,,,,SBA,Very Low,1.368,,,,,,,,Yes,Yes
569012720211,IOT device for sensing 110V DC Battery bank parameters including current and voltage transducers as ....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
569016620028,END Plates for Modular Terminal Block,MAS,,,,SBA,Very Low,21.8878,,,,,,,,Yes,Yes
569018890023,SIEMENS Electronic Interlocking Card VPIM Protection Filter Module (VPIM PFM),MAS,,,,SBA,Very Low,15.675,,,,,,,,Yes,Yes
569018900028,SIEMENS Electronic Interlocking Card VROM Protection Filter Module (VROM PFM),MAS,,,,SBA,Very Low,15.675,,,,,,,,Yes,Yes
569020420026,All Gear Mechanism with crank handle for ELB Gate,MAS,,,,SBA,Very Low,8.4125,,,,,,,,Yes,Yes
569020690029,DIN Channel for the Terminal,MAS,,,,SBA,Very Low,55.7245,,,,,,,,Yes,Yes
569024350020,Shorting Link Insulated Grey in Color,MAS,,,,SBA,Very Low,19.0911,,,,,,,,Yes,Yes
569027490034,Surge Protection Devicesfor Data Lines for SSBPAC (2 Nos) tosuit RDSO/SPN/175/2005 or Latest.,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
569033660057,10% of essential spares for Indoor/Outdoor equipment of MSDAC (Frauscher Make) Supplied in NS1 consi....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
569034910045,"ALTPRO MSDAC Wheel sensor ZK24-2 with 10 mtr cable & cable protection tube, Part No. AP215595 as per....",MAS,,,,SBA,Very Low,33.998,,,,,,,,Yes,Yes
569034910069,Cable Protection Tube (Altpro Make),MAS,,,,SBA,Very Low,9712.8,,,,,,,,Yes,Yes
569034910070,Micro Processor Unit (MPU) Altpro make,MAS,,,,TSB,Very Low,48.729,,,,,,,,Yes,Yes
569044770013,Announciator 8 way,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
569049130038,Station gateway equipment system with Edge Computing to receive data fromvarious IOT Devices in fie....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
569060390045,Weather proof Rain protection cover for 4 Aspect IRS Type CLS unit,MAS,,,,SBA,Very Low,5700.0,,,,,,,,Yes,Yes
569068510027,"LRS i5/8GB/256GB SSD/Windows10/Intel Integrated Graphics, 32inch Display of Reputated Make & UPS 60....",MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
569069000033,FRAUSCHER make MSDAC Board Rack BGT 0784 TE -17390,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
569070440021,Three point safety Nut with bolt and socket for ground connection 220mm stroke,MAS,,,,TSB,Very Low,40.1356,,,,,,,,Yes,Yes
569070440033,Three Point Safety nut with bolt and socket for Ground Connection 220mm Stroke 1)Multi Point Trunca....,MAS,,,,Croston,Low,354.025,,,,,,,,Yes,Yes
569804430131,Integrated Power Supply system as per RDSO specification RDSO/SPN/165/2012 Ver 3.0 or latest,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
56982252,INSULATION FOR STRETCHER BAR AS PER SPECIFICATION IRS.S.40-84 (Complete Set),MAS,,,,TSB,Medium,947.0819,,,,,,,,Yes,Yes
569839060113,"SEALED MAINTENANCE FREE VRLA BATTERY SET OF 60 CELLS (STACKABLE), IN COMBINATION OF 55+5 CELLS FOR S....",MAS,,,,SBA,Very Low,12.6252,,,,,,,,Yes,Yes
569839060125,"VRLA Batteries 110V(2V X 55 No. of Cells)120AH, Stackable Single Cell Type with Suitable Housing Tra....",MAS,,,,SBA,Very Low,15.1356,,,,,,,,Yes,Yes
569839060332,"Sealed Maintenance Free VRLA Battery Set Of 60 Cells (Stackable), In Combination Of 55+5 Cells, Each....",MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
56985800,ELECTRONIC FAIL SAFE TIMER 60 SECONDS,MAS,,,,TSB,Very Low,17.3235,,,,,,,,Yes,Yes
56986130,RELAY STYLE QBAT (2F-2B) AC TRACK,MAS,,,,TSB,Low,67.7963,,,,,,,,Yes,Yes
569894370025,Aluminium Boom 9.76 Mtrs for Lifting Barrier Gate,MAS,,,,SBA,Very Low,4.4017,,,,,,,,Yes,Yes
569894550039,"GLASS FUSE LINKS OF 400MA,1.6A,2A,4A,6.3A & 10A CAPACITY",MAS,,,,SBA,Very Low,144.3438,,,,,,,,Yes,Yes
569894580184,PVC WIRE COIL SINGLE CORE COPPER SIZE 7/20,MAS,,,,SBA,Very Low,35.454,,,,,,,,,
569900780080,FUSE terminal block with LED indication up to 2.5sq.mm screw type 1 IN 1 OUT,MAS,,,,TSB,Very Low,72.0252,,,,,,,,Yes,Yes
569901140024,Siemens AFTC Receiver -I Module (F11) B33-B11,MAS,,,,SBA,Very Low,4.75,,,,,,,,,
569901140036,Siemens AFTC Tuning Unit - TX (F11) D13- B27,MAS,,,,SBA,Very Low,0.8769,,,,,,,,Yes,Yes
569902250020,SAFETY POINT ALARM UNIT,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
569903410020,Earthenhancement compound. The materialshould conform to the requirements of IEC 62561-7. (Digging ....,MAS,,,,SBA,Very Low,651.4286,,,,,,,,Yes,Yes
570100356570,Canon Mk-5000 Cable ID Printer along with standard accessories soft carry case black ink Ribbon (4....,MAS,,,,SBA,Very Low,54.8457,,,,,,,,Yes,Yes
570100421847,Station mastersblock panel for Single line-SSBPAC(D)as per RDSO/SPN/175/2005 or latest along with su....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
570100421859,Microprocessor based SSBPAC(D) for single line including wiring relay rack without Relays as per RDS....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
570102510586,Printer HP Make,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
570104790136,UPS 5KVA CAPACITY,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
570109490283,Industrial Grade Embedded Fanless PC with all accessories,MAS,,,,SBA,Very Low,6.4016,,,,,,,,Yes,Yes
570109490386,Supply and installation of embedded PC with Dualmonitors - one of size 21.5 for SM to enter/acceptev....,MAS,,,,TSB,Very Low,24.1308,,,,,,,,Yes,Yes
570109490520,Supply and Installation of e-TSR Central server (Rack Model) with Intel Xeon Silver 4309Y processor ....,MAS,,,,SBA,Very Low,5.7,,,,,,,,Yes,Yes
570131650240,laptop Intel core i5 15.6 Inch Display with Back Pack case,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
570131650305,"Intel Core I5 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 512 SSD, ....",MAS,,,,SBA,Very Low,38.2714,,,,,,,,Yes,Yes
570140712828,"Intel Core I3 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 1024 SSD,....",MAS,,,,SBA,Very Low,45.6,,,,,,,,Yes,Yes
570140713948,HP Intel Core i7 All-in-One PC with 23.8-inch display and Windows 11 Pro,MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
570143970026,Laptop Backpack and Antivirus,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
