PL_Code,Description,Months_Observed,Total_Issues,Average_Monthly_Demand,Std_Deviation,CV
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,50,7.0,0.14,0.5718,4.0842
56160100,Battery Charger 230V  AC /24V DC 40 amps. to RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest.,54,58.0,1.0741,3.4742,3.2346
561620290801,Battery charger 230V AC/110 V DC/40 AMPS as per RDSO specification IRS:S-93/96 (B) with Amd 1 orlate....,53,17.0,0.3208,1.3555,4.226
561620291568,TRACK FEED RESISTANCE 0-30 OHMS,46,3884.0,84.4348,216.1254,2.5597
56163034,"VOLTAGE  STABILIZERS 3 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT TYPE, STABIL....",54,16.0,0.2963,0.743,2.5077
561800840049,Junction Type Route Indicator - 2 Way,38,9.0,0.2368,0.5897,2.49
561800850031,Junction Type Route Indicator - 4 Way,36,2.0,0.0556,0.2323,4.1816
561800850043,Junction Type Route Indicator - 3 Way,26,6.0,0.2308,0.4297,1.8619
561800880035,Junction Type Route Indicator - 5 Way,8,0.0,0.0,0.0,
562200010107,"Supply of Ground type shunt signal - complete with surface base, signal pole, hood etc., with necess....",52,52.0,1.0,3.0806,3.0806
562200010272,"Ground type shunt signal complete with surface base, signal pole, hood etc",32,30.0,0.9375,1.4128,1.507
562205030091,MODIFIED POSITION LIGHT SHUNT SIGNAL UNIT,41,8.0,0.1951,0.7148,3.6635
56220509,ELECTRONIC FAIL SAFE TIMER 120 SECONDS,53,366.0,6.9057,23.1793,3.3566
563000011681,Ground connection for 220mm stroke point machine,54,613.0,11.3519,10.8108,0.9523
563000011784,GROUND CONNECTION (CLAMP/POINT LOCK) FOR PM 220MM STROKE (MODIFIED),54,2.0,0.037,0.1906,5.1469
563000011899,FIRE ALARM ASPIRATING (AIR SAMPLING )TYPE SMOKE DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,54,49.0,0.9074,2.9285,3.2273
563000014256,IRS Point Machine 220mm Stroke (400V AC Immunity) PTJ Make,16,51.0,3.1875,5.6121,1.7607
563000014475,IRS Electrical point machine 143mm IP 65 400V ACI,13,28.0,2.1538,5.7857,2.6862
563000041030,"POINT TEST GAUGE A"" TYPE",49,5.0,0.102,0.7143,7.0
563000041041,"POINT TEST GAUGE B"" TYPE",49,5.0,0.102,0.7143,7.0
563000200301,IRS Point machine 143mm stroke 160V ACI IP 67 with MS sheet iron CT box,19,40.0,2.1053,3.7697,1.7906
563000220026,"DC Motor 110V,0.59HP, 1700RPM (Point Machine)",19,27.0,1.4211,3.6411,2.5622
563003040047,Point machine 220mm-160V ACI,20,52.0,2.6,6.2188,2.3919
563003040059,Point machine 220mm-IP67- 160V ACI,16,36.0,2.25,5.2217,2.3208
56301571,ROTARY TYPE  ELECTRICAL POINT MACHINE IRS 143MM STROKE,54,328.0,6.0741,11.2801,1.8571
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,54,277.0,5.1296,9.7595,1.9026
563045770362,GROUND CONNECTION FOR EPM 220MM GKC MAKE.,54,95.0,1.7593,5.1503,2.9276
563045770386,ELECTRICAL POINT MACHINE ROTARY 220MM STROKE GKP MAKE.,54,71.0,1.3148,4.7892,3.6425
563045770398,CLAMP POINT LOCK 60KG SETS 220MM STROKE GKP MAKE.,54,83.0,1.537,4.9895,3.2462
563045831351,GALVANIZED GROUND CONNECTION OF 220MM STROKE IRS POINT MACHINE PTJ MAKE,33,53.0,1.6061,5.6786,3.5357
563045831600,IRS Point Machine 220 mm Stroke (IP 67 WITH 400 Volt AC Immunity),25,220.0,8.8,10.0208,1.1387
563045831673,IRS Point Machine 143 mm Stroke 400V AC Immunity,23,70.0,3.0435,6.657,2.1873
563045831843,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly,18,167.0,9.2778,8.8968,0.9589
563045832045,IRS Point Machine 200mm stroke (400 Volte immunity),17,0.0,0.0,0.0,
563045832940,IRS Electrical point machine 220mm  Stroke IP 65 with IP 67- 400V ACI Motor,7,39.0,5.5714,11.4289,2.0513
563045833177,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly 1 in 8.5,5,5.0,1.0,1.7321,1.7321
563045841289,Gauge Tie Plate Insulation Complete Set,54,6728.0,124.5926,218.4449,1.7533
563045881664,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,51,766.0,15.0196,25.8577,1.7216
563046150136,Ground Connection TWS Insulation Set as per IRS S40/84 for 220mm IRS Type Point Machine,40,545.0,13.625,22.2672,1.6343
563046150185,Insulation Set for Ground Connection as per IRS S40/84 for 143mm IRS Type Point Machine,28,286.0,10.2143,17.6706,1.73
563046660023,TELESCOPIC PIPE 220MM STROKE GKP MAKE,54,67.0,1.2407,4.7778,3.8508
563047180021,IRS POINT MACHINE 220MM STROKE,54,416.0,7.7037,8.2796,1.0748
563047180100,Galvanized Cover/Slide Cover for Electrical Point Machine,37,2.0,0.0541,0.2292,4.241
564200100052,Galvenised CLS Ladder with Platform 4.6Mtrs,52,186.0,3.5769,8.7657,2.4506
564200100064,Galvenised CLS Ladder with Platform 3.6Mtrs,52,147.0,2.8269,8.422,2.9792
564400020027,ROUTE INDICATOR STANCIL/JUNCTION TYPE,53,21.0,0.3962,1.864,4.7045
56450217,RELAYS -SPECIAL  TYPE- METAL TO  CARBON -QSPAI- CONFIRMATION SPECN. BRS.933A.,54,959.0,17.7593,18.602,1.0475
56450229,"RELAY AC IMMUNE PLUG IN TYPE STYLE QTA2/UTA2 CONFORMING TO BRS - 939A,BRS.966 (APPENDIX F-21) & IRS.....",54,1961.0,36.3148,34.4689,0.9492
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR LATEST,54,1070.0,19.8148,24.9233,1.2578
56452032,RELAY QN1 12F/4B PLUG IN TYPE,24,100.0,4.1667,11.6008,2.7842
564601280028,Processor card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),26,7.0,0.2692,0.6038,2.2428
564601280030,Communication Card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),26,0.0,0.0,0.0,
564601280041,Analog Card without controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/200....,26,2.0,0.0769,0.3922,5.099
564601280053,Analog scanner Card with controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-9....,26,4.0,0.1538,0.7845,5.099
564601280065,Analog scanner Card with controller suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amd....,25,3.0,0.12,0.4397,3.6641
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. RDSO/SPN/15....,54,1202.0,22.2593,28.783,1.2931
56468027,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC ....,54,1747.0,32.3519,49.501,1.5301
564680270025,A MARKER LED,48,262.0,5.4583,10.0127,1.8344
56468039,"RED ASPECT MAIN LED SIGNAL, 110V AC RETROFITTABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC LED....",54,2083.0,38.5741,74.3519,1.9275
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC LE....",54,1764.0,32.6667,62.7899,1.9221
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC ....",54,3064.0,56.7407,120.4108,2.1221
56468064,- CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WI....,53,550.0,10.3774,19.8719,1.9149
564680670957,Colour Light Signal Unit 2 Aspect,54,85.0,1.5741,5.5613,3.5331
564680670969,Colour Light Signal Unit 2 Aspect Aluminium,52,4.0,0.0769,0.3341,4.3431
564680710025,LED MULTI LAMP ROUTE INDICATOR,50,3.0,0.06,0.3136,5.2273
564681260258,A Marker Board With Clamp,31,28.0,0.9032,3.727,4.1263
564681480600,"Non-Metallic (FRP) Route Indicator for Railway Signalling - 1way without lenses, lamps or transforme....",44,22.0,0.5,1.5173,3.0347
564681510184,Double Digit Multi Lamp Route Indicator (LED Type),29,9.0,0.3103,0.8906,2.8696
564682030017,"SIGNALS, COLOUR LIGHT, MULTI UNIT TYPE, SEARCH LIGHT TYPE.",53,77.0,1.4528,5.3836,3.7056
564700410030,FRP Road warning Signal Unit,17,13.0,0.7647,1.7864,2.336
564800570031,INVERTER 2 KVA SUITABLE FOR AMARARAJ MAKE IPS,40,15.0,0.375,0.8679,2.3143
565000024089,DC MOTOR FRACTIONAL H.P. FOR LIFTING BARRIER GATE,46,10.0,0.2174,0.6964,3.2036
565000075590,Goods Warning Board,40,9.0,0.225,1.423,6.3246
565000075991,Calling On Board,30,10.0,0.3333,1.8257,5.4772
565000077252,Galvanized stop board for ES Boom & EOLB Gate(with clamp),13,50.0,3.8462,7.8086,2.0302
565000077264,Stop Board for Emergency Sliding Boom (FRP),13,40.0,3.0769,6.7634,2.1981
56500026,APPRATUS CASE GRS TYPE,54,395.0,7.3148,9.9524,1.3606
565001250050,AC-DC/CLAMP METER,34,7.0,0.2059,1.038,5.0419
565001310082,SPD Life Tester,18,2.0,0.1111,0.3234,2.9104
56500142,RELAY QNA1 ACI 8F/8B,54,6453.0,119.5,114.3515,0.9569
565001664396,FUSE BASE & CARRIER 32 AMPS,54,79.0,1.463,5.6692,3.8752
56500350,BATTERY CHARGER 110V AC 24V DC 30 AMPS TO SPECN.IRS-S-86/2000.WITH AMENDMENT-4 or latest.,54,6.0,0.1111,0.3172,2.855
56500361,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,49,5.0,0.102,0.3677,3.6035
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATEST.,51,6.0,0.1176,0.5156,4.3829
56500464,APPARATUS CASE HALF GRS TYPE,54,403.0,7.463,12.21,1.6361
56501006,PVC insulated armoured unscreened underground Railway signalling copper cable of size 24c x 1.5 sq.m....,52,396027.0,7615.9038,12474.9731,1.638
56501018,PVC INSULATED CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNSCREENED UNDERGROUND ARMOURED WITH GALVANISE....,53,360044.083,6793.2846,10596.6246,1.5599
56502540,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL CAP 2 X....,53,3976.0,75.0189,104.7037,1.3957
56502576,"FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 CARTRIDGE TYPE WITH CYLINDER CAP 2 X 9/16"" ....",50,2382.0,47.64,110.284,2.3149
565025904930,FUSE HRC 63 AMPS (BOLTED TYPE),49,1315.0,26.8367,101.1326,3.7684
56502606,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL C....,53,2990.0,56.4151,142.9375,2.5337
56506740,SINGLE FILAMENT LAMP 12V24W DOULE POLE THREE PIN VERTICAL CAPDOWN OPERATING POSITION IRS:  S.57/76 O....,48,0.0,0.0,0.0,
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of Lamps : O....,49,70.0,1.4286,7.6376,5.3463
56507641,CHANNEL BOND PIN SINGLE GROOVE 7 mm DIA FOR 4 mm DIA BOND WIRE TO IRS-S-17-75 AND RDSO DRG NO.S.69m,54,253908.0,4702.0,2949.5744,0.6273
56508116,RELAY QN1 8F/8B PLUG IN TYPE,54,3363.0,62.2778,63.667,1.0223
56509376,ARA TERMINAL BLOCK (SMALL) M6 PBT MAKE TO DRG  NO.SA.23741A/ALT-4 AND TO SPECN.IRS.S.75/91 (AMDT NO.....,54,93900.0,1738.8889,1955.1393,1.1244
56509388,TERMINAL BLOCK   MADE OF PBT 60MM TO RDSO DRG NO:SA23745 (ALT-5)TO SPECN IRS : S-75/2006 AMENDMENT .....,54,15012.0,278.0,335.1374,1.2055
565094315966,END Clamp for Modular Terminal Block,40,131.0,3.275,8.0765,2.4661
565094316200,Electronic/ RFID Cable Route Marker,34,1387.0,40.7941,108.4166,2.6577
565094320354,Electrical Operating Panel for Lifting barrier Gate(With Relay) PTJ Make,20,5.0,0.25,0.5501,2.2005
565094341825,ELB LC Gate Counter Weight.,50,68.0,1.36,5.5283,4.0649
565094341898,MS Box for LC Gate Switch,35,45.0,1.2857,7.6064,5.9161
565094395007,FRP Type Track Lead Junction Box.,54,2030.0,37.5926,48.9268,1.3015
565094396371,SIEMENS AFTC TUNING UNIT BOX,43,0.0,0.0,0.0,
565094396486,Siemens AFTC Tuning Unit - RX (F9) D13- B9,42,10.0,0.2381,1.543,6.4807
565094396498,Siemens AFTC Receiver - II Module B39-A3,42,1.0,0.0238,0.1543,6.4807
565094396504,Siemens AFTC Receiver -II Module B34-A3,42,1.0,0.0238,0.1543,6.4807
565094398458,"Washer Spring 1/2, 3/4",15,5.0,0.3333,1.291,3.873
565094399165,Non Metallic (FRP) colour light signal housing multiunit type for railway signalling suitable for RE....,9,9.0,1.0,1.7321,1.7321
565094803572,AC to DC Converter to monitor 110VAC Analog inputs in the existing RTUs,54,50.0,0.9259,3.2958,3.5595
565094803584,AC to DC Converter to monitor 230VAC Analog inputs in the existing RTUs,54,100.0,1.8519,5.4924,2.9659
565094803845,REMOTE TERMINAL UNIT (RTU),47,6.0,0.1277,0.8752,6.8557
565094804369,Remote Terminal Unit(RTU) of 32 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,29,56.0,1.931,4.0172,2.0803
565094804370,Remote Terminal Unit(RTU) of 64 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,29,106.0,3.6552,7.2322,1.9786
565094804382,Dual card Internal voice modems for RTUs  as per RDSO specification no. IRS-S-99/2006 Amd-3 or lates....,29,162.0,5.5862,9.7193,1.7399
565094804400,Remote Terminal Unit with 128 digital &16 analog inputs with modems and power supply as per RDSO spe....,28,5.0,0.1786,0.6696,3.75
565094804412,Monitoring at Central place for receiving RTU data through LTE communication,28,1.0,0.0357,0.189,5.2915
565094804424,Local Report System (LRS),28,15.0,0.5357,1.6663,3.1104
565094804436,"Power supply system involving SMPS charger working on 110v AC, of reputed make and 12V SMF cells wit....",28,162.0,5.7857,9.837,1.7002
565094804448,Remote Terminal Unit to monitor of 8 Digital and 8 Analog voltages (As per the specification enclose....,28,5.0,0.1786,0.9449,5.2915
565094804450,"Modem for connecting Remote Terminal Unit of 8 Digital and 8 Analog voltages , through Quad cable wi....",28,5.0,0.1786,0.9449,5.2915
565094804461,Wireless LTE/ 4G Modem for connecting RTU/IOT/Mini logger device with the Central Monitoring Unit at....,28,0.0,0.0,0.0,
565094815203,Auto Change Over Arrangement,43,27.0,0.6279,1.9398,3.0894
565094825567,Electrical Point Machine IRS Tool Kit,54,128.0,2.3704,2.8371,1.1969
565094825890,Tool Kit for HASSDAC,28,1.0,0.0357,0.189,5.2915
565094826808,Steel Ratchet Type Torque Wrench make Stanley,51,30.0,0.5882,2.8438,4.8344
565094828441,TOOL KIT (GKP MAKE),47,10.0,0.2128,0.75,3.5248
565094828647,Special Spanner for maintenance of Electrical Point Machine Ground Connection,46,101.0,2.1957,8.6759,3.9514
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LATEST.,53,35.0,0.6604,1.3001,1.9686
56509959,PVC INSULATING CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNSCREENED ARMOURED WITH GALVANI....,54,251422.0,4655.963,8300.9517,1.7829
56509960,"Cable PVC insulated, armoured, unscreened, underground  aluminium  power cable of size 2c x 25 sq.m....",54,91477.0,1694.0185,2681.7976,1.5831
565099653138,DATA LOGGER RTU (COMPLETSET)WITH 2 BATTERIES WITH OR WITHOUT CHARGER (32 DIGITAL INPUT 16 ANALOG INP....,49,15.0,0.3061,1.0248,3.3476
565099653266,Data Logger RTU 32 Digital input 16 Analog input with Batteries,44,3.0,0.0682,0.255,3.7396
565099653278,DATA LOGGER RTU (COMPLETSET) 64 DIGITAL INPUT 16 ANALOG INPUT WITH BATTERIES,44,9.0,0.2045,0.7649,3.7396
565099653321,RTU 32 DIGITAL INPUT WITH OUT BATTERIES,40,2.0,0.05,0.3162,6.3246
565099653461,Dual Modem Card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),25,3.0,0.12,0.4397,3.6641
565099663624,M.S.Backing Plate 52/60KG/90R,40,0.0,0.0,0.0,
565099844813,Fuse HRC 20 Amps Bolted Type,45,80.0,1.7778,8.0591,4.5333
565099844825,HRC Fuse 32 Amps Bolted Type,51,1004.0,19.6863,64.4238,3.2725
565099844849,FUSE ND 4 Amps,53,7079.0,133.566,265.4708,1.9876
565099950054,AFTC LEU/ LINE SIDE CABINET ( Location Box ),32,1.0,0.0312,0.1768,5.6569
565100012838,Transformer 400VAC/230VAC/ 3KVA,53,12.0,0.2264,1.3956,6.164
565100013193,ISOLATION TRANSFORMER 230V/230V/1KVA,51,3.0,0.0588,0.4201,7.1414
565100013200,ISOLATION TRANSFORMER 230V/230V/2KVA,51,2.0,0.0392,0.2801,7.1414
565100013211,ISOLATION TRANSFORMER 230V/230V/3KVA,51,13.0,0.2549,0.9347,3.667
565100013223,TRANSFORMER 230V/110V/2KVA,51,2.0,0.0392,0.2801,7.1414
565100013235,TRANSFORMER 230V/110V/3KVA,51,26.0,0.5098,1.4474,2.8391
565100013247,ISOLATION TRANSFORMER 110V/110V/50VA,51,0.0,0.0,0.0,
565100013259,TRANSFORMER 110V/110V/500VA,51,30.0,0.5882,2.0413,3.4703
565100013661,TRANSFORMER 230V/24V/2KVA,47,0.0,0.0,0.0,
565100013673,TRANSFORMER 400V/0-35-0V/400VA,47,0.0,0.0,0.0,
565100013685,TRANSFORMER RECTIFIER 230V/24V/30AMPS,47,1.0,0.0213,0.1459,6.8557
565100013697,TRANSFORMER RECTIFIER 230V/24V/20A,47,2.0,0.0426,0.2917,6.8557
565100013703,TRANSFORMER RECTIFIER 230V/24V/5A,47,1.0,0.0213,0.1459,6.8557
565100013995,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM HBL MAKE,41,0.0,0.0,0.0,
565100014987,Transformer of Capacity 230V AC/110V AC/1 KVA as per RDSO Specifications RDSO/SPN/165 /2012 Ver 3.0....,1,0.0,0.0,0.0,
565100920603,Revolving Chair with head rest,5,8.0,1.6,3.5777,2.2361
565100920627,Maintenance Table 2mtrX0.8Mtr,5,8.0,1.6,3.5777,2.2361
565172843959,Leased Line Modem for RTU,42,3.0,0.0714,0.3417,4.7831
565172844319,DATA LOGGER 512 DIGITAL INPUT/ 32 ANALOG INPUT RELEASED,37,4.0,0.1081,0.3933,3.6377
565172845385,Power supply Card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/2006 (Amdt-3) or....,26,2.0,0.0769,0.3922,5.099
565172845397,Dual Modem E1 Converter suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amd....,26,4.0,0.1538,0.5435,3.5327
565172845439,64 Digital input stack card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 ....,25,4.0,0.16,0.5538,3.4611
565172845440,Analog protection strip PCB card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/....,25,2.0,0.08,0.4,5.0
565172853060,FERRO RESONANT TYPE AUTOMATIC AC VOLTAGE STABILIZER 230V AC/ 5 KVA IRS:S-74/89(AMD.6),54,25.0,0.463,1.2546,2.71
565197991932,Inlight High Visibility Warning Clothing Waist Coat Fluorescent Orange - Red (Type - 2),49,927.0,18.9184,105.8269,5.5939
565198082125,AFTC ALSTOM COPPER SLEEVE 145 SQ MM,52,55.0,1.0577,5.7169,5.4051
565198082137,AFTC Copper Lug 185 Sq mm,22,29.0,1.3182,2.7323,2.0728
565198092921,Step Down Transformer 500VA Suitable for Sukhila make IPS,31,2.0,0.0645,0.3592,5.5678
565198093123,Stage 1 Surge Protection Unit for Sukhila IPS,9,0.0,0.0,0.0,
565198200031,Siemens AFTC Tuning Unit -TX (F10) D13 - B25,43,1.0,0.0233,0.1525,6.5574
565198200043,Siemens AFTC Tuning Unit - RX (F11) D13- B11,43,2.0,0.0465,0.305,6.5574
565198200055,Siemens AFTC Tuning Unit - TX (F10) D14- B10,43,4.0,0.093,0.2939,3.1595
565198200067,Siemens AFTC Tuning Unit -TX (F6) D10-B22,43,1.0,0.0233,0.1525,6.5574
565198200079,Siemens AFTC Tuning Unit - TX (F9) D14- B9,42,3.0,0.0714,0.3417,4.7831
565198272730,DOUBLE BED DEMINERALISED-300 LTR PER HOUR CAPACITY WITH IN BUILT PREFILTERATIONS EXCHANGING TYPE WIT....,49,4.0,0.0816,0.3998,4.8979
565198332774,Inverter 24V DC/110V AC/500 VA for on- line application as per RDSO specification IRS:S-82/92 (Amd-2....,54,31.0,0.5741,1.8592,3.2386
565198382364,"Retro Reflactive A"" Marker",23,100.0,4.3478,8.4024,1.9326
565198460028,Supply of Inverter Module 2 KVA as per RDSO specification no. RDSO/SPN/165/2012  version 3.0 suitabl....,50,7.0,0.14,0.4522,3.23
565198460030,Supply of DSCA Module for M/S Statcon make IPS system as per RDSO Spec No RDSO/SPN/165/2012 or late....,21,3.0,0.1429,0.4781,3.3466
565198460089,Static Switch Module( Auto C/O Inv- CVT) Module for M/S Statcon make IPS system as per RDSO Spec No....,21,1.0,0.0476,0.2182,4.5826
565198792645,Rotary Key Transmitter (RKT),54,428.0,7.9259,9.6208,1.2138
565199032580,Supply of Power Supply arrangement for Maintenance VDU and Embedded PC.This shall typically consist....,29,1.0,0.0345,0.1857,5.3852
565199280022,KEYS FOR GKP POINT MACHINE,54,132.0,2.4444,9.4423,3.8628
565199410343,Fault analysis terminal for analyzing IPS and ELD faults and generating reports by interfacing with ....,7,12.0,1.7143,3.1472,1.8359
565199470121,"IF Card, Line2B for Kyosan make EI",31,8.0,0.2581,1.1245,4.3575
567900058715,RELAY QNA1K (6F-6B) WITH ACCESSORIES,49,232.0,4.7347,9.2731,1.9585
567900117161,Siemens AFTC Tuning Unit - TX (F11) D13- B23,43,1.0,0.0233,0.1525,6.5574
567900117173,Siemens AFTC Tuning Unit -TX (F9) D13 - B9,43,2.0,0.0465,0.305,6.5574
567900117185,Siemens AFTC Tuning Unit -RX (F10) D13 - B25,43,5.0,0.1163,0.4477,3.8503
567900117215,Siemens AFTC Tuning Unit - TX (F12) D14- B12,42,1.0,0.0238,0.1543,6.4807
567900388272,Inverter 110V DC/ 110V AC/ 5KVA for on - line application as per RDSO specification IRS:S-82/92 (Amd....,52,15.0,0.2885,1.3036,4.5193
567900418914,Relay QNN1 6F/2B,53,124.0,2.3396,7.1628,3.0615
567900444834,MAGNETIC COLLERS,47,10.0,0.2128,1.4586,6.8557
567900616750,Laser Distance Meter,20,7.0,0.35,0.6708,1.9166
567900698091,Microlok - II Power Supply PCB Ansaldo Male,43,5.0,0.1163,0.5438,4.6764
567900698108,Microlok - II Non-Vital Input-Output PCB (Ansaldo Make),43,7.0,0.1628,0.6145,3.7749
567900698169,Microlok - II Card File Ansaldo Make,15,2.0,0.1333,0.5164,3.873
567900698170,Microlok - II Vital Input PCB 24V DC Ansaldo Make,15,4.0,0.2667,1.0328,3.873
567900698182,Microlok - II COMM PCB Ansaldo Make,15,2.0,0.1333,0.5164,3.873
567900698194,Microlok - II Rack Ansaldo Make,15,1.0,0.0667,0.2582,3.873
567900778992,"Relay AC Immune, Plug-in type, style-QNAI DC neutral line, 24V DC, 12-4B contacts, Front and back m....",54,4.0,0.0741,0.5443,7.3485
567900779194,RELAY QN1 (12F-4B) WITH ACESSORIES,52,646.0,12.4231,35.0441,2.8209
567900779911,RELAY SIEMENS ECR OFF,47,0.0,0.0,0.0,
567900808704,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 110V AC/DC,50,71.0,1.42,4.2383,2.9847
567900808716,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 24V DC,51,96.0,1.8824,4.5592,2.4221
567901800040,2KVA AVR suitable for M/S Statcon make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3 or....,16,2.0,0.125,0.5,4.0
567903070027,Protocol Converter to seamlessly interface with Datalogger and EI equipment,24,1.0,0.0417,0.2041,4.899
567904138020,SMPS Based IPS for LC Gate,37,12.0,0.3243,1.1069,3.4129
567904397905,"KNOB RED , YELLOW, BLACK, WHITE AND BLUE",54,539.0,9.9815,32.135,3.2195
567904517790,BOLT WITH NUT 12 X 65 MM,40,69.75,1.7437,7.371,4.2271
567904517807,BOLT WITH NUT 16/20 X 115MM,40,65.0,1.625,9.4995,5.8458
567906940021,AFTC Clamp,46,72.0,1.5652,6.1342,3.9191
567907000020,DC- DC CONVERTER FOR MICROLOK - II CARD FILE  110VDC/12VDC/10AMPS,53,6.0,0.1132,0.8242,7.2801
567908369072,Operating Tool Screw Driver and Stripper,30,1.0,0.0333,0.1826,5.4772
567908486994,DC DC CONVERTER ( 24-40V)/ 10Amp Statcon make,45,43.0,0.9556,3.5288,3.6929
567909490026,HOLE LOCK KEY GKP MAKE,54,11.0,0.2037,0.919,4.5113
567909900022,Collar Bush Large & Small for Ground Connection 220MM Stroke (Consisting of 4 Large & 4 Small bush),34,95.0,2.7941,6.2995,2.2546
567910410020,Electro Magnetic Counter,53,20.0,0.3774,1.4037,3.7197
567912100021,GSM MODEM COMPATIBLE FOR 4G(LTE) MAKE QUECTEL,52,8.0,0.1538,0.6969,4.5299
567912210185,Inverter 1.5 KVA Suitable for Sukhila make IPS,31,3.0,0.0968,0.3962,4.0943
567912210197,AC Distribution Panel Suitable for Sukhila make IPS,31,0.0,0.0,0.0,
567912210203,DC Distribution Panel Suitable for Sukhila make IPS,31,0.0,0.0,0.0,
567912410010,BATTERY CHARGER 230VAC/24VDC/10AMPS,45,2.0,0.0444,0.2084,4.6892
567912420015,Battery Charger  for Axle counter application 230V AC/24V DC /20Amps as per RDSO specification IRS: ....,53,30.0,0.566,1.7266,3.0503
567912550075,FIRE ALARM RESETTABLE TYPE ANALOGUE LHS CABLE AS PER RDSO/SPN/217/2018-VER 2.0,54,9990.0,185.0,858.3931,4.64
567913080042,24 - 40 V/10A DC - DC Converter suitable for M/s Amara raja make IPS as per RDSO Spec. no. RDSO/SPN....,37,33.0,0.8919,2.3545,2.6399
567913080091,"230/110V 1KVA Transformer suitable for Amara Raja make IPS as per RDSO/SPN/165/2012, Version 3.0.",17,8.0,0.4706,1.5049,3.1979
567913080108,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Amararaja IPS  with all fitt....",17,16.0,0.9412,3.1518,3.3488
567913080110,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Statcon IPS  with all fittin....",16,6.0,0.375,0.8851,2.3602
567913210030,CVT 1KVA Suitable for Sukhila make IPS,31,2.0,0.0645,0.3592,5.5678
567913220022,DC-DC Convertor 12V-28V/5AMPS Suitable for Sukhila make IPS,31,0.0,0.0,0.0,
567913220034,DC-DC Convertor 3V-6V/0.1 AMPS Suitable for Sukhila make IPS,31,0.0,0.0,0.0,
567913440125,Integrated Power Supply System with complete accessories excluding Batteries and SPD,33,1.0,0.0303,0.1741,5.7446
