PL_Code,Description,Demand_Pattern,XYZ_Class,Forecast_Method,Forecast_2026_27,Forecast_Jul_2026,Forecast_Aug_2026,Forecast_Sep_2026,Forecast_Oct_2026,Forecast_Nov_2026,Forecast_Dec_2026,Forecast_Jan_2027,Forecast_Feb_2027,Forecast_Mar_2027,Forecast_Apr_2027,Forecast_May_2027,Forecast_Jun_2027,Seasonality_Modeled
539810200190,FIT & FORGET BOND WIRE 3 MTRS 4MM DIA,Lumpy,Z,TSB,259.4501,21.6208,21.6208,21.6208,21.6208,21.6208,21.6208,21.6208,21.6208,21.6208,21.6208,21.6208,21.6208,No
539810221015,Jacketed wire Rope 3.6 Mtrs 6mm dia,Lumpy,Z,TSB,50.4271,4.2023,4.2023,4.2023,4.2023,4.2023,4.2023,4.2023,4.2023,4.2023,4.2023,4.2023,4.2023,No
539810611024,LAMP 12V/24W/24W,Intermittent,Z,SBA,24.7826,2.0652,2.0652,2.0652,2.0652,2.0652,2.0652,2.0652,2.0652,2.0652,2.0652,2.0652,2.0652,No
539810830056,Trunking and Capping as per Drg no. Proj/SG/MS/55A/2006,Lumpy,Z,TSB,2040.3156,170.0263,170.0263,170.0263,170.0263,170.0263,170.0263,170.0263,170.0263,170.0263,170.0263,170.0263,170.0263,No
539811049986,2 KVA AVR suitable for M/S Amararaja Make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3....,Intermittent,Z,SBA,5.226,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,No
539811050022,SMPS based Integrated Power Supply(IPS) system for LC gate/Auto Hut as per RDSO Specification RDSO/S....,Intermittent,Z,SBA,9.5735,0.7978,0.7978,0.7978,0.7978,0.7978,0.7978,0.7978,0.7978,0.7978,0.7978,0.7978,0.7978,No
539811050046,SMPS Based IPS System up to 6 Lines in RE area with 200 AH VRLA Batteries with all accessories,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
539811130029,FUSE ND 2 Amps,Lumpy,Z,TSB,1547.7595,128.98,128.98,128.98,128.98,128.98,128.98,128.98,128.98,128.98,128.98,128.98,128.98,No
539811150030,FUSE ND 1 AMPS,Lumpy,Z,TSB,271.4155,22.618,22.618,22.618,22.618,22.618,22.618,22.618,22.618,22.618,22.618,22.618,22.618,No
539811180021,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY RDSO SPECN....",Intermittent,Z,SBA,9.4219,0.7852,0.7852,0.7852,0.7852,0.7852,0.7852,0.7852,0.7852,0.7852,0.7852,0.7852,0.7852,No
539811180045,AFTC ABB LMU,Intermittent,Z,SBA,2.4429,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,0.2036,No
539811180057,AFTC ABB TX SIDE (LMU),Intermittent,Z,SBA,10.9485,0.9124,0.9124,0.9124,0.9124,0.9124,0.9124,0.9124,0.9124,0.9124,0.9124,0.9124,0.9124,No
539811180069,AFTC ABB TU SIDE (LMU),Intermittent,Z,SBA,27.2488,2.2707,2.2707,2.2707,2.2707,2.2707,2.2707,2.2707,2.2707,2.2707,2.2707,2.2707,2.2707,No
539811180070,"ABB AFTC Track Coupling Unit E"" Frequency",Intermittent,Z,SBA,1.9,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,No
539811180082,"ABB AFTC Track Coupling Unit F"" Frequency",Intermittent,Z,SBA,1.9,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,No
539811180094,"ABB AFTC Track Coupling Unit G"" Frequency",Intermittent,Z,SBA,1.9,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,No
539811180100,"ABB AFTC Track Coupling Unit H"" Frequency",Intermittent,Z,SBA,1.9,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,0.1583,No
539811190026,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE B""FREQUENCY RDSO SPECN....",Intermittent,Z,SBA,29.0182,2.4182,2.4182,2.4182,2.4182,2.4182,2.4182,2.4182,2.4182,2.4182,2.4182,2.4182,2.4182,No
539811200020,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE C""FREQUENCY, RDSO SPEC....",Intermittent,Z,SBA,9.6421,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,No
539811210025,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE D""FREQUENCY, RDSO SPEC....",Intermittent,Z,SBA,9.3791,0.7816,0.7816,0.7816,0.7816,0.7816,0.7816,0.7816,0.7816,0.7816,0.7816,0.7816,0.7816,No
539811281019,"AFTC Lead wire for the use from TU/TCU/ETU to rail connectivity, consist to long lead wire made of 5....",Lumpy,Z,TSB,318.0263,26.5022,26.5022,26.5022,26.5022,26.5022,26.5022,26.5022,26.5022,26.5022,26.5022,26.5022,26.5022,No
539811550250,FRP Type Main Signal Unit 3 Aspect,Intermittent,Z,SBA,43.0521,3.5877,3.5877,3.5877,3.5877,3.5877,3.5877,3.5877,3.5877,3.5877,3.5877,3.5877,3.5877,No
539811600022,Siemens Shorting Bond 2.5 Mtrs Long,Intermittent,Z,SBA,114.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,No
539811710022,DTC-24 ALSTOM AFTC MODEM LF CARD,Lumpy,Z,TSB,0.9777,0.0815,0.0815,0.0815,0.0815,0.0815,0.0815,0.0815,0.0815,0.0815,0.0815,0.0815,0.0815,No
539812250020,Siemens Shorting Bond 4.5 Mtrs Long,Intermittent,Z,SBA,114.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,No
539812290028,USB to OPTO CONVERTOR (24V) DATA LOGGER,Intermittent,Z,SBA,22.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,No
539812480024,DTC-921 ALSTOM AFTC MODEM HF CARD,Intermittent,Z,SBA,77.3571,6.4464,6.4464,6.4464,6.4464,6.4464,6.4464,6.4464,6.4464,6.4464,6.4464,6.4464,6.4464,No
539812480036,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F1 Alstom Make.",Intermittent,Z,SBA,5.7795,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,0.4816,No
539812480048,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F6 Alstom Make.",Intermittent,Z,SBA,17.5385,1.4615,1.4615,1.4615,1.4615,1.4615,1.4615,1.4615,1.4615,1.4615,1.4615,1.4615,1.4615,No
539812601022,Mainteners Head Lamp (LED),Lumpy,Z,TSB,176.0613,14.6718,14.6718,14.6718,14.6718,14.6718,14.6718,14.6718,14.6718,14.6718,14.6718,14.6718,14.6718,No
539812641044,ANNOUNCIATOR 12 WAY,Intermittent,Z,SBA,3.0735,0.2561,0.2561,0.2561,0.2561,0.2561,0.2561,0.2561,0.2561,0.2561,0.2561,0.2561,0.2561,No
539812690020,INSULATION FOR D BRACKET (Sets) NYLON,Lumpy,Z,TSB,171.3479,14.279,14.279,14.279,14.279,14.279,14.279,14.279,14.279,14.279,14.279,14.279,14.279,No
539812721052,Ni - Cad Power Pack for Magneto Telephone,Lumpy,Z,TSB,14.3565,1.1964,1.1964,1.1964,1.1964,1.1964,1.1964,1.1964,1.1964,1.1964,1.1964,1.1964,1.1964,No
539812840016,CHOKE B TYPE,Lumpy,Z,TSB,347.6211,28.9684,28.9684,28.9684,28.9684,28.9684,28.9684,28.9684,28.9684,28.9684,28.9684,28.9684,28.9684,No
539812900049,LED FOR ROAD WARNING RED,Lumpy,Z,TSB,19.9407,1.6617,1.6617,1.6617,1.6617,1.6617,1.6617,1.6617,1.6617,1.6617,1.6617,1.6617,1.6617,No
539812910020,LED SIGNAL ROAD WARNING YELLOW,Lumpy,Z,TSB,2.2428,0.1869,0.1869,0.1869,0.1869,0.1869,0.1869,0.1869,0.1869,0.1869,0.1869,0.1869,0.1869,No
539813440022,CABLE FAULT LOCATOR,Intermittent,Z,SBA,1.087,0.0906,0.0906,0.0906,0.0906,0.0906,0.0906,0.0906,0.0906,0.0906,0.0906,0.0906,0.0906,No
539813440710,"Cable/Pipe Route, fault and marker locator",Intermittent,Z,SBA,6.3683,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,No
539813442018,GNSS based cable route tracer kit with receiver with built in mount for GNSS receiver suitable for d....,Intermittent,Z,SBA,2.28,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,No
539813960030,GRS APPARATUS CASE-RTU Type,Intermittent,Z,SBA,19.2135,1.6011,1.6011,1.6011,1.6011,1.6011,1.6011,1.6011,1.6011,1.6011,1.6011,1.6011,1.6011,No
539813960169,GRS Apparatus Case with Heat Resistant Paint,Intermittent,Z,SBA,11.917,0.9931,0.9931,0.9931,0.9931,0.9931,0.9931,0.9931,0.9931,0.9931,0.9931,0.9931,0.9931,No
539814380288,"Operator VDU console consists of Industrial grade embedded fanless PC with 55 monitor (LED type, 4k ....",Intermittent,Z,SBA,9.6462,0.8038,0.8038,0.8038,0.8038,0.8038,0.8038,0.8038,0.8038,0.8038,0.8038,0.8038,0.8038,No
539814380586,Commercial Grade VDU of Size 55 inch- Full HD including Supply of Fanless Embedded Industrial Grade ....,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
539814382170,Commercial Grade Operator VDU of Size 55 inch- Full HD,Intermittent,Z,SBA,46.9473,3.9123,3.9123,3.9123,3.9123,3.9123,3.9123,3.9123,3.9123,3.9123,3.9123,3.9123,3.9123,No
539814460065,"Relay QNNA1 6F/2B, 24V DC.",Lumpy,Z,TSB,23.5526,1.9627,1.9627,1.9627,1.9627,1.9627,1.9627,1.9627,1.9627,1.9627,1.9627,1.9627,1.9627,No
539814460843,Relay QNNA1(4F-4B)With accessories,Intermittent,Z,SBA,114.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,No
539816700018,TRANSFORMER RECTIFIER 110V/24/2A,Lumpy,Z,TSB,4.0171,0.3348,0.3348,0.3348,0.3348,0.3348,0.3348,0.3348,0.3348,0.3348,0.3348,0.3348,0.3348,No
539816761032,PVC Insulated Unsheathed Single Core Multi-strand Cable Copper conductor of size 7/1.4mm as per IRS:....,Lumpy,Z,TSB,5.7765,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,No
539817320023,Siemens AFTC Frequency Selective Voltmeter,Intermittent,Z,SBA,45.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,No
539817320060,Digital frequency selective Voltmeter suitable for measuring AFTC Parameter(TTM) ABB AFTC,Intermittent,Z,SBA,9.12,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,No
539817430072,Processor card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),Intermittent,Z,SBA,45.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,No
539818371075,Stop Board/Sighting Board,Lumpy,Z,TSB,9.6112,0.8009,0.8009,0.8009,0.8009,0.8009,0.8009,0.8009,0.8009,0.8009,0.8009,0.8009,0.8009,No
539818371191,Signal Number Plate with Clamp,Intermittent,Z,SBA,45.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,No
539819621026,TRACK FEED RESISTANCE CIRCULAR 0-15 OHMS,Lumpy,Z,TSB,5.4693,0.4558,0.4558,0.4558,0.4558,0.4558,0.4558,0.4558,0.4558,0.4558,0.4558,0.4558,0.4558,No
539820831033,HEATING ELEMENT FOR DISTILLED WATER PLANT 230V/1000W KETTLE TYPE,Lumpy,Z,TSB,88.3186,7.3599,7.3599,7.3599,7.3599,7.3599,7.3599,7.3599,7.3599,7.3599,7.3599,7.3599,7.3599,No
539820860021,RCC CABLE MARKERS AS PER DRAWING No.CSTE/CN/OFC/1,Lumpy,Z,TSB,109.4974,9.1248,9.1248,9.1248,9.1248,9.1248,9.1248,9.1248,9.1248,9.1248,9.1248,9.1248,9.1248,No
539820980087,Nylon Rain Coat shirt with cap and pant,Intermittent,Z,SBA,29.2197,2.435,2.435,2.435,2.435,2.435,2.435,2.435,2.435,2.435,2.435,2.435,2.435,No
539820980099,"Polyester Rain coat with Cap, Pant and Reflective tape",Lumpy,Z,TSB,514.8754,42.9063,42.9063,42.9063,42.9063,42.9063,42.9063,42.9063,42.9063,42.9063,42.9063,42.9063,42.9063,No
539821090016,Thermo Shrink Cable Joint Kit for Quad Cable,Lumpy,Z,TSB,7.5327,0.6277,0.6277,0.6277,0.6277,0.6277,0.6277,0.6277,0.6277,0.6277,0.6277,0.6277,0.6277,No
539821091100,Thermo Shrinkable Cable Joint Kit for  6 Quad Cable,Lumpy,Z,TSB,224.5679,18.714,18.714,18.714,18.714,18.714,18.714,18.714,18.714,18.714,18.714,18.714,18.714,No
539821091215,Thermoshrink Jointing Kit for Underground PIJF Cable (TSF-2) As Per RDSO Specn No.RDSO/SPN/TC/57/ 20....,Intermittent,Z,SBA,74.28,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,No
539821910020,L Bracket Insulation (Sets) Nylon,Lumpy,Z,TSB,493.1252,41.0938,41.0938,41.0938,41.0938,41.0938,41.0938,41.0938,41.0938,41.0938,41.0938,41.0938,41.0938,No
539823791010,RELAY BASED EMERGENCY PANEL,Intermittent,Z,SBA,22.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,No
539825241013,GI pipe 100 mm dia 4.5mm thick,Lumpy,Z,TSB,4904.082,408.6735,408.6735,408.6735,408.6735,408.6735,408.6735,408.6735,408.6735,408.6735,408.6735,408.6735,408.6735,No
539825611059,C Marker Board With Clamp,Intermittent,Z,SBA,22.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,No
539825640023,Fencing For Location Boxes,Lumpy,Z,TSB,6.9407,0.5784,0.5784,0.5784,0.5784,0.5784,0.5784,0.5784,0.5784,0.5784,0.5784,0.5784,0.5784,No
539825640047,Fencing arrangement for GRS Apparatus case (WS PTJ/PER Make),Intermittent,Z,SBA,60.3772,5.0314,5.0314,5.0314,5.0314,5.0314,5.0314,5.0314,5.0314,5.0314,5.0314,5.0314,5.0314,No
539825701012,LADDER SHOE,Lumpy,Z,TSB,49.1705,4.0975,4.0975,4.0975,4.0975,4.0975,4.0975,4.0975,4.0975,4.0975,4.0975,4.0975,4.0975,No
539827130024,Platform for CLS Ladder,Intermittent,Z,SBA,15.1837,1.2653,1.2653,1.2653,1.2653,1.2653,1.2653,1.2653,1.2653,1.2653,1.2653,1.2653,1.2653,No
539827750105,FIT & FORGET BOND WIRE 4 MTRS 4MM DIA,Intermittent,Z,SBA,1200.477,100.0397,100.0397,100.0397,100.0397,100.0397,100.0397,100.0397,100.0397,100.0397,100.0397,100.0397,100.0397,No
539827750129,FIT & FORGET BOND WIRE 5 MTRS 4MM DIA,Intermittent,Z,SBA,570.0,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,No
539828400035,Pedastal Cotter Pin for  LB Gate,Lumpy,Z,TSB,18.6341,1.5528,1.5528,1.5528,1.5528,1.5528,1.5528,1.5528,1.5528,1.5528,1.5528,1.5528,1.5528,No
539829480026,Supply of Transmitter Coil (Tx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make.,Lumpy,Z,TSB,78.1819,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,No
539829480038,Supply of Receiver Coil (Rx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make as per RDSO Spec. ....,Lumpy,Z,TSB,78.1819,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,6.5152,No
539829580021,110V DC Motor with Gear Box IP 67 Type 160V AC Immunity for Electric Point Machine (IRS Type) and as....,Lumpy,Z,TSB,2.5605,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,0.2134,No
539829590166,HBL make DC-DC Converters  DC-DC 24-40V/10A with fittings and wiring to complete the installation as....,Intermittent,Z,SBA,127.2655,10.6055,10.6055,10.6055,10.6055,10.6055,10.6055,10.6055,10.6055,10.6055,10.6055,10.6055,10.6055,No
539829590180,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM STATCON MAKE,Intermittent,Z,SBA,12.4144,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,No
539829900088,FRONT END PROCESSOR ( FEP ),Intermittent,Z,SBA,0.6909,0.0576,0.0576,0.0576,0.0576,0.0576,0.0576,0.0576,0.0576,0.0576,0.0576,0.0576,0.0576,No
539830680131,MSDAC Siemens Make Station Master Room Card (SMR),Smooth,X,SES/Holt,240.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,No
539830920026,Siemens make AFTC Tuning unit D 10 - B 20 for F5 Frequency as per RDSO specification no. RDSO/SPN/14....,Intermittent,Z,SBA,7.702,0.6418,0.6418,0.6418,0.6418,0.6418,0.6418,0.6418,0.6418,0.6418,0.6418,0.6418,0.6418,No
539830920038,Siemens make AFTC Tuning unit D 10 - B 24 for F8 Frequency as per RDSO specification no. RDSO/SPN/14....,Intermittent,Z,SBA,6.5138,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,No
539830920040,Siemens make AFTC Tuning unit D 13 - B 23 for F9 Frequency as per RDSO specification no. RDSO/SPN/14....,Intermittent,Z,SBA,7.447,0.6206,0.6206,0.6206,0.6206,0.6206,0.6206,0.6206,0.6206,0.6206,0.6206,0.6206,0.6206,No
539830920051,Siemens make AFTC Tuning unit D 14 - B 9 for F9 Frequency as per RDSO specification no. RDSO/SPN/146....,Intermittent,Z,SBA,8.4837,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,No
539830920063,Siemens make AFTC Tuning unit D 13 - B 10 for F10 Frequency as per RDSO specification no. RDSO/SPN/1....,Intermittent,Z,SBA,11.4948,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,0.9579,No
539830920075,Siemens make AFTC Tuning unit D 10 - B 23 for F7 Frequency as per RDSO specification no. RDSO/SPN/14....,Intermittent,Z,SBA,14.9452,1.2454,1.2454,1.2454,1.2454,1.2454,1.2454,1.2454,1.2454,1.2454,1.2454,1.2454,1.2454,No
539830920087,Siemens make AFTC Tuning unit D 13 - B 29 for F12 Frequency as per RDSO specification no. RDSO/SPN/1....,Intermittent,Z,SBA,5.282,0.4402,0.4402,0.4402,0.4402,0.4402,0.4402,0.4402,0.4402,0.4402,0.4402,0.4402,0.4402,No
539830920117,"Tuning Unit D13-B12, F-12 Frequency for SIEMENS make Audio Frequency Track Circuit AFTC as per RDSO ....",Intermittent,Z,SBA,3.166,0.2638,0.2638,0.2638,0.2638,0.2638,0.2638,0.2638,0.2638,0.2638,0.2638,0.2638,0.2638,No
539831440097,L-K7C Subrack with motherboard for Kyosan make EI,Intermittent,Z,SBA,5.7,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,No
539831871011,WiFi Router,Intermittent,Z,SBA,22.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,No
539834880023,"Alstom S"" Bond 26.7 Mtrs Long",Intermittent,Z,SBA,7.1337,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,0.5945,No
539834880035,"Alstom S"" Bond 28 Mtrs Long",Lumpy,Z,TSB,2.5803,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,No
539834880047,"Alstom S"" Bond 29.1 Mtrs Long",Lumpy,Z,TSB,2.4504,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,No
539834880059,"Alstom S"" Bond 30.5 Mtrs Long",Intermittent,Z,SBA,17.7668,1.4806,1.4806,1.4806,1.4806,1.4806,1.4806,1.4806,1.4806,1.4806,1.4806,1.4806,1.4806,No
539834880084,Siemens Alpha Bond 18 Mtrs,Lumpy,Z,TSB,2.3989,0.1999,0.1999,0.1999,0.1999,0.1999,0.1999,0.1999,0.1999,0.1999,0.1999,0.1999,0.1999,No
539834880096,"Siemens S"" Bond 11 Mtrs",Lumpy,Z,TSB,3.0955,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,No
539834880102,"Siemens S"" Bond 16 Mtrs",Intermittent,Z,SBA,19.5291,1.6274,1.6274,1.6274,1.6274,1.6274,1.6274,1.6274,1.6274,1.6274,1.6274,1.6274,1.6274,No
539834880114,Siemens AFTC Tuning Unit - TX (F11) D14- B11,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
539834880138,Siemens AFTC Equipotential Bond 21.5 Mtrs,Lumpy,Z,TSB,2.0666,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722,No
539835220092,Calling on Signal Unit,Intermittent,Z,SBA,14.9085,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,1.2424,No
539835220262,Calling on Signal Unit,Lumpy,Z,TSB,47.6202,3.9683,3.9683,3.9683,3.9683,3.9683,3.9683,3.9683,3.9683,3.9683,3.9683,3.9683,3.9683,No
539835790029,ALSTOM AFTC Short Circuit Bond 2.1 Mtrs,Intermittent,Z,SBA,228.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,No
539836000026,Retro reflective Arrow Marker,Lumpy,Z,TSB,111.6569,9.3047,9.3047,9.3047,9.3047,9.3047,9.3047,9.3047,9.3047,9.3047,9.3047,9.3047,9.3047,No
539836000038,Retro Reflective P Marker,Intermittent,Z,SBA,116.7686,9.7307,9.7307,9.7307,9.7307,9.7307,9.7307,9.7307,9.7307,9.7307,9.7307,9.7307,9.7307,No
539836000040,Retro Reflective G Marker,Lumpy,Z,TSB,45.8834,3.8236,3.8236,3.8236,3.8236,3.8236,3.8236,3.8236,3.8236,3.8236,3.8236,3.8236,3.8236,No
539836000051,Retro Reflective C marker,Lumpy,Z,TSB,71.3274,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,5.944,No
539836410034,EPOXY GEL COAT RED,Lumpy,Z,TSB,366.8733,30.5728,30.5728,30.5728,30.5728,30.5728,30.5728,30.5728,30.5728,30.5728,30.5728,30.5728,30.5728,No
539836631014,Metravi 4 digit Backlit LCD Hand Held True Rms Clamp Meter,Lumpy,Z,TSB,16.2673,1.3556,1.3556,1.3556,1.3556,1.3556,1.3556,1.3556,1.3556,1.3556,1.3556,1.3556,1.3556,No
539836631099,Digital AC/DC clamp meter capable of measuring low currents in mA range as well as high current upto....,Intermittent,Z,SBA,14.4932,1.2078,1.2078,1.2078,1.2078,1.2078,1.2078,1.2078,1.2078,1.2078,1.2078,1.2078,1.2078,No
539837611023,Electronic Gate Warning Bell 12V DC/110V AC,Intermittent,Z,SBA,228.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,No
539838080025,DIGITAL  EARTH RESISTANCE TESTER,Lumpy,Z,TSB,4.9316,0.411,0.411,0.411,0.411,0.411,0.411,0.411,0.411,0.411,0.411,0.411,0.411,No
539838080062,Digital Clamp on Ground Resistance Tester with Leakage Current Measurement,Lumpy,Z,TSB,95.7721,7.981,7.981,7.981,7.981,7.981,7.981,7.981,7.981,7.981,7.981,7.981,7.981,No
539839010020,EMPTY CABLE DRUM,Intermittent,Z,SBA,122.4,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,No
539841501071,FUSE RESETTABLE (PPTC) 4 AMPS,Intermittent,Z,SBA,307.1459,25.5955,25.5955,25.5955,25.5955,25.5955,25.5955,25.5955,25.5955,25.5955,25.5955,25.5955,25.5955,No
539841501083,FUSE RESETTABLE (PPTC) 6 AMPS,Lumpy,Z,TSB,51.6018,4.3001,4.3001,4.3001,4.3001,4.3001,4.3001,4.3001,4.3001,4.3001,4.3001,4.3001,4.3001,No
539843690030,Control Panel for Station,Intermittent,Z,SBA,11.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,No
539844210026,CT Box Sheet Iron MS,Intermittent,Y,SBA,189.1817,15.7651,15.7651,15.7651,15.7651,15.7651,15.7651,15.7651,15.7651,15.7651,15.7651,15.7651,15.7651,No
539844530070,Bridge Clamp Assembly (Galvanized),Lumpy,Z,TSB,98.3838,8.1986,8.1986,8.1986,8.1986,8.1986,8.1986,8.1986,8.1986,8.1986,8.1986,8.1986,8.1986,No
539844530094,MS clamp with GI coated - a) Angle 75x75x6x980 mm length b) Angle 50x50x6x350 mm - 2 Nos c) 25x25x6 ....,Intermittent,Z,SBA,5700.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,No
539845930018,Rod Roller Segment Arrangement,Intermittent,Z,SBA,68.4,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,No
539847770031,SC TYPE Rack/Wall mountable 24F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,Lumpy,Z,TSB,5.2066,0.4339,0.4339,0.4339,0.4339,0.4339,0.4339,0.4339,0.4339,0.4339,0.4339,0.4339,0.4339,No
539847770043,SC TYPE Rack/Wall mountable 48F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,Intermittent,Z,SBA,45.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,No
539848730089,IPS/Charger Failure SMS Alert System,Lumpy,Z,TSB,6.9296,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,0.5775,No
539849150019,EWS LOCK (1 KEY FOR 10 LOCKS),Lumpy,Z,TSB,461.8265,38.4855,38.4855,38.4855,38.4855,38.4855,38.4855,38.4855,38.4855,38.4855,38.4855,38.4855,38.4855,No
539849380013,TAPPER PIN FOR AFTC 12MM,Lumpy,Z,TSB,1466.6041,122.217,122.217,122.217,122.217,122.217,122.217,122.217,122.217,122.217,122.217,122.217,122.217,No
