PL_Code,PL_Code_Normalized,Description,Business_Unit,Demand_Present,Inventory_Present,Strategic_Present,Criticality_Present,Forecast_Present,Lead_Time_Present,Demand_Records,Inventory_Records,Strategic_Records,Forecast_Method,Forecastability_Class,Lead_Time_Days,Lead_Time_Source,Criticality,ABC_Class,XYZ_Class,Master_Status
539802648698,539802648698,HARD DISK DRIVE INTERNAL 1 TB,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802648730,539802648730,INTERNAL HARD DISK DRIVE 6 TB,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802649320,539802649320,HARD DISK DRIVE INTERNAL 10 TB,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802674340,539802674340,42U SERVER RACK,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802674570,539802674570,19 inch 42U Racks of size 2200mm x 600mm x 600mm,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802685427,539802685427,BATTERY 1.5V SIZE D20 NIPPO MAKE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802804118,539802804118,HDPE PIPE 110MM DIA 5.5 MM THICK,MAS,1,0,0,0,1,1,21,0,0,TSB,Low,238.0,PO_Date,,,Z,Forecast_Ready
539802804167,539802804167,HDPE PIPE O.D 40MM I.D 33MM,MAS,1,0,0,0,1,1,17,0,0,TSB,Very Low,104.0,PO_Date,,,Z,Forecast_Ready
539802804179,539802804179,HDPE PIPE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802805135,539802805135,"HDPE pipe for 24F/48F 33 mm inner dia, 40 mm outer dia for Utility shifting  work by SRI S....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802831377,539802831377,STEU Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,MAS,1,0,0,0,1,1,5,0,0,SBA,Very Low,127.5,PO_Date,,,Z,Forecast_Ready
539802851959,539802851959,APPARUATUS CASE QUARTER SIZE,MAS,1,0,0,0,0,1,0,0,0,No Forecast,,275.0,PO_Date,,,N/A,Forecast_Ready
539802852010,539802852010,Apparatus Case Full GRS (Make 2MM stainless Steel),MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
539802862386,539802862386,HYLUM SHEET 6MM THICKNESS (8ft X 4ft),MAS,1,0,0,0,1,1,13,0,0,TSB,Very Low,268.0,PO_Date,,,Z,Forecast_Ready
539802896049,539802896049,"Rigid 32mm dia PVC conduits confirming to IS 9537 /P3/1983 for 2nd and 4th floor of NGO,PR....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802900879,539802900879,Fuse Auto changeover system (FACS Main System) as per RDSO/SPN/209/2012 Ver 1.0 or latest type capab....,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,641.0,PO_Date,,,Z,Forecast_Ready
539802982203,539802982203,DIGITAL MULTIMETER RISHABH 14S,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802996380,539802996380,DIGITAL INSULATION TESTER,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539802996457,539802996457,DIGITAL INSULATION TESTER,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803344280,539803344280,SCH-B- 15 SFP-BX -D and SFP-BX-U (pair) 1G supports minimum 10Km Single Fibre Transceiver ....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803505494,539803505494,GPS clock as per RDSO specification RDSO/SPN/TC 62/ 2008 Rev 3.0 or latest.,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803505500,539803505500,GPS clock as per RDSO specification RDSO/SPN/TC 62/ 2008 Rev 3.0 or latest.,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803505512,539803505512,"GPS Clock as per RDSO SPN. RDSO/SPN/TC 62/2008 Rev 3.0 or latest FOR SS RAIL WORK AT PER,A....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803505688,539803505688,GPS clock (Doule sided) as per RDSO specification RDSO/SPN/TC 62/ 2008 Rev 3.0 or latest. ....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803680036,539803680036,"5.25 Full Range, Wooden Wall Mount Compact Cost effective Speaker; 6W multi-tap transforme....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803680048,539803680048,"5.25 Full Range, Wooden Wall Mount Compact Cost effective Speaker; JBL Model #CS-IWS05W FO....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803716997,539803716997,SCH-B- 12 manageable Layer-2 Switches(RL TECH RGS5200-28XP) consisting of 24 x 10/100/100....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803717000,539803717000,SCH B-20 Manageable Layer-2 Switches(MROTEK LAVENDER-244XP) consisting of 24 x 10/100/100....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803717059,539803717059,SSCH B-21 Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T Non-PoE ports....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539803717102,539803717102,SCH B-46 Manageable Layer-2 Switches(LAVENDER-244XP) consisting of 24 x 10/100/1000 BASE-T....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804054789,539804054789,"Power cable 3 core, 2.5 sq mm, multistrand cable as per IS694:1990 reaffirmed 1995 for ele....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804082608,539804082608,CT BOX 4 PAIR / 5 PAIR,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804082610,539804082610,CT BOX 20 PAIR,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804082797,539804082797,COVER MS FOR C.T.BOX,MAS,1,0,0,0,0,0,0,0,0,No Forecast,,,,,,N/A,Demand_Only
539804140372,539804140372,"SCH B-25 HDPE pipe (33 mm inner dia, 40 mm outer dia) as per Specification No.RDSO/SPN/TC/....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804447143,539804447143,PVC 32 MM CONDUIT PIPE ( 3 Mtr. long),MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804447179,539804447179,PVC PIPE OF 25 MM SIZE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804447234,539804447234,PVC conduit pipe 32 mm(ISI mark) conforming to IS:9537 medium for Utility shifting work by....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804447416,539804447416,SCH A-01 PVC conduit pipe 25 mm (ISI mark) conforming to IS: 9537 medium for e-TSR over Ch....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804450166,539804450166,FULL HD FIXED BULLET TYPE IP COLOUR CAMERA,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804450269,539804450269,SCH B-35 Full HD Bullet (CP-PLUS CP-UNC-TE21ZL6C-VMDS-Q) Type IP Colour Camera for R RAMA ....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804468353,539804468353,NVR 4 CHANNEL,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804489952,539804489952,SCH B-61 manageable Field Switches consisting of 8 nos. of 10/100/1000 BASE-T PoE and 2 no....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804531166,539804531166,CABLE 20 PAIR UG PIJF,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804531324,539804531324,20 PAIR SB CABLE FOR SCADA WORK IN AJJ-JTJ SECTION,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804531403,539804531403,Cable 20 pair PIJF UG cable with poly-al moisture barrier 20 pair x 0.63mm as per RDSO Spe....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804575674,539804575674,VIDEO MANAGEMENT SYSTEM & VIDEO RECORDING SOFTWARE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804575704,539804575704,Central Data Controller Unit (CDC) along with CDS conforming to system requirement as per ....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804575807,539804575807,Video Management System and Video Recording software FOR VSS REACH2 ELDORADO WORK,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804581248,539804581248,Double Faced Coach Guidance Display Boards,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804721137,539804721137,"SUPPLY OF WIRELESS ROUTER with minimum 4 Number of 1 G SFP Port, minimum 1800 MPPSPacket ....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804751828,539804751828,CABLE OFC 12 CORE UNARMOURED OPTIC FIBRE CABLE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804752183,539804752183,OFC cable 24 fibre armoured as per RDSO specification no. IRS:TC:55/2006 Rev 1 with amendment no.3 ....,MAS,1,0,0,0,1,1,8,0,0,TSB,Very Low,333.0,PO_Date,,,Z,Forecast_Ready
539804752201,539804752201,CABLE OFC 12 CORE UNARMOURED OPTIC FIBRE CABLE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804752225,539804752225,CABLE OFC 6 FIBER ARMOURED OPTIC FIBRE CABLE SM FOR ANNAIE 69 STN,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804753072,539804753072,CABLE OFC 6 FIBER ARMOURED OPTIC FIBRE CABLE SM for FOB work by SRI SRINIVASA,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804753989,539804753989,SCH B-47 OFC 12 core Unarmoured Optical fibre cable for indoor for VSS 5 STN WORK BY KS SM....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804754143,539804754143,Sch B-26 OFC cable 24 fibre armoured as per RDSO specification No.IRS:TC:55/2006 Rev.l fo....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804754222,539804754222,SCH B-29 OFC 12 core single mode armoured optic fibre cable ITU-G 652D for CCTV Cameras a....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804776369,539804776369,CABLE 12C X 1.5 SQMM,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804830637,539804830637,LIU 24 Port Rock Mounted Fibre Patch Panel,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804978320,539804978320,TV SMART LED 55 INCH LG MAKE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804978872,539804978872,TV 55 Inch (24x7) Industrial grade Commercial Large format display,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804978914,539804978914,TV 55 LED UHD smart  SAMSUNG  QH55C,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539804999371,539804999371,19 inch 9U size height wall mounting type,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805021391,539805021391,SC TYPE RACK/WALL MOUNTABLE 24F FIBER MANAGEMENT SYSTEM-FMS,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805021573,539805021573,"24 port Giga Bit layer 2switch, 24 x 10/100/1000 BASE-T PoE ports ? 4 x 1G (minimum) SFP+ ports with....",MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,103.0,PO_Date,,,Z,Forecast_Ready
539805021810,539805021810,SC TYPE RACK/WALL MOUNTABLE 24F FIBER MANAGEMENT SYSTEM-FMS FOR VSS REACH2 WORK,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805021962,539805021962,SC TYPE RACK/WALL MOUNTABLE 24F FIBER MANAGEMENT SYSTEM-FMS,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805021974,539805021974,SC TYPE RACK/WALL MOUNTABLE 12F FIBER MANAGEMENT SYSTEM-FMS FOR VSS REACH2 WORK,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805022140,539805022140,FMS Rack mounting type 19size for 12F with FC/SC-PC connector loaded with pigtails and ter....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805022309,539805022309,SC TYPE rack/Wall mountable24F Fibre management system (FMS) for Utility shifting work b....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805022450,539805022450,"24 port loaded patch panel /jack panel with cable manager for 2nd and 4th floor of NGO,PRS....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805022772,539805022772,SC TYPE rack/Wall mountable24F Fibre management system (FMS) for FOB work by SRI SRINIVASA,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805022784,539805022784,FMS Rack mounting type 19size for 12F with FC/SC-PC connector loaded with pigtails and ter....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805022942,539805022942,LIU 12 Port Rock Mounted Fibre Patch Panel,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805023351,539805023351,FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails for electr....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805023648,539805023648,SCH A-11 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails ....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805023673,539805023673,SCH NO 17 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails ....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805023685,539805023685,SCH NO 18 SC TYPE Rack/Wall mountable 24F Fibre management system (FMS)suitable for splici....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805023971,539805023971,SCH B-79 OFC cable 24 fibre armoured  as per RDSO specification NO.IRS:TC:55/2006 Rev.1for....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805024100,539805024100,SCH B-22 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails a....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805024112,539805024112,SCH B-55 SC TYPE Rack mountable 24F Fibre management system (FMS) suitable for splicing an....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805024124,539805024124,SCH B-56 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails a....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805024136,539805024136,SCH B-25 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtails f....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805024148,539805024148,SCH B-26 SC TYPE Rack mountable 24F FMS suitable for splicing and front patching of 24F ca....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805024690,539805024690,"SCH B5-29 Rack mountable 48 Fibre management system (FMS) for TUNGSTEN-NAGPUR at WJ,TKO,AJ....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805024707,539805024707,SCH B5-30 SC TYPE Rack/Wall mountable 24F Fibre management system (FMS) for TUNGSTEN-NAGPU....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805024719,539805024719,SCH B5-31 FMS Rack mounting type 19size for 12F with SC-PC connector loaded with pigtail....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805046442,539805046442,CRANK HANDLE GKP MAKE,MAS,1,0,0,0,1,0,2,0,0,TSB,Very Low,,,,,Z,Demand_Only
539805046570,539805046570,CRANK HANDLE FOR IRS POINT MACHINE,MAS,1,0,0,0,1,1,17,0,0,TSB,Low,128.0,Requisition_Date,,,Z,Forecast_Ready
539805069326,539805069326,OFC cable 24 fibre armoured as per RDSOspecification No.IRS:TC:55/2006 for Utility shiftin....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805069480,539805069480,CABLE UNARMOURED SINGLE MODE 12F OFC CABLE for FOB work by SRI SRINIVASA,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805069521,539805069521,12 Fiber Single mode Armoured OFC Telecommunication cable. confirm to ITU-G 652D for elect....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805069661,539805069661,SCH A-07 12 Fiber Single mode Armoured OFC Telecommunication cable. confirm to ITU-G 652D.....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805107303,539805107303,SWITCH BOARD 10 PAIR CABLE,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805124118,539805124118,AIR CONDITIONER SPLIT 2 TON WITH IN-DOOR & OUT-DOOR UNIT,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805124167,539805124167,AIR CONDITIONER SPLIT 2 TON WITH IN-DOOR & OUT-DOOR UNIT FOR VSS REACH 2 ELDORADO WORK,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805290020,539805290020,CHARGER VRLA 230V / 24V,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805350052,539805350052,ELECTRONIC TIMER RELAY 30 SECONDS,MAS,1,0,0,0,1,0,5,0,0,TSB,Very Low,,,,,Z,Demand_Only
539805423687,539805423687,DATA CABLE FOR TPWS,MAS,1,0,0,0,1,0,15,0,0,TSB,Very Low,,,,,Z,Demand_Only
539805423699,539805423699,DATA TAIL CABLE FOR TPWS,MAS,1,0,0,0,1,0,5,0,0,SBA,Very Low,,,,,Z,Demand_Only
539805423857,539805423857,ACCESSORIES FOR LEU MODULE (PFSK & PIND CABLE) FOR TPWS,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
539805423912,539805423912,I/O Cables for TPWS,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
539805423924,539805423924,EMI Filters for TPWS,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
539805559238,539805559238,BOX 5T 20021 FOR (IRON)CABLE TERMINATION,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805714955,539805714955,LED based stencil type route indicator (2Way) white LED (With Housing) as per the following specific....,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,513.0,PO_Date,,,Z,Forecast_Ready
539805721194,539805721194,Junction Type Route Indicator Unit 2 Way (FRP),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,99.0,PO_Date,,,Z,Forecast_Ready
539805734220,539805734220,Junction Type Route Indicator - 1 way,MAS,1,0,0,0,1,1,15,0,0,SBA,Low,81.5,PO_Date,,,Z,Forecast_Ready
539805736252,539805736252,Junction Type Route Indicator Unit 3 Way (FRP),MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,99.0,PO_Date,,,Z,Forecast_Ready
539805736331,539805736331,Junction Type Route Indicator Unit 1 Way (FRP),MAS,1,0,0,0,0,1,0,0,0,No Forecast,,59.5,PO_Date,,,N/A,Forecast_Ready
539805771483,539805771483,FRP Shunt Signal unit,MAS,1,0,0,0,1,1,2,0,0,SBA,Low,59.5,PO_Date,,,Y,Forecast_Ready
539805825807,539805825807,KRONE TOOL,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
539805826125,539805826125,Krone tool for AQUINT INFRATELE  with various Engineering Works in MAS-GDR Sections,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805870126,539805870126,"HDPE pipes permanently solid lubricated (33mm inner dia, 40mm outer dia)",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539805880508,539805880508,(1) 3 POINT SAFETY NUT-22 Nos (2) SOCKET FOR 3 POINT SAFETY NUT-1 No (3) M20 X 100MM Sq.Hd BOLT-4 No....,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
539805880545,539805880545,Fastener Cover for Switch Extension Bracket LH & RH with M20 X 100 Blot with Castle Nut,MAS,1,0,0,0,1,1,2,0,0,SBA,Very Low,5.0,Requisition_Date,,,Z,Forecast_Ready
539806099363,539806099363,Non-Metallic (FRP) Colour light signal housings for Railway signalling suitable for Two Aspect Compl....,MAS,1,0,0,0,1,1,11,0,0,TSB,Very Low,98.0,PO_Date,,,Z,Forecast_Ready
539806099570,539806099570,LED SIGNAL CURRENT REGULATOR,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
539808521015,539808521015,WIRED CARDIOID MICROPHONE AHUJA AUD 100XLR,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539808540228,539808540228,CABLE 6 CORE (6 FIBRE) SINGLE MODE FLEXIBLE FOR OUTDOOR,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539808558671,539808558671,perforated Hot dipped Galvanized cable tray with suitable cover,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539808558920,539808558920,Perforated Hot dipped Galvanized cable tray with suitable cover for ANNAIE 69 STN,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539808559225,539808559225,Perforated Hot dipped Galvanized cable tray of minimum 2m length for Utility shifting work....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539808559547,539808559547,SCH B-21 perforated Hot dipped Galvanized cable tray (RV ELECTRICALS) with suitable cover ....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539809127060,539809127060,CONTACT ASSEMBLY,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,2.0,Requisition_Date,,,Z,Forecast_Ready
539809531132,539809531132,BATTERY MAINTENANCE FREE SEALED 12V/ 100Ah,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539809580039,539809580039,"Standard rack 19size, 6U size height wall mounting type front glass door with lock and ke....",MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539809943549,539809943549,Battery cable 16 Sq.mm Red Cable: 10Mtrs Length Cable with Lugs on both sides and 16 Sq.mm Black Cab....,MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,105.0,PO_Date,,,Z,Forecast_Ready
539809943550,539809943550,Battery cable 25 Sq.mm Red Cable: 10Mtrs Length Cable with Lugs on both sides and 25 Sq.mm Black Cab....,MAS,1,0,0,0,1,1,1,0,0,SBA,Very Low,105.0,PO_Date,,,Z,Forecast_Ready
539809946125,539809946125,SCH B-40 2 core x 1.5 sq.mm Screened/Shielded multistrand PVC insulated wire for speaker l....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539809946174,539809946174,SCH B-40 Cable 2 core x 1.5 sq.mm Screened/Shielded multistrand PVC insulated wire for sp....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539809946186,539809946186,SCH B-41 Cable 2 core x 1.5 sq.mm Screened/Shielded multistrand PVC insulated wire for sp....,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539810160026,539810160026,Fit & Forget Lead wire 5 Mtrs 4 mm dia,MAS,1,0,0,0,1,1,10,0,0,TSB,Very Low,420.0,Requisition_Date,,,Z,Forecast_Ready
539810160051,539810160051,Fit & Forget Lead wire 6 Mtrs 4 mm dia,MAS,1,0,0,0,1,0,7,0,0,TSB,Very Low,,,,,Z,Demand_Only
539810200024,539810200024,FIT & FORGET LEAD WIRE 4 MTRS 4 MM DIA,MAS,1,0,0,0,1,1,12,0,0,TSB,Very Low,311.5,Requisition_Date,,,Z,Forecast_Ready
539810200036,539810200036,FIT & FORGET LEAD WIRE 3 MTR 4 MM DIA,MAS,1,0,0,0,1,1,27,0,0,TSB,Low,2.0,Requisition_Date,,,Z,Forecast_Ready
539810200048,539810200048,FIT & FORGET LEAD WIRE 1.5 MTR 4 MM DIA,MAS,1,0,0,0,1,1,16,0,0,TSB,Very Low,618.0,Requisition_Date,,,Z,Forecast_Ready
539810200050,539810200050,FIT & FORGET BOND WIRE 2 MTRS 4MM DIA,MAS,1,0,0,0,1,1,23,0,0,TSB,Low,49.0,Requisition_Date,,,Z,Forecast_Ready
539810200190,539810200190,FIT & FORGET BOND WIRE 3 MTRS 4MM DIA,MAS,1,0,0,0,1,1,7,0,0,TSB,Low,3.0,Requisition_Date,,,Z,Forecast_Ready
539810221015,539810221015,Jacketed wire Rope 3.6 Mtrs 6mm dia,MAS,1,0,0,0,1,1,9,0,0,TSB,Very Low,618.0,Requisition_Date,,,Z,Forecast_Ready
539810410420,539810410420,PLASTIC CHAIR,MAS,0,1,0,0,0,0,0,1,0,,,,,,,,Inventory_Only
539810410675,539810410675,"Diagnostic Tool Kit - 1Leakage clamp meter of reputed make,1 Multimeter of reputed make,1 Android ta....",MAS,1,0,0,0,0,1,0,0,0,No Forecast,,90.0,PO_Date,,,N/A,Forecast_Ready
539810611024,539810611024,LAMP 12V/24W/24W,MAS,1,0,0,0,1,0,1,0,0,SBA,Low,,,,,Z,Demand_Only
539810830056,539810830056,Trunking and Capping as per Drg no. Proj/SG/MS/55A/2006,MAS,1,0,0,0,1,1,3,0,0,TSB,Very Low,179.0,PO_Date,,,Z,Forecast_Ready
539811049986,539811049986,2 KVA AVR suitable for M/S Amararaja Make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3....,MAS,1,0,0,0,1,1,5,0,0,SBA,Very Low,261.0,PO_Date,,,Z,Forecast_Ready
539811050022,539811050022,SMPS based Integrated Power Supply(IPS) system for LC gate/Auto Hut as per RDSO Specification RDSO/S....,MAS,1,0,0,0,1,1,16,0,0,SBA,Very Low,75.0,PO_Date,,,Z,Forecast_Ready
539811050046,539811050046,SMPS Based IPS System up to 6 Lines in RE area with 200 AH VRLA Batteries with all accessories,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
539811130029,539811130029,FUSE ND 2 Amps,MAS,1,0,0,0,1,1,36,0,0,TSB,Low,75.0,PO_Date,,,Z,Forecast_Ready
539811150030,539811150030,FUSE ND 1 AMPS,MAS,1,0,0,0,1,1,20,0,0,TSB,Very Low,98.0,PO_Date,,,Z,Forecast_Ready
539811180021,539811180021,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY RDSO SPECN....",MAS,1,0,0,0,1,1,3,0,0,SBA,Very Low,249.0,PO_Date,,,Z,Forecast_Ready
539811180045,539811180045,AFTC ABB LMU,MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
539811180057,539811180057,AFTC ABB TX SIDE (LMU),MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
539811180069,539811180069,AFTC ABB TU SIDE (LMU),MAS,1,0,0,0,1,0,2,0,0,SBA,Very Low,,,,,Z,Demand_Only
539811180070,539811180070,"ABB AFTC Track Coupling Unit E"" Frequency",MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
539811180082,539811180082,"ABB AFTC Track Coupling Unit F"" Frequency",MAS,1,0,0,0,1,0,1,0,0,SBA,Very Low,,,,,Z,Demand_Only
