PL_Code,Description,Demand_Class,XYZ_Class,Forecast_Method
560605790029,Cable Clamp Assembly for Sleeper,Lumpy,Z,TSB
560605830027,Condenser 2200 MFD 50V,Lumpy,Z,TSB
560606310027,Siemens ALPHA Bond White 21.5 Mtrs,Intermittent,Z,SBA
560606600029,TRAIN SHUNT METER (PTJ MAKE),Intermittent,Z,SBA
560606610254,Surge protection device (SPD) Class C for 24V DC as per specification in the enclosure ( One set con....,Intermittent,Z,SBA
560607000034,THUMB SWITCH 2 POSITION,Lumpy,Z,TSB
560607046599,THUMB SWITCH 3 POSITION.,Lumpy,Z,TSB
560607080029,GALLANT DC-DC CONVERTOR (110V/50V DC/5Amps),Intermittent,Z,SBA
560607110101,VDU 55 MONITOR WITH POWER CARD,Lumpy,Z,TSB
560607460045,Transformer 110VAC/110VAC - 500VA capacity,Dead,N/A,No Forecast
560609080021,ELB LC Gate Meeting post,Intermittent,Z,SBA
560609080033,ELB LC Gate Pedastal,Intermittent,Z,SBA
560609140066,Stop Board of Aluminium Composite materials with Reflective Sticker,Intermittent,Z,SBA
560609580030,FRAME FOR RELAY ALU,Intermittent,Z,SBA
560609720149,"One embedded PC and one 55 inch 4K industrial grade VDU and other accessories like mouse, keyboard e....",Intermittent,Z,SBA
560609830113,LED TORCH FOR MAINTAINER,Dead,N/A,No Forecast
560610480321,"IF Card, FSI02-B for Kyosan make EI",Intermittent,Z,SBA
560610480333,"I/O Card, FIO7-[P] for EI Kyosan",Intermittent,Z,SBA
560610480345,"I/O Card, PIO3C(PIO2-LOG) for Kyosan make EI",Intermittent,Z,SBA
560610600065,Non Flammable Electronic Contact Cleaner,Lumpy,Z,TSB
560610880130,Microlok - II EI SYNC Card,Intermittent,Z,SBA
560611710036,LED 3mm with Assembly for Panel,Intermittent,Z,SBA
560612520681,Key Lock Checking Relay (KLCR) with one number K-50 Neutral Relay to work on 24V DC non AC immunized....,Intermittent,Z,SBA
560613020047,"I/O Card, DID for Kyosan make EI",Intermittent,Z,SBA
560613030028,"Power Card, IPU6C for Kyosan make EI",Intermittent,Z,SBA
560613050027,"Optical Branch Card , SPHC-TT for Kyosan make EI",Intermittent,Z,SBA
560613610045,"IF Card, FSI02-B EX for Kyosan make EI",Intermittent,Z,SBA
560613610057,"I/O Card, EXTFIO7-(P) for Kyosan make EI",Intermittent,Z,SBA
560613610069,E-P5 Subrack with mother board for Kyosan make EI,Intermittent,Z,SBA
560613610070,"Power Supply for SPHC-TT, SPHC-PW for Kyosan make EI",Intermittent,Z,SBA
560613610082,PCINIO-B Card for MTC Kyosan make EI,Intermittent,Z,SBA
560618310155,MLK II CPU EEPROM PCB,Dead,N/A,No Forecast
560623880422,Surge Protection systems for MSDAC Hut 1 in CTRE-MDVE Section as per RDSOTAN no. STSE/TAN/3006 ver.2....,Intermittent,Z,SBA
560623880434,Surge Protection systems for MSDAC Hut 2 in CTRE-MDVE Section as per RDSO TAN no. STS/ E/ TAN/ 3006 ....,Intermittent,Z,SBA
560629410026,B023 Rack Frame (Altpro make),Intermittent,Z,SBA
560800130618,"ACM (Axle Counter Module) 200, Make: Siemens",Lumpy,Z,TSB
560800130709,High Availability Single Section DIgital Axle Counter System(HASSDAC) with dual track sensor as per ....,Lumpy,Z,TSB
560800130801,UP GRADATION OF HASSDAC SYSTEM FROM VERSION S002 TO S003 OF GG TRONICS. This willinclude: 1. Replace....,Lumpy,Z,TSB
560800131118,SF Chassis with Mother Board Assembly for SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
560800150253,Colour Light Signal Unit 4 ASPECT,Lumpy,Z,TSB
560800150400,Modified colour light signal Four aspect unit (MS),Intermittent,Z,SBA
560800820064,SMPS based IPS system upto 6 lines in RE area with 300Ah VRLA battery bank to RDSO specification RDS....,Intermittent,Z,SBA
56110029,CABLE PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3C X 10 SQ.MM,Intermittent,Z,SBA
561183521801,PVC Cable of unsheathed insulated annealed tinned copper conductor single core multi strands 16/0.2 ....,Erratic,Z,Croston
56119033,CABLE PVC INSULATED ARMOURED UNSCREENED RAILWAY SIGNALLING CABLE OF SIZE 19C x 1.5sqmm (REV 4.0) IRS....,Lumpy,Z,TSB
56119537,PVC INSULATED CABLE FOR RAILWAY SIGNALLING   HEAVY DUTY UNDER GROUND UNSCREENED ARMOUNED WITH GALVAN....,Lumpy,Z,TSB
561195810069,Wire Coil 1.5 Sqmm,Intermittent,Z,SBA
561196180021,"CABLE JELLY FILLED UNDERGROUND TELECOM 6 QUAD, 0.9MM DIA RAILWAY SIGNAL AND TELECOM COPPER CONDUCTOR....",Erratic,Z,Croston
561196730082,PFSK CARD FOR TPWS,Intermittent,Z,SBA
561196730094,PIND CARD FOR TPWS,Intermittent,Z,SBA
561196730150,Cable Gland for TPWS,Intermittent,Z,SBA
561300052071,Input Card Compatible with existing DELTRON make UFSBI System as per RDSO Specification No.IRS S 105....,Dead,N/A,No Forecast
561300651264,MSDAC RESET BOX,Intermittent,Z,SBA
561300652270,FDC 110V(H001M124R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or....,Intermittent,Z,SBA
561300652281,FPD 21 KHZ (Part no. H001M101R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/....,Intermittent,Z,SBA
561300652293,FCPU(H001M112R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or lat....,Intermittent,Z,SBA
561300652300,MCE (Part no. H001M207R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver....,Intermittent,Z,SBA
561300652311,FPD 25 KHZ (Part no. H001M102R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2....,Intermittent,Z,SBA
561300672279,Event Logger For SSDAC (G.G.Tronics Make),Intermittent,Z,SBA
561300850030,Spring Tension Adjustero for DLBI (Double Line Block Instrument),Intermittent,Z,SBA
561300961344,Supply of Tx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,Lumpy,Z,TSB
561301300025,Contact Spring Asembly for ELB GATE,Intermittent,Z,SBA
561302180039,ALUMINIUM SPACER RING FOR CLS (8MM),Dead,N/A,No Forecast
561302440049,OTTO 25 TERMINAL,Intermittent,Z,SBA
561303240020,WAGO FUSE TERMINAL,Intermittent,Z,SBA
561548500026,BATTERY SECONDARY CELLS 300AH/2V UNCHARGED,Intermittent,Z,SBA
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,Intermittent,Z,SBA
56160100,Battery Charger 230V  AC /24V DC 40 amps. to RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest.,Lumpy,Z,TSB
561620290801,Battery charger 230V AC/110 V DC/40 AMPS as per RDSO specification IRS:S-93/96 (B) with Amd 1 orlate....,Lumpy,Z,TSB
561620291568,TRACK FEED RESISTANCE 0-30 OHMS,Erratic,Z,Croston
56163034,"VOLTAGE  STABILIZERS 3 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT TYPE, STABIL....",Intermittent,Z,SBA
561800840049,Junction Type Route Indicator - 2 Way,Intermittent,Z,SBA
561800850031,Junction Type Route Indicator - 4 Way,Intermittent,Z,SBA
561800850043,Junction Type Route Indicator - 3 Way,Intermittent,Z,SBA
561800880035,Junction Type Route Indicator - 5 Way,Dead,N/A,No Forecast
562200010107,"Supply of Ground type shunt signal - complete with surface base, signal pole, hood etc., with necess....",Lumpy,Z,TSB
562200010272,"Ground type shunt signal complete with surface base, signal pole, hood etc",Intermittent,Z,SBA
562205030091,MODIFIED POSITION LIGHT SHUNT SIGNAL UNIT,Intermittent,Z,SBA
56220509,ELECTRONIC FAIL SAFE TIMER 120 SECONDS,Lumpy,Z,TSB
563000011681,Ground connection for 220mm stroke point machine,Smooth,Y,SES/Holt
563000011784,GROUND CONNECTION (CLAMP/POINT LOCK) FOR PM 220MM STROKE (MODIFIED),Intermittent,Z,SBA
563000011899,FIRE ALARM ASPIRATING (AIR SAMPLING )TYPE SMOKE DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,Lumpy,Z,TSB
563000014256,IRS Point Machine 220mm Stroke (400V AC Immunity) PTJ Make,Lumpy,Z,TSB
563000014475,IRS Electrical point machine 143mm IP 65 400V ACI,Lumpy,Z,TSB
563000041030,"POINT TEST GAUGE A"" TYPE",Intermittent,Z,SBA
563000041041,"POINT TEST GAUGE B"" TYPE",Intermittent,Z,SBA
563000200301,IRS Point machine 143mm stroke 160V ACI IP 67 with MS sheet iron CT box,Intermittent,Z,SBA
563000220026,"DC Motor 110V,0.59HP, 1700RPM (Point Machine)",Lumpy,Z,TSB
563003040047,Point machine 220mm-160V ACI,Intermittent,Z,SBA
563003040059,Point machine 220mm-IP67- 160V ACI,Lumpy,Z,TSB
56301571,ROTARY TYPE  ELECTRICAL POINT MACHINE IRS 143MM STROKE,Lumpy,Z,TSB
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,Lumpy,Z,TSB
563045770362,GROUND CONNECTION FOR EPM 220MM GKC MAKE.,Lumpy,Z,TSB
563045770386,ELECTRICAL POINT MACHINE ROTARY 220MM STROKE GKP MAKE.,Lumpy,Z,TSB
563045770398,CLAMP POINT LOCK 60KG SETS 220MM STROKE GKP MAKE.,Lumpy,Z,TSB
563045831351,GALVANIZED GROUND CONNECTION OF 220MM STROKE IRS POINT MACHINE PTJ MAKE,Lumpy,Z,TSB
563045831600,IRS Point Machine 220 mm Stroke (IP 67 WITH 400 Volt AC Immunity),Intermittent,Z,SBA
563045831673,IRS Point Machine 143 mm Stroke 400V AC Immunity,Lumpy,Z,TSB
563045831843,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly,Intermittent,Y,SBA
563045832045,IRS Point Machine 200mm stroke (400 Volte immunity),Dead,N/A,No Forecast
563045832940,IRS Electrical point machine 220mm  Stroke IP 65 with IP 67- 400V ACI Motor,Lumpy,Z,TSB
563045833177,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly 1 in 8.5,Intermittent,Z,SBA
563045841289,Gauge Tie Plate Insulation Complete Set,Erratic,Z,Croston
563045881664,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,Lumpy,Z,TSB
563046150136,Ground Connection TWS Insulation Set as per IRS S40/84 for 220mm IRS Type Point Machine,Lumpy,Z,TSB
563046150185,Insulation Set for Ground Connection as per IRS S40/84 for 143mm IRS Type Point Machine,Lumpy,Z,TSB
563046660023,TELESCOPIC PIPE 220MM STROKE GKP MAKE,Lumpy,Z,TSB
563047180021,IRS POINT MACHINE 220MM STROKE,Intermittent,Z,SBA
563047180100,Galvanized Cover/Slide Cover for Electrical Point Machine,Intermittent,Z,SBA
564200100052,Galvenised CLS Ladder with Platform 4.6Mtrs,Lumpy,Z,TSB
564200100064,Galvenised CLS Ladder with Platform 3.6Mtrs,Lumpy,Z,TSB
564400020027,ROUTE INDICATOR STANCIL/JUNCTION TYPE,Lumpy,Z,TSB
56450217,RELAYS -SPECIAL  TYPE- METAL TO  CARBON -QSPAI- CONFIRMATION SPECN. BRS.933A.,Lumpy,Z,TSB
56450229,"RELAY AC IMMUNE PLUG IN TYPE STYLE QTA2/UTA2 CONFORMING TO BRS - 939A,BRS.966 (APPENDIX F-21) & IRS.....",Erratic,Y,Croston
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR LATEST,Erratic,Z,Croston
56452032,RELAY QN1 12F/4B PLUG IN TYPE,Intermittent,Z,SBA
564601280028,Processor card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),Intermittent,Z,SBA
564601280030,Communication Card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),Dead,N/A,No Forecast
564601280041,Analog Card without controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/200....,Intermittent,Z,SBA
564601280053,Analog scanner Card with controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-9....,Intermittent,Z,SBA
564601280065,Analog scanner Card with controller suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amd....,Intermittent,Z,SBA
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. RDSO/SPN/15....,Erratic,Z,Croston
56468027,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC ....,Erratic,Z,Croston
564680270025,A MARKER LED,Lumpy,Z,TSB
56468039,"RED ASPECT MAIN LED SIGNAL, 110V AC RETROFITTABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC LED....",Erratic,Z,Croston
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC LE....",Erratic,Z,Croston
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC ....",Erratic,Z,Croston
56468064,- CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WI....,Lumpy,Z,TSB
564680670957,Colour Light Signal Unit 2 Aspect,Lumpy,Z,TSB
564680670969,Colour Light Signal Unit 2 Aspect Aluminium,Intermittent,Z,SBA
564680710025,LED MULTI LAMP ROUTE INDICATOR,Intermittent,Z,SBA
564681260258,A Marker Board With Clamp,Intermittent,Z,SBA
564681480600,"Non-Metallic (FRP) Route Indicator for Railway Signalling - 1way without lenses, lamps or transforme....",Intermittent,Z,SBA
564681510184,Double Digit Multi Lamp Route Indicator (LED Type),Intermittent,Z,SBA
564682030017,"SIGNALS, COLOUR LIGHT, MULTI UNIT TYPE, SEARCH LIGHT TYPE.",Lumpy,Z,TSB
564700410030,FRP Road warning Signal Unit,Intermittent,Z,SBA
564800570031,INVERTER 2 KVA SUITABLE FOR AMARARAJ MAKE IPS,Intermittent,Z,SBA
565000024089,DC MOTOR FRACTIONAL H.P. FOR LIFTING BARRIER GATE,Intermittent,Z,SBA
565000075590,Goods Warning Board,Intermittent,Z,SBA
565000075991,Calling On Board,Intermittent,Z,SBA
565000077252,Galvanized stop board for ES Boom & EOLB Gate(with clamp),Intermittent,Z,SBA
565000077264,Stop Board for Emergency Sliding Boom (FRP),Intermittent,Z,SBA
56500026,APPRATUS CASE GRS TYPE,Lumpy,Z,TSB
565001250050,AC-DC/CLAMP METER,Lumpy,Z,TSB
565001310082,SPD Life Tester,Intermittent,Z,SBA
56500142,RELAY QNA1 ACI 8F/8B,Erratic,Y,Croston
565001664396,FUSE BASE & CARRIER 32 AMPS,Lumpy,Z,TSB
56500350,BATTERY CHARGER 110V AC 24V DC 30 AMPS TO SPECN.IRS-S-86/2000.WITH AMENDMENT-4 or latest.,Intermittent,Z,SBA
56500361,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,Intermittent,Z,SBA
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATEST.,Intermittent,Z,SBA
56500464,APPARATUS CASE HALF GRS TYPE,Lumpy,Z,TSB
56501006,PVC insulated armoured unscreened underground Railway signalling copper cable of size 24c x 1.5 sq.m....,Lumpy,Z,TSB
56501018,PVC INSULATED CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNSCREENED UNDERGROUND ARMOURED WITH GALVANISE....,Erratic,Z,Croston
56502540,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL CAP 2 X....,Lumpy,Z,TSB
56502576,"FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 CARTRIDGE TYPE WITH CYLINDER CAP 2 X 9/16"" ....",Lumpy,Z,TSB
565025904930,FUSE HRC 63 AMPS (BOLTED TYPE),Lumpy,Z,TSB
56502606,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL C....,Lumpy,Z,TSB
56506740,SINGLE FILAMENT LAMP 12V24W DOULE POLE THREE PIN VERTICAL CAPDOWN OPERATING POSITION IRS:  S.57/76 O....,Dead,N/A,No Forecast
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of Lamps : O....,Intermittent,Z,SBA
56507641,CHANNEL BOND PIN SINGLE GROOVE 7 mm DIA FOR 4 mm DIA BOND WIRE TO IRS-S-17-75 AND RDSO DRG NO.S.69m,Smooth,Y,SES/Holt
56508116,RELAY QN1 8F/8B PLUG IN TYPE,Erratic,Z,Croston
56509376,ARA TERMINAL BLOCK (SMALL) M6 PBT MAKE TO DRG  NO.SA.23741A/ALT-4 AND TO SPECN.IRS.S.75/91 (AMDT NO.....,Erratic,Z,Croston
56509388,TERMINAL BLOCK   MADE OF PBT 60MM TO RDSO DRG NO:SA23745 (ALT-5)TO SPECN IRS : S-75/2006 AMENDMENT .....,Lumpy,Z,TSB
565094315966,END Clamp for Modular Terminal Block,Intermittent,Z,SBA
565094316200,Electronic/ RFID Cable Route Marker,Lumpy,Z,TSB
565094320354,Electrical Operating Panel for Lifting barrier Gate(With Relay) PTJ Make,Intermittent,Z,SBA
565094341825,ELB LC Gate Counter Weight.,Intermittent,Z,SBA
565094341898,MS Box for LC Gate Switch,Intermittent,Z,SBA
565094395007,FRP Type Track Lead Junction Box.,Erratic,Z,Croston
565094396371,SIEMENS AFTC TUNING UNIT BOX,Dead,N/A,No Forecast
565094396486,Siemens AFTC Tuning Unit - RX (F9) D13- B9,Intermittent,Z,SBA
565094396498,Siemens AFTC Receiver - II Module B39-A3,Intermittent,Z,SBA
565094396504,Siemens AFTC Receiver -II Module B34-A3,Intermittent,Z,SBA
565094398458,"Washer Spring 1/2, 3/4",Intermittent,Z,SBA
565094399165,Non Metallic (FRP) colour light signal housing multiunit type for railway signalling suitable for RE....,Intermittent,Z,SBA
565094803572,AC to DC Converter to monitor 110VAC Analog inputs in the existing RTUs,Lumpy,Z,TSB
565094803584,AC to DC Converter to monitor 230VAC Analog inputs in the existing RTUs,Lumpy,Z,TSB
565094803845,REMOTE TERMINAL UNIT (RTU),Intermittent,Z,SBA
565094804369,Remote Terminal Unit(RTU) of 32 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,Intermittent,Z,SBA
565094804370,Remote Terminal Unit(RTU) of 64 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,Lumpy,Z,TSB
565094804382,Dual card Internal voice modems for RTUs  as per RDSO specification no. IRS-S-99/2006 Amd-3 or lates....,Lumpy,Z,TSB
565094804400,Remote Terminal Unit with 128 digital &16 analog inputs with modems and power supply as per RDSO spe....,Intermittent,Z,SBA
565094804412,Monitoring at Central place for receiving RTU data through LTE communication,Intermittent,Z,SBA
565094804424,Local Report System (LRS),Intermittent,Z,SBA
565094804436,"Power supply system involving SMPS charger working on 110v AC, of reputed make and 12V SMF cells wit....",Lumpy,Z,TSB
565094804448,Remote Terminal Unit to monitor of 8 Digital and 8 Analog voltages (As per the specification enclose....,Intermittent,Z,SBA
565094804450,"Modem for connecting Remote Terminal Unit of 8 Digital and 8 Analog voltages , through Quad cable wi....",Intermittent,Z,SBA
565094804461,Wireless LTE/ 4G Modem for connecting RTU/IOT/Mini logger device with the Central Monitoring Unit at....,Dead,N/A,No Forecast
565094815203,Auto Change Over Arrangement,Intermittent,Z,SBA
565094825567,Electrical Point Machine IRS Tool Kit,Lumpy,Z,TSB
565094825890,Tool Kit for HASSDAC,Intermittent,Z,SBA
565094826808,Steel Ratchet Type Torque Wrench make Stanley,Intermittent,Z,SBA
565094828441,TOOL KIT (GKP MAKE),Intermittent,Z,SBA
565094828647,Special Spanner for maintenance of Electrical Point Machine Ground Connection,Lumpy,Z,TSB
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LATEST.,Intermittent,Z,SBA
56509959,PVC INSULATING CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNSCREENED ARMOURED WITH GALVANI....,Erratic,Z,Croston
56509960,"Cable PVC insulated, armoured, unscreened, underground  aluminium  power cable of size 2c x 25 sq.m....",Lumpy,Z,TSB
565099653138,DATA LOGGER RTU (COMPLETSET)WITH 2 BATTERIES WITH OR WITHOUT CHARGER (32 DIGITAL INPUT 16 ANALOG INP....,Intermittent,Z,SBA
565099653266,Data Logger RTU 32 Digital input 16 Analog input with Batteries,Intermittent,Z,SBA
565099653278,DATA LOGGER RTU (COMPLETSET) 64 DIGITAL INPUT 16 ANALOG INPUT WITH BATTERIES,Intermittent,Z,SBA
565099653321,RTU 32 DIGITAL INPUT WITH OUT BATTERIES,Intermittent,Z,SBA
565099653461,Dual Modem Card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),Intermittent,Z,SBA
565099663624,M.S.Backing Plate 52/60KG/90R,Dead,N/A,No Forecast
565099844813,Fuse HRC 20 Amps Bolted Type,Intermittent,Z,SBA
565099844825,HRC Fuse 32 Amps Bolted Type,Lumpy,Z,TSB
565099844849,FUSE ND 4 Amps,Lumpy,Z,TSB
565099950054,AFTC LEU/ LINE SIDE CABINET ( Location Box ),Intermittent,Z,SBA
565100012838,Transformer 400VAC/230VAC/ 3KVA,Intermittent,Z,SBA
565100013193,ISOLATION TRANSFORMER 230V/230V/1KVA,Intermittent,Z,SBA
565100013200,ISOLATION TRANSFORMER 230V/230V/2KVA,Intermittent,Z,SBA
565100013211,ISOLATION TRANSFORMER 230V/230V/3KVA,Lumpy,Z,TSB
565100013223,TRANSFORMER 230V/110V/2KVA,Intermittent,Z,SBA
565100013235,TRANSFORMER 230V/110V/3KVA,Lumpy,Z,TSB
565100013247,ISOLATION TRANSFORMER 110V/110V/50VA,Dead,N/A,No Forecast
565100013259,TRANSFORMER 110V/110V/500VA,Intermittent,Z,SBA
565100013661,TRANSFORMER 230V/24V/2KVA,Dead,N/A,No Forecast
565100013673,TRANSFORMER 400V/0-35-0V/400VA,Dead,N/A,No Forecast
565100013685,TRANSFORMER RECTIFIER 230V/24V/30AMPS,Intermittent,Z,SBA
565100013697,TRANSFORMER RECTIFIER 230V/24V/20A,Intermittent,Z,SBA
565100013703,TRANSFORMER RECTIFIER 230V/24V/5A,Intermittent,Z,SBA
565100013995,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM HBL MAKE,Dead,N/A,No Forecast
565100014987,Transformer of Capacity 230V AC/110V AC/1 KVA as per RDSO Specifications RDSO/SPN/165 /2012 Ver 3.0....,Dead,N/A,No Forecast
565100920603,Revolving Chair with head rest,Intermittent,Z,SBA
565100920627,Maintenance Table 2mtrX0.8Mtr,Intermittent,Z,SBA
565172843959,Leased Line Modem for RTU,Intermittent,Z,SBA
565172844319,DATA LOGGER 512 DIGITAL INPUT/ 32 ANALOG INPUT RELEASED,Intermittent,Z,SBA
565172845385,Power supply Card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/2006 (Amdt-3) or....,Intermittent,Z,SBA
565172845397,Dual Modem E1 Converter suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amd....,Intermittent,Z,SBA
565172845439,64 Digital input stack card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 ....,Intermittent,Z,SBA
565172845440,Analog protection strip PCB card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/....,Intermittent,Z,SBA
565172853060,FERRO RESONANT TYPE AUTOMATIC AC VOLTAGE STABILIZER 230V AC/ 5 KVA IRS:S-74/89(AMD.6),Intermittent,Z,SBA
565197991932,Inlight High Visibility Warning Clothing Waist Coat Fluorescent Orange - Red (Type - 2),Lumpy,Z,TSB
565198082125,AFTC ALSTOM COPPER SLEEVE 145 SQ MM,Lumpy,Z,TSB
565198082137,AFTC Copper Lug 185 Sq mm,Intermittent,Z,SBA
565198092921,Step Down Transformer 500VA Suitable for Sukhila make IPS,Intermittent,Z,SBA
565198093123,Stage 1 Surge Protection Unit for Sukhila IPS,Dead,N/A,No Forecast
565198200031,Siemens AFTC Tuning Unit -TX (F10) D13 - B25,Intermittent,Z,SBA
565198200043,Siemens AFTC Tuning Unit - RX (F11) D13- B11,Intermittent,Z,SBA
565198200055,Siemens AFTC Tuning Unit - TX (F10) D14- B10,Intermittent,Z,SBA
565198200067,Siemens AFTC Tuning Unit -TX (F6) D10-B22,Intermittent,Z,SBA
565198200079,Siemens AFTC Tuning Unit - TX (F9) D14- B9,Intermittent,Z,SBA
565198272730,DOUBLE BED DEMINERALISED-300 LTR PER HOUR CAPACITY WITH IN BUILT PREFILTERATIONS EXCHANGING TYPE WIT....,Intermittent,Z,SBA
565198332774,Inverter 24V DC/110V AC/500 VA for on- line application as per RDSO specification IRS:S-82/92 (Amd-2....,Intermittent,Z,SBA
565198382364,"Retro Reflactive A"" Marker",Intermittent,Z,SBA
565198460028,Supply of Inverter Module 2 KVA as per RDSO specification no. RDSO/SPN/165/2012  version 3.0 suitabl....,Intermittent,Z,SBA
565198460030,Supply of DSCA Module for M/S Statcon make IPS system as per RDSO Spec No RDSO/SPN/165/2012 or late....,Intermittent,Z,SBA
565198460089,Static Switch Module( Auto C/O Inv- CVT) Module for M/S Statcon make IPS system as per RDSO Spec No....,Intermittent,Z,SBA
565198792645,Rotary Key Transmitter (RKT),Lumpy,Z,TSB
565199032580,Supply of Power Supply arrangement for Maintenance VDU and Embedded PC.This shall typically consist....,Intermittent,Z,SBA
565199280022,KEYS FOR GKP POINT MACHINE,Lumpy,Z,TSB
565199410343,Fault analysis terminal for analyzing IPS and ELD faults and generating reports by interfacing with ....,Intermittent,Z,SBA
565199470121,"IF Card, Line2B for Kyosan make EI",Intermittent,Z,SBA
567900058715,RELAY QNA1K (6F-6B) WITH ACCESSORIES,Lumpy,Z,TSB
567900117161,Siemens AFTC Tuning Unit - TX (F11) D13- B23,Intermittent,Z,SBA
567900117173,Siemens AFTC Tuning Unit -TX (F9) D13 - B9,Intermittent,Z,SBA
567900117185,Siemens AFTC Tuning Unit -RX (F10) D13 - B25,Intermittent,Z,SBA
567900117215,Siemens AFTC Tuning Unit - TX (F12) D14- B12,Intermittent,Z,SBA
567900388272,Inverter 110V DC/ 110V AC/ 5KVA for on - line application as per RDSO specification IRS:S-82/92 (Amd....,Lumpy,Z,TSB
567900418914,Relay QNN1 6F/2B,Intermittent,Z,SBA
567900444834,MAGNETIC COLLERS,Intermittent,Z,SBA
567900616750,Laser Distance Meter,Intermittent,Z,SBA
567900698091,Microlok - II Power Supply PCB Ansaldo Male,Intermittent,Z,SBA
567900698108,Microlok - II Non-Vital Input-Output PCB (Ansaldo Make),Intermittent,Z,SBA
567900698169,Microlok - II Card File Ansaldo Make,Intermittent,Z,SBA
567900698170,Microlok - II Vital Input PCB 24V DC Ansaldo Make,Intermittent,Z,SBA
567900698182,Microlok - II COMM PCB Ansaldo Make,Intermittent,Z,SBA
567900698194,Microlok - II Rack Ansaldo Make,Intermittent,Z,SBA
567900778992,"Relay AC Immune, Plug-in type, style-QNAI DC neutral line, 24V DC, 12-4B contacts, Front and back m....",Intermittent,Z,SBA
567900779194,RELAY QN1 (12F-4B) WITH ACESSORIES,Lumpy,Z,TSB
567900779911,RELAY SIEMENS ECR OFF,Dead,N/A,No Forecast
