PL_Code,Demand_Pattern,XYZ_Class,Forecast_Method,Forecastability_Class
56452032,Intermittent,Z,SBA,Very Low
564601280028,Intermittent,Z,SBA,Very Low
564601280041,Intermittent,Z,SBA,Very Low
564601280053,Intermittent,Z,SBA,Very Low
564601280065,Intermittent,Z,SBA,Very Low
56462050,Erratic,Z,Croston,Medium
56468027,Erratic,Z,Croston,Medium
564680270025,Lumpy,Z,TSB,Low
56468039,Erratic,Z,Croston,Medium
56468040,Erratic,Z,Croston,Medium
56468052,Erratic,Z,Croston,Medium
56468064,Lumpy,Z,TSB,Low
564680670957,Lumpy,Z,TSB,Low
564680670969,Intermittent,Z,SBA,Very Low
564680710025,Intermittent,Z,SBA,Very Low
564681260258,Intermittent,Z,SBA,Very Low
564681480600,Intermittent,Z,SBA,Very Low
564681510184,Intermittent,Z,SBA,Very Low
564682030017,Lumpy,Z,TSB,Very Low
564700410030,Intermittent,Z,SBA,Very Low
564800570031,Intermittent,Z,SBA,Very Low
565000024089,Intermittent,Z,SBA,Very Low
565000075590,Intermittent,Z,SBA,Very Low
565000075991,Intermittent,Z,SBA,Very Low
565000077252,Intermittent,Z,SBA,Very Low
565000077264,Intermittent,Z,SBA,Very Low
56500026,Lumpy,Z,TSB,Medium
565001250050,Lumpy,Z,TSB,Very Low
565001310082,Intermittent,Z,SBA,Very Low
56500142,Erratic,Y,Croston,Medium
565001664396,Lumpy,Z,TSB,Very Low
56500350,Intermittent,Z,SBA,Very Low
56500361,Intermittent,Z,SBA,Very Low
56500452,Intermittent,Z,SBA,Very Low
56500464,Lumpy,Z,TSB,Low
56501006,Lumpy,Z,TSB,Medium
56501018,Erratic,Z,Croston,Medium
56502540,Lumpy,Z,TSB,Low
56502576,Lumpy,Z,TSB,Very Low
565025904930,Lumpy,Z,TSB,Very Low
56502606,Lumpy,Z,TSB,Low
56507069,Intermittent,Z,SBA,Very Low
56507641,Smooth,Y,SES/Holt,High
56508116,Erratic,Z,Croston,Medium
56509376,Erratic,Z,Croston,Medium
56509388,Lumpy,Z,TSB,Medium
565094315966,Intermittent,Z,SBA,Very Low
565094316200,Lumpy,Z,TSB,Very Low
565094320354,Intermittent,Z,SBA,Very Low
565094341825,Intermittent,Z,SBA,Very Low
565094341898,Intermittent,Z,SBA,Very Low
565094395007,Erratic,Z,Croston,Medium
565094396486,Intermittent,Z,SBA,Very Low
565094396498,Intermittent,Z,SBA,Very Low
565094396504,Intermittent,Z,SBA,Very Low
565094398458,Intermittent,Z,SBA,Very Low
565094399165,Intermittent,Z,SBA,Very Low
565094803572,Lumpy,Z,TSB,Very Low
565094803584,Lumpy,Z,TSB,Very Low
565094803845,Intermittent,Z,SBA,Very Low
565094804369,Intermittent,Z,SBA,Very Low
565094804370,Lumpy,Z,TSB,Very Low
565094804382,Lumpy,Z,TSB,Very Low
565094804400,Intermittent,Z,SBA,Very Low
565094804412,Intermittent,Z,SBA,Very Low
565094804424,Intermittent,Z,SBA,Very Low
565094804436,Lumpy,Z,TSB,Very Low
565094804448,Intermittent,Z,SBA,Very Low
565094804450,Intermittent,Z,SBA,Very Low
565094815203,Intermittent,Z,SBA,Very Low
565094825567,Lumpy,Z,TSB,Medium
565094825890,Intermittent,Z,SBA,Very Low
565094826808,Intermittent,Z,SBA,Very Low
565094828441,Intermittent,Z,SBA,Very Low
565094828647,Lumpy,Z,TSB,Very Low
56509935,Intermittent,Z,SBA,Very Low
56509959,Erratic,Z,Croston,Medium
56509960,Lumpy,Z,TSB,Low
565099653138,Intermittent,Z,SBA,Very Low
565099653266,Intermittent,Z,SBA,Very Low
565099653278,Intermittent,Z,SBA,Very Low
565099653321,Intermittent,Z,SBA,Very Low
565099653461,Intermittent,Z,SBA,Very Low
565099844813,Intermittent,Z,SBA,Very Low
565099844825,Lumpy,Z,TSB,Very Low
565099844849,Lumpy,Z,TSB,Low
565099950054,Intermittent,Z,SBA,Very Low
565100012838,Intermittent,Z,SBA,Very Low
565100013193,Intermittent,Z,SBA,Very Low
565100013200,Intermittent,Z,SBA,Very Low
565100013211,Lumpy,Z,TSB,Very Low
565100013223,Intermittent,Z,SBA,Very Low
565100013235,Lumpy,Z,TSB,Very Low
565100013259,Intermittent,Z,SBA,Very Low
565100013685,Intermittent,Z,SBA,Very Low
565100013697,Intermittent,Z,SBA,Very Low
565100013703,Intermittent,Z,SBA,Very Low
565100920603,Intermittent,Z,SBA,Very Low
565100920627,Intermittent,Z,SBA,Very Low
565172843959,Intermittent,Z,SBA,Very Low
565172844319,Intermittent,Z,SBA,Very Low
565172845385,Intermittent,Z,SBA,Very Low
565172845397,Intermittent,Z,SBA,Very Low
565172845439,Intermittent,Z,SBA,Very Low
565172845440,Intermittent,Z,SBA,Very Low
565172853060,Intermittent,Z,SBA,Very Low
565197991932,Lumpy,Z,TSB,Very Low
565198082125,Lumpy,Z,TSB,Very Low
565198082137,Intermittent,Z,SBA,Very Low
565198092921,Intermittent,Z,SBA,Very Low
565198200031,Intermittent,Z,SBA,Very Low
565198200043,Intermittent,Z,SBA,Very Low
565198200055,Intermittent,Z,SBA,Very Low
565198200067,Intermittent,Z,SBA,Very Low
565198200079,Intermittent,Z,SBA,Very Low
565198272730,Intermittent,Z,SBA,Very Low
565198332774,Intermittent,Z,SBA,Very Low
565198382364,Intermittent,Z,SBA,Low
565198460028,Intermittent,Z,SBA,Very Low
565198460030,Intermittent,Z,SBA,Very Low
565198460089,Intermittent,Z,SBA,Very Low
565198792645,Lumpy,Z,TSB,Medium
565199032580,Intermittent,Z,SBA,Very Low
565199280022,Lumpy,Z,TSB,Very Low
565199410343,Intermittent,Z,SBA,Very Low
565199470121,Intermittent,Z,SBA,Very Low
567900058715,Lumpy,Z,TSB,Very Low
567900117161,Intermittent,Z,SBA,Very Low
567900117173,Intermittent,Z,SBA,Very Low
567900117185,Intermittent,Z,SBA,Very Low
567900117215,Intermittent,Z,SBA,Very Low
567900388272,Lumpy,Z,TSB,Very Low
567900418914,Intermittent,Z,SBA,Very Low
567900444834,Intermittent,Z,SBA,Very Low
567900616750,Intermittent,Z,SBA,Very Low
567900698091,Intermittent,Z,SBA,Very Low
567900698108,Intermittent,Z,SBA,Very Low
567900698169,Intermittent,Z,SBA,Very Low
567900698170,Intermittent,Z,SBA,Very Low
567900698182,Intermittent,Z,SBA,Very Low
567900698194,Intermittent,Z,SBA,Very Low
567900778992,Intermittent,Z,SBA,Very Low
567900779194,Lumpy,Z,TSB,Very Low
567900808704,Lumpy,Z,TSB,Very Low
567900808716,Intermittent,Z,SBA,Very Low
567901800040,Intermittent,Z,SBA,Very Low
567903070027,Intermittent,Z,SBA,Very Low
567904138020,Intermittent,Z,SBA,Very Low
567904397905,Lumpy,Z,TSB,Very Low
567904517790,Lumpy,Z,TSB,Very Low
567904517807,Lumpy,Z,TSB,Very Low
567906940021,Intermittent,Z,SBA,Very Low
567907000020,Intermittent,Z,SBA,Very Low
567908369072,Intermittent,Z,SBA,Very Low
567908486994,Lumpy,Z,TSB,Very Low
567909490026,Lumpy,Z,TSB,Very Low
567909900022,Intermittent,Z,SBA,Very Low
567910410020,Intermittent,Z,SBA,Very Low
567912100021,Intermittent,Z,SBA,Very Low
567912210185,Intermittent,Z,SBA,Very Low
567912410010,Intermittent,Z,SBA,Very Low
567912420015,Intermittent,Z,SBA,Very Low
567912550075,Lumpy,Z,TSB,Very Low
567913080042,Intermittent,Z,SBA,Very Low
567913080091,Intermittent,Z,SBA,Very Low
567913080108,Lumpy,Z,TSB,Very Low
567913080110,Intermittent,Z,SBA,Very Low
567913210030,Intermittent,Z,SBA,Very Low
567913440125,Intermittent,Z,SBA,Very Low
567914940040,Lumpy,Z,TSB,Very Low
567917930020,Intermittent,Z,SBA,Very Low
567918190044,Lumpy,Z,TSB,Low
567919200197,Intermittent,Z,SBA,Very Low
567919520027,Intermittent,Z,SBA,Very Low
567919640033,Intermittent,Z,SBA,Very Low
567919890025,Intermittent,Z,SBA,Very Low
567921160020,Intermittent,Z,SBA,Very Low
567921890045,Intermittent,Z,SBA,Very Low
567922200024,Lumpy,Z,TSB,Low
567924600080,Intermittent,Z,SBA,Very Low
569001120070,Lumpy,Z,TSB,Very Low
569001220027,Intermittent,Z,SBA,Very Low
569001230021,Intermittent,Z,SBA,Very Low
569001230033,Intermittent,Z,SBA,Very Low
569001240026,Intermittent,Z,SBA,Very Low
569001250020,Intermittent,Z,SBA,Very Low
569001340057,Intermittent,Z,SBA,Very Low
569001340069,Intermittent,Z,SBA,Very Low
569001340070,Intermittent,Z,SBA,Very Low
569001340082,Intermittent,Z,SBA,Very Low
569001340094,Intermittent,Z,SBA,Very Low
569001370025,Intermittent,Z,SBA,Very Low
569001370037,Intermittent,Z,SBA,Very Low
569001370049,Intermittent,Z,SBA,Very Low
569001370050,Intermittent,Z,SBA,Very Low
569001370062,Intermittent,Z,SBA,Very Low
569001370074,Intermittent,Z,SBA,Very Low
569001370086,Intermittent,Z,SBA,Very Low
569001520060,Intermittent,Z,SBA,Very Low
569001520072,Intermittent,Z,SBA,Very Low
569001520084,Intermittent,Z,SBA,Very Low
569001570026,Intermittent,Z,SBA,Very Low
569001570063,Intermittent,Z,SBA,Very Low
569001580056,Intermittent,Z,SBA,Very Low
569001620066,Lumpy,Z,TSB,Very Low
569001620078,Lumpy,Z,TSB,Very Low
569001890021,Intermittent,Z,SBA,Very Low
569001890033,Intermittent,Z,SBA,Very Low
569001890045,Intermittent,Z,SBA,Very Low
569001890057,Intermittent,Z,SBA,Very Low
569001930020,Intermittent,Z,SBA,Low
569001970028,Lumpy,Z,TSB,Very Low
569002040021,Intermittent,Z,SBA,Very Low
569002491213,Intermittent,Z,SBA,Low
569003010073,Lumpy,Z,TSB,Very Low
569003010085,Lumpy,Z,TSB,Very Low
569003010103,Intermittent,Z,SBA,Very Low
569003011284,Intermittent,Z,SBA,Very Low
569003011545,Intermittent,Z,SBA,Very Low
569003030023,Lumpy,Z,TSB,Very Low
569003030035,Intermittent,Z,SBA,Very Low
569003031210,Intermittent,Z,SBA,Very Low
569003510057,Lumpy,Z,TSB,Very Low
569003520038,Lumpy,Z,TSB,Very Low
569003530032,Lumpy,Z,TSB,Very Low
569003530044,Lumpy,Z,TSB,Very Low
569003540050,Lumpy,Z,TSB,Very Low
569003550031,Lumpy,Z,TSB,Very Low
569003560048,Lumpy,Z,TSB,Very Low
569003570030,Lumpy,Z,TSB,Very Low
569003580035,Lumpy,Z,TSB,Very Low
569003780024,Intermittent,Z,SBA,Very Low
569003800047,Intermittent,Z,SBA,Very Low
569004570074,Lumpy,Z,TSB,Very Low
569005120027,Lumpy,Z,TSB,Very Low
569005440022,Intermittent,Z,SBA,Very Low
569005530114,Intermittent,Z,SBA,Very Low
569006940154,Intermittent,Z,SBA,Very Low
569006970020,Intermittent,Z,SBA,Very Low
569007720034,Intermittent,Z,SBA,Very Low
569007730052,Intermittent,Z,SBA,Very Low
569007730064,Lumpy,Z,TSB,Very Low
569007780031,Intermittent,Z,SBA,Very Low
569007780043,Intermittent,Z,SBA,Very Low
569016620028,Intermittent,Z,SBA,Very Low
569018890023,Intermittent,Z,SBA,Very Low
569018900028,Intermittent,Z,SBA,Very Low
569020420026,Intermittent,Z,SBA,Very Low
569020690029,Intermittent,Z,SBA,Very Low
569024350020,Intermittent,Z,SBA,Very Low
569034910045,Intermittent,Z,SBA,Very Low
569034910069,Intermittent,Z,SBA,Very Low
569034910070,Lumpy,Z,TSB,Very Low
569044770013,Intermittent,Z,SBA,Very Low
569060390045,Intermittent,Z,SBA,Very Low
569070440021,Lumpy,Z,TSB,Very Low
569070440033,Erratic,Z,Croston,Low
569804430131,Intermittent,Z,SBA,Very Low
56982252,Lumpy,Z,TSB,Medium
569839060113,Intermittent,Z,SBA,Very Low
569839060125,Intermittent,Z,SBA,Very Low
569839060332,Intermittent,Z,SBA,Very Low
56985800,Lumpy,Z,TSB,Very Low
56986130,Lumpy,Z,TSB,Low
569894370025,Intermittent,Z,SBA,Very Low
569894550039,Intermittent,Z,SBA,Very Low
569894580184,Intermittent,Z,SBA,Very Low
569900780080,Lumpy,Z,TSB,Very Low
569901140024,Intermittent,Z,SBA,Very Low
569901140036,Intermittent,Z,SBA,Very Low
569903410020,Intermittent,Z,SBA,Very Low
570100356570,Intermittent,Z,SBA,Very Low
570104790136,Intermittent,Z,SBA,Very Low
570109490283,Intermittent,Z,SBA,Very Low
570109490386,Lumpy,Z,TSB,Very Low
570109490520,Intermittent,Z,SBA,Very Low
570131650240,Intermittent,Z,SBA,Very Low
570131650305,Intermittent,Z,SBA,Very Low
570140712828,Intermittent,Z,SBA,Very Low
570140713948,Intermittent,Z,SBA,Very Low
570143970026,Intermittent,Z,SBA,Very Low
570150950426,Intermittent,Z,SBA,Very Low
609004430022,Intermittent,Z,SBA,Very Low
611600160147,Lumpy,Z,TSB,Low
623500140951,Lumpy,Z,TSB,Very Low
623500980059,Lumpy,Z,TSB,Low
655701031889,Lumpy,Z,TSB,Very Low
67900185,Lumpy,Z,TSB,Very Low
71080326,Intermittent,Z,SBA,Very Low
71080545,Intermittent,Z,SBA,Very Low
72081181,Intermittent,Z,SBA,Very Low
721339354568,Erratic,Z,Croston,Low
721437670023,Erratic,Z,Croston,Low
72207413,Erratic,Z,Croston,Medium
722434810027,Intermittent,Z,SBA,Very Low
725804740114,Intermittent,Z,SBA,Very Low
725804740126,Intermittent,Z,SBA,Very Low
725804740138,Intermittent,Z,SBA,Very Low
726001400138,Intermittent,Z,SBA,Very Low
726001400205,Lumpy,Z,TSB,Very Low
727901719596,Intermittent,Z,SBA,Very Low
727925380052,Intermittent,Z,SBA,Very Low
752082580126,Intermittent,Z,SBA,Very Low
77035136,Intermittent,Z,SBA,Very Low
77091310,Intermittent,Z,SBA,Very Low
77091607,Intermittent,Z,SBA,Very Low
77093306,Lumpy,Z,TSB,Very Low
77110304,Intermittent,Z,SBA,Very Low
771600011349,Lumpy,Z,TSB,Very Low
78010512,Intermittent,Z,SBA,Very Low
781520833527,Intermittent,Z,SBA,Very Low
783100870033,Lumpy,Z,TSB,Very Low
787900195071,Intermittent,Z,SBA,Very Low
787902055227,Lumpy,Z,TSB,Very Low
789900328123,Intermittent,Z,SBA,Very Low
79010805,Intermittent,Z,SBA,Very Low
79010866,Intermittent,Z,SBA,Very Low
790400130034,Intermittent,Z,SBA,Very Low
79045558,Intermittent,Z,SBA,Very Low
79046850,Lumpy,Z,TSB,Very Low
79247957,Lumpy,Z,TSB,Very Low
79315604,Lumpy,Z,TSB,Very Low
79333485,Intermittent,Z,SBA,Very Low
79338677,Intermittent,Z,SBA,Very Low
795100540055,Lumpy,Z,TSB,Very Low
795900190130,Lumpy,Z,TSB,Very Low
80010714,Intermittent,Z,SBA,Very Low
80090722,Intermittent,Z,SBA,Very Low
81033515,Intermittent,Z,SBA,Very Low
81050264,Intermittent,Z,SBA,Very Low
81050999,Intermittent,Z,SBA,Very Low
823000010357,Intermittent,Z,SBA,Very Low
83041849,Intermittent,Z,SBA,Very Low
83049400,Intermittent,Z,SBA,Very Low
83049502,Intermittent,Z,SBA,Very Low
83049540,Intermittent,Z,SBA,Very Low
83057225,Intermittent,Z,SBA,Very Low
831100020429,Intermittent,Z,SBA,Very Low
83904104,Intermittent,Z,SBA,Very Low
83904827,Intermittent,Z,SBA,Very Low
83904839,Intermittent,Z,SBA,Very Low
860130140864,Intermittent,Z,SBA,Very Low
860130141200,Lumpy,Z,TSB,Very Low
861600960026,Lumpy,Z,TSB,Very Low
86900043,Intermittent,Z,SBA,Very Low
869037530032,Lumpy,Z,TSB,Very Low
910100820060,Intermittent,Z,SBA,Very Low
98210191,Intermittent,Z,SBA,Very Low
