PL_Code,Description,Business_Unit,Criticality_Class,Forecast_Method,Forecast_Annual,Lead_Time_Days,Demand_STD,Service_Level,Z_Value,Safety_Stock
569020690029,DIN Channel for the Terminal,MAS,Non-Critical,SBA,55.72,184.0,12.8046,0.85,1.0364,32.63
539898480056,Multi Section Digital Axle Counter (MSDAC) Complete system as per RDSO/SPN/1 76/2013 VER 3 or latest....,MAS,Critical,SBA,57.77,84.5,11.8962,0.95,1.6449,32.6
567904397905,"KNOB RED , YELLOW, BLACK, WHITE AND BLUE",MAS,Non-Critical,TSB,69.7,29.0,32.135,0.85,1.0364,32.51
569003550031,FIRE ALARM PROBE TYPE BI-METALIC FIXED TEMPERATURE HEAT DETECTOR AS PER RDSO/SPN/217/2018 VER 2.0,MAS,Critical,TSB,4.76,668.0,4.1906,0.95,1.6449,32.29
567918190044,Relay QL1 (11F/4B) With Accessories,MAS,Critical,TSB,79.61,99.0,10.6971,0.95,1.6449,31.73
545401070037,FIT & FORGET LEAD WIRE 2 MTRS 4MM DIA,MAS,Non-Critical,TSB,933.02,1.0,167.5945,0.85,1.0364,31.48
77091310,"PAINT READY MIXED RED OXIDE (ISC 446) BRUSHING, FINISHING, GLOSSY FOR GENERAL PURPOSES TO  RDSO SPEC....",MAS,Non-Critical,SBA,108.79,218.0,11.1201,0.85,1.0364,30.84
567922200024,IRS Point Machine 143 mm Stroke (IP 67 Type 400 Volte),MAS,Critical,TSB,72.3,257.5,6.3757,0.95,1.6449,30.5
569034910070,Micro Processor Unit (MPU) Altpro make,MAS,Critical,TSB,48.73,262.5,6.2532,0.95,1.6449,30.21
560403161659,Connector Board (KP) Altpro make,MAS,Critical,TSB,48.73,262.5,6.2532,0.95,1.6449,30.21
560403161647,Power Supply Module (DC 12) Altpro make,MAS,Critical,TSB,48.92,262.5,6.2534,0.95,1.6449,30.21
560403161635,Main board (Altpro Make),MAS,Critical,TSB,48.73,262.5,6.2532,0.95,1.6449,30.21
563045831351,GALVANIZED GROUND CONNECTION OF 220MM STROKE IRS POINT MACHINE PTJ MAKE,MAS,Critical,TSB,14.02,317.0,5.6786,0.95,1.6449,30.14
564680270025,A MARKER LED,MAS,Critical,TSB,34.93,94.5,10.0127,0.95,1.6449,29.02
563047180021,IRS POINT MACHINE 220MM STROKE,MAS,Critical,SBA,70.97,127.0,8.2796,0.95,1.6449,27.82
569003570030,FIRE ALARM UV/IR FLAME DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,MAS,Critical,TSB,4.16,573.0,3.8639,0.95,1.6449,27.58
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR LATEST,MAS,Non-Critical,Croston,383.06,34.0,24.9233,0.85,1.0364,27.3
771600011349,"Pidilite WD-40, Multiple Maintenance Spray - 420 ml (341g)",MAS,Non-Critical,TSB,136.23,197.0,10.3308,0.85,1.0364,27.24
560402900175,Power Supply Protection Module (ZANAP) Altpro make,MAS,Critical,TSB,50.7,209.0,6.2901,0.95,1.6449,27.11
560403161660,Relay Output Module (RE) Altpro make,MAS,Critical,TSB,66.35,209.0,6.2795,0.95,1.6449,27.07
570109490386,Supply and installation of embedded PC with Dualmonitors - one of size 21.5 for SM to enter/acceptev....,MAS,Non-Critical,TSB,24.13,182.0,10.6757,0.85,1.0364,27.06
560604296362,Earth Leakage Detector (8 channel) as per RDSO specification no. RDSO/SPN/256/2002 or latest,MAS,Critical,TSB,15.92,98.0,9.1445,0.95,1.6449,26.99
560402912323,Line Verification Box (Altpro make),MAS,Critical,SBA,319.2,209.0,6.261,0.95,1.6449,26.99
560629410026,B023 Rack Frame (Altpro make),MAS,Critical,SBA,319.2,209.0,6.261,0.95,1.6449,26.99
560403161672,Reset Box (Altpro make),MAS,Critical,SBA,319.2,209.0,6.261,0.95,1.6449,26.99
469033852322,Enameled Number Plates,MAS,Non-Critical,SBA,250.8,127.0,12.7017,0.85,1.0364,26.89
543000010147,Colour Light Signal Unit 4 Aspect with out LED (Alluminium Casting),MAS,Critical,TSB,51.11,212.0,5.9704,0.95,1.6449,25.92
539810200190,FIT & FORGET BOND WIRE 3 MTRS 4MM DIA,MAS,Non-Critical,TSB,259.45,3.0,78.6503,0.85,1.0364,25.59
520504660025,SMALL SIZED VALVE REGULATED LEAD ACID (VRLA) BATTERY (SMF) 12V-84AH CAPACITY CONFIRMING TO JISC: 870....,MAS,Critical,TSB,4.13,72.0,9.9779,0.95,1.6449,25.24
502355361120,"Fire Alarm Power supply for Aspiration (AIR Sampling) Type smoke detector Power supply  (24V DC, 5A)....",MAS,Critical,TSB,24.34,668.0,3.2404,0.95,1.6449,24.97
539836631014,Metravi 4 digit Backlit LCD Hand Held True Rms Clamp Meter,MAS,Non-Critical,TSB,16.27,39.0,21.2081,0.85,1.0364,24.88
461500560400,GI Flat of Size 550X25X3mm to connect all cable armours to earth,MAS,Non-Critical,SBA,228.0,127.0,11.547,0.85,1.0364,24.45
549006530948,SURGE PROTECTION DEVICE AS PER RDSO SPEC. No.RDSO/SPN/165/2012(Ver.3) or LATEST CONSIST OF STAGE 1(C....,MAS,Critical,TSB,7.13,668.0,3.1486,0.95,1.6449,24.26
569002491213,DC DC CONVERTER (GALLANT) 110/24/10A,MAS,Non-Critical,SBA,83.08,190.0,9.363,0.85,1.0364,24.25
565094804382,Dual card Internal voice modems for RTUs  as per RDSO specification no. IRS-S-99/2006 Amd-3 or lates....,MAS,Critical,TSB,32.51,70.0,9.7193,0.95,1.6449,24.24
564200100052,Galvenised CLS Ladder with Platform 4.6Mtrs,MAS,Critical,TSB,98.6,82.0,8.7657,0.95,1.6449,23.67
56986130,RELAY STYLE QBAT (2F-2B) AC TRACK,MAS,Critical,TSB,67.8,36.0,12.928,0.95,1.6449,23.13
564200100064,Galvenised CLS Ladder with Platform 3.6Mtrs,MAS,Critical,TSB,69.71,84.0,8.422,0.95,1.6449,23.01
539816761032,PVC Insulated Unsheathed Single Core Multi-strand Cable Copper conductor of size 7/1.4mm as per IRS:....,MAS,Critical,TSB,5.78,224.5,4.8022,0.95,1.6449,21.45
569024350020,Shorting Link Insulated Grey in Color,MAS,Non-Critical,SBA,19.09,178.0,8.4483,0.85,1.0364,21.17
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of Lamps : O....,MAS,Critical,SBA,41.86,83.0,7.6376,0.95,1.6449,20.75
565094828647,Special Spanner for maintenance of Electrical Point Machine Ground Connection,MAS,Non-Critical,TSB,8.56,160.5,8.6759,0.85,1.0364,20.65
565094315966,END Clamp for Modular Terminal Block,MAS,Non-Critical,SBA,25.61,184.0,8.0765,0.85,1.0364,20.58
569016620028,END Plates for Modular Terminal Block,MAS,Non-Critical,SBA,21.89,271.0,6.4569,0.85,1.0364,19.97
539805880545,Fastener Cover for Switch Extension Bracket LH & RH with M20 X 100 Blot with Castle Nut,MAS,Non-Critical,SBA,1224.36,5.0,46.205,0.85,1.0364,19.41
560606610254,Surge protection device (SPD) Class C for 24V DC as per specification in the enclosure ( One set con....,MAS,Non-Critical,SBA,27.03,668.0,3.8984,0.85,1.0364,18.93
560604104140,TRANSFORMER RECTIFIER 110VAC/24VDC/5 AMPS,MAS,Critical,TSB,12.97,117.5,5.8255,0.95,1.6449,18.83
563000200301,IRS Point machine 143mm stroke 160V ACI IP 67 with MS sheet iron CT box,MAS,Critical,SBA,53.45,279.0,3.7697,0.95,1.6449,18.77
542223081167,"Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post Ass....",MAS,Critical,TSB,23.45,245.0,3.9768,0.95,1.6449,18.56
56452032,RELAY QN1 12F/4B PLUG IN TYPE,MAS,Critical,SBA,342.62,28.5,11.6008,0.95,1.6449,18.46
502355770020,Supply and installation of Signal post telephone with facility of paging and talk-back including voi....,MAS,Non-Critical,TSB,76.45,126.0,8.7353,0.85,1.0364,18.42
567913080108,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Amararaja IPS  with all fitt....",MAS,Critical,TSB,31.73,375.5,3.1518,0.95,1.6449,18.21
560408420497,FRAUSCHER make MSDAC Wheel sensor with 10-meter cable RSR 180-001 (Version-GS05 Part no.23529 as per....,MAS,Critical,SBA,48.59,342.0,3.3015,0.95,1.6449,18.2
539838080062,Digital Clamp on Ground Resistance Tester with Leakage Current Measurement,MAS,Non-Critical,TSB,95.77,190.5,6.9905,0.85,1.0364,18.13
565094804370,Remote Terminal Unit(RTU) of 64 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,MAS,Critical,TSB,22.15,70.0,7.2322,0.95,1.6449,18.04
539820980087,Nylon Rain Coat shirt with cap and pant,MAS,Non-Critical,SBA,29.22,611.0,3.8794,0.85,1.0364,18.01
539821090016,Thermo Shrink Cable Joint Kit for Quad Cable,MAS,Critical,TSB,7.53,227.0,3.9311,0.95,1.6449,17.66
542620470036,Galvenised Colour Light Signal Pole 140mm dia 4.6mtrs,MAS,Critical,TSB,77.14,84.0,6.4092,0.95,1.6449,17.51
544100020642,Colour Light Signal Post 3.6 mts Length,MAS,Critical,SBA,61.7,124.0,5.2564,0.95,1.6449,17.45
564680670957,Colour Light Signal Unit 2 Aspect,MAS,Critical,TSB,13.07,107.5,5.5613,0.95,1.6449,17.19
528100010103,"MPP Film AC Capacitor of 48 Micro farad, 600VAC, 50Hz, +/- 5% Tolerance",MAS,Non-Critical,SBA,82.11,91.0,9.4231,0.85,1.0364,16.89
565094804436,"Power supply system involving SMPS charger working on 110v AC, of reputed make and 12V SMF cells wit....",MAS,Non-Critical,TSB,32.51,83.0,9.837,0.85,1.0364,16.84
560611710036,LED 3mm with Assembly for Panel,MAS,Non-Critical,SBA,2280.0,2.0,63.2456,0.85,1.0364,16.8
563000011899,FIRE ALARM ASPIRATING (AIR SAMPLING )TYPE SMOKE DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,MAS,Critical,TSB,9.88,367.0,2.9285,0.95,1.6449,16.73
539882000027,Silane siloxine Alithatic Urethane resin Blend solvent Based high technology Membrane Radiant Heat r....,MAS,Non-Critical,TSB,6.36,92.0,9.2632,0.85,1.0364,16.69
539836000040,Retro Reflective G Marker,MAS,Non-Critical,TSB,45.88,124.0,7.975,0.85,1.0364,16.68
543500010513,Ladder with platform and shoes to suit CLS pole 3.6 mtrs,MAS,Critical,SBA,59.56,124.0,4.9699,0.95,1.6449,16.5
560603663314,Colour Light Signal Unit 3 ASPECT,MAS,Critical,TSB,9.3,118.5,5.0761,0.95,1.6449,16.47
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FROM 1.100 TO....,MAS,Non-Critical,SES/Holt,102.91,144.0,7.2371,0.85,1.0364,16.31
539835220262,Calling on Signal Unit,MAS,Non-Critical,TSB,47.62,353.0,4.5856,0.85,1.0364,16.19
560612520681,Key Lock Checking Relay (KLCR) with one number K-50 Neutral Relay to work on 24V DC non AC immunized....,MAS,Critical,SBA,41.63,102.5,5.3572,0.95,1.6449,16.17
430200028538,True RMS Multimeter,MAS,Non-Critical,TSB,57.98,183.0,6.195,0.85,1.0364,15.74
563000014475,IRS Electrical point machine 143mm IP 65 400V ACI,MAS,Non-Critical,TSB,101.84,206.0,5.7857,0.85,1.0364,15.6
542620470127,Galvanized Colour Light Signal Pole 140mm dia 3.6mtrs,MAS,Critical,TSB,25.17,201.0,3.6404,0.95,1.6449,15.39
569003011284,"Fire Alarm TCP/IP for Single loop addressable fire alarm control panel, Ethernet Module",MAS,Critical,SBA,63.84,668.0,1.9322,0.95,1.6449,14.89
539834880035,"Alstom S"" Bond 28 Mtrs Long",MAS,Critical,TSB,2.58,618.0,1.9852,0.95,1.6449,14.71
539847770031,SC TYPE Rack/Wall mountable 24F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,MAS,Non-Critical,TSB,5.21,385.5,3.9724,0.85,1.0364,14.65
565094395007,FRP Type Track Lead Junction Box.,MAS,Critical,Croston,458.4,1.0,48.9268,0.95,1.6449,14.59
567908486994,DC DC CONVERTER ( 24-40V)/ 10Amp Statcon make,MAS,Critical,TSB,3.36,169.5,3.5288,0.95,1.6449,13.7
567921890045,Point Test Gauge 1.6/5mm WS/PTJ Make,MAS,Non-Critical,SBA,39.9,258.0,4.4355,0.85,1.0364,13.38
563045770386,ELECTRICAL POINT MACHINE ROTARY 220MM STROKE GKP MAKE.,MAS,Critical,TSB,0.97,82.0,4.7892,0.95,1.6449,12.93
539816700018,TRANSFORMER RECTIFIER 110V/24/2A,MAS,Critical,TSB,4.02,118.0,3.8063,0.95,1.6449,12.33
539805714955,LED based stencil type route indicator (2Way) white LED (With Housing) as per the following specific....,MAS,Non-Critical,SBA,159.6,513.0,2.8577,0.85,1.0364,12.16
539834880047,"Alstom S"" Bond 29.1 Mtrs Long",MAS,Critical,TSB,2.45,618.0,1.6228,0.95,1.6449,12.03
565199410343,Fault analysis terminal for analyzing IPS and ELD faults and generating reports by interfacing with ....,MAS,Non-Critical,SBA,86.64,403.0,3.1472,0.85,1.0364,11.87
539829480026,Supply of Transmitter Coil (Tx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make.,MAS,Critical,TSB,78.18,79.0,4.4721,0.95,1.6449,11.85
539829480038,Supply of Receiver Coil (Rx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make as per RDSO Spec. ....,MAS,Critical,TSB,78.18,79.0,4.4721,0.95,1.6449,11.85
539829590166,HBL make DC-DC Converters  DC-DC 24-40V/10A with fittings and wiring to complete the installation as....,MAS,Critical,SBA,127.27,179.0,2.8544,0.95,1.6449,11.39
567900808716,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 24V DC,MAS,Critical,SBA,29.65,68.0,4.5592,0.95,1.6449,11.21
539829580021,110V DC Motor with Gear Box IP 67 Type 160V AC Immunity for Electric Point Machine (IRS Type) and as....,MAS,Critical,TSB,2.56,33.0,6.5358,0.95,1.6449,11.19
560604186143,EMERGENCY SLIDING BOOM COMPLETE SET (PTJ MAKE),MAS,Non-Critical,TSB,22.96,49.0,8.4729,0.85,1.0364,11.14
560402912220,MSDAC spares of FRAUSCHER make Over voltage protection board BS1004 (Version-GS01 Part no.18571) as ....,MAS,Critical,TSB,20.65,325.0,2.0647,0.95,1.6449,11.1
565000077264,Stop Board for Emergency Sliding Boom (FRP),MAS,Non-Critical,SBA,161.93,75.0,6.7634,0.85,1.0364,11.0
83057225,FILE BOOKS FILE COVER WITH 1.3 CM WIDETAPE & 2 TAGS 50 CM OR OVER THIN 250 MM X 370 MM TO GISO APPD.....,MAS,Non-Critical,SBA,228.0,437.0,2.8006,0.85,1.0364,11.0
539896550020,DC-DC convertor Module 24-32V 10AMPS,MAS,Critical,SBA,19.26,468.0,1.6999,0.95,1.6449,10.96
542120120050,Adjustable Straight Crank as per RDSO Drg. No. S 3417/M,MAS,Critical,SBA,5.7,377.0,1.8898,0.95,1.6449,10.94
539812480024,DTC-921 ALSTOM AFTC MODEM HF CARD,MAS,Critical,SBA,77.36,491.0,1.6514,0.95,1.6449,10.91
77091607,PAINT READY MIXED BRUSHING FINISHING EXTERIOR SEMI GLOSS FOR GENERAL PURPOSE BLACK TO IS. 13607-92 I....,MAS,Non-Critical,SBA,57.0,428.0,2.7472,0.85,1.0364,10.68
560601307440,"Class A"" Franklin Rod Type Lightening Protection system",MAS,Critical,TSB,8.39,170.0,2.7431,0.95,1.6449,10.66
539800218688,"Sealed maintenance free VRLA battery set of 60 cells, 2V/200 Ah capacity each (Stackable) in combina....",MAS,Critical,SBA,34.27,288.0,2.0771,0.95,1.6449,10.51
560800150253,Colour Light Signal Unit 4 ASPECT,MAS,Critical,TSB,21.22,99.0,3.5355,0.95,1.6449,10.49
567900808704,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 110V AC/DC,MAS,Critical,TSB,6.63,68.0,4.2383,0.95,1.6449,10.42
567913080042,24 - 40 V/10A DC - DC Converter suitable for M/s Amara raja make IPS as per RDSO Spec. no. RDSO/SPN....,MAS,Critical,SBA,31.98,219.0,2.3545,0.95,1.6449,10.39
565000077252,Galvanized stop board for ES Boom & EOLB Gate(with clamp),MAS,Non-Critical,SBA,131.72,50.0,7.8086,0.85,1.0364,10.37
560603663326,Colour Light Signal Unit 3 ASPECT Aluminium,MAS,Critical,TSB,12.88,221.5,2.3219,0.95,1.6449,10.3
560403820199,Multi section Digital Axle Counter (MSDAC) G G Tronics make Complete system as per RDSO/SPN/176/2013....,MAS,Critical,SBA,45.6,668.0,1.3333,0.95,1.6449,10.27
539836000038,Retro Reflective P Marker,MAS,Non-Critical,SBA,116.77,124.0,4.8814,0.85,1.0364,10.21
565100920603,Revolving Chair with head rest,MAS,Non-Critical,SBA,91.2,229.0,3.5777,0.85,1.0364,10.17
565100920627,Maintenance Table 2mtrX0.8Mtr,MAS,Non-Critical,SBA,91.2,229.0,3.5777,0.85,1.0364,10.17
50232319,MAGNETIC TELEPHONE WITH ELECTRO DYNAMIC TRANDUCERS CONFIRMING TO RDSO SPECN.NO.IRS-TC-36/97.(Amendme....,MAS,Critical,SBA,59.85,27.5,6.4104,0.95,1.6449,10.02
565094804369,Remote Terminal Unit(RTU) of 32 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,MAS,Critical,SBA,24.0,70.0,4.0172,0.95,1.6449,10.02
560406180264,MSDAC Spare- Siemens Make process connector,MAS,Non-Critical,SBA,36.1,46.0,7.7567,0.85,1.0364,9.88
549007661170,A TYPE FOUNDATION,MAS,Non-Critical,SBA,9.43,668.0,2.0248,0.85,1.0364,9.83
560800820064,SMPS based IPS system upto 6 lines in RE area with 300Ah VRLA battery bank to RDSO specification RDS....,MAS,Critical,SBA,61.59,158.0,2.5952,0.95,1.6449,9.73
539821091215,Thermoshrink Jointing Kit for Underground PIJF Cable (TSF-2) As Per RDSO Specn No.RDSO/SPN/TC/57/ 20....,MAS,Non-Critical,SBA,74.28,201.0,3.616,0.85,1.0364,9.63
569001970028,"Alstom S"" Bond  23.7 Mtrs Long",MAS,Critical,TSB,1.36,618.0,1.2816,0.95,1.6449,9.5
528100030023,"MPP Film AC Capacitor of 36 Micro farad, 600VAC, 50Hz, +/- 5% Tolerance",MAS,Non-Critical,TSB,10.52,33.0,8.7495,0.85,1.0364,9.44
502355561004,Digital Handheld Water Quality Meter / Analyzer Measuring TDS Meter,MAS,Non-Critical,TSB,11.64,101.0,4.9745,0.85,1.0364,9.39
539898370044,Electrical Operating Lifting Barrier Gate With Operating Panel Consisting of Boom Assembly (9.76 Mtr....,MAS,Critical,SES/Holt,0.0,205.0,2.1602,0.95,1.6449,9.22
567914940040,DC-DC converter cabinet with 4 nos 24-32v/10A converters and ultimate capacity to accommodate 6 nos....,MAS,Critical,TSB,2.34,382.0,1.5565,0.95,1.6449,9.07
565094803584,AC to DC Converter to monitor 230VAC Analog inputs in the existing RTUs,MAS,Non-Critical,TSB,1.38,77.0,5.4924,0.85,1.0364,9.05
560406180276,MSDAC Spare- Siemens Make Scalance switch as per RDSO SPEC: RDSO/SPN/176/2013 Version 3.0,MAS,Non-Critical,SBA,32.3,48.0,6.9402,0.85,1.0364,9.03
539813960030,GRS APPARATUS CASE-RTU Type,MAS,Critical,SBA,19.21,322.5,1.6754,0.95,1.6449,8.97
569018900028,SIEMENS Electronic Interlocking Card VROM Protection Filter Module (VROM PFM),MAS,Critical,SBA,15.68,474.0,1.3499,0.95,1.6449,8.76
560400026514,SIEMENS Electronic Interlocking Card VROM50 Vital Relay output Module 50V,MAS,Critical,SBA,15.68,474.0,1.3499,0.95,1.6449,8.76
560603257841,SIEMENS Electronic Interlocking Card VPIM50 Vital parallel input Module 50V,MAS,Critical,SBA,15.68,474.0,1.3499,0.95,1.6449,8.76
569018890023,SIEMENS Electronic Interlocking Card VPIM Protection Filter Module (VPIM PFM),MAS,Critical,SBA,15.68,474.0,1.3499,0.95,1.6449,8.76
539809943550,Battery cable 25 Sq.mm Red Cable: 10Mtrs Length Cable with Lugs on both sides and 25 Sq.mm Black Cab....,MAS,Non-Critical,SBA,171.0,105.0,4.5227,0.85,1.0364,8.71
562200010107,"Supply of Ground type shunt signal - complete with surface base, signal pole, hood etc., with necess....",MAS,Critical,TSB,30.24,88.0,3.0806,0.95,1.6449,8.62
561300652311,FPD 25 KHZ (Part no. H001M102R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2....,MAS,Critical,SBA,45.12,66.0,3.5355,0.95,1.6449,8.56
561300652281,FPD 21 KHZ (Part no. H001M101R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/....,MAS,Critical,SBA,45.12,66.0,3.5355,0.95,1.6449,8.56
522004290085,FCOM(Part No. H001M115RI) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ve....,MAS,Critical,SBA,45.12,66.0,3.5355,0.95,1.6449,8.56
561300652293,FCPU(H001M112R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or lat....,MAS,Critical,SBA,45.12,66.0,3.5355,0.95,1.6449,8.56
521104340026,External Modems for Auto hut Datalogger for networking of RTU as per RDSO specification no. IRS-S-99....,MAS,Non-Critical,TSB,16.94,83.0,4.9477,0.85,1.0364,8.47
563045832940,IRS Electrical point machine 220mm  Stroke IP 65 with IP 67- 400V ACI Motor,MAS,Critical,TSB,207.82,6.0,11.4289,0.95,1.6449,8.35
539859140047,"Dial type Gram Tension Gauge, Range 50 To 500 gram.",MAS,Non-Critical,TSB,2.93,84.0,4.775,0.85,1.0364,8.22
569034910045,"ALTPRO MSDAC Wheel sensor ZK24-2 with 10 mtr cable & cable protection tube, Part No. AP215595 as per....",MAS,Critical,SBA,34.0,73.0,3.0727,0.95,1.6449,7.83
543600010754,Offset Bracket Small 90MM,MAS,Critical,SBA,18.45,88.0,2.6694,0.95,1.6449,7.47
509000405457,Joint closure conforming to TEC Spec. and splicing of Optic Fibre Cable 48 Fibres,MAS,Non-Critical,SBA,25.27,94.0,4.0536,0.85,1.0364,7.38
563045831673,IRS Point Machine 143 mm Stroke 400V AC Immunity,MAS,Critical,TSB,52.32,13.0,6.657,0.95,1.6449,7.16
539898330307,OFC Joint closure conforming to TEC Spec.for Optic Fibre Cable (24 Fibres),MAS,Non-Critical,SBA,32.91,102.5,3.713,0.85,1.0364,7.06
560402912270,Supply of MSDAC spares of FRAUSCHER make Track side connection (Version-TLJB-01 Part no.PC 0101) as ....,MAS,Critical,SBA,20.27,326.0,1.3045,0.95,1.6449,7.02
539829590180,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM STATCON MAKE,MAS,Critical,SBA,12.41,188.0,1.714,0.95,1.6449,7.01
79333485,"DUSTERS  COTTON KHADI  61 cms  x 61cms  SPECN: DUSTERS CLOTH COTTON KHADI BLEACHED  TO IS.3777/1994,....",MAS,Non-Critical,SBA,28.61,245.0,2.361,0.85,1.0364,6.94
569005440022,ELB Aluminium Booms of Sizes (PTJ Design),MAS,Critical,SBA,15.29,142.0,1.9279,0.95,1.6449,6.85
521102480039,232 - 485 Converter,MAS,Non-Critical,SBA,364.8,54.0,4.9377,0.85,1.0364,6.82
560604970097,DIGITAL INSULATION TESTER,MAS,Non-Critical,SBA,51.33,190.5,2.626,0.85,1.0364,6.81
567913080091,"230/110V 1KVA Transformer suitable for Amara Raja make IPS as per RDSO/SPN/165/2012, Version 3.0.",MAS,Critical,SBA,27.76,229.5,1.5049,0.95,1.6449,6.8
539813960169,GRS Apparatus Case with Heat Resistant Paint,MAS,Critical,SBA,11.92,331.0,1.2484,0.95,1.6449,6.77
521102480040,USB TO 485 converter,MAS,Non-Critical,SBA,364.8,53.0,4.9377,0.85,1.0364,6.75
565094341898,MS Box for LC Gate Switch,MAS,Non-Critical,SBA,513.0,22.0,7.6064,0.85,1.0364,6.7
560404050330,FRAUSCHER make MSDAC Rail Claw for 60Kg rail SK 140-011-19813,MAS,Critical,SBA,7.6,604.0,0.8944,0.95,1.6449,6.55
560610480345,"I/O Card, PIO3C(PIO2-LOG) for Kyosan make EI",MAS,Critical,SBA,15.61,131.0,1.9126,0.95,1.6449,6.53
539835220092,Calling on Signal Unit,MAS,Critical,SBA,14.91,72.5,2.5339,0.95,1.6449,6.43
539811710022,DTC-24 ALSTOM AFTC MODEM LF CARD,MAS,Critical,TSB,0.98,512.0,0.9508,0.95,1.6449,6.41
560609140066,Stop Board of Aluminium Composite materials with Reflective Sticker,MAS,Non-Critical,SBA,228.0,75.0,3.9223,0.85,1.0364,6.38
543600010201,Offset Bracket Large,MAS,Critical,SBA,22.29,88.0,2.2595,0.95,1.6449,6.32
539800456678,Back Plane Module for Siemens make MSDAC as per RDSO specn. no. RDSO/SPN/176/2013 VER.3 or latest,MAS,Critical,SBA,68.4,183.0,1.5492,0.95,1.6449,6.25
565094825567,Electrical Point Machine IRS Tool Kit,MAS,Non-Critical,TSB,21.61,135.0,2.8371,0.85,1.0364,6.19
539880100195,MCOM(Part no.H001M214) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3....,MAS,Critical,SBA,39.9,79.0,2.3333,0.95,1.6449,6.18
560402912281,Supply of MSDAC spares of FRAUSCHER make Reset box (Version-RST BOX V01 Part no.PC0301 as per RDSO s....,MAS,Critical,SBA,16.47,326.0,1.1161,0.95,1.6449,6.01
539806099363,Non-Metallic (FRP) Colour light signal housings for Railway signalling suitable for Two Aspect Compl....,MAS,Critical,TSB,3.94,98.0,1.9858,0.95,1.6449,5.86
565094826808,Steel Ratchet Type Torque Wrench make Stanley,MAS,Non-Critical,SBA,80.56,120.0,2.8438,0.85,1.0364,5.85
560602905521,PUSH BUTTON ASSEMBLY,MAS,Critical,TSB,24.46,7.0,7.4078,0.95,1.6449,5.84
522004290103,MDP(Part No.H001M205R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3....,MAS,Critical,SBA,27.29,66.0,2.3979,0.95,1.6449,5.81
655701031889,Box type precision insulated Track gauge cum level (BG),MAS,Non-Critical,TSB,4.11,100.0,3.0855,0.85,1.0364,5.8
469863050743,RODOMETER,MAS,Non-Critical,TSB,17.37,183.0,2.2768,0.85,1.0364,5.79
560403610030,Supply of Rx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,MAS,Critical,SBA,11.34,92.5,2.0096,0.95,1.6449,5.76
561300961344,Supply of Tx 21/25 KHZ coil assembly for GG tronic make HASSDAC as per RDSO specification No. RDSO/S....,MAS,Critical,TSB,5.15,92.5,1.9887,0.95,1.6449,5.7
81050264,DETERGENT BAR 250 GMS TO BRAND  RIN/HENKO/TIDE  AS IN ORIGINAL PACKING,MAS,Non-Critical,SBA,66.23,60.0,3.9125,0.85,1.0364,5.69
563045833177,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly 1 in 8.5,MAS,Non-Critical,SBA,13.47,303.0,1.7321,0.85,1.0364,5.66
561300652300,MCE (Part no. H001M207R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver....,MAS,Critical,SBA,39.9,66.0,2.3333,0.95,1.6449,5.65
522004290139,MDC(Part no.H001M225) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 o....,MAS,Critical,SBA,39.9,66.0,2.3333,0.95,1.6449,5.65
563003040059,Point machine 220mm-IP67- 160V ACI,MAS,Critical,TSB,35.52,13.0,5.2217,0.95,1.6449,5.61
