PL_Code,Lead_Time_Days,Lead_Time_Source,Observations,Median_LT,P90_LT,Std_LT,Confidence
563045831351,317.0,Requisition_Date,2,317.0,317.8,1.41,Low
563045831600,315.5,Requisition_Date,16,315.5,618.0,225.48,Medium
563045831673,13.0,Requisition_Date,6,13.0,135.0,91.79,Medium
563045831843,233.0,Requisition_Date,9,233.0,302.0,126.45,Medium
563045832045,59.5,Requisition_Date,2,59.5,105.5,81.32,Low
563045832940,6.0,Requisition_Date,3,6.0,296.4,211.33,Low
563045833177,303.0,Requisition_Date,2,303.0,383.0,141.42,Low
563045841289,82.0,PO_Date,3,82.0,98.0,21.01,Low
563045881664,35.0,PO_Date,1,35.0,35.0,0.0,Low
563046150136,519.0,PO_Date,6,519.0,607.0,224.08,Medium
563046150185,298.0,PO_Date,1,298.0,298.0,0.0,Low
563047180021,127.0,Requisition_Date,18,127.0,551.5,204.72,Medium
563047180100,16.0,Requisition_Date,1,16.0,16.0,0.0,Low
564200100052,82.0,PO_Date,3,82.0,198.8,101.44,Low
564200100064,84.0,PO_Date,5,84.0,217.2,83.95,Medium
56450217,119.5,PO_Date,2,119.5,187.1,119.5,Low
56450229,51.0,PO_Date,2,51.0,65.4,25.46,Low
56451027,34.0,PO_Date,9,34.0,261.6,130.21,Medium
56452032,28.5,Requisition_Date,2,28.5,48.1,34.65,Low
564601280028,55.0,PO_Date,1,55.0,55.0,0.0,Low
564601280030,56.0,PO_Date,1,56.0,56.0,0.0,Low
564601280041,57.0,PO_Date,1,57.0,57.0,0.0,Low
564601280053,57.0,PO_Date,1,57.0,57.0,0.0,Low
564601280065,57.0,PO_Date,1,57.0,57.0,0.0,Low
56462050,70.5,PO_Date,14,70.5,131.6,90.24,Medium
56468027,67.0,PO_Date,13,67.0,102.8,168.99,Medium
564680270025,94.5,PO_Date,10,94.5,145.6,56.75,Medium
56468039,63.5,PO_Date,20,63.5,164.7,67.22,High
56468040,83.0,PO_Date,16,83.0,162.0,50.67,Medium
56468052,52.0,PO_Date,20,52.0,135.9,61.84,High
56468064,59.0,PO_Date,11,59.0,104.0,101.31,Medium
564680670957,107.5,PO_Date,6,107.5,308.5,140.29,Medium
564681480600,150.5,PO_Date,2,150.5,191.7,72.83,Low
564681510184,108.5,PO_Date,4,108.5,316.1,159.66,Low
564682030017,668.0,PO_Date,1,668.0,668.0,0.0,Low
564700410030,71.0,Requisition_Date,1,71.0,71.0,0.0,Low
564800570031,140.0,PO_Date,1,140.0,140.0,0.0,Low
565000024089,3.0,Requisition_Date,1,3.0,3.0,0.0,Low
565000075991,11.0,Requisition_Date,1,11.0,11.0,0.0,Low
565000077252,50.0,Requisition_Date,2,50.0,82.8,57.98,Low
565000077264,75.0,Requisition_Date,2,75.0,107.8,57.98,Low
56500026,132.0,Requisition_Date,38,132.0,458.2,174.12,High
565001310082,131.0,PO_Date,3,131.0,262.2,111.55,Low
56500142,121.0,PO_Date,4,121.0,299.3,148.5,Low
56500350,82.5,Requisition_Date,2,82.5,146.1,112.43,Low
56500452,20.0,Requisition_Date,1,20.0,20.0,0.0,Low
56500464,147.0,Requisition_Date,44,147.0,459.0,177.15,High
56501006,120.0,PO_Date,49,120.0,193.4,118.26,High
56501018,79.0,PO_Date,28,79.0,417.0,142.8,High
56502540,29.0,Requisition_Date,11,29.0,219.0,96.35,Medium
56502576,1.0,Requisition_Date,1,1.0,1.0,0.0,Low
56502606,72.5,Requisition_Date,2,72.5,129.7,101.12,Low
56507069,83.0,Requisition_Date,1,83.0,83.0,0.0,Low
56507641,104.5,PO_Date,6,104.5,183.0,59.27,Medium
56508116,33.0,PO_Date,3,33.0,519.4,351.03,Low
56509376,87.0,PO_Date,34,87.0,326.0,171.89,High
56509388,97.0,PO_Date,39,97.0,664.0,219.19,High
565094315966,184.0,PO_Date,7,184.0,560.6,221.6,Medium
565094316200,215.0,PO_Date,13,215.0,488.2,170.96,Medium
565094320354,283.0,Requisition_Date,3,283.0,367.8,61.2,Low
565094341898,22.0,Requisition_Date,1,22.0,22.0,0.0,Low
565094395007,1.0,Requisition_Date,13,1.0,96.6,46.96,Medium
565094399165,84.0,PO_Date,5,84.0,160.4,61.82,Medium
565094803572,77.0,PO_Date,1,77.0,77.0,0.0,Low
565094803584,77.0,PO_Date,1,77.0,77.0,0.0,Low
565094804369,70.0,PO_Date,1,70.0,70.0,0.0,Low
565094804370,70.0,PO_Date,1,70.0,70.0,0.0,Low
565094804382,70.0,PO_Date,1,70.0,70.0,0.0,Low
565094804400,83.0,PO_Date,1,83.0,83.0,0.0,Low
565094804412,83.0,PO_Date,1,83.0,83.0,0.0,Low
565094804424,65.0,PO_Date,3,65.0,79.4,17.01,Low
565094804436,83.0,PO_Date,1,83.0,83.0,0.0,Low
565094804448,375.5,PO_Date,2,375.5,609.5,413.66,Low
565094804450,375.5,PO_Date,2,375.5,609.5,413.66,Low
565094804461,83.0,PO_Date,1,83.0,83.0,0.0,Low
565094825567,135.0,Requisition_Date,42,135.0,618.0,249.51,High
565094825890,195.0,Requisition_Date,1,195.0,195.0,0.0,Low
565094826808,120.0,PO_Date,1,120.0,120.0,0.0,Low
565094828647,160.5,Requisition_Date,2,160.5,279.3,210.01,Low
56509935,3.5,Requisition_Date,2,3.5,6.3,4.95,Low
56509959,124.0,PO_Date,23,124.0,205.2,107.88,High
56509960,83.0,PO_Date,6,83.0,209.0,103.86,Medium
565099653266,22.0,Requisition_Date,1,22.0,22.0,0.0,Low
565099653461,57.0,PO_Date,1,57.0,57.0,0.0,Low
565099844849,75.0,PO_Date,2,75.0,80.6,9.9,Low
565100013995,68.0,PO_Date,1,68.0,68.0,0.0,Low
565100014987,132.0,PO_Date,1,132.0,132.0,0.0,Low
565100920603,229.0,PO_Date,2,229.0,229.0,0.0,Low
565100920627,229.0,PO_Date,2,229.0,229.0,0.0,Low
565172844319,0.0,Requisition_Date,1,0.0,0.0,0.0,Low
565172845385,57.0,PO_Date,1,57.0,57.0,0.0,Low
565172845397,57.0,PO_Date,1,57.0,57.0,0.0,Low
565172845439,57.0,PO_Date,1,57.0,57.0,0.0,Low
565172845440,57.0,PO_Date,1,57.0,57.0,0.0,Low
565197991932,38.0,PO_Date,1,38.0,38.0,0.0,Low
565198272730,101.0,PO_Date,1,101.0,101.0,0.0,Low
565198382364,467.0,Requisition_Date,2,467.0,523.0,98.99,Low
565198460028,99.5,PO_Date,2,99.5,123.1,41.72,Low
565198460030,169.0,PO_Date,1,169.0,169.0,0.0,Low
565198460089,169.0,PO_Date,1,169.0,169.0,0.0,Low
565198792645,404.0,PO_Date,6,404.0,668.0,194.96,Medium
565199032580,170.0,PO_Date,1,170.0,170.0,0.0,Low
565199410343,403.0,PO_Date,1,403.0,403.0,0.0,Low
565199470121,131.0,PO_Date,3,131.0,131.0,8.66,Low
567900058715,668.0,PO_Date,1,668.0,668.0,0.0,Low
567900616750,79.0,PO_Date,2,79.0,107.0,49.5,Low
567900698091,193.0,PO_Date,1,193.0,193.0,0.0,Low
567900698169,193.0,PO_Date,1,193.0,193.0,0.0,Low
567900698170,193.0,PO_Date,1,193.0,193.0,0.0,Low
567900698182,193.0,PO_Date,1,193.0,193.0,0.0,Low
567900779194,0.0,Requisition_Date,1,0.0,0.0,0.0,Low
567900808704,68.0,PO_Date,5,68.0,364.4,224.09,Medium
567900808716,68.0,PO_Date,7,68.0,604.4,263.43,Medium
567901800040,368.0,PO_Date,1,368.0,368.0,0.0,Low
567903070027,159.5,PO_Date,2,159.5,235.9,135.06,Low
567904397905,29.0,Requisition_Date,1,29.0,29.0,0.0,Low
567908369072,48.0,PO_Date,1,48.0,48.0,0.0,Low
567908486994,169.5,PO_Date,2,169.5,227.5,102.53,Low
567912550075,367.0,PO_Date,2,367.0,607.8,425.68,Low
567913080042,219.0,PO_Date,1,219.0,219.0,0.0,Low
567913080091,229.5,PO_Date,2,229.5,319.5,159.1,Low
567913080108,375.5,PO_Date,2,375.5,395.9,36.06,Low
567913080110,368.0,PO_Date,1,368.0,368.0,0.0,Low
567914940040,382.0,PO_Date,3,382.0,460.4,120.14,Low
567917930020,48.0,PO_Date,1,48.0,48.0,0.0,Low
567918190044,99.0,PO_Date,5,99.0,528.4,259.36,Medium
567919200197,202.0,PO_Date,1,202.0,202.0,0.0,Low
567919520027,116.0,PO_Date,1,116.0,116.0,0.0,Low
567919640033,543.0,PO_Date,1,543.0,543.0,0.0,Low
567919890025,129.0,PO_Date,1,129.0,129.0,0.0,Low
567921160020,242.5,PO_Date,4,242.5,362.2,96.64,Low
567921890045,258.0,Requisition_Date,5,258.0,290.8,72.24,Medium
567922200024,257.5,Requisition_Date,8,257.5,531.2,247.65,Medium
567924600080,131.0,PO_Date,4,131.0,131.0,30.5,Low
567928010026,91.0,PO_Date,1,91.0,91.0,0.0,Low
567928020020,91.0,PO_Date,1,91.0,91.0,0.0,Low
569001120070,100.0,PO_Date,4,100.0,164.0,54.85,Low
569001220027,262.0,PO_Date,1,262.0,262.0,0.0,Low
569001230021,262.0,PO_Date,1,262.0,262.0,0.0,Low
569001230033,262.0,PO_Date,1,262.0,262.0,0.0,Low
569001250020,262.0,PO_Date,1,262.0,262.0,0.0,Low
569001340057,450.0,PO_Date,1,450.0,450.0,0.0,Low
569001340069,450.0,PO_Date,1,450.0,450.0,0.0,Low
569001340070,450.0,PO_Date,1,450.0,450.0,0.0,Low
569001340082,450.0,PO_Date,1,450.0,450.0,0.0,Low
569001340094,450.0,PO_Date,1,450.0,450.0,0.0,Low
569001370025,361.0,PO_Date,1,361.0,361.0,0.0,Low
569001370037,361.0,PO_Date,1,361.0,361.0,0.0,Low
569001370049,361.0,PO_Date,1,361.0,361.0,0.0,Low
569001370050,361.0,PO_Date,1,361.0,361.0,0.0,Low
569001370062,361.0,PO_Date,1,361.0,361.0,0.0,Low
569001370074,361.0,PO_Date,1,361.0,361.0,0.0,Low
569001370086,450.0,PO_Date,1,450.0,450.0,0.0,Low
569001930020,0.0,Requisition_Date,5,0.0,370.8,276.38,Medium
569001970028,618.0,Requisition_Date,1,618.0,618.0,0.0,Low
569002491213,190.0,PO_Date,1,190.0,190.0,0.0,Low
569003010073,367.0,PO_Date,2,367.0,607.8,425.68,Low
569003010085,367.0,PO_Date,2,367.0,607.8,425.68,Low
569003010103,100.0,PO_Date,2,100.0,127.2,48.08,Low
569003011284,668.0,PO_Date,1,668.0,668.0,0.0,Low
569003030023,367.0,PO_Date,2,367.0,607.8,425.68,Low
569003030035,365.0,PO_Date,1,365.0,365.0,0.0,Low
569003510057,367.0,PO_Date,2,367.0,607.8,425.68,Low
569003520038,668.0,PO_Date,1,668.0,668.0,0.0,Low
569003530032,367.0,PO_Date,2,367.0,607.8,425.68,Low
569003530044,367.0,PO_Date,2,367.0,607.8,425.68,Low
569003540050,668.0,PO_Date,3,668.0,668.0,109.12,Low
569003550031,668.0,PO_Date,1,668.0,668.0,0.0,Low
569003560048,367.0,PO_Date,2,367.0,607.8,425.68,Low
569003570030,573.0,PO_Date,2,573.0,649.0,134.35,Low
569003580035,367.0,PO_Date,2,367.0,607.8,425.68,Low
569004330087,38.0,PO_Date,1,38.0,38.0,0.0,Low
569004570074,247.5,PO_Date,2,247.5,272.7,44.55,Low
569005120027,668.0,PO_Date,1,668.0,668.0,0.0,Low
569005440022,142.0,Requisition_Date,7,142.0,432.2,211.68,Medium
569006940154,57.0,PO_Date,1,57.0,57.0,0.0,Low
569012720211,90.0,PO_Date,1,90.0,90.0,0.0,Low
569016620028,271.0,PO_Date,7,271.0,560.6,216.23,Medium
569018890023,474.0,PO_Date,1,474.0,474.0,0.0,Low
569018900028,474.0,PO_Date,1,474.0,474.0,0.0,Low
569020690029,184.0,PO_Date,7,184.0,560.6,221.6,Medium
569024350020,178.0,PO_Date,5,178.0,288.4,113.39,Medium
569027490034,64.0,PO_Date,1,64.0,64.0,0.0,Low
569034910045,73.0,PO_Date,3,73.0,112.2,44.58,Low
569034910069,209.0,PO_Date,1,209.0,209.0,0.0,Low
569034910070,262.5,PO_Date,2,262.5,305.3,75.66,Low
569044770013,0.0,Requisition_Date,2,0.0,0.0,0.0,Low
569049130038,90.0,PO_Date,1,90.0,90.0,0.0,Low
569060390045,247.5,PO_Date,2,247.5,272.7,44.55,Low
569068510027,90.0,PO_Date,1,90.0,90.0,0.0,Low
569069000033,604.0,PO_Date,1,604.0,604.0,0.0,Low
569070440033,234.5,Requisition_Date,6,234.5,277.0,132.86,Medium
569804430131,127.0,PO_Date,1,127.0,127.0,0.0,Low
56982252,102.0,PO_Date,3,102.0,163.6,60.35,Low
569839060113,115.0,PO_Date,4,115.0,203.5,69.24,Low
569839060125,87.5,PO_Date,4,87.5,125.6,27.97,Low
569839060332,79.0,PO_Date,1,79.0,79.0,0.0,Low
56985800,382.0,Requisition_Date,1,382.0,382.0,0.0,Low
56986130,36.0,Requisition_Date,8,36.0,153.9,70.12,Medium
569894370025,254.5,Requisition_Date,2,254.5,456.5,357.09,Low
569894550039,116.0,PO_Date,2,116.0,170.4,96.17,Low
569900780080,132.0,PO_Date,5,132.0,472.0,251.41,Medium
569902250020,64.0,PO_Date,1,64.0,64.0,0.0,Low
569903410020,342.0,PO_Date,1,342.0,342.0,0.0,Low
570100356570,135.0,PO_Date,4,135.0,246.6,88.21,Low
570100421847,91.0,PO_Date,1,91.0,91.0,0.0,Low
570100421859,91.0,PO_Date,1,91.0,91.0,0.0,Low
570104790136,69.0,PO_Date,1,69.0,69.0,0.0,Low
570109490283,147.0,PO_Date,2,147.0,147.0,0.0,Low
570109490386,182.0,PO_Date,2,182.0,191.6,16.97,Low
570109490520,145.0,PO_Date,1,145.0,145.0,0.0,Low
570131650240,52.0,PO_Date,1,52.0,52.0,0.0,Low
570131650305,293.0,PO_Date,2,293.0,413.8,213.55,Low
570140712828,49.0,PO_Date,1,49.0,49.0,0.0,Low
570140713948,33.0,PO_Date,1,33.0,33.0,0.0,Low
570150950426,126.0,PO_Date,1,126.0,126.0,0.0,Low
611600160147,197.0,PO_Date,1,197.0,197.0,0.0,Low
623500980059,494.0,PO_Date,21,494.0,668.0,251.71,High
655701031889,100.0,PO_Date,1,100.0,100.0,0.0,Low
657905100024,39.0,PO_Date,1,39.0,39.0,0.0,Low
71080326,41.5,Requisition_Date,2,41.5,56.3,26.16,Low
71080545,60.0,Requisition_Date,1,60.0,60.0,0.0,Low
721339354568,234.5,Requisition_Date,6,234.5,277.0,132.61,Medium
721437670023,234.5,Requisition_Date,6,234.5,277.0,132.86,Medium
72207413,101.0,Requisition_Date,7,101.0,171.6,83.1,Medium
722434810027,319.0,PO_Date,4,319.0,343.5,110.08,Low
725804740114,33.0,PO_Date,1,33.0,33.0,0.0,Low
725804740126,46.0,PO_Date,1,46.0,46.0,0.0,Low
725804740138,45.0,PO_Date,1,45.0,45.0,0.0,Low
726001400138,38.0,PO_Date,1,38.0,38.0,0.0,Low
726001400205,33.0,PO_Date,1,33.0,33.0,0.0,Low
727901719596,354.0,PO_Date,3,354.0,605.2,317.51,Low
727925380052,46.0,PO_Date,1,46.0,46.0,0.0,Low
77035136,6.0,Requisition_Date,1,6.0,6.0,0.0,Low
77091310,218.0,Requisition_Date,2,218.0,386.0,296.98,Low
77091607,428.0,Requisition_Date,1,428.0,428.0,0.0,Low
77093306,215.0,Requisition_Date,2,215.0,385.4,301.23,Low
77110304,6.0,Requisition_Date,1,6.0,6.0,0.0,Low
771600011349,197.0,PO_Date,1,197.0,197.0,0.0,Low
78010512,41.5,Requisition_Date,2,41.5,56.3,26.16,Low
781520833527,256.0,Requisition_Date,1,256.0,256.0,0.0,Low
787902055227,38.0,PO_Date,1,38.0,38.0,0.0,Low
789900328123,256.0,Requisition_Date,1,256.0,256.0,0.0,Low
79010805,30.0,Requisition_Date,3,30.0,234.0,150.5,Low
79010866,245.0,Requisition_Date,2,245.0,422.6,313.96,Low
79315604,80.0,Requisition_Date,1,80.0,80.0,0.0,Low
79333485,245.0,Requisition_Date,2,245.0,422.6,313.96,Low
79338677,263.5,Requisition_Date,2,263.5,426.3,287.79,Low
79339293,5.0,Requisition_Date,1,5.0,5.0,0.0,Low
795100540055,160.0,PO_Date,1,160.0,160.0,0.0,Low
79511843,21.5,Requisition_Date,2,21.5,34.7,23.33,Low
795900190130,111.0,PO_Date,1,111.0,111.0,0.0,Low
80010714,2.0,Requisition_Date,1,2.0,2.0,0.0,Low
80090722,21.0,Requisition_Date,1,21.0,21.0,0.0,Low
81033515,15.5,Requisition_Date,4,15.5,333.8,227.64,Low
81050264,60.0,Requisition_Date,3,60.0,386.4,251.92,Low
81050999,26.5,Requisition_Date,6,26.5,264.0,182.46,Medium
81070317,5.0,Requisition_Date,1,5.0,5.0,0.0,Low
83041849,437.0,Requisition_Date,1,437.0,437.0,0.0,Low
83049400,46.0,Requisition_Date,5,46.0,286.2,181.09,Medium
83049502,46.0,Requisition_Date,5,46.0,286.2,181.23,Medium
83049540,23.0,Requisition_Date,2,23.0,23.0,0.0,Low
83054110,27.0,Requisition_Date,2,27.0,42.2,26.87,Low
83057213,8.0,Requisition_Date,3,8.0,38.4,22.54,Low
83057225,437.0,Requisition_Date,1,437.0,437.0,0.0,Low
83904104,285.0,Requisition_Date,1,285.0,285.0,0.0,Low
83904827,285.0,Requisition_Date,1,285.0,285.0,0.0,Low
83904839,285.0,Requisition_Date,1,285.0,285.0,0.0,Low
860130141200,213.5,PO_Date,2,213.5,333.1,211.42,Low
861600960026,367.0,PO_Date,2,367.0,607.8,425.68,Low
86900043,60.0,Requisition_Date,1,60.0,60.0,0.0,Low
869037530032,76.0,PO_Date,1,76.0,76.0,0.0,Low
910100820060,474.0,PO_Date,1,474.0,474.0,0.0,Low
98210191,2.0,Requisition_Date,1,2.0,2.0,0.0,Low
NA,113.0,PO_Date,5,113.0,182.0,37.95,Medium
hpff7ab010a82bcd916f42dde7bb462cccc3c4e242,222.0,PO_Date,1,222.0,222.0,0.0,Low
