PL_Code,Description,Movement_Status,Inventory_Aging_Class,Inventory_Value,Operational_ABC,Source_Universe,Inventory_Domain,Business_Unit,Division,Depot,Snapshot_Date,Pipeline_Version
539802649320,HARD DISK DRIVE INTERNAL 10 TB,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502323201614,MAIN AND EXTENSION  TELEPHONE (1+1 PHONE),Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570102210062,TABLE LIGHT WEIGHT FOLDING RECTANGULAR,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801448823,`TRIPOD SPEAKER STAND,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
783002169970,CHAIR LIGHT WEIGHT FOLDING WITHOUT ARM,Dead Stock,Dead Stock,3220.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522005910022,HAND HELD RECHARGEABLE LED TORCH,Slow Moving,Slow Moving,24000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564682260023,Rechargeable LED Search Light,Slow Moving,Slow Moving,10444.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
503523190684,"Auto Dialling System from Emergency Socket consisting of (1) Base unit, (2) Way sideTeleph....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509041760069,PTZ Video Conferencing Camera,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527901140130,PA MIXER AMPLIFIERS 2 ZONE AHUJA TZA-2000DP,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529004840030,Supply of Intelligent E 1 to Ethernet convertor (EthernetPort to G-703). Unit tohave one E....,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567911279128,SMPS (Power Supply Unit ? PSU ) 12 VOLT DC (Model LRS-75/12V & LRS-35/5V) suitable for GPS....,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529003560279,5 watt VHF Digital Walkie Talkie Set without Keypad and without Display to Specn.No.RDSO....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569047300020,JUNGLE HAT,Active,Active,234.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560402730129,Control Card with suitable connectors for GPS clockas per RDSO Specification RDSO/SPN/TC/6....,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569034160032,Flash Display Card with Awago with suitable connectors LED for GPS clock as per RDSO Speci....,Active,Active,150634.08,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560608650073,Buffer Card with suitable connectors for GPS Clock. as per RDSO Specification RDSO/SPN/TC/....,Active,Active,94445.83,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539898460290,GPS Antenna with suitable connectors for GPS Clock as per RDSO Specification RDSO/SPN/TC/6....,Active,Active,93911.81,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801361468,GPS interface Card with suitable connectors for GPS Clock as per RDSO Specification RDSO/S....,Active,Active,70101.44,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539838030060,230v AC/230V AC power monitor with suitable connectors to suit the displays for GPS clock ....,Active,Active,97980.12,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000150169,Status card with suitable connectors for GPS Clock as per RDSO Specification RDSO/SPN/TC/6....,Active,Active,131988.29,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570100421616,13 Segment Display Card with Awago LED with suitable connectors for GPS clock as per RDSO ....,Active,Active,25384.16,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539846560454,VOLTE ENABLED GSM FIXED WLL FCT PHONE,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570104010039,LASER PROJECTOR,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569066000022,"Safety Shoes with Electrical, Oil, Acid and Slip Resistance  As per BIS specification IS 1....",Active,Active,5292.3,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
559000820114,ELECTRONIC (PUSH BUTTON) PB TELEPHONE,Active,Active,19612.5,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805022942,LIU 12 Port Rock Mounted Fibre Patch Panel,Active,Monitor,77000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804830637,LIU 24 Port Rock Mounted Fibre Patch Panel,Active,Active,30400.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527902350065,BATTERY BANK SMF VRLA 48V / 300AH,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101949450,Smart Television LG LAEC015 136-inch All-In-One LED Display TV,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520508390065,MOTOROLA Spare Battery for Model XIRP 6600i Walkie Talkie,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570121460210,Renewal of EMS license for TEJAS STM NMS Server with three Year validity,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501027960230,Servers to work as IP-PBX from 48 to 500 subscribers for RBMS work,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570153211197,Smart Television LG 98UM5K 98-inch TV 4K UHD Signage Display with ADS display panel,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539835441497,OPTICAL POWER METER FOR TESTING OF OFC  CABLE,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569016380560,HIGH VISIBILITY WARNING GARMENT-SAFETY JACKET,Active,Active,21000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520512200020,Industrial 5G wiﬁ Router TELTONIKA RUTX50,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529021160036,TJ1400 R2 Packet Optical Transport System: 7 slot Base chassis (ET) with R2 Backplane and ....,Active,Active,254398.56,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529006340035,"FTU20, FTU & OAM for TJ1400 7 slot chassis for TEJAS T1400 STM16 equipment",Active,Monitor,199877.84,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560403681886,CORAL TELECOM DHVANI IP4LP IP Phone,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527903920072,"ST63E1, Small form factor Trib with 63 E1 / DS1 ports for TJ1400, E1 cables for ST63E1 car....",Active,Active,269953.32,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509041067327,Beach/Garden Umbrella with stand 48 inch/8 feet big size outdoor heavy duty,Active,Active,9828.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569006500361,CORAL TELECOM Power Supply (PSU) CARD for PABX system,Active,Active,120000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539873040024,CORAL TELECOM TDM Extension (FXS) CARD for PABX system,Active,Active,23000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560403681989,CORAL TELECOM CPU CARD for PABX system,Active,Active,96000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539896771795,CABLE ROUTE TRACER,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539813442079,CABLE FAULT LOCATOR,Active,Active,140000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
553000022927,Optical Time Domain Reflectometer (OTDR),Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539846342086,SWITCH 24 Port Managed POE Web Managed Layer 2 Access,Active,Active,112000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561195901105,CABLE 6 QUAD UG PIJF,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804776369,CABLE 12C X 1.5 SQMM,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561195541320,CABLE 10 PAIR UG PIJF,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561199220029,CABLE UTP CAT 6,Active,Active,15756.3,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539847400045,CABLE OFC 24 FIBER ARMOURED,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539811569866,DWC PIPE 120 mm Dia,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539820871055,DWC PIPE,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101948080,TELEVISION  42 INCH SAMSUNG VDU,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539847820022,GI PIPE 50 MM DIAMETER,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000264214,GI PIPE 50MM DIAMETER,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802804179,HDPE PIPE,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000264226,GI PIPE 100 MM DIAMETER,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804082610,CT BOX 20 PAIR,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508501360022,DIGITAL EARTH TESTER,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508500260020,DIGITAL EARTH TESTER,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
505600260124,DIGITAL EARTH TESTER,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539874680021,DIGITAL EARTH RESISTANCE METER,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501500320073,50 pair DP Box,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802615050,12 U RACK,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802996380,DIGITAL INSULATION TESTER,Slow Moving,Slow Moving,12840.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802996457,DIGITAL INSULATION TESTER,Dead Stock,Dead Stock,5200.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
527900042963,AMPLIFIER 500W AHUJA SSA 5000 EM,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501800092290,MICROPHONE AHUJA AUD 100XLR,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800829501,24U RACK / NETWORKING RACK,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
505600050154,TRANSMISSION MEASURING SET / TMS Kit,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539863350041,SPECIAL EARTHING AND BONDING SYSTEM WITH ACCESSORIES,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569002650042,WIRELESS ROUTER DLINK DIR 615,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800055337,CABLE 100 PAIR U/G PIJF,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560604545763,DRILLING MACHINE 1323 MM B8D,Dead Stock,Dead Stock,63543.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802648698,HARD DISK DRIVE INTERNAL 1 TB,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539882430034,PORTABLE EXTERNAL HARD DISK DRIVE 4 TB,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549006531011,SURGE PROTECTION DEVICE CLASS B & C,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522500060207,TV DISPLAY UNIT 32 INCH,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539883270038,12 FIBRE UNARMOURED AERIAL CABLE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539833280103,OFC PATCH CHORD LC-SC 6 MTRS LENGTH,Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570116980028,THERMAL TRANSFER BAR CODE PRINTER,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805107303,SWITCH BOARD 10 PAIR CABLE,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570109350060,ALL IN ONE PC HP MAKE,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101647559,INFORMATION KIOSK MAKE ADD SOFT TECHNALOGY WITH ACCESERIESE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570109730026,TV SMART LED 65 INCH LG MAKE,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804978320,TV SMART LED 55 INCH LG MAKE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539814740050,UPS 1KVA BPE -BP1200,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522500060268,TV LED 43 inch LG,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539883270040,CABLE OFC 12 CORE UNARMOURED OPTIC FIBRE CABLE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539847800035,CABLE STP CAT6 D-LINK,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802239981,PVC CONDUIT PIPE 32 MM,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800819635,42U RACK,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801591796,9U RAck,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570126210025,LAPTOP,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539814880108,FMS 12 FIBRE WALL MOUNTING,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000404404,OFC Jointing Kit,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
750500051065,GREEN HOSE Pipe,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801784410,POWER CABLE ARMOURED  3CORE 4 SQMM MULTI STRAND COPPER CONDUCTOR,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539815641067,SMPS BATTERY CHARGER 48 V 50 AMP (2+1) FOR VRLA BATTERY,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570101227881,"UPS 05 KVA ,SMF BATTERY 12 V 42 Ah , Battery Stand",Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561195931365,CABLE 19C X 1.5 sqmm,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539858920033,TDR BASED CABLE FAULT LOCATOR,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000424023,UTP CAT6 CABLE FOR IMPROVEMENT WORK TO NGO OFFICE COMPLEX,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804531324,20 PAIR SB CABLE FOR SCADA WORK IN AJJ-JTJ SECTION,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561199820045,6 PAIR SB CABLE FOR IMPROVEMENT WORK TO NGO OFFICE COMPLEX,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539815670020,MONITOR 24 INCH FOR CCTV AT RBBMHS SCHOOL,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570122050039,UPS 2 X 10 KVA WITH 12V  42AH BATTERY WITH ACCESSORIES,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
540100250020,HOT DIP GALVANISED PERFORATED CABLE TROUGH,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561197050091,SC TYPE RACK/WALL MOUNTABLE 12F FIBER MANAGEMENT SYSTEM-FMS,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805021391,SC TYPE RACK/WALL MOUNTABLE 24F FIBER MANAGEMENT SYSTEM-FMS,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549008670040,EARTHING (SPL) AND INSTALLATION FOR 3 PIT PER SITE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801538514,DIGITAL MULTIMETER RISHI MULTI 18S,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539890390169,TV SMART LED 65 INCH 4K ULTRA HD  SONY MAKE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570113910027,UPS 3KVA,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539821770076,CLAMP METER,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560614200069,SURGE PROTECTION DEVICE SPD FOR RC SCADA WORK MAS-AJJ-RU SECTION,Slow Moving,Slow Moving,350000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529900350047,32 WAY ULINK PANELS (WRAPPING TYPE) FOR RC SCADA WORK MAS-AJJ-RU SECTION,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539865880021,SPECIAL EARTHING AND BONDING SYSTEM FOR RC SCADA WORK MAS-AJJ-RU SECTION,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539845760022,TELEPHONE CORDLESS BEETEL X70 IN ROS 113 TRANSIT FLAT WORK,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561197980288,RJ 45 CONNECTOR FOR UTP CAT6 CABLE,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549900740020,CABLE UG PIJF 50 PAIR,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539833280279,OFC PATCH CHORD LC - SC 5M LENGTH VSS REACH 1 WORK,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569004200027,Wall mountable power distribution panel with 8 Nosx16 Amp MCB?s mounted for VSS/REACH/1/Wo....,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
541100600029,PVC trough 50x50mm with cover of 2mm thick (ISI mark) and length 2m for VSS REACH/1/WORK,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509010050044,"PC Workstation for Viewing,Monitoring and System management of above IP cameras, including....",Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521566390193,Video Management server/Video Analytics Server/ Video FRS server in 1:1 redundancy with al....,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570132251169,Supply of HP Intel Core i7 All in One PC with 23.8 Inch Display/ Windows 11 Professional....,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570104890040,Supply of hp Laser Colour Computer Printers for A4 paper size Brand: hp (Detailed Descript....,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804721137,"SUPPLY OF WIRELESS ROUTER with minimum 4 Number of 1 G SFP Port, minimum 1800 MPPSPacket ....",Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539877980027,LOCAL CRAFT TERMINAL,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561198730097,Muliticore PVC insulated Nylan tape ATC briebed sheilded cable 4 coreX1.5 Sq mm FOR A20 CO....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539897100161,"PA horn speaker Ahuja make model 30XT with LMT for A20 CONSTRUCTION FOB WORK at  KOK, TNP,....",Slow Moving,Very Slow Moving,48300.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539801657679,"Wall speaker 6W WS 664T for A20 CONSTRUCTION FOB WORK at  KOK, TNP,GPD,WCN,KAVM,TNPM STN",Slow Moving,Very Slow Moving,4500.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
555400490020,MULTIREX CHANNEL 2434P PVC DUCT WITH COVER AND LOCK (1 NO ~ 1 MTR),Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
561197890093,OFC 48F (armoured) as per RDSO/SPN/TC/110/2020 rev.0.0 or latest for ROB  SHU TUG  JTJ SEC....,Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570109490714,"Embedded PC ¿ECX-3100 Intel i5 industrial grade, dual monitors  22 inch TFT LED , 32 inch....",Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570100320241,1 kVA on-line UPS with 2 hours backup/Minimum 3200 VAHbattery requirement for E-TSR centra....,Active,Active,169920.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
570103150048,"Central server (Rack Model) with Intel Xeon Silver 4309Y processor , 32 GB RAM, 1-TB SSD,....",Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
71010816,"BRUSHES, PAINTS & VARNISHES SASH TOOL SIZE NO:10 TO SPEC.IS:486/2012, AND BRISTLES TO IS:1....",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83055563,(1)DESCRIPTION :BOOK RULED 3 QUIRE(2)SIZE  : 21CMS X 29.7 CMS (TRIMMED) (150 LEAVES PER BO....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83055575,BOOK RULED 2 QUIRE  SIZE :21CMS X 29.7 CMS (TRIMMED ) (100 LEAVES PER BOOK)  NUMBERING : N....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83055587,BOOK RULED 1 QUIRE SIZE: 21CMS X 29.7CMS (TRIMMED) (50 LEAVES PER BOOK) PRINTING (1) ON CO....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83902314,"SYNTHETIC GLUE STICK 15GMS BRAND;KORES,CAMEL OR FABRE CASTELL%u201D OR SIMILAR.",Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83058620,PAD DRAFT QUARTO IN 100 SHEETS OF SIZE 21.5 X 15.3 CMS PRINTING ONE SIDE ONLY IN 60 GSM WH....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83903112,PIN OFFICE [T TYPE]. NICKEL PLATED NEEDLE POINT. LENGTH : 26MM. HEAD LENGTH [T- HORIZONTAL....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83904827,TAG COTTON WHITE 60 CM LONG IN BUNDLES OF 100 EACH (SHOE LACE PATTERN ).,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83904839,TAG COTTON WHITE 30 CMS LONG IN BUNDLES OF 100 NOS. EACH (SHOE LACE PATTERN) CSO/M.077).,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83057213,FILE BOOKS FILE COVERS WITH 1.3cm WIDE TAPE AND TWO TAGS 50cm COVER THICK 250mm x 370mm TO....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83057225,FILE BOOKS FILE COVER (300 GSM) WITH 1.3 cm WIDETAPE & 2 TAGS 50 cmOR OVER THIN 250 mm X 3....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
83049502,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 420 X 297 MM (A3 SIZE) CONFORMING TO IS:14490/19....,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
