PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Depot
429079130015,"Soldering iron, 65 Watt",0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
564680700147,Non metallic Calling ON SIGNAL UNIT,0.0,0.0,1017,JE/SIG/SRM/PGT037254-S AND T-SR
563000200064,"Point machine, 143 mm stroke with 400 AC Immunity motors",0.0,0.0,820,JE/SIG/SRM/PGT037254-S AND T-SR
563046530050,Point Machine 143 mm Cover Assembly,0.0,0.0,1349,JE/SIG/SRM/PGT037254-S AND T-SR
539827270016,Pinnacle for signal tubular post.,0.0,0.0,1116,JE/SIG/SRM/PGT037254-S AND T-SR
430199810015,Clamp Multimeter/Tester (Digital),0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
559000710096,Transmitter (TX) and Receiver (RX) sets of token less single line FM Block instrument of C....,0.0,0.0,961,JE/SIG/SRM/PGT037254-S AND T-SR
567908386859,FUSE BLOCK PBT TYPE,0.0,0.0,1479,JE/SIG/SRM/PGT037254-S AND T-SR
539816660010,ELETROLYTIC CAPACITOR 5000 MFD,0.0,0.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
567912680050,EOLB WRONG ITEM(AMOUNT),0.0,0.0,1058,JE/SIG/SRM/PGT037254-S AND T-SR
551200010066,E TYPE LOCKS OF VARIOUS WARDS,0.0,0.0,857,JE/SIG/SRM/PGT037254-S AND T-SR
549008200010,GRS BOX RTU TYPE,0.0,0.0,750,JE/SIG/SRM/PGT037254-S AND T-SR
559000710011,FM transmitter and receiver coil 2700 HZ.,0.0,0.0,1180,JE/SIG/SRM/PGT037254-S AND T-SR
419001810012,Point insulation ( Nylon -66) Complete set with RDSO spec IRS-S-40/84 or latest consist of....,0.0,0.0,836,JE/SIG/SRM/PGT037254-S AND T-SR
541500850025,.....,0.0,0.0,858,JE/SIG/SRM/PGT037254-S AND T-SR
560604545740,ELECTRIC TRACK DRILLING MACHINE 110V/50HZ WITH STAND,0.0,0.0,1667,JE/SIG/SRM/PGT037254-S AND T-SR
539805240015,B21. Data logger of 1024 digital and 32 analog input.,0.0,0.0,1709,JE/SIG/SRM/PGT037254-S AND T-SR
569019600016,Wired DCDP panel suitable for M/s Amaraja make IPS system confirming to RDSO spec no: RDSO....,0.0,0.0,1357,JE/SIG/SRM/PGT037254-S AND T-SR
561301620019,TL BLOCK INSTRUMENT WITH Q SERIES RELAYS,0.0,0.0,1678,JE/SIG/SRM/PGT037254-S AND T-SR
565100010106,Transformer  230v/110 500VA,0.0,0.0,1076,JE/SIG/SRM/PGT037254-S AND T-SR
56509583,TRACK LEAD JUNCTION BOX - FRP TYPE,0.0,0.0,816,JE/SIG/SRM/PGT037254-S AND T-SR
725800138845,DIGITAL MULTIMETER (Hand Held)Make: RISHABH,0.0,0.0,1165,JE/SIG/SRM/PGT037254-S AND T-SR
539802990017,DIGITAL INSULATION TESTER(100v),0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
869014510053,"DEMINERALIZATION WATER TREATMENT PLANT, Purifying capacity 100 LPH with RO system. Input ....",0.0,0.0,867,JE/SIG/SRM/PGT037254-S AND T-SR
569002650017,DATALOGGER GSM/GPRS MODEM &ADAPTOR CARD 4G,0.0,0.0,1259,JE/SIG/SRM/PGT037254-S AND T-SR
569003720015,DATALOGGER PRINTER,0.0,0.0,1709,JE/SIG/SRM/PGT037254-S AND T-SR
565110000018,FIRE ALARM ADDRESSABLE PANEL WITH TCP IP MODULE,0.0,0.0,1726,JE/SIG/SRM/PGT037254-S AND T-SR
567912550014,Fire Alarm Analogue controller for LHS cable (LHS Panel),0.0,0.0,1691,JE/SIG/SRM/PGT037254-S AND T-SR
569003020017,FIRE ALARM ANALOGUE ADDRESSABLE MANUAL CALL POINT,0.0,0.0,1181,JE/SIG/SRM/PGT037254-S AND T-SR
569003500015,FIRE ALARM ANLOGUE TYPE LHS (LINEAR HEAT SENCING) CABLE Miscellaneous.,0.0,0.0,1181,JE/SIG/SRM/PGT037254-S AND T-SR
569003530019,FIRE ALARM GSM INTERFACE MODULE FOR INTERFACING CONTROL PANEL,0.0,0.0,1725,JE/SIG/SRM/PGT037254-S AND T-SR
569003540037,FIRE ALARM  NS-7 (IBS Work),0.0,0.0,1641,JE/SIG/SRM/PGT037254-S AND T-SR
569003550018,FIRE ALARM PROBE TYPE BIMETALIC RESETTABLE TYPE HEAT DETECTOR,0.0,0.0,1802,JE/SIG/SRM/PGT037254-S AND T-SR
569003570017,FIRE ALARM UV/IR FLAME DETECTOR,0.0,0.0,1802,JE/SIG/SRM/PGT037254-S AND T-SR
569003580011,FIRE ALARM ZONE INTERFACE MODULE WITH IN BUILT ISOLATOR,0.0,0.0,1181,JE/SIG/SRM/PGT037254-S AND T-SR
569005060018,Fire alarm TCP/IP Module,0.0,0.0,1599,JE/SIG/SRM/PGT037254-S AND T-SR
569005080017,Fire alarm power supply battery 12v 7AH,0.0,0.0,1597,JE/SIG/SRM/PGT037254-S AND T-SR
569005090011,Fire Alarm Linear Heat Interface Module,0.0,0.0,1597,JE/SIG/SRM/PGT037254-S AND T-SR
569005100016,Fire Alarm Panel with Loop,0.0,0.0,1181,JE/SIG/SRM/PGT037254-S AND T-SR
569005110010,Fire alarm GSM Control Panel,0.0,0.0,1597,JE/SIG/SRM/PGT037254-S AND T-SR
569006770017,Fuse PPTC 6 Amps,0.0,0.0,1509,JE/SIG/SRM/PGT037254-S AND T-SR
470200543962,"DG SET, 10KVA",0.0,0.0,1597,JE/SIG/SRM/PGT037254-S AND T-SR
569004270017,"DATA LOGGER FAULT ANALYSIS TERMINAL (ASUS Vivo,21.5 FHD, All-in-One Desktop)",0.0,0.0,1756,JE/SIG/SRM/PGT037254-S AND T-SR
539804080016,CT Box 20 Pair,0.0,0.0,1641,JE/SIG/SRM/PGT037254-S AND T-SR
55630212,WIRE 8 SWG (GI),0.0,0.0,1807,JE/SIG/SRM/PGT037254-S AND T-SR
551200010261,Ward Spring for E Type LOCKS,0.0,0.0,1094,JE/SIG/SRM/PGT037254-S AND T-SR
545401110011,WIRE COIL 14/.22 TWIN TWISTED FLEXIBLE WIRES 100 Mtr LENTH,0.0,0.0,1287,JE/SIG/SRM/PGT037254-S AND T-SR
400200120029,PVC Wire coil of size 16/0.2 Sqmm,0.0,0.0,1579,JE/SIG/SRM/PGT037254-S AND T-SR
567921330040,Vital cut off card (ME1633OC-OVC CARD) With PCB Code M633OVC-01 (MEDHA),0.0,0.0,744,JE/SIG/SRM/PGT037254-S AND T-SR
565010000010,DATALOGGER 2048 DIGI I/P 32 A I/P,0.0,0.0,1734,JE/SIG/SRM/PGT037254-S AND T-SR
565172840041,Data Logger With 512 Digital Input,0.0,0.0,1711,JE/SIG/SRM/PGT037254-S AND T-SR
560400022727,DC-DC convertor 110/24/5A,0.0,0.0,1572,JE/SIG/SRM/PGT037254-S AND T-SR
569003190014,TERMINAL 50 WAY  RELEASED,0.0,0.0,1437,JE/SIG/SRM/PGT037254-S AND T-SR
560604296271,Earth leakage detector 12 channel,0.0,0.0,1202,JE/SIG/SRM/PGT037254-S AND T-SR
560604295862,Earth leakage detector  (8 Channel),0.0,0.0,1594,JE/SIG/SRM/PGT037254-S AND T-SR
560400230038,PD 25 KHZ  CARD FOR HASSDAC GG TRONICS MAKE AXLE COUNTER VER.3.0 with necessary stickers,0.0,0.0,1180,JE/SIG/SRM/PGT037254-S AND T-SR
539819571023,SPD Indicative type  Class D Protective Device for  110V DC (DEHN part no. 953209),0.0,0.0,1521,JE/SIG/SRM/PGT037254-S AND T-SR
560606610023,SPD CLASS D TYPE 24V DC,0.0,0.0,1521,JE/SIG/SRM/PGT037254-S AND T-SR
560406690035,PD 25 KHZ Card suitable for GG Tronic make SSDAC Ver 3.0 or latest with necessary stickers,0.0,0.0,1185,JE/SIG/SRM/PGT037254-S AND T-SR
560406680029,PD  21 KHZ Card Suitable for GG Tronic make SSDAC Ver 3.0 or latest with necessary sticker....,0.0,0.0,1185,JE/SIG/SRM/PGT037254-S AND T-SR
560400240494,PD 21 KHZ CARD FOR HASSDAC GG TRONICS MAKE AXLE COUNTER  VER.3.0 with necessary stickers,0.0,0.0,1180,JE/SIG/SRM/PGT037254-S AND T-SR
549006320036,INDICATION PANEL (for IBS at WRA-KJKD B- line for block section),0.0,0.0,1594,JE/SIG/SRM/PGT037254-S AND T-SR
570104850078,Portable Data Analyser for RTU/Datalogger,0.0,0.0,816,JE/SIG/SRM/PGT037254-S AND T-SR
469031378918,PRINTER HP LASER JET (All in one ),0.0,0.0,1578,JE/SIG/SRM/PGT037254-S AND T-SR
549007470017,Goods Warning Board,0.0,0.0,1165,JE/SIG/SRM/PGT037254-S AND T-SR
569004620016,"Earth enhancing compound (JAM PLUS bag) 10Kg,",0.0,0.0,1451,JE/SIG/SRM/PGT037254-S AND T-SR
470500010011,INVERTORS 110V 2 KVA,0.0,0.0,1458,JE/SIG/SRM/PGT037254-S AND T-SR
655900010011,LORRY  KL-9B 681,0.0,0.0,1474,JE/SIG/SRM/PGT037254-S AND T-SR
565199452726,.....,0.0,0.0,1616,JE/SIG/SRM/PGT037254-S AND T-SR
564800570079,IPS Inverter 2KVA (spare) [110vdc/230vac as per RDSO Spec no. RDSO/SPN/165/2012],0.0,0.0,886,JE/SIG/SRM/PGT037254-S AND T-SR
560603720048,"IPS Amara Raja I) DC-DC CONVERTER  24-32V/5A -02 Nos, ii)SPD Set  Class C 120V-1Set, iii) ....",0.0,0.0,1357,JE/SIG/SRM/PGT037254-S AND T-SR
560400022715,DC-DC CONVERTOR MODULE 24v/32v/5A of Amara raja IPS,0.0,0.0,1572,JE/SIG/SRM/PGT037254-S AND T-SR
567913750011,Electrical Signalling equipments and spares not otherwise classified.,0.0,0.0,1566,JE/SIG/SRM/PGT037254-S AND T-SR
567907020018,Relay QNA1K,0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
560602546399,Relay QBCA1(Released),0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
543600010031,OFFSET BRACKET 90mm Dia,0.0,0.0,1605,JE/SIG/SRM/PGT037254-S AND T-SR
553000320010,ROLLER STAND FOR ROLLER SEGMENT ARRANGEMENT,0.0,0.0,1528,JE/SIG/SRM/PGT037254-S AND T-SR
559000760014,SM'S CONTROL INSTRUMENT (8 SLIDES)Miscellaneous.,0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
464212020791,RELAY QL1-8F/6B,0.0,0.0,1760,JE/SIG/SRM/PGT037254-S AND T-SR
569003190026,TERMINAL 50 WAY  RELEASED,0.0,0.0,1437,JE/SIG/SRM/PGT037254-S AND T-SR
565010000010,CLS TRANSFORMER (MISCELLANEOUS APPLIANCES.),0.0,0.0,1528,JE/SIG/SRM/PGT037254-S AND T-SR
539829341087,Transformer 230/110/ 2 KVA(Released),0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
542400200019,TRESTLE EXTENSION FOR ROLLER STAND (OLD TYPE),0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
549008660010,EARTHING COPPER CABLE 35 SQMM,0.0,0.0,1451,JE/SIG/SRM/PGT037254-S AND T-SR
920500020022,ENGINE OIL 15W 40,0.0,0.0,872,JE/SIG/SRM/PGT037254-S AND T-SR
553000020013,ground lever frame,0.0,0.0,1528,JE/SIG/SRM/PGT037254-S AND T-SR
549007470017,Goods Warning Board,0.0,0.0,1558,JE/SIG/SRM/PGT037254-S AND T-SR
559000750010,JOINT SOLID FOR RODDING Miscellaneous.,0.0,0.0,1682,JE/SIG/SRM/PGT037254-S AND T-SR
539812830047,GRS box half size (Released),0.0,0.0,1461,JE/SIG/SRM/PGT037254-S AND T-SR
92111002,"HIGH SPEED DIESEL (HSD): IS:1460-2005 (5th Revision or latest) Amendment No.3, Sept, 12",0.0,0.0,1536,JE/SIG/SRM/PGT037254-S AND T-SR
80090436,KEROSENE OIL,0.0,0.0,1504,JE/SIG/SRM/PGT037254-S AND T-SR
80010295,"INTERNAL COMBUSTION ENGINE CRANK CASE OILS - Gr. SAE-40 TO IS: 13656/2002, TYPE EDL-2 (API....",0.0,0.0,1100,JE/SIG/SRM/PGT037254-S AND T-SR
560603041807,LED RED MAIN ASPECT,0.0,0.0,1756,JE/SIG/SRM/PGT037254-S AND T-SR
793152030029,Safety Shoe,0.0,0.0,796,JE/SIG/SRM/PGT037254-S AND T-SR
71050802,"Brushes wire (steel), foundry, flat with wooden handle stamped IR on the handle to IS:4301....",0.0,0.0,1824,JE/SIG/SRM/PGT037254-S AND T-SR
77032007,"ENAMEL, SYNTHETIC, EXTERIOR, FINISHING, 'BLACK'.  SPECIFICATION:  IS:8662\04 & ICF\MD\SPEC....",0.0,0.0,1822,JE/SIG/SRM/PGT037254-S AND T-SR
570100230173,PRINTER INK BOTTLE FOR PRINTER EPSON L 380,0.0,0.0,1570,JE/SIG/SRM/PGT037254-S AND T-SR
77033000,"PAINT ENAMEL, SYNTHETIC, EXTERIOR, FINISHING 'SIGNAL RED' TO ISC-537 OF IS.5\2007'.  SPECI....",0.0,0.0,1822,JE/SIG/SRM/PGT037254-S AND T-SR
77093306,PAINT ALUMINIUM FOR GENERAL PURPOSE IN DUAL CONTAINER TO IS:2339/1963 (reaffirmed 2009) Am....,0.0,0.0,1822,JE/SIG/SRM/PGT037254-S AND T-SR
472001760946,TRANSFORMER 230/110V 1KVA(Released),0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
565000081681,LED ASPECT GREEN,0.0,0.0,1528,JE/SIG/SRM/PGT037254-S AND T-SR
549005930013,TOP ROLLER FOR ROLLER SEGMENT ARRRANGEMENT,0.0,0.0,1711,JE/SIG/SRM/PGT037254-S AND T-SR
781016680012,T/W COUNTER,0.0,0.0,1481,JE/SIG/SRM/PGT037254-S AND T-SR
539811550018,ROAD WARNING   FRP Type 3 Aspect FOR DIGITAL VOICE ANOUNCIATING SYSTEM,0.0,0.0,1714,JE/SIG/SRM/PGT037254-S AND T-SR
567912260012,.....,0.0,0.0,1594,JE/SIG/SRM/PGT037254-S AND T-SR
539812900013,ROAD WARNING LED SIGNAL RED ASPECT FOR DIGITAL VOICE ANOUNCIATING SYSTEM,0.0,0.0,1580,JE/SIG/SRM/PGT037254-S AND T-SR
539812910018,LED SIGNAL YELLOW FOR ROAD WARNING FOR DIGITAL VOICE ANOUNCIATING SYSTEM,0.0,0.0,743,JE/SIG/SRM/PGT037254-S AND T-SR
539818390010,ROAD WARNING DIGITAL VOICE ANNOUNCIATOR SYSTEM AMPLIFIER,0.0,0.0,953,JE/SIG/SRM/PGT037254-S AND T-SR
570101041396,UPS - 600 VA,0.0,0.0,1637,JE/SIG/SRM/PGT037254-S AND T-SR
569003260030,POINT ROD 16 feet,0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
564800150145,PBT TERMINAL 25MM Released,0.0,0.0,741,JE/SIG/SRM/PGT037254-S AND T-SR
556200010097,Released Bottom Roller,0.0,0.0,1711,JE/SIG/SRM/PGT037254-S AND T-SR
564680680010,CLS unit 3 Aspect,0.0,0.0,1577,JE/SIG/SRM/PGT037254-S AND T-SR
565100010106,TRANSFORMER 230v/110 500VA,0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
781013370036,Table wooden T/W(Released),0.0,0.0,1481,JE/SIG/SRM/PGT037254-S AND T-SR
553000290028,ED ELECTRICAL POINT AND  LOCK DETECTOR(Released),0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
539838560011,UPS 600 VA,0.0,0.0,946,JE/SIG/SRM/PGT037254-S AND T-SR
