PL_Code,Description,Inventory_Domain,Business_Unit,Division,Equipment_Family,Source_Universe,ABC_Class,Criticality,Current_Stock,Unit_Cost,Inventory_Value,Depot,Snapshot_Date,Pipeline_Version
539804978320,TV SMART LED 55 INCH LG MAKE,Railway_Operations,TPJ,Tiruchirappalli,LED Signal,Operational,C,,0.0,51000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
564700010027,Shunt signal Ground type with accessories,Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,3.0,8986.72,26960.16,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
472200010180,INTEGRATED POWER SUPPLY (IPS)  06 Line,Railway_Operations,TPJ,Tiruchirappalli,IPS,Operational,C,,0.0,1392996.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
567900218792,Electronic interlocking (EI) processor card unit,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,5250000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539882130014,ASSY.HLC RS422/485 INTERFACE ISOLATER,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,5310.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
469040811093,Goods warning board (Fiber),Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,21.0,3554.58,74646.12,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
429076285917,AIR CONDITIONER 02 TON CAPACITY SPLIT A C,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,53236.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
563045831120,Ground connection for Electric point machine TWS 220 mm,Railway_Operations,TPJ,Tiruchirappalli,Point Machine,Operational,C,,5.0,50290.0,251450.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
601210080042,MS ANGLE 75X75X6MM,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,16.0,6500.0,104000.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
390300140025,". ASTRONOMICAL TIMER SWITCH FOR STREET LIGHT CONTROL SINGLE PHASE, 10KW/73A, 230V50HZ, IP ....",Railway_Operations,TPJ,Tiruchirappalli,Network Equipment,Operational,C,,0.0,1635.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
565099964776,Apparatus Case Big ( Location Box ),Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,B,,12.0,60485.09,725821.09,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
569009550016,FIRE ALARM HEAT AND SMOKE MULTI SENSOR as per RDSO/SPN /217 /2018 ver-2 or latest.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,9026.53,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
861600920016,LINEAR HEAT SENSING CABLE,Railway_Operations,TPJ,Tiruchirappalli,Signal Cable,Operational,C,,0.0,1961.75,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
861600930010,LINEAR HEAT SENSING INTERFACE MODULES WITH EOL,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,6510.42,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
479007733880,Fire Alarm Fire Survival Cable 2 X 1.5 sq.mm unarmored,Railway_Operations,TPJ,Tiruchirappalli,Signal Cable,Operational,C,,0.0,197.72,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
569003510021,FIRE ALARM CONTROL MODULE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,179555.75,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
861600950010,GSM MODULE FOR CONTROL PANEL,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,103428.17,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
861600960026,FIRE ALARM ANALOGUE ADDRESSABLE AND RESETTABLE MANUAL CALL POINT WITH BACK BOX  AS PER RDS....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,5107.4,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
439099344859,FIRE ALARM ELECTRONIC HOOTER CUM STROBE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,6560.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
567900168650,ELECTRONIC TIMER RELAY 60 SECONDS : ELECTRONIC FAIL SAFE TIMER 60 SECONDS,Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,0.0,2213.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
565000094328,B type CHOKE coil for single rail Track Circuit on 25KV 50 Hz AC electrified section as pe....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,2076.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
542218841740,ELECTRICALLY OPERATED LIFTING BARRIER(EOLB) SET WITH CONTROL PANEL,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,B,,1.5,461069.27,691603.91,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
501026750021,Mother Board Card (Puncom),Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,4.0,3000.0,12000.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
29610151,Fire detection unit mother board type-E537-AD2L.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,10.0,2800.0,28000.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
569005090059,LHS Interface Module with EOL as per  RDSO/SPN/217/2021 Ver 3 or latest.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,8.0,3600.0,28800.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
500600100886,10 Pair Cable,Railway_Operations,TPJ,Tiruchirappalli,Signal Cable,Operational,C,,0.0,135.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56500488,UNDERGROUND RAILWAY JELLY FILLED 06 QUAD CABLE 0.9MM DIA AS PER IRS SPECIFICATION No IRS:T....,Railway_Operations,TPJ,Tiruchirappalli,LED Signal,Operational,C,,0.0,498.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560604185631,EMERGENCY SLIDING BOOM ASSEMBLY WITH ALL ACCESSORIES,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,A,,33.0,239921.25,7917401.25,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
542218861051,operating Panel for EOLB,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,61313.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560603750612,APPARATUS CASE (LOCATION BOX) FULL SIZE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,B,,11.0,70316.0,773476.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
780551780029,key box wooden  with glass frame,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,3845.11,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
559000080120,P Marker Board,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,250.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
564681270940,G MARKER BOARD,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,30.0,500.0,15000.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539825610018,C MARKER BOARD,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,20.0,163.4,3268.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56450187,"RELAY QNN1 Non-AC Immune, plug in type, Style , Twin neutral line, 24 V DC, 4F/4B contacts....",Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,25.0,3776.0,94400.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539814460132,"Q-Series Twin Neutral Line Relay QNNA1 Type , AC immunised 6F/2B 24V DC .",Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,54.0,3892.35,210186.79,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
567900419001,Relay QNN1 6F/2B TWIN DC NETURAL,Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,2.0,4058.02,8116.04,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
542218860850,GI sheathed octagonal boom for EOLB 32 Feet long.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,75320.4,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
563000490017,110 V DC MOTORS WITH GEAR BOX IP having IP 67 protection  TYPE 400 V AC IMMUNITY FOR ELECT....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,100967.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
759098204395,HDPE pipe of 110 mm outer dia 10 mm wall thickness as per Specification No. IS 4984: 2016....,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,782.33,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
567910068500,Electrical Signalling equipments  ANNOUNCIATOR 6 WAY,Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,0.0,8545.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539812641019,ANNOUNCIATOR-various,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,5.0,9597.74,47988.71,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56500026,APPRATUS CASE GRS TYPE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,B,,19.0,48633.0,924027.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560404362326,AXLE COUNTER RX COIL (CEL),Railway_Operations,TPJ,Tiruchirappalli,Axle Counter,Operational,C,,0.0,20650.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560400080211,AXLE COUNTER TX COIL (CEL),Railway_Operations,TPJ,Tiruchirappalli,Axle Counter,Operational,C,,0.0,20650.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539809231008,Battery Charger 230/60V ; 20Amp,Railway_Operations,TPJ,Tiruchirappalli,Power Supply,Operational,C,,0.0,12000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539803841007,Block Bell Equipment,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,45.0,2944.13,132485.94,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
569001940012,Panel push button assembly suitable for 54 X 34 mm Dominos Red color for MN Signal,Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,14.0,2427.0,33978.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
561300660060,Galvo Assembly,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,500.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56010011,BLOCK INSTT DOUBLE LINE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,A,,20.0,153262.19,3065243.8,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
10100241011,"PLUNGER,GOVERNOR SPRING OEM:CU Part No:70820 Make:NA",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,14.0,2.0,28.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
561301120011,Diodo Block Receiver 1800Hz,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,300.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
561301130016,DIODO Block Receiver 2700Hz,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,10000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
561300660101,TOL Indicator Assembly,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,1.0,200.0,200.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
561301150015,DIODO Block Transmitter 2700Hz,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,1000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
30057760,"HEX HEAD BOLT (M20 X 70 mm) WITH  HEX.NUT,SPRING LOCK WASHER AND SPLIT PIN TO  DRG NO.J&TD....",Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,390.0,41.0,15990.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
563046991581,Point CT Box Iron,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,171.0,820.0,140220.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
565199410021,Data Logger RTU Fault Analysis Software,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,1.0,1500.0,1500.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
331200520844,ROTARY KEY Transmission (RKT),Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,A,,274.0,10531.78,2885707.99,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
569001060395,AVR,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,50.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539810930014,Inverter 24 Volt/110 V AC ; 500 VA,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,40970.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539818390010,DIGITAL VOICE ANNOUNCIATOR AMPLIFIER,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,A,,192.0,9648.77,1852562.88,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539818400014,DIGITAL VOICE ANNOUNCIATOR DRIVER UNIT,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,75.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
501800241427,Horn unit (40w),Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,675.71,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
564680650983,led road signal red,Railway_Operations,TPJ,Tiruchirappalli,LED Signal,Operational,B,,93.0,9511.91,884607.72,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
564680660990,LED Road Signal yellow,Railway_Operations,TPJ,Tiruchirappalli,LED Signal,Operational,B,,52.0,9596.85,499036.2,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
553000020013,ground lever frame,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,1.0,43626.0,43626.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560602392864,PANEL COUNTER ASSEMBLY 24V DC,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,250.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560600070018,Panel Knob,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,355.0,364.77,129493.12,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560605615657,LINE BLOCK COLLER,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,19.0,24.0,456.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56982707,PUSH SWITCH ISET,Railway_Operations,TPJ,Tiruchirappalli,Network Equipment,Operational,C,,50.0,3680.78,184039.1,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
567905310029,SM Panel Lock With Key,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,500.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56982719,PUSH SWITCH 2WAY FORTLE WM 78,Railway_Operations,TPJ,Tiruchirappalli,Network Equipment,Operational,B,,102.0,4787.54,488329.31,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
555300600045,Thumb Switch (THREE POSITION) - SM PANEL,Railway_Operations,TPJ,Tiruchirappalli,Network Equipment,Operational,B,,61.0,5388.0,328668.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
549007491537,Pipe GI. 100mm,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,688.66,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56300086,CRANK HANDLE ASSEMBLY TO DRG.NO.RDSO/S.10973 A-E ALT.2 FOR IRS POINT MACHINE.THE CRANK HAN....,Railway_Operations,TPJ,Tiruchirappalli,Point Machine,Operational,C,,283.0,327.0,92541.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
543600060010,LAMP stand.,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,9.0,100.0,900.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56985721,PLUG TYPE RELAY 12 VOLTS DC4F,Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,17.0,8120.0,138040.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56986130,RELAY STYLE QBAT AC TRACK,Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,25.0,10011.26,250281.6,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56508116,RELAY QN1 8F/8B PLUG IN TYPE,Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,A,,561.0,7798.27,4374828.04,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
567900390011,"Relay Plug-in -type, Style",Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,B,,48.0,12284.66,589663.68,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56500142,RELAY QNA1 ACI 8F/8B,Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,A,,2263.0,10112.7,22885046.89,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
567900080010,Relay QT2,Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,4.0,9000.0,36000.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56220509,ELECTRONIC TIME DELAY DEVICE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,27.0,3386.88,91445.79,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56985800,ELECTRONIC TIME DELAY DEVICE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,22.0,3358.13,73878.86,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539818040010,Relay Connector,Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,0.0,0.5,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
542100010018,CRANKS Adjustable 12X18 inch,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,25.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
543400060014,ROD JOINT [ EYE JOINT ],Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,189.0,12.0,2268.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
549005950012,Bottom Roller,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,3.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
549005930013,Top Roller,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,5.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
549005940018,Top Roller Pin,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,3.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
981100050010,SCREW COUPLING,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,110.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
555500010079,Segmented Gate Boom 10,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,15.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
556200010139,TRESTLES,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,49.0,15.0,735.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
549006480015,COLOUR LIGHT SIGNAL 2 ASPECT,Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,1.0,8580.0,8580.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
564680680010,CLS unit 3 Aspect,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,9990.36,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
564681530018,"SIGNALS, COLOUR LIGHT signal 4 aspects",Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,0.0,12000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
549007220621,CLS HOOD FOR CALLING ON /ROUTE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,15.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560603406263,Signal ladder of Sizes  With/Without Clamp  for CLS,Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,0.0,1000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
541500070160,BACK STAGING OF MAIN SIGNAL LADDER ASSEMBLY,Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,0.0,1000.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
543500020075,CLS LADDER SHOE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,100.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539806830010,off set bracket,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,53.0,152.0,8056.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
544100020010,SIGNAL POST 4.5 mts,Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,0.0,3318.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
502323191074,Signal post Telephone Master and slave Unit with power supply 230V/12V DC,Railway_Operations,TPJ,Tiruchirappalli,Telephone,Operational,C,,1.0,4602.0,4602.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
404008912178,Route Arm,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,150.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
567900093170,Relay plug in type style Route Aspect AC lamp proving relay unit 4F/4B contact UECX-1,Railway_Operations,TPJ,Tiruchirappalli,Relay,Operational,C,,0.0,1250.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539809440023,Multi Lamp Route Indicator LED TYPE,Railway_Operations,TPJ,Tiruchirappalli,LED Signal,Operational,C,,5.0,38933.82,194669.11,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
509041001511,Solar Panels for Signalling purpose 12V/35W/70W/80W,Railway_Operations,TPJ,Tiruchirappalli,Signal Equipment,Operational,C,,0.0,2500.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
420296880041,SWITCH CHANGE OVER 63A(CS 292),Railway_Operations,TPJ,Tiruchirappalli,Network Equipment,Operational,C,,3.0,75.0,225.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
50232319,MAGNETIC TELEPHONE WITH ELECTRO DYNAMIC TRANDUCERS CONFIRMING TO RDSO SPECN.NO.IRS-TC-36/9....,Railway_Operations,TPJ,Tiruchirappalli,Telephone,Operational,B,,269.0,5109.82,1374540.64,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
567908384917,ARA/PBT FUSE BLOCK,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,80.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
539843720010,TLD Box,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,25.0,1569.0,39225.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
465100010014,ANGLE 9037,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,0.0,15.0,0.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
565000090130,B type CHOKE,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,17.0,600.0,10200.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
56985290,TRACK FEED BATTERY CHARGER TO CHARGE ONE OR TWO OR THREE OR FOUR CELLS OF 40AH LEAD ACID C....,Railway_Operations,TPJ,Tiruchirappalli,Power Supply,Operational,B,,41.0,10303.11,422427.35,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
565099690019,Track feed Resistance 30 ohms,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,12.0,236.0,2832.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
560610510015,TRANSFORMER 230/110/500VA,Railway_Operations,TPJ,Tiruchirappalli,Other / Unclassified,Operational,C,,3.0,1500.0,4500.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
565172850186,Voltage Stabilizer 0.5 KVA,Railway_Operations,TPJ,Tiruchirappalli,Power Supply,Operational,C,,4.0,2000.0,8000.0,SSE/S/SRM/TPJ077355-S AND T-SR,2026-03-31,12.5.0
