PL_Code,Description,Movement_Status,Inventory_Aging_Class,Inventory_Value,Operational_ABC,Source_Universe,Inventory_Domain,Business_Unit,Division,Depot,Snapshot_Date,Pipeline_Version
560610870019,PANEL KNOB RED WITH YELLOW,Active,Active,896.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560613950014,THUMB SWITCH 2 POSITION,Slow Moving,Very Slow Moving,641756.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539812930017,Panel push switch White /Red( WITHOUT CONTACT),Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
620707820012,PIPE GI 50 MM DIA,Active,Active,55598.4,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
620707820012,PIPE GI 50 MM DIA,Active,Active,55598.4,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
620707830017,PIPE GI 100 MM DIA,Slow Moving,Slow Moving,8388.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
620707830017,PIPE GI 100 MM DIA,Slow Moving,Slow Moving,8388.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
620400040019,PIPE DWC 103.5 MM INNER DIA & 120 MM OUTER DIA,Dead Stock,Dead Stock,1579.2,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
620703180016,Pipe G.I 15 mm.,Dead Stock,Dead Stock,3852.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56500142,RELAY QNA1  8F/8B,Slow Moving,Very Slow Moving,174349.35,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56500142,RELAY QNA1  8F/8B,Slow Moving,Very Slow Moving,174349.35,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56500142,RELAY QNA1  8F/8B,Slow Moving,Very Slow Moving,174349.35,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
473300850014,RELAY QTA2  2F/1 B ( NS),Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56508116,RELAY QN1 8F/8B WITH ACCESSORIES.,Active,Active,2151882.07,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56508116,RELAY QN1 8F/8B WITH ACCESSORIES.,Active,Active,2151882.07,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56508116,RELAY QN1 8F/8B WITH ACCESSORIES.,Active,Active,2151882.07,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567900074514,Relay QN1K with Acc,Active,Active,41800.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567900419256,Relay QNN1 6F/2B,Active,Active,132096.89,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567900440014,Relay QBA1,Active,Active,148556.8,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567901204399,Relay QL1  11F/4B.,Slow Moving,Slow Moving,24766.36,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567901204399,Relay QL1  11F/4B.,Slow Moving,Slow Moving,24766.36,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567907020018,Relay QNA1K,Active,Active,2095014.38,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567907020018,Relay QNA1K,Active,Active,2095014.38,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567922320017,RELAY QNNA1 6F /2B,Slow Moving,Very Slow Moving,149518.98,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56985800,RELAY ELECTRONIC TIMER 60 SECOND,Active,Active,370144.49,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56985800,RELAY ELECTRONIC TIMER 60 SECOND,Active,Active,370144.49,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56986130,RELAY  QBAT,Active,Active,67577.04,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569895280019,RELAY QBAT 2F/2B ( NS),Active,Active,176410.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56220509,RELAY ELECTRONIC TIMER 120 SECOND,Active,Active,171727.2,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56450217,RELAYS QSPA1 with Acc,Active,Active,1209301.73,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56450217,RELAYS QSPA1 with Acc,Active,Active,1209301.73,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56450229,RELAY  QTA2 2F/ 1 B,Active,Active,1113925.4,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56450229,RELAY  QTA2 2F/ 1 B,Active,Active,1113925.4,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56451027,RELAY QBCA1,Active,Active,15918.2,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56451027,RELAY QBCA1,Active,Active,15918.2,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56451027,RELAY QBCA1,Active,Active,15918.2,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56452032,RELAY QN1 12F/4B PLUG IN TYPE,Active,Active,117673.96,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560602542667,Relay QBCA1,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560602860010,RELAY QN1 12F/4B.,Dead Stock,Dead Stock,12900.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560606760010,Relay QNA1 12F/4B,Active,Active,40000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
473300820010,RELAY LED ECR ( QECX-61),Active,Active,9790.59,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56500415,RELAY POLARISED 3 POSITION,Active,Active,1513709.1,A,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
47200250,TRANSFORMERS 230/110V 1 KVA,Active,Active,23599.68,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560603310016,TRANSFORMER ISOLATION 110/110 /50 VA,Active,Active,10080.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56163034,VOLTAGE  STABILIZERS 230 V / 3 KVA,Slow Moving,Slow Moving,181057.75,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800100014,VOLTAGE STABILIZER 1 KVA,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
409002560015,WIRE COIL  3/20 (3 /0.75 mm)(PVC),Active,Active,139327.09,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
409002550010,WIRE  COIL  16/0.2 MM.(PVC),Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
400785680012,PVC COPPER CABLE SINGLE CORE UNSHEATHED CABLE ( ONE COIL 100 MTRS),Dead Stock,Dead Stock,9204.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
565001440019,Remote Terminal Unit Efftronics,Slow Moving,Very Slow Moving,540000.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
565001450013,Battery charger 230V AC/24V DC/ 10A for datalogger/RTU (Efftronics),Active,Active,25285.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529001320010,RTU T NETWORKING MODEM,Dead Stock,Dead Stock,28000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
529001320010,RTU T NETWORKING MODEM,Dead Stock,Dead Stock,28000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564601260017,PROCESSOR CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,Dead Stock,Dead Stock,235410.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564601260017,PROCESSOR CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,Dead Stock,Dead Stock,235410.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567921850011,DISPLAY CARD SUITABLE  FOR EFFTRONICS MAKE DATALOGGERS,Dead Stock,Dead Stock,144550.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567913130010,STATION IPS  SIX ROAD WITH ALL ACCESSARIES.,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567913130010,STATION IPS  SIX ROAD WITH ALL ACCESSARIES.,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56502576,FUSE 16 AMPS (ND TYPE ),Active,Active,305001.22,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
555500140017,FUSE PPTC 24 V 2 A.,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
565010000010,FUSE 20 Amps (ND Type),Active,Active,9776.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56502606,FUSE 10 AMPS (ND TYPE),Active,Active,247439.91,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
565099841733,Fuse 4 Amps (ND TYPE ).,Active,Active,31230.11,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560603560010,FUSE P.P.T.C 3 AMPS,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56502540,FUSE 6 AMPS (ND TYPE ),Active,Active,383400.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56502540,FUSE 6 AMPS (ND TYPE ),Active,Active,383400.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
565099760800,Fuse 2 AMPS (ND TYPE).,Active,Active,19665.6,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560628780016,Point Insulation Complete Set,Active,Active,166400.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560633810015,INSULATION COMPLETE SET FOR IRS POINT MACHINE 220 MM,Active,Active,9344.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560633810015,INSULATION COMPLETE SET FOR IRS POINT MACHINE 220 MM,Active,Active,9344.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560608620019,INSULATION FOR ROD JOINT (T JOINT).,Active,Active,2200.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560608610014,INSULATION END POST FOR  52 KG.,Dead Stock,Dead Stock,2990.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560608600010,INSULATION END POST FOR 90R.,Dead Stock,Dead Stock,1425.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560608590015,INSULATION BACKING PLATE NYLON 90R.,Dead Stock,Dead Stock,184100.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560608580010,INSULATION BACKING PLATE NYLON -52 KG.,Dead Stock,Dead Stock,70750.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560607010015,INSULATION D BRACKET.,Active,Monitor,88949.85,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560607010015,INSULATION D BRACKET.,Active,Monitor,88949.85,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560602380011,INSULATION FOR  L BRACKET.,Active,Active,65386.34,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560601740019,INSULATION FOR STRETCHER SET,Active,Active,11384.28,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539809991003,Rail joint insulation 60Kg,Slow Moving,Slow Moving,78694.2,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
563045840911,INSULATION FOR GAUGE TIE PLATE  .,Active,Active,32928.94,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539814440017,INSUATION  CHANNEL PLATE 90 R.,Dead Stock,Dead Stock,9520.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569004640015,INSULATION JOINT 52 KG SET,Slow Moving,Slow Moving,1559.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56507069,LAMPS 110 V/25W/2 PIN.,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
54360031,LAMP 110V/75W/2 PIN,Slow Moving,Very Slow Moving,1162.35,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50231881,ELECTRONIC PUSH BUTTON TELEPHONE (EPBT) (AUTO TYPE),Active,Active,53709.84,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
500500850014,TELEPHONE PUSH BUTTON TYPE( AUTO),Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50370110,4 WIRE WAY STATION CONTROL TELEPHONE SPECN.NO.IRS:TC-38/97.(Amendment No.1),Active,Active,35888.22,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50353603,LIGHT WEIGHT PORTABLE CONTROL TELEPHONE,Active,Active,14875.59,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502355640019,TRANSMITTER/RECEIVER INSET,Dead Stock,Dead Stock,400.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50232319,TELEPHONE MAGNETIC,Active,Active,387469.05,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50231959,ELECTRONIC PUSH BUTTON TELEPHONE(1+1),Active,Active,45660.38,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
782500110201,WATER PURIFIER,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
565094341898,MS Box for LC Gate Switch,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539814560011,TERMINAL BOARD 72 WAY.,Dead Stock,Dead Stock,55920.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549008680019,TERMINAL BOARD 50 WAY,Dead Stock,Dead Stock,259420.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469030127719,PORTABLE EMERGENCY LIGHTING SYSTEM WITH  INFLATABLE BALLON AND ACCESSORIES,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
727900929637,Fire Extinguisher CO2 type,Active,Active,14400.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
727900929637,Fire Extinguisher CO2 type,Active,Active,14400.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560610450018,RELAY REMOVEABLE CONNECTING CLIP,Dead Stock,Dead Stock,695.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
77091310,PAINT REDOXIDE,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
77034454,PAINT ENAMEL BLACK,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
771904040040,Paint Epoxy,Slow Moving,Slow Moving,9345.6,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
771904040040,Paint Epoxy,Slow Moving,Slow Moving,9345.6,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569008210015,"DC DC  CONVERTER   INPUT  24 V DC  OUTPUT  75-150 V , 12-24 V, 4-6 V",Slow Moving,Very Slow Moving,85538.2,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569002490014,DC DC CONVERTER 24 V / 24-32 V /5 A,Slow Moving,Very Slow Moving,252000.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567913580014,ARA PBT FUSE BLOCK,Active,Active,33150.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567913580014,ARA PBT FUSE BLOCK,Active,Active,33150.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567913580014,ARA PBT FUSE BLOCK,Active,Active,33150.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
567913580014,ARA PBT FUSE BLOCK,Active,Active,33150.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509388,ARA  PBT TERMINAL 60 MM,Active,Active,238633.59,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509388,ARA  PBT TERMINAL 60 MM,Active,Active,238633.59,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509388,ARA  PBT TERMINAL 60 MM,Active,Active,238633.59,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509388,ARA  PBT TERMINAL 60 MM,Active,Active,238633.59,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509388,ARA  PBT TERMINAL 60 MM,Active,Active,238633.59,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509376,ARA PBT TERMINAL 25 MM,Active,Active,120331.97,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509376,ARA PBT TERMINAL 25 MM,Active,Active,120331.97,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509376,ARA PBT TERMINAL 25 MM,Active,Active,120331.97,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509376,ARA PBT TERMINAL 25 MM,Active,Active,120331.97,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
56509376,ARA PBT TERMINAL 25 MM,Active,Active,120331.97,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560604917885,Signal maintainers tool bag with tools,Active,Monitor,131688.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
569043280014,HASSDAC TOOL KIT,Slow Moving,Slow Moving,90000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
729099420014,RELAY TEST KIT,Slow Moving,Very Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539839801009,TRACK SHUNT METER,Slow Moving,Very Slow Moving,37418.19,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
505600260112,DIGITAL EARTH TESTER,Active,Active,39482.8,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
505600260112,DIGITAL EARTH TESTER,Active,Active,39482.8,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FRO....,Active,Active,18123.92,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
45174404,HYDROMETER COMPLETE SET,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430512780011,DIGITAL CLAMP ON EARTH TESTER,Dead Stock,Dead Stock,63720.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430512780011,DIGITAL CLAMP ON EARTH TESTER,Dead Stock,Dead Stock,63720.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430100570013,DIGITAL CLAMP METER (mA Range),Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430100570013,DIGITAL CLAMP METER (mA Range),Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
553000021649,(OTDR) Optical Time Domain Reflectometer,Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800650014,AVR 1.5 KVA (AMARA RAJA IPS),Dead Stock,Dead Stock,247800.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800310010,DC DC CONVERTER 12-28 V/1 A ( STATCON IPS),Dead Stock,Dead Stock,11850.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800320014,DC DC CONVERTER 12V-40 V/1 A ( STATCON IPS),Dead Stock,Dead Stock,11485.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800330019,DC DC CONVERTER 3-6 V/.1 V ( STATCON IPS),Slow Moving,Very Slow Moving,5525.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800340013,STEP DOWN TRANSFORMER 230/110 VAC/1 KVA ( AMARARAJA IPS),Dead Stock,Dead Stock,25612.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800530010,DC DC CONVERTER 24-32 V/10A (AMARA RAJA IPS),Slow Moving,Very Slow Moving,169330.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800540014,INVERTER 1.5 KVA (AMARA RAJA IPS),Active,Active,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800570018,INVERTER 2 KVA (AMARA RAJA IPS),Slow Moving,Slow Moving,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800580012,DC DC CONVERTER 100-150 V/ 1 A (AMARA RAJA IPS),Dead Stock,Dead Stock,126850.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800590017,DC DC CONVERTER 12-28 V/ 5A (AMARA RAJA IPS),Dead Stock,Dead Stock,118000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800600011,DC DC CONVERTER 2-12 V/ 5A (AMARA RAJA IPS),Dead Stock,Dead Stock,100300.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800620010,DC DC CONVERTER 24-32 V/5A (AMARA RAJA IPS),Slow Moving,Very Slow Moving,80240.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800630015,AVR 2 KVA (AMARA RAJA IPS),Dead Stock,Dead Stock,265500.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
564800640010,TRANSFORMER MODULE  1 KVA (AMARA RAJA IPS),Dead Stock,Dead Stock,106200.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560606820017,CVT 1.5 KVA STATCON IPS.,Dead Stock,Dead Stock,45165.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560611160012,STATIC SWITCH (AUTO/C/o  INV/CVT) STATCON  MAKE IPS,Dead Stock,Dead Stock,36595.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560627260013,DC DC Converter 24-32V/10A STATCON make,Active,Active,333704.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560627260013,DC DC Converter 24-32V/10A STATCON make,Active,Active,333704.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560627260013,DC DC Converter 24-32V/10A STATCON make,Active,Active,333704.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406410014,AXLE COUNTER  RESET BOX  GG  MAKE,Dead Stock,Dead Stock,196470.0,B,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406420019,AXLE COUNTER PD 1 CARD ( GG TRONICS),Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406390015,AXLE COUNTER MICRO LOGIC CARD 1 CEL MAKE ( MLB -1),Dead Stock,Dead Stock,111000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406380010,AXLE COUNTER RELAY BOX WITH Q TYPE RELAY CEL MAKE,Dead Stock,Dead Stock,15000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406370016,AXLE COUNTER RELAY DRIVE CARD CEL MAKE,Dead Stock,Dead Stock,104000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406360011,AXLE COUNTER EVENT LOGGER CARD CEL MAKE,Dead Stock,Dead Stock,52000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406350017,AXLE COUNTER MOTHER BOARD CEL MAKE,Dead Stock,Dead Stock,12000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406340012,AXLE COUNTER DC DC CONVERTER CARD CEL MAKE,Dead Stock,Dead Stock,16000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406330018,AXLECONTER SPD CEL MAKE,Dead Stock,Dead Stock,26000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406320013,AXLE COUNTER MODEM CARD CEL MAKE,Dead Stock,Dead Stock,130000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560409850013,LCD DISPLAY FOR GG TRONICS MAKE SSDAC/HASSDAC,Dead Stock,Dead Stock,36049.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406450012,AXLE COUNTER TX AND RX COIL CEL MAKE,Dead Stock,Dead Stock,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406440018,AXLE COUNTER DEFLECTOR PLATE ( GG TRONICS),Dead Stock,Dead Stock,8600.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406430013,AXLE COUNTER PD 2 CARD ( GG TRONICS),Active,Monitor,0.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
560406400010,AXLE COUNTER MICRO LOGICAL CARD 2 CEL MAKE ( MLB -2),Dead Stock,Dead Stock,148000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549007210019,CLS SHOE (SURFACE BASE),Active,Monitor,176748.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549007210019,CLS SHOE (SURFACE BASE),Active,Monitor,176748.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549007220013,CLS HOOD FOR CALLING ON SIGNAL (FRP),Dead Stock,Dead Stock,6975.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549007451357,Hood for main signal,Slow Moving,Very Slow Moving,6903.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549008630016,CLS LADDER 3.6 MTRS WITH PLATFORM,Active,Monitor,12000.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
549004210010,Hood for main signal (Route),Dead Stock,Dead Stock,3988.4,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
544300050010,Offset Bracket for Main Signal (140 mm),Active,Active,105248.39,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
544100210017,OFFSET BRACKET  SMALL FOR SHUNT SIGNAL,Slow Moving,Very Slow Moving,14870.0,C,Operational,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
