PL_Code,Description,Current_Stock,Unit,Unit_Cost,Inventory_Value,Last_Receipt_Date,Last_Issue_Date,Days_Since_Movement,Inventory_Aging_Class,Movement_Status,Inventory_Value_Band,Depot,Operational_ABC
560600520012,PANEL PUSH SWITCH WHITE/RED (WITH CONTACT),252.0,Nos.,2465.0,621180.0,06-03-2025,22-05-2026,16,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
560606960010,Panel Knob black.,159.0,Nos.,177.45,28213.91,14-01-2025,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560606970015,Panel Knob Green.,26.0,Nos.,16.0,416.0,15-07-2023,22-05-2026,16,Active,Active,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
560606980010,Panel Knob Red,59.0,Nos.,261.12,15406.2,14-01-2025,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560606990014,Panel Knob Yellow,209.0,Nos.,165.44,34577.38,14-01-2025,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560607040019,THUMB SWITCH 3 POSITION.,286.0,Nos.,3520.0,1006720.0,12-01-2024,16-01-2025,507,Very Slow Moving,Slow Moving,Rs 10 Lakh - 1 Crore,SSE/SRM/TVC057253-S AND T-SR,A
560607060018,THUMB SWITCH 3 POSITION WITH BLACK KNOB.,7.0,Nos.,3520.0,24640.0,13-03-2021,27-06-2022,1441,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560610870019,PANEL KNOB RED WITH YELLOW,56.0,Nos.,16.0,896.0,22-11-2022,22-05-2026,16,Active,Active,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
560613950014,THUMB SWITCH 2 POSITION,166.0,Nos.,3866.0,641756.0,29-04-2024,16-01-2025,507,Very Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
539812930017,Panel push switch White /Red( WITHOUT CONTACT),0.0,Nos.,24.27,0.0,16-03-2021,19-03-2022,1541,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
620707820012,PIPE GI 50 MM DIA,162.0,MTR,343.2,55598.4,14-11-2022,28-03-2026,71,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
620707830017,PIPE GI 100 MM DIA,10.0,MTR,838.8,8388.0,29-03-2023,23-09-2025,257,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
620400040019,PIPE DWC 103.5 MM INNER DIA & 120 MM OUTER DIA,6.0,MTR,263.2,1579.2,14-11-2022,01-11-2022,1301,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
620703180016,Pipe G.I 15 mm.,24.0,MTR,160.5,3852.0,12-03-2021,,1913,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
56500142,RELAY QNA1  8F/8B,17.0,Nos.,10255.84,174349.35,22-01-2024,04-10-2024,611,Very Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
473300850014,RELAY QTA2  2F/1 B ( NS),0.0,Nos.,3891.64,0.0,02-11-2021,04-10-2024,611,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
56508116,RELAY QN1 8F/8B WITH ACCESSORIES.,290.0,Nos.,7420.28,2151882.07,26-05-2026,27-05-2026,11,Active,Active,Rs 10 Lakh - 1 Crore,SSE/SRM/TVC057253-S AND T-SR,A
567900074514,Relay QN1K with Acc,11.0,Nos.,3800.0,41800.0,12-03-2021,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
567900419256,Relay QNN1 6F/2B,36.0,Nos.,3669.36,132096.89,03-01-2025,21-05-2026,17,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
567900440014,Relay QBA1,16.0,Nos.,9284.8,148556.8,04-12-2025,22-05-2026,16,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
567901204399,Relay QL1  11F/4B.,7.0,Nos.,3538.05,24766.36,03-01-2025,22-11-2025,197,Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
567907020018,Relay QNA1K,182.0,Nos.,11511.07,2095014.38,07-05-2026,22-05-2026,16,Active,Active,Rs 10 Lakh - 1 Crore,SSE/SRM/TVC057253-S AND T-SR,A
567922320017,RELAY QNNA1 6F /2B,37.0,Nos.,4041.05,149518.98,27-11-2024,14-03-2024,557,Very Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
56985800,RELAY ELECTRONIC TIMER 60 SECOND,109.0,Nos.,3395.82,370144.49,16-05-2025,29-05-2026,9,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
56986130,RELAY  QBAT,7.0,Nos.,9653.86,67577.04,11-02-2023,23-04-2026,45,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
569895280019,RELAY QBAT 2F/2B ( NS),23.0,Nos.,7670.0,176410.0,08-02-2022,22-05-2026,16,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
56220509,RELAY ELECTRONIC TIMER 120 SECOND,60.0,Nos.,2862.12,171727.2,04-12-2025,22-05-2026,16,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
56450217,RELAYS QSPA1 with Acc,121.0,Nos.,9994.23,1209301.73,04-06-2026,27-05-2026,3,Active,Active,Rs 10 Lakh - 1 Crore,SSE/SRM/TVC057253-S AND T-SR,A
56450229,RELAY  QTA2 2F/ 1 B,124.0,Nos.,8983.27,1113925.4,04-06-2026,02-06-2026,3,Active,Active,Rs 10 Lakh - 1 Crore,SSE/SRM/TVC057253-S AND T-SR,A
56451027,RELAY QBCA1,5.0,Nos.,3183.64,15918.2,15-01-2026,27-05-2026,11,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
56452032,RELAY QN1 12F/4B PLUG IN TYPE,14.0,Nos.,8405.28,117673.96,24-06-2023,22-05-2026,16,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
560602542667,Relay QBCA1,0.0,Nos.,6000.0,0.0,08-03-2021,28-06-2022,1440,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
560602860010,RELAY QN1 12F/4B.,4.0,Nos.,3225.0,12900.0,08-03-2021,18-04-2023,1146,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560606760010,Relay QNA1 12F/4B,10.0,Nos.,4000.0,40000.0,08-03-2021,27-05-2026,11,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
473300820010,RELAY LED ECR ( QECX-61),1.0,Nos.,9790.59,9790.59,21-07-2025,08-05-2026,30,Active,Active,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
56500415,RELAY POLARISED 3 POSITION,30.0,Nos.,50456.97,1513709.1,14-02-2025,22-05-2026,16,Active,Active,Rs 10 Lakh - 1 Crore,SSE/SRM/TVC057253-S AND T-SR,A
47200250,TRANSFORMERS 230/110V 1 KVA,3.0,Nos.,7866.56,23599.68,07-07-2025,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560603310016,TRANSFORMER ISOLATION 110/110 /50 VA,5.0,Nos.,2016.0,10080.0,13-09-2021,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
56163034,VOLTAGE  STABILIZERS 230 V / 3 KVA,5.0,Nos.,36211.55,181057.75,07-07-2025,09-07-2025,333,Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
564800100014,VOLTAGE STABILIZER 1 KVA,0.0,Nos.,19000.0,0.0,17-06-2021,20-11-2025,199,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
409002560015,WIRE COIL  3/20 (3 /0.75 mm)(PVC),70.0,Nos.,1990.39,139327.09,04-06-2025,22-05-2026,16,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
409002550010,WIRE  COIL  16/0.2 MM.(PVC),0.0,Nos.,405.0,0.0,13-03-2021,06-10-2025,244,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
400785680012,PVC COPPER CABLE SINGLE CORE UNSHEATHED CABLE ( ONE COIL 100 MTRS),600.0,MTR,15.34,9204.0,16-06-2021,18-10-2023,963,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
565001440019,Remote Terminal Unit Efftronics,3.0,Nos.,180000.0,540000.0,14-12-2022,11-12-2024,543,Very Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
565001450013,Battery charger 230V AC/24V DC/ 10A for datalogger/RTU (Efftronics),3.0,Nos.,8428.33,25285.0,08-07-2024,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
529001320010,RTU T NETWORKING MODEM,1.0,Nos.,28000.0,28000.0,28-03-2023,18-04-2023,1146,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
564601260017,PROCESSOR CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,5.0,Nos.,47082.0,235410.0,08-01-2024,,881,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
567921850011,DISPLAY CARD SUITABLE  FOR EFFTRONICS MAKE DATALOGGERS,5.0,Nos.,28910.0,144550.0,01-11-2023,,949,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
567913130010,STATION IPS  SIX ROAD WITH ALL ACCESSARIES.,0.0,Set,1070044.0,0.0,17-02-2025,10-03-2025,454,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
56502576,FUSE 16 AMPS (ND TYPE ),4232.0,Nos.,72.07,305001.22,04-06-2026,22-05-2026,3,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
555500140017,FUSE PPTC 24 V 2 A.,0.0,Nos.,11.79,0.0,01-09-2021,06-03-2023,1189,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
565010000010,FUSE 20 Amps (ND Type),200.0,Nos.,48.88,9776.0,06-03-2021,22-05-2026,16,Active,Active,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
56502606,FUSE 10 AMPS (ND TYPE),3370.0,Nos.,73.42,247439.91,04-06-2026,22-05-2026,3,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
565099841733,Fuse 4 Amps (ND TYPE ).,410.0,Nos.,76.17,31230.11,21-01-2026,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560603560010,FUSE P.P.T.C 3 AMPS,0.0,Nos.,10.28,0.0,06-03-2021,06-08-2025,305,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
56502540,FUSE 6 AMPS (ND TYPE ),6000.0,Nos.,63.9,383400.0,04-06-2026,22-05-2026,3,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
565099760800,Fuse 2 AMPS (ND TYPE).,255.0,Nos.,77.12,19665.6,21-01-2026,21-05-2026,17,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560628780016,Point Insulation Complete Set,800.0,Nos.,208.0,166400.0,26-05-2026,04-12-2024,12,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
560633810015,INSULATION COMPLETE SET FOR IRS POINT MACHINE 220 MM,8.0,Set,1168.0,9344.0,24-09-2025,08-05-2026,30,Active,Active,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
560608620019,INSULATION FOR ROD JOINT (T JOINT).,110.0,Set,20.0,2200.0,10-06-2021,22-05-2026,16,Active,Active,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
560608610014,INSULATION END POST FOR  52 KG.,115.0,Nos.,26.0,2990.0,10-06-2021,,1823,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
560608600010,INSULATION END POST FOR 90R.,57.0,Nos.,25.0,1425.0,10-06-2021,,1823,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
560608590015,INSULATION BACKING PLATE NYLON 90R.,2630.0,Nos.,70.0,184100.0,10-06-2021,,1823,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
560608580010,INSULATION BACKING PLATE NYLON -52 KG.,1415.0,Nos.,50.0,70750.0,10-06-2021,,1823,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560607010015,INSULATION D BRACKET.,705.0,Set,126.17,88949.85,04-12-2024,09-01-2026,149,Monitor,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560602380011,INSULATION FOR  L BRACKET.,542.0,Set,120.64,65386.34,04-12-2024,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560601740019,INSULATION FOR STRETCHER SET,90.0,Set,126.49,11384.28,04-12-2024,27-05-2026,11,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
539809991003,Rail joint insulation 60Kg,95.0,Set,828.36,78694.2,04-12-2024,10-11-2025,209,Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
563045840911,INSULATION FOR GAUGE TIE PLATE  .,266.0,Set,123.79,32928.94,04-12-2024,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
539814440017,INSUATION  CHANNEL PLATE 90 R.,28.0,Set,340.0,9520.0,13-03-2021,,1912,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
569004640015,INSULATION JOINT 52 KG SET,4.0,Set,389.75,1559.0,11-10-2023,24-11-2025,195,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
56507069,LAMPS 110 V/25W/2 PIN.,0.0,Nos.,10.14,0.0,27-09-2021,13-12-2024,541,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
54360031,LAMP 110V/75W/2 PIN,97.0,Nos.,11.98,1162.35,27-09-2021,17-08-2024,659,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
50231881,ELECTRONIC PUSH BUTTON TELEPHONE (EPBT) (AUTO TYPE),121.0,Nos.,443.88,53709.84,08-10-2025,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
500500850014,TELEPHONE PUSH BUTTON TYPE( AUTO),0.0,Nos.,600.0,0.0,23-08-2021,17-06-2022,1451,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
50370110,4 WIRE WAY STATION CONTROL TELEPHONE SPECN.NO.IRS:TC-38/97.(Amendment No.1),20.0,Nos.,1794.41,35888.22,08-07-2025,02-06-2026,5,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
50353603,LIGHT WEIGHT PORTABLE CONTROL TELEPHONE,11.0,Nos.,1352.33,14875.59,23-03-2026,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
502355640019,TRANSMITTER/RECEIVER INSET,16.0,Nos.,25.0,400.0,16-03-2021,,1909,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
50232319,TELEPHONE MAGNETIC,76.0,Nos.,5098.28,387469.05,23-03-2026,27-05-2026,11,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
50231959,ELECTRONIC PUSH BUTTON TELEPHONE(1+1),14.0,Set,3261.46,45660.38,23-03-2026,30-03-2026,69,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
782500110201,WATER PURIFIER,0.0,Nos.,800.0,0.0,17-06-2021,23-08-2022,1384,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
565094341898,MS Box for LC Gate Switch,0.0,Nos.,293.0,0.0,09-08-2023,22-04-2025,411,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
539814560011,TERMINAL BOARD 72 WAY.,20.0,Nos.,2796.0,55920.0,20-08-2021,,1752,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
549008680019,TERMINAL BOARD 50 WAY,109.0,Nos.,2380.0,259420.0,19-08-2021,,1753,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
469030127719,PORTABLE EMERGENCY LIGHTING SYSTEM WITH  INFLATABLE BALLON AND ACCESSORIES,0.0,Nos.,140421.18,0.0,08-06-2024,28-09-2024,617,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
727900929637,Fire Extinguisher CO2 type,4.0,Nos.,3600.0,14400.0,20-11-2025,28-03-2026,71,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560610450018,RELAY REMOVEABLE CONNECTING CLIP,500.0,Nos.,1.39,695.0,20-08-2021,06-12-2023,914,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
77091310,PAINT REDOXIDE,0.0,LTR,114.94,0.0,24-02-2023,16-10-2025,234,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
77034454,PAINT ENAMEL BLACK,0.0,LTR,109.92,0.0,24-02-2023,19-11-2025,200,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
771904040040,Paint Epoxy,60.0,LTR,155.76,9345.6,06-10-2025,24-11-2025,195,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
569008210015,"DC DC  CONVERTER   INPUT  24 V DC  OUTPUT  75-150 V , 12-24 V, 4-6 V",5.0,Nos.,17107.64,85538.2,19-11-2021,17-08-2024,659,Very Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
569002490014,DC DC CONVERTER 24 V / 24-32 V /5 A,24.0,Nos.,10500.0,252000.0,14-11-2022,30-01-2025,493,Very Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
567913580014,ARA PBT FUSE BLOCK,390.0,Nos.,85.0,33150.0,05-10-2023,27-05-2026,11,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
56509388,ARA  PBT TERMINAL 60 MM,3399.0,Nos.,70.21,238633.59,27-02-2026,27-05-2026,11,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
56509376,ARA PBT TERMINAL 25 MM,2351.0,Nos.,51.18,120331.97,04-06-2026,27-05-2026,3,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
560604917885,Signal maintainers tool bag with tools,4.0,Set,32922.0,131688.0,27-08-2025,24-01-2026,134,Monitor,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
569043280014,HASSDAC TOOL KIT,2.0,Set,45000.0,90000.0,17-06-2025,30-10-2024,355,Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
729099420014,RELAY TEST KIT,0.0,Nos.,36752.0,0.0,15-06-2024,30-01-2025,493,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
539839801009,TRACK SHUNT METER,7.0,Nos.,5345.46,37418.19,14-01-2025,30-01-2025,493,Very Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
505600260112,DIGITAL EARTH TESTER,7.0,Nos.,5640.4,39482.8,16-11-2023,08-05-2026,30,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FRO....,294.0,Set,61.65,18123.92,27-02-2026,22-05-2026,16,Active,Active,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
45174404,HYDROMETER COMPLETE SET,0.0,Set,70.56,0.0,23-08-2021,17-02-2022,1571,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
430512780011,DIGITAL CLAMP ON EARTH TESTER,3.0,Nos.,21240.0,63720.0,08-03-2024,14-05-2024,754,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
430100570013,DIGITAL CLAMP METER (mA Range),0.0,Nos.,4212.6,0.0,19-12-2023,11-04-2024,787,Dead Stock,Dead Stock,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
553000021649,(OTDR) Optical Time Domain Reflectometer,0.0,Nos.,120000.0,0.0,17-06-2025,27-10-2025,223,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
564800650014,AVR 1.5 KVA (AMARA RAJA IPS),3.0,Nos.,70000.0,247800.0,22-11-2022,,1293,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
564800310010,DC DC CONVERTER 12-28 V/1 A ( STATCON IPS),1.0,Nos.,11850.0,11850.0,20-08-2021,,1752,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
564800320014,DC DC CONVERTER 12V-40 V/1 A ( STATCON IPS),1.0,Nos.,11485.0,11485.0,20-08-2021,,1752,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
564800330019,DC DC CONVERTER 3-6 V/.1 V ( STATCON IPS),1.0,Nos.,5525.0,5525.0,20-08-2021,14-01-2025,509,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
564800340013,STEP DOWN TRANSFORMER 230/110 VAC/1 KVA ( AMARARAJA IPS),4.0,Nos.,6403.0,25612.0,20-08-2021,,1752,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
564800530010,DC DC CONVERTER 24-32 V/10A (AMARA RAJA IPS),7.0,Nos.,24190.0,169330.0,24-09-2024,,621,Very Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
564800540014,INVERTER 1.5 KVA (AMARA RAJA IPS),0.0,Nos.,60180.0,0.0,15-07-2022,22-05-2026,16,Active,Active,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
564800570018,INVERTER 2 KVA (AMARA RAJA IPS),0.0,Nos.,64900.0,0.0,16-09-2022,08-10-2025,242,Slow Moving,Slow Moving,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
564800580012,DC DC CONVERTER 100-150 V/ 1 A (AMARA RAJA IPS),5.0,Nos.,21500.0,126850.0,17-09-2022,,1359,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
564800590017,DC DC CONVERTER 12-28 V/ 5A (AMARA RAJA IPS),5.0,Nos.,20000.0,118000.0,17-09-2022,,1359,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
564800600011,DC DC CONVERTER 2-12 V/ 5A (AMARA RAJA IPS),5.0,Nos.,17000.0,100300.0,17-09-2022,,1359,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
564800620010,DC DC CONVERTER 24-32 V/5A (AMARA RAJA IPS),4.0,Nos.,20060.0,80240.0,27-10-2022,13-12-2024,541,Very Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
564800630015,AVR 2 KVA (AMARA RAJA IPS),3.0,Nos.,75000.0,265500.0,27-10-2022,,1319,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
564800640010,TRANSFORMER MODULE  1 KVA (AMARA RAJA IPS),5.0,Nos.,18000.0,106200.0,27-10-2022,,1319,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
560606820017,CVT 1.5 KVA STATCON IPS.,1.0,Nos.,45165.0,45165.0,20-08-2021,,1752,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560611160012,STATIC SWITCH (AUTO/C/o  INV/CVT) STATCON  MAKE IPS,1.0,Nos.,36595.0,36595.0,12-11-2021,,1668,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/SRM/TVC057253-S AND T-SR,C
560627260013,DC DC Converter 24-32V/10A STATCON make,14.0,Nos.,23836.0,333704.0,01-06-2024,22-05-2026,16,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
560406410014,AXLE COUNTER  RESET BOX  GG  MAKE,5.0,Nos.,39294.0,196470.0,20-08-2021,28-10-2021,1683,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,B
560406420019,AXLE COUNTER PD 1 CARD ( GG TRONICS),0.0,Nos.,34361.0,0.0,20-08-2021,20-02-2026,107,Monitor,Active,"< Rs 10,000",SSE/SRM/TVC057253-S AND T-SR,C
560406390015,AXLE COUNTER MICRO LOGIC CARD 1 CEL MAKE ( MLB -1),3.0,Nos.,37000.0,111000.0,20-08-2021,,1752,Dead Stock,Dead Stock,Rs 1 Lakh - 10 Lakh,SSE/SRM/TVC057253-S AND T-SR,C
