PL_Code,Description,Inventory_Action,Normalized_Inventory_Value,Movement_Status,Source_Universe,Inventory_Value
539869590050,Supply and installation of 1 KVA on line UPS with 2hours backup for the above eTSR central....,Rationalize,0.0,Slow Moving,Operational,0.0
539869590116,1 KVA on line UPS FOR E-TSR,Rationalize,0.0,Slow Moving,Operational,0.0
539870270018,INSULATION FOR ROD JOINT,Dispose,0.0,Dead Stock,Operational,0.0
539870540010,CRIMMING TOOL,Dispose,0.0,Dead Stock,Operational,0.0
539871230016,BLOCK INSTRUMENT SGE (OVER HAULED),Rationalize,0.0,Slow Moving,Operational,0.0
539871240010,TRANSFORMER 230/110/2KVA,Rationalize,0.0,Slow Moving,Operational,0.0
539871530012,DC-DC CONVERTER WITH CABINET,Dispose,0.0,Dead Stock,Operational,0.0
539872260016,POINT TEST GAUGE,Dispose,0.0,Dead Stock,Operational,0.0
539872270010,LED LAMP FOR LOCATION,Dispose,72600.0,Dead Stock,Operational,72600.0
539872280015,FIT AND FORGET LEAD WIRE 3 METERS LONG AND 4MMDIA,Rationalize,0.0,Slow Moving,Operational,0.0
539872290010,FIT AND FORGET BOND WIRE 1.5 METERS LONG AND 4MMDIA,Rationalize,0.0,Slow Moving,Operational,0.0
539872300014,FIT AND FORGET LEAD WIRE 2 METERS LONG AND 4MMDIA,Rationalize,0.0,Slow Moving,Operational,0.0
539872310019,FIT AND FORGET BOND WIRE 3 METER LONG 4MM DIA,Rationalize,0.0,Slow Moving,Operational,0.0
539872320013,FIT AND FORGET LEAD WIRE  5 METER LONG 4MMDIA,Rationalize,0.0,Slow Moving,Operational,0.0
539873260012,COVER ASSEMBLY KEY BOX ASSEMBLY AND OIL FILTER FOR IRS POINT MACHINE,Rationalize,0.0,Slow Moving,Operational,0.0
539873880014,GROUND LEVER FRAME ( SINGLE LEVER),Rationalize,195000.0,Slow Moving,Operational,195000.0
539873880014,GROUND LEVER FRAME ( SINGLE LEVER),Dispose,0.0,Dead Stock,Operational,0.0
539874770010,CABLE 60 CORE X 1SQ.MM COPPER,Dispose,0.0,Dead Stock,Operational,0.0
539874780015,DEFLECTOR PLATE,Dispose,0.0,Dead Stock,Operational,0.0
539874780015,DEFLECTOR PLATE,Retain,63130.0,Active,Operational,63130.0
539874800014,INSULATION BUSHES FOR D BRACKET,Dispose,0.0,Dead Stock,Operational,0.0
539874810019,RELAY QNNA1(6F/2B),Dispose,41300.0,Dead Stock,Operational,41300.0
539874820013,VOLTAGE STABILIZER .5KVA,Rationalize,4000.0,Slow Moving,Operational,4000.0
539874830018,TRANSFORMER RECTIFIER 230/24/1AMP,Dispose,10000.0,Dead Stock,Operational,10000.0
539874840012,TX/RX COIL,Dispose,0.0,Dead Stock,Operational,0.0
539874850017,BRACKET OFF SET LARGE,Retain,7000.0,Active,Operational,7000.0
539874860011,BRACKET OFF SET SMALL,Rationalize,24000.0,Slow Moving,Operational,24000.0
539874870016,CRANK STRAIGHT,Rationalize,2000.0,Slow Moving,Operational,2000.0
539874880010,E TYPE LOCK WARD NUMBER 1,Dispose,0.0,Dead Stock,Operational,0.0
539874890015,E TYPE LOCK WARD NUMBER 2,Dispose,0.0,Dead Stock,Operational,0.0
539874900010,E TYPE LOCK WARD NUMBER 3,Dispose,0.0,Dead Stock,Operational,0.0
539874910014,JOINT SCREW 1 1/4  DOUBLE END(SCREW COUPLING),Dispose,4200.0,Dead Stock,Operational,4200.0
539874920019,MS TURN PIN 1,Rationalize,0.0,Slow Moving,Operational,0.0
539874930013,ROLLER GUIDE BOTTOM,Dispose,0.0,Dead Stock,Operational,0.0
539874940018,ROLLER TOP PIN,Rationalize,0.0,Slow Moving,Operational,0.0
539874950012,POINT INDICATOR  STAND,Dispose,10000.0,Dead Stock,Operational,10000.0
539874960017,POINT INDICATOR LAMP,Dispose,2256.0,Dead Stock,Operational,2256.0
539874970011,SHUNT SIGNAL FOR CLS (MS FABRICATED),Rationalize,0.0,Slow Moving,Operational,0.0
539874980016,TERMINAL BOARD 50 WAY,Rationalize,0.0,Slow Moving,Operational,0.0
539874990010,TERMINAL BOARD 12 WAY,Rationalize,0.0,Slow Moving,Operational,0.0
539875000017,ELECTRICAL DETECTOR 3 SLIDE BG/MG,Dispose,4000.0,Dead Stock,Operational,4000.0
539875010011,PROTO TYPE PANEL WITH ROAD STATION,Dispose,0.0,Dead Stock,Operational,0.0
539875020016,LED BASED MULTI LAMP ROUTE INDICATOR,Dispose,35333.92,Dead Stock,Operational,35333.92
539875160010,Fuse ND 0.6 Amps,Rationalize,0.0,Slow Moving,Operational,0.0
539875210012,Spring for 'E Type Lock,Dispose,0.0,Dead Stock,Operational,0.0
539876690042,CSU-110 V VERTICAL Module Suitable for Amara raja make IPS,Retain,0.0,Active,Operational,0.0
539878150014,RELAY QS3,Dispose,0.0,Dead Stock,Operational,0.0
539878170013,ALMIRAH STEEL PLAIN (200X90X50)CM,Rationalize,0.0,Slow Moving,Operational,0.0
539878180018,BULLION WEIGHT  (SET)/ BRASS IN WOODEN BOX 1 SET OF 16 NOS,Dispose,750.0,Dead Stock,Operational,750.0
539878190012,BOX WOODEN WASTE,Rationalize,0.0,Slow Moving,Operational,0.0
539878200017,BOARD ASBESTOS FOR LIST OF FILES & STAFF MOVEMENT & LIST OF STAFF,Rationalize,0.0,Slow Moving,Operational,0.0
539878210011,COUNTER SCALE NICKLE/BRASS PLATED WITH 7 IRON WEIGHTS AND BRASS WEIGHTS,Rationalize,0.0,Slow Moving,Operational,0.0
539878220016,"CUBBOARD STEEL WITH DOOR 6-0"" X 3""-0"" X 1""-6""",Rationalize,0.0,Slow Moving,Operational,0.0
539878230010,COMPUTER TABLE (WOODEN),Rationalize,0.0,Slow Moving,Operational,0.0
539878240015,"GROUND RACK WOODEN 6-0X3-6""X1-6"" (1No) WITH FIVE/9",Rationalize,0.0,Slow Moving,Operational,0.0
539878250010,HAND CART TWOMEN DRAWN,Rationalize,0.0,Slow Moving,Operational,0.0
539878260014,HACK SAW FRAME METAL CUTTING,Rationalize,0.0,Slow Moving,Operational,0.0
539878270019,DIGITAL MULTIMETER (RISH 15-S)(FOR SRM OFFICE USE ONLY),Rationalize,0.0,Slow Moving,Operational,0.0
539878280013,IRON RACK,Retain,0.0,Active,Operational,0.0
539878300012,FLAG RED,Dispose,600.0,Dead Stock,Operational,600.0
539878430011,LOCK PAD BRASS 1 1/2,Rationalize,0.0,Slow Moving,Operational,0.0
539878450010,LOCK 6/7 LEVER NOVTAL,Rationalize,0.0,Slow Moving,Operational,0.0
539878460015,"MIRROR DRESSING WITH PLYWOOD FRAME SIZE 57 X 21""",Rationalize,0.0,Slow Moving,Operational,0.0
539878470010,"MIRROR FACE WITH PLYWOOD FRAME SIZE 26 X 19""",Rationalize,0.0,Slow Moving,Operational,0.0
539878480014,WOODEN BOX FOR TELEPHONE,Dispose,0.0,Dead Stock,Operational,0.0
539878510018,RACK T.W FOR KEEPING FILES,Dispose,0.0,Dead Stock,Operational,0.0
539878520012,RACK BOILER TUBE 24 PORTIONS,Rationalize,0.0,Slow Moving,Operational,0.0
539878520012,RACK BOILER TUBE 24 PORTIONS,Rationalize,0.0,Slow Moving,Operational,0.0
539878530017,RACK TOWEL WOODEN,Dispose,0.0,Dead Stock,Operational,0.0
539878580010,TAPE MEASURES 30 MTR,Rationalize,0.0,Slow Moving,Operational,0.0
539878590014,T.W BENCH OFFICE 125CM X 47CM X 30CM,Rationalize,0.0,Slow Moving,Operational,0.0
539878600019,"T.W STOOL 1-0X1X1-10""",Rationalize,0.0,Slow Moving,Operational,0.0
539878610013,T.W CUBBOARD WITH TWO SHELVES,Rationalize,0.0,Slow Moving,Operational,0.0
539878620018,"TABLE STEEL WITH 3 DRAWERS TUBLER TYPE 45X24""X291/2""",Retain,0.0,Active,Operational,0.0
539878630012,T.W TABLE & WOODEN W/O DRAWER,Dispose,0.0,Dead Stock,Operational,0.0
539878640017,"TABLE STEEL OFFICE OF SIZE 4 1/2X2 1/2""X WITH TUBULAR ON SQUARE",Rationalize,0.0,Slow Moving,Operational,0.0
539878650011,STEEL TABLE 4X3(FEET) WITH ONE DRAWER AND CUPBOARD TOP WITH 25MM PLY WOOD,Retain,0.0,Active,Operational,0.0
539878660016,WEIGH MACHINE PLATE FORM 300KG CAP WITH 7 IRON WEIGHT,Rationalize,0.0,Slow Moving,Operational,0.0
539878670010,WALL CLOCK  CITIZEN,Dispose,0.0,Dead Stock,Operational,0.0
539878680015,T.W TABEL WITH TWO DROWER & LOCK AND KEY,Dispose,0.0,Dead Stock,Operational,0.0
539879100018,CHAIR HIGH BACK WIHT CUSHION (EXECUTIVE),Dispose,0.0,Dead Stock,Operational,0.0
539879110012,DESKTOP COMPUTER - with accessories,Dispose,0.0,Dead Stock,Operational,0.0
539879120017,"DESKTOP COMPUTER with accessories (DELL monitor, CPU, Speakers, Keyboard, Mouse,  computer....",Dispose,0.0,Dead Stock,Operational,0.0
539880200013,ARROW PLATE FOR SIGNAL,Dispose,0.0,Dead Stock,Operational,0.0
539880270015,CLAMP FOR ARROW PLATE OF SIZE 280 x 3 x 20 MM AND 2 NOS OF MS M5 HEX HEAD BOLT AND NUT,Dispose,4974.88,Dead Stock,Operational,4974.88
539880670017,RELAY QN 1 8F/8B 50 VOLTS DC,Dispose,0.0,Dead Stock,Operational,0.0
539881210014,Foundation bolt of sizes,Dispose,13650.0,Dead Stock,Operational,13650.0
539882210010,CLS 4 ASPECT,Retain,171839.1,Active,Operational,171839.1
539882960072,TIMER MODULE WITH EVENT DATA LOGGER,Rationalize,0.0,Slow Moving,Operational,0.0
539885430010,RKT DRUM,Dispose,690.0,Dead Stock,Operational,690.0
539885480012,CHAIR FOR SSE (REVOLVING CHAIR),Dispose,0.0,Dead Stock,Operational,0.0
539885490017,CHAIR FOR STAFF(REVOLVING CHAIR),Dispose,0.0,Dead Stock,Operational,0.0
539885500011,CHAIR FOR VISITOR,Dispose,0.0,Dead Stock,Operational,0.0
539885510016,RACK (HIGH METAL SHELVING),Rationalize,0.0,Slow Moving,Operational,0.0
539885520010,COMPUTER TABLE,Dispose,0.0,Dead Stock,Operational,0.0
539885530015,TARPAULINE,Dispose,0.0,Dead Stock,Operational,0.0
539885540010,OFFICE TABLE FOR SSE,Dispose,0.0,Dead Stock,Operational,0.0
539885550014,OFFICE TABLE FOR STAFF,Dispose,0.0,Dead Stock,Operational,0.0
539885560019,WATER DISPENSER,Rationalize,0.0,Slow Moving,Operational,0.0
539885980010,ELECTROLYTIC CAPACITOR 1000 MFD 50 V,Dispose,76.7,Dead Stock,Operational,76.7
539886190017,CONTACTER UNIT ASSEMBLY FOR POINT MACHINE,Rationalize,0.0,Slow Moving,Operational,0.0
539886200011,DC MOTOR(POINT),Dispose,0.0,Dead Stock,Operational,0.0
539889060145,DSA/SCU (DISTRIBUTION SUPERVISIORY ALARM MODULE)for  IPS (HBL make ),Rationalize,316240.0,Slow Moving,Operational,316240.0
539890500054,Inverter Module 2 KVA SUITABLE FOR STATCON MAKE IPS,Rationalize,97232.0,Slow Moving,Operational,97232.0
539891650011,BLOWER,Rationalize,0.0,Slow Moving,Operational,0.0
539893240020,DC-DC Converter 12-40V/10A SUITABLE FOR AMARR RAJA MAKE IPS,Dispose,24190.0,Dead Stock,Operational,24190.0
539893740015,UPGRADATION OF HASSDAC SYSTEM VERSION FROM  S002 TO VERSION S003 OF G.G.TRONICS,Dispose,0.0,Dead Stock,Operational,0.0
539895330011,LADDER(ALUMINIUM),Rationalize,0.0,Slow Moving,Operational,0.0
539895740018,UPS,Rationalize,0.0,Slow Moving,Operational,0.0
539895750012,PRINTER FOR PC,Rationalize,0.0,Slow Moving,Operational,0.0
539897740010,TLBI WITH UFSBI,Dispose,0.0,Dead Stock,Operational,0.0
541000020015,Solid Joint 1 1/4,Rationalize,18000.0,Slow Moving,Operational,18000.0
542200770023,Solenoid Switch 110 Volts for Lifting Barrier Gate,Retain,201767.86,Active,Operational,201767.86
542201530019,BOOM ASSEMBLY 9.76 METERS FOR ELECTRICALLY OPERATED LIFITING BARRIER GATE(OCTOGONAL TYPE),Retain,267777.18,Active,Operational,267777.18
542218841740,ELECTRICALLY OPERATED LIFTING BARRIER(EOLB) SET WITH CONTROL PANEL,Retain,0.0,Active,Operational,0.0
542218841751,ELECTRICALLY OPERATED LIFTING BARRIER(EOLB) SET WITH CONTROL PANEL,Retain,1694427.0,Active,Operational,1694427.0
542218841969,ELECTRICALLY OPERATED LIFTING BARRIER(EOLB),Retain,630504.0,Active,Operational,630504.0
542218842500,EOLB WITH BOOM ASSEMBLY( WITH OUT B1 COUNTER WEIGHT),Rationalize,0.0,Slow Moving,Operational,0.0
54252222,E-TYPE LOCK,Monitor,0.0,,Strategic,0.0
54253561,Hand Plungerlock with key,Monitor,41215.32,Slow Moving,Operational,41215.32
543400150015,JOINT EYE 3/4,Rationalize,0.0,Slow Moving,Operational,0.0
543400210012,ROD JOINT INSULATER 1 1/4 DIA,Rationalize,0.0,Slow Moving,Operational,0.0
543500010975,CLS Ladder with platform and shoe,Rationalize,0.0,Slow Moving,Operational,0.0
543600011965,OFFSET BRACKET FOR SHUNT SIGNAL,Retain,20818.0,Active,Operational,20818.0
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,Rationalize,0.0,Slow Moving,Operational,0.0
544100360076,GROUND TYPE SHUNT SIGNAL COMPLETE SET,Retain,11530.4,Active,Operational,11530.4
544100530024,Cable Clamp Assembly for Sleeper to Drg.No.. MAS/SK/12/2022.,Rationalize,0.0,Slow Moving,Operational,0.0
545300020016,DW Pulley WHEEL,Dispose,1100.0,Dead Stock,Operational,1100.0
549008310046,DATA CONCENTRATOR  .,Rationalize,282285.0,Slow Moving,Operational,282285.0
549009720013,Graphite Grease conforming to IS508: 2022- Grease Graphited-Grade III,Rationalize,0.0,Slow Moving,Operational,0.0
549012320014,Galvanised cable clamp assembly for wider prestressed concrete sleeper as per drg no. MAS/....,Rationalize,0.0,Slow Moving,Operational,0.0
551102170026,LIMIT SWITCH,Retain,53843.4,Active,Operational,53843.4
551200010110,Spring for E Type LOCKS.,Dispose,0.0,Dead Stock,Operational,0.0
551200011605,Spring for E Type LOCKS(OPERATING SPRING),Rationalize,45.37,Slow Moving,Operational,45.37
551200140016,Ward Spring for E Type Lock,Rationalize,0.0,Slow Moving,Operational,0.0
551200320353,E TYPE LOCK( WARD NO:24),Rationalize,11575.8,Slow Moving,Operational,11575.8
555300600057,Thumb Switch (THREE POSITION) FOR EOLBG OPERATING PANEL,Retain,134700.0,Active,Operational,134700.0
559004080010,DC-Dc Converter 12-28V/5A (Statcon Make),Retain,40828.0,Active,Operational,40828.0
56010011,BLOCK INSTT DOUBLE LINE (SGE),Dispose,0.0,Dead Stock,Operational,0.0
560100160018,Circular Contact for SGE DLBI,Rationalize,435.0,Slow Moving,Operational,435.0
560101300018,SPRING TENSION ADJUSTER FOR DOUBLE LINE BLOCK INSTRUMENT,Dispose,0.0,Dead Stock,Operational,0.0
560200060046,V Contact  for SGE.,Rationalize,60.0,Slow Moving,Operational,60.0
560200220037,Diado type FM Single Line Tokenless Block Instrument (WITHOUT RELAYS),Rationalize,0.0,Slow Moving,Operational,0.0
560200680012,Block Instruments?Single Line.-UFSBI,Rationalize,1737392.0,Slow Moving,Operational,1737392.0
56020790,"- DYNAMIC HANDSET FOR BLOCK INSTRUMENT AS PER SPECIFICATION No.S&T/S.033 OF S&T WOTKSHOPS,....",Retain,72062.88,Active,Operational,72062.88
560400025390,Signal Conditioner Card No.2 (SCC2) for CEL MAKE HASSDAC,Retain,211416.67,Active,Operational,211416.67
560400131656,SVPD HASSDAC CEL,Retain,26550.0,Active,Operational,26550.0
560400253105,Modem card 710P (CEL make),Rationalize,0.0,Slow Moving,Operational,0.0
560401640029,LCD DISPLAY CARD FOR CEL MAKE HASSDAC,Retain,36108.0,Active,Operational,36108.0
560401720013,DUAL MICRO CONTROLLER CARD (HASSDAC),Retain,382792.0,Active,Operational,382792.0
560403110032,Modem Card for HASSDAC,Retain,618695.46,Active,Operational,618695.46
560404290029,Relay Drive Card for HASSDAC,Retain,76700.0,Active,Operational,76700.0
560404462760,RX/TX COIL FOR MSDAC G.G.TRONICS,Rationalize,0.0,Slow Moving,Operational,0.0
560404541531,DATALOGGER WITH 512 DIGITAL AND 64 ANALOG INPUTS,Retain,1719555.0,Active,Operational,1719555.0
560404541531,DATALOGGER WITH 512 DIGITAL AND 64 ANALOG INPUTS,Rationalize,0.0,Slow Moving,Operational,0.0
560405220084,SCC-1 CARD (710P) CEL MAKE,Rationalize,0.0,Slow Moving,Operational,0.0
560406700053,Auto Reset Card For CEL Make HASSDAC,Rationalize,19470.0,Slow Moving,Operational,19470.0
560407320033,DC-DC Converter Card for HASSDAC,Retain,321088.73,Active,Operational,321088.73
560411270028,HASSDAC (G.G.TRONICS MAKE),Rationalize,0.0,Slow Moving,Operational,0.0
56060002,RAIL JOINT INSULATION 52kg. nylon comp.,Rationalize,0.0,Slow Moving,Operational,0.0
560603820857,D Bracket for ground connection,Dispose,0.0,Dead Stock,Operational,0.0
560603820869,L Bracket for ground connection,Dispose,0.0,Dead Stock,Operational,0.0
560604184353,EMERGENCY SLIDING BOOM COMPLETE SET,Retain,0.0,Active,Operational,0.0
560604184353,EMERGENCY SLIDING BOOM COMPLETE SET,Retain,1013460.0,Active,Operational,1013460.0
560604917885,Signal maintainers tool bag with tools,Retain,71744.0,Active,Operational,71744.0
560605636673,CR Test Panel For Q Relays,Rationalize,0.0,Slow Moving,Operational,0.0
560605896932,Push button with screw type fixing of RDSO Approved make  GREEN SUITABLE FOR EXISTING HEID....,Retain,472.0,Active,Operational,472.0
560607040019,THUMB SWITCH 3 POSITION.,Retain,320451.42,Active,Operational,320451.42
560607106560,Fanless Embedded PC,Rationalize,0.0,Slow Moving,Operational,0.0
560609720010,EMBEDDED PC,Dispose,0.0,Dead Stock,Operational,0.0
560610800042,DC DC Convertor 24-32/5 AMP SUITABLE FOR AMARA RAJA MAKE IPS,Retain,188800.0,Active,Operational,188800.0
560611160012,STATIC SWITCH (AUTO/C/o  INV/CVT) STATCON  MAKE IPS,Retain,106200.0,Active,Operational,106200.0
560612520590,KEY LOCK CHECKING RELAY (KLCR),Retain,0.0,Active,Operational,0.0
560612780034,DIADO BLOCK INSTRUMENT WITHOUT RELAYS (RELEASED),Retain,0.0,Active,Operational,0.0
560613240035,MODULE ISOLATION TXR 230/110/500VA  FOR IPS HBL MAKE,Dispose,70139.2,Dead Stock,Operational,70139.2
560613240047,"TXR -ISOLATION 1000VA,230VAC/110VAC/1 KVA TRANSFORMER  FOR IPS HBL MAKE",Dispose,0.0,Dead Stock,Operational,0.0
560619430028,LED indication light Yellow/Green/Red with operating voltage 110V AC/24V DC/110V DC,Retain,849.6,Active,Operational,849.6
560627710031,1 No or 1NC contact element min. 5 Amps rating with screw type fixing of RDSO approved ma....,Retain,472.0,Active,Operational,472.0
560640850011,"NEW SHAPE POLYMER CAM FOR ACTUATION OF LIMIT SWITCH ON GEAR BOX SHAFT WITH MS INSERT,ALLEN....",Retain,1557.6,Active,Operational,1557.6
560800130394,High availability Single Section Digital Axle counter [HASSDAC].CEL Make,Retain,5494502.06,Active,Operational,5494502.06
560800130734,"Single Section Digital Axle counter (SSDAC) configuration 2DP,1 section (MEDHA)",Dispose,0.0,Dead Stock,Operational,0.0
560801070034,INSULATION FOR POINT MACHINE GROUND CONNECTION ROD (TWS 220MM TYPE),Retain,25200.08,Active,Operational,25200.08
560801100026,Electrical Point Machine IP-65 (143mm),Retain,2094080.0,Active,Operational,2094080.0
561183523240,MULTI CORE WIRE COIL 16/0.2 SQMM PVC INSULATION COPPER ATC CABLE OF 100 METERSLENGTH EACH ....,Retain,40308.8,Active,Operational,40308.8
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,254086.56,Active,Operational,254086.56
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,4552682.7,Active,Operational,4552682.7
56119033,Cable 19 C x 1.5 sq.mm,Procure Immediately,768600.0,Active,Operational,768600.0
56119537,Cable 2 C x 2.5 sq.mm,Procure Immediately,267045.0,Active,Operational,267045.0
561300651446,MDC CARD MSDAC (GG TRONICS),Rationalize,0.0,Slow Moving,Operational,0.0
561301410025,BELL RELAY FOR SGE BLOCK INSTRUMENT,Rationalize,0.0,Slow Moving,Operational,0.0
561500460016,MONOBLOCK 12V 120 AH,Retain,0.0,Active,Operational,0.0
561501060058,Secondary Cells 2V-300AH  Un Charged,Dispose,255144.96,Dead Stock,Operational,255144.96
561501060551,Secondary Cells 2V-300AH,Retain,0.0,Active,Operational,0.0
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,Dispose,0.0,Dead Stock,Operational,0.0
56160100,Battery Charger 230V/24V 40 AMPS,Procure Immediately,50012.84,Slow Moving,Operational,50012.84
56160112,BATTERY CHARGER 230V/24V/50AMPS,Dispose,0.0,Dead Stock,Operational,0.0
56163034,Voltage stabilizer 3 KVA-230V.,Dispose,91599.91,Dead Stock,Operational,91599.91
56220509,ELECTRONIC TIME DELAY DEVICE (120SEC),Retain,267635.82,Active,Operational,267635.82
563000200179,Point machine 143 mm stroke (IP 67 Type 400V AC IMMUNISED),Retain,759481.2,Active,Operational,759481.2
563003080010,Special Tool for Opener with separate Handle,Rationalize,1700.0,Slow Moving,Operational,1700.0
563003090014,Special Tool for Opener with attached Handle,Rationalize,1700.0,Slow Moving,Operational,1700.0
563003580017,PROTECTION COVER FOR SWITCH EXTENSION BRACKET LH AND RH,Rationalize,0.0,Slow Moving,Operational,0.0
56301571,ROTARY TYPE  POINT MACHINE110V,Retain,0.0,Active,Operational,0.0
56301704,Ground Connection for IRS Point Machine,Dispose,0.0,Dead Stock,Operational,0.0
563045831405,Ground connection rod for  point machine  220 mm,Retain,0.0,Active,Operational,0.0
563045832781,Ground connection for Electric point machine TWS 220 mm (1 in 8 1/2 Layout),Retain,284995.5,Active,Operational,284995.5
563046251317,GROUND CONNECTION ROD   220 mm 1 IN 12 (with out galvanised)),Retain,825308.0,Active,Operational,825308.0
563047180150,IRS POINT MACHINE 220MM STROKE WITH ACCESSORIES,Retain,605802.0,Active,Operational,605802.0
564201910021,CLS ALUMINIUM LENSE HOLDER,Rationalize,0.0,Slow Moving,Operational,0.0
56450217,Relay AC Immune Plug in type style-QSPA1,Retain,1315553.02,Active,Operational,1315553.02
56450217,Relay AC Immune Plug in type style-QSPA1,Monitor,10911.6,Slow Moving,Operational,10911.6
56450229,Relay AC Immune Plug in type style-QTA2,Retain,1434066.78,Active,Operational,1434066.78
56450229,Relay AC Immune Plug in type style-QTA2,Monitor,7067.2,Slow Moving,Operational,7067.2
56451027,Relay AC  Immune Plug in  type style-QBCA1,Retain,829103.52,Active,Operational,829103.52
56451027,Relay AC  Immune Plug in  type style-QBCA1,Retain,197064.0,Active,Operational,197064.0
56451027,Relay AC  Immune Plug in  type style-QBCA1,Dispose,0.0,Dead Stock,Operational,0.0
56452032,RELAY QN1 12F/4B PLUG IN TYPE,Dispose,0.0,Dead Stock,Operational,0.0
564600880036,Double Digit Multi Lamp Route Indicator (LED Type).,Dispose,0.0,Dead Stock,Operational,0.0
564601010013,Supply of 64 Digital stack card SUITABLE FOR EFFTRONICS MAKE RTU,Rationalize,188800.0,Slow Moving,Operational,188800.0
564601020020,Mother Board suitable for EFFTRONICS make RTU,Dispose,194700.0,Dead Stock,Operational,194700.0
564601030024,Processor card SUITABLE FOR EFFTRONICS MAKE RTU,Rationalize,236000.0,Slow Moving,Operational,236000.0
564601170016,MOTHER BOARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,Rationalize,194700.0,Slow Moving,Operational,194700.0
564601260017,PROCESSOR CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,Rationalize,472000.0,Slow Moving,Operational,472000.0
564601270011,ANALOG SCANNER CARD WITH CONTROLLER SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,Rationalize,59000.0,Slow Moving,Operational,59000.0
564601590017,DUAL E1 CONVERTER SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,Retain,563125.5,Active,Operational,563125.5
56462050,AC Shunt Signal LED with in built current regulator,Procure Immediately,113877.47,Active,Operational,113877.47
56462050,AC Shunt Signal LED with in built current regulator,Procure Immediately,316410.51,Active,Operational,316410.51
56462050,AC Shunt Signal LED with in built current regulator,Procure Immediately,0.0,Dead Stock,Operational,0.0
56468027,Route LED Signal lightning unit 100 V AC,Procure Immediately,247017.96,Active,Operational,247017.96
56468027,Route LED Signal lightning unit 100 V AC,Procure Immediately,0.0,Dead Stock,Operational,0.0
56468039,LED Red aspect with accessories,Procure Immediately,919419.66,Active,Operational,919419.66
56468039,LED Red aspect with accessories,Procure Immediately,0.0,Dead Stock,Operational,0.0
56468040,LED Green Aspect with accessories,Procure Immediately,703753.99,Active,Operational,703753.99
56468040,LED Green Aspect with accessories,Procure Immediately,0.0,Dead Stock,Operational,0.0
56468052,LED Yellow aspect with accessories,Procure Immediately,431021.93,Active,Operational,431021.93
56468052,LED Yellow aspect with accessories,Procure Immediately,0.0,Dead Stock,Operational,0.0
56468064,Calling on LED Signal lightning unit 100 V AC,Procure Immediately,422082.36,Active,Operational,422082.36
56468064,Calling on LED Signal lightning unit 100 V AC,Procure Immediately,0.0,Dead Stock,Operational,0.0
564800310010,DC DC CONVERTER 12-28 V/1 A ( STATCON IPS),Rationalize,61242.0,Slow Moving,Operational,61242.0
564800570110,INVERTER 1.5 KVA SUITABLE FOR AMARA RAJA MAKE IPS,Rationalize,0.0,Slow Moving,Operational,0.0
56500026,APPARATUS CASE GRS TYPE FULL SIZE,Retain,48676.44,Active,Operational,48676.44
56500026,APPRATUS CASE GRS TYPE FULL SIZE,Dispose,425558.0,Dead Stock,Operational,425558.0
565001130018,CAT6 UTP Cable,Rationalize,0.0,Slow Moving,Operational,0.0
565001310082,SPD Life Tester,Retain,0.0,Active,Operational,0.0
56500142,RELAY QNA1 ACI 8F/8B,Retain,323755.26,Active,Operational,323755.26
56500142,RELAY QNA1 ACI 8F/8B,Retain,987573.6,Active,Operational,987573.6
56500142,RELAY QNA1 ACI 8F/8B,Retain,134970.0,Active,Operational,134970.0
56500350,Battery charger 110V AC 24V DC 30A,Retain,36414.86,Active,Operational,36414.86
56500415,RELAY POLARISED 3 POSITION,Retain,245896.0,Active,Operational,245896.0
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATE....,Retain,60566.05,Active,Operational,60566.05
56500464,APPARATUS CASE HALF GRS TYPE,Retain,1585888.12,Active,Operational,1585888.12
56500464,APPARATUS CASE HALF GRS TYPE,Dispose,0.0,Dead Stock,Operational,0.0
56501006,Cable 24 C x 1.5 Sq.mm,Procure Immediately,2155926.73,Active,Operational,2155926.73
56501006,Cable 24 C x 1.5 Sq.mm,Procure Immediately,0.0,Slow Moving,Operational,0.0
56501018,Cable 30 C x 1.5 Sq.mm,Procure Immediately,825313.14,Active,Operational,825313.14
56501018,Cable 30 C x 1.5 Sq.mm,Procure Immediately,3000611.97,Active,Operational,3000611.97
56502540,Fuse ND type  RDSO spn 78/92 6 Amps,Retain,4213.63,Active,Operational,4213.63
56502576,Fuse ND type RDSO spn 78/92 16 Amps,Retain,11486.16,Active,Operational,11486.16
56502606,Fuse ND type RDSO spn 78/92 10 Amps,Procure Immediately,12254.28,Active,Operational,12254.28
56505959,RKT single various wards,Monitor,0.0,,Strategic,0.0
