PL_Code,Description,Criticality,Inventory_Status,Movement_Status,Inventory_Action,Inventory_Value,Source_Universe
56507641,Channel Bond Pin,S3,Procurement Required,Active,Retain,68364.0,Operational
56508116,RELAY QN1 8F/8B PLUG IN TYPE,,,Active,Retain,3156543.0,Operational
56508116,RELAY QN1 8F/8B PLUG IN TYPE,,,Active,Retain,900329.8,Operational
56509376,A.R.A Terminal Block 25mm PBT small,S2,Sufficient,Active,Retain,387417.25,Operational
56509388,A.R.A Terminal Block 60mm PBT,S2,Sufficient,Active,Retain,392089.59,Operational
565094353426,Spare EOLB for Hiedz make - Plug in Relay 11 Pin,,,Active,Retain,0.0,Operational
565094390277,Track Lead Junction Box FRP Type.,,,Active,Retain,105222.81,Operational
565094801071,RTU (Remote Terminal Unit)  32 DIGITAL AND 8 ANLOG,,,Slow Moving,Rationalize,172500.0,Operational
565094810424,Change Over Switch 63 A,,,Slow Moving,Rationalize,1000.0,Operational
565094831178,Sealing plier,,,Dead Stock,Dispose,3000.0,Operational
56509583,TRACK LEAD JUNCTION BOX - FRP TYPE,,,Dead Stock,Dispose,0.0,Operational
56509686,Transformer 230/110V  -  3 KVA,S4,Procurement Required,,Monitor,0.0,Strategic
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS for Axle counter application TO RDSO SPECN.IRS.S.....,,,Dead Stock,Dispose,153896.84,Operational
56509959,Cable 12 C x 1.5 Sq.mm,S1,Procurement Required,Active,Procure Immediately,0.0,Operational
56509960,Cable 2 C x 25 sq.mm,S1,Procurement Required,Active,Procure Immediately,89226.91,Operational
565099636049,"BATTERY CHARGER 230V AC, 24- V DC 20A",,,Slow Moving,Rationalize,0.0,Operational
565099636670,BATTERY CHARGER 110V/24/20A,,,Slow Moving,Rationalize,0.0,Operational
565099690019,Track feed Resistance 30 ohms,,,Slow Moving,Rationalize,504.08,Operational
565099691772,Track feed Resistance 30 ohms(TFR),,,Active,Retain,0.0,Operational
565099840017,Fuse HRC 10 Amps,,,Slow Moving,Rationalize,0.0,Operational
565099960011,GRS box full size,,,Dead Stock,Dispose,1000.0,Operational
565100010106,Transformer  230v/110 500VA,,,Dead Stock,Dispose,0.0,Operational
565100010106,TRANSFORMER 230v/110 500VA,,,Dead Stock,Dispose,0.0,Operational
565100190054,Electrically Operated Lifting Barrier,,,Active,Retain,0.0,Operational
565110000018,Battery box wooden to hold 3 cells,,,Dead Stock,Dispose,0.0,Operational
565110000018,INSULATION FOR ROD JOINT,,,Slow Moving,Rationalize,300.0,Operational
565110000018,DATALOGGER DUAL E1 CONVERTOR CARD,,,Dead Stock,Dispose,113156.0,Operational
565110000018,FIRE ALARM ADDRESSABLE PANEL WITH TCP IP MODULE,,,Dead Stock,Dispose,0.0,Operational
565110000018,EARTHING GI EARTH PIPE,,,Active,Retain,857908.42,Operational
565110000018,PROCESSER CARD FOR HBL DATALOGGER RELEASED,,,Dead Stock,Dispose,0.0,Operational
56511516,Railjoint Insulation 60Kg.,S2,Procurement Required,,Procure Immediately,0.0,Strategic
565172840016,DATALOGGER Dual Internal Modem Card,,,Slow Moving,Rationalize,0.0,Operational
565172840041,Data Logger With 512 Digital Input,,,Dead Stock,Dispose,0.0,Operational
565172840569,RTU  DUAL CARD LEASED LINE MODEM,,,Dead Stock,Dispose,8000.0,Operational
565172841033,Datalogger 512Digital inputs & 32 Analog Inputs make Efftronics,,,Active,Retain,0.0,Operational
565172841318,Data Logger AC DC CONVERTOR EFFTRONICS,,,Slow Moving,Rationalize,0.0,Operational
565198000017,RETRO REFLECTIVE STICKER  YELOW COLOUR FOR GOODS WARNING BOARD,,,Dead Stock,Dispose,0.0,Operational
565198332830,"INVERTER 24VDC-110VAC, 500VA",,,Active,Retain,458440.54,Operational
565198791367,EKT/RKT,,,Active,Retain,0.0,Operational
565198793078,ELECTRIC KEY TRANSMITTER (EKT),,,Active,Retain,86409.98,Operational
565199452726,.....,,,Dead Stock,Dispose,0.0,Operational
565199840453,Client PC for interfacing to CMU and CRIS server as per the specification: Intel core i7 m....,,,Slow Moving,Rationalize,0.0,Operational
567900050017,Relay QNA1K 6F 6B,,,Active,Retain,14865.0,Operational
567900050017,Relay QNA1K 6F 6B,,,Dead Stock,Dispose,4952.0,Operational
567900100010,Relay QBA1 8F 6B,,,Slow Moving,Rationalize,26000.0,Operational
567900400016,Relay QNNA1 6F/2B,,,Dead Stock,Dispose,0.0,Operational
567900413114,Relay QNN1 6F/2B,,,Dead Stock,Dispose,19000.0,Operational
567900419566,"SSBPAC- Relays  1. QNN1 4F 4B RELAY - 4 nos, 2. QNA1 8F 8B RELAY - 10nos, 3. QL1 11F 4B R....",,,Slow Moving,Rationalize,0.0,Operational
567900419578,"Relay QNN1, 4F/4B (24v DC Twin Neutral Line Relay.)",,,Active,Retain,97491.6,Operational
567900419580,Relay QNN1 6F-2B,,,Slow Moving,Rationalize,110490.4,Operational
567900760010,CLS Unit 3 Aspect FRP (Non metallic),,,Active,Retain,5192952.28,Operational
567900760010,ROAD WARNING  CLS Unit 3 Aspect  (FRP) RELEASED.,,,Dead Stock,Dispose,0.0,Operational
567900770014,Relay QN1 12F 4B,,,Dead Stock,Dispose,0.0,Operational
567900801023,LIGHTNING AND SURGE PROTECTION DEVICE,,,Slow Moving,Rationalize,93810.0,Operational
567900801023,SURGE PROTECTION DEVICE (CLASS B & C),,,Active,Retain,28352.3,Operational
567900805272,SURGE PROTECTION DEVICE 24V,,,Active,Retain,146440.6,Operational
567900808819,SURGE PROTECTION DEVICE CLASS D-110V,,,Active,Retain,159639.28,Operational
567900809319,SURGE PROTECTION DEVICE CLASS C,,,Slow Moving,Rationalize,32558.51,Operational
567900828144,MINI IPS(INTEGRATED POWER SUPPLY) MAKE:-  STATCON,,,Slow Moving,Rationalize,3598959.88,Operational
567901200011,Relay QL1 11F/4B.,,,Active,Retain,116830.89,Operational
567902160150,Spares for Heidz make Electrically Operated Lifting Barriers(EOLB)(With Solenoid locking )....,,,Active,Retain,0.0,Operational
567902160227,Spare (EOLB) of Heidz make- New solenoid lock assembly/ Boom rest complete set.,,,Active,Retain,272580.0,Operational
567902160239,Spare EOLB Heidz make - Gear box assembly complete set. Counter Balance Weight Large 8 N....,,,Active,Retain,244307.2,Operational
567902160240,Spare EOLB Heidz make - Gear box assembly,,,Active,Retain,0.0,Operational
567907020018,Relay QNA1K,,,Dead Stock,Dispose,0.0,Operational
567908386859,FUSE BLOCK PBT TYPE,,,Dead Stock,Dispose,0.0,Operational
567908478663,ELECTROMAGNETIC COUNTER/ VEEDER COUNTER,,,Active,Retain,2107.04,Operational
567908487032,IPS Spare  DC DC CONVERTER ( 24-40V)/ 10Amp ) as per RDSO Spec No. RDSO/SPN/165/2012 AMAR....,,,Slow Moving,Rationalize,0.0,Operational
567909680010,Tumbler Spring For E - Type Lock,,,Dead Stock,Dispose,4950.0,Operational
567910680010,ANNOUNCIATOR   - 6 way,,,Active,Retain,0.0,Operational
567911430037,Self Regulating Battery Charger 230/110/30A,,,Active,Retain,94023.43,Operational
567911540013,CURRENT REGULATOR SPARE,,,Dead Stock,Dispose,0.0,Operational
567911590016,Panel indication LED assembly YELLOW RED,,,Dead Stock,Dispose,1025.0,Operational
567911610015,VOLTAGE STABILISER 1 KVA FOR Electrical Signalling equipment,,,Active,Retain,49500.0,Operational
567911620010,VOLTAGE STABILISER 5KVA FOR Electrical Signalling equipments,,,Slow Moving,Rationalize,0.0,Operational
567911630014,VOLTAGE STABILISER 3KVA FOR Electrical Signalling equipment.,,,Slow Moving,Rationalize,70000.0,Operational
567911730010,TRANSFORMER RECTIFIER  110/24/2A,,,Slow Moving,Rationalize,0.0,Operational
567911870013,UNIVERSAL AXLE COUNTER  EVALUATOR (RELEASED),,,Slow Moving,Rationalize,0.0,Operational
567911890012,RTU POWER SUPPLY SET 24V Electrical Signalling equipments and spares not otherwise classif....,,,Dead Stock,Dispose,0.0,Operational
567911900017,EXTERNAL LEASED LINE MODEM WITH T NETWORKING Electrical Signalling equipments and spares n....,,,Dead Stock,Dispose,15000.0,Operational
567911970019,LENS  FL CLEAR 101 MM,,,Slow Moving,Rationalize,0.0,Operational
567912260012,.....,,,Dead Stock,Dispose,0.0,Operational
567912360043,Resettable 6 digit LCD lighting strock recorder/ transient event counter. (NS-3),,,Active,Retain,504000.0,Operational
567912450019,Fit and forget lead/Bond wire of 1.5mtr length,,,Slow Moving,Rationalize,0.0,Operational
567912550014,Fire Alarm Analogue controller for LHS cable (LHS Panel),,,Dead Stock,Dispose,0.0,Operational
567912680050,EOLB WRONG ITEM(AMOUNT),,,Dead Stock,Dispose,0.0,Operational
567912680062,"Electrical Lifting Barrier  gate 9.76 Mtrs,(Pedestal assly,Meeting post assly,Boom assly)",,,Active,Retain,0.0,Operational
567913750011,Electrical Signalling equipments and spares not otherwise classified.,,,Dead Stock,Dispose,0.0,Operational
567916800025,Mini DCDP Cabinet containing 06 nos of 110V DC input to 24-40VDC output 10 capacity conver....,,,Slow Moving,Rationalize,0.0,Operational
567917740024,LIMIT SWITCH (2NO / 2 NC),,,Active,Retain,344100.0,Operational
567921330040,Vital cut off card (ME1633OC-OVC CARD) With PCB Code M633OVC-01 (MEDHA),,,Dead Stock,Dispose,0.0,Operational
567923430025,GROUND CONNECTION FOR 220 MM STROKE POINT MACHINE 1 IN 12,,,Slow Moving,Rationalize,0.0,Operational
567925340052,Ground connection 220mm 1 in 8.5,,,Slow Moving,Rationalize,0.0,Operational
567925370032,Ground Connection For  Point Machine 220 mm stroke 1 in 8.5,,,Active,Retain,115899.0,Operational
567925630017,Capacity Enhancement of existing HBL make IPS with additional modules to cater additional ....,,,Slow Moving,Rationalize,381867.2,Operational
567927800029,MINI DCDP CABINET (SUITABLE FOR AMARARAJA ),,,Active,Retain,2647346.0,Operational
569001190084,Sealing Wire,,,Active,Retain,435.79,Operational
569002490324,IPS Spare  DC DC CONVERTER 24-32 V /5 A  as per RDSO Spec No. RDSO/SPN/165/2012,,,Dead Stock,Dispose,134250.0,Operational
569002490889,DC DC CONVERTOR 24/40/10A-STATCON,,,Slow Moving,Rationalize,615955.54,Operational
569002491870,DC- DC converter 110V DC 24-32v/5A (HBL Make),,,Active,Retain,123900.0,Operational
569002650017,DATALOGGER GSM/GPRS MODEM &ADAPTOR CARD 4G,,,Dead Stock,Dispose,0.0,Operational
569002660011,DATALOGGER DUAL E1 EXTENDOR CYGNUS,,,Dead Stock,Dispose,35400.0,Operational
569003010012,FIRE ALARM SOUNDER CUM STROBE Miscellaneous.,,,Dead Stock,Dispose,30000.0,Operational
569003010012,FIRE ALARM SOUNDER CUM STROBE 24V,,,Dead Stock,Dispose,40000.0,Operational
569003020017,FIRE ALARM MANUAL CALL POINT Miscellaneous.,,,Slow Moving,Rationalize,3820.0,Operational
569003020017,FIRE ALARM ANALOGUE ADDRESSABLE MANUAL CALL POINT,,,Dead Stock,Dispose,0.0,Operational
569003030011,FIRE ALARM CABLE 2 X 1.5 SQMM UNARMOURED,,,Slow Moving,Rationalize,105952.0,Operational
569003030140,FIRE ALARM CABLE 2 X 1.5 SQMM UNARMOURED cable,,,Slow Moving,Rationalize,0.0,Operational
569003030552,FIRE ALARM CABLE 2 X 1.5 SQMM UNARMOURED Cable,,,Slow Moving,Rationalize,86064.0,Operational
569003040016,GATE BELL HOOD WITH OUT BELL,,,Dead Stock,Dispose,0.0,Operational
569003050010,GATE BELL 'T' CONNECTOR Miscellaneous.,,,Dead Stock,Dispose,350.0,Operational
569003070010,CALLING ON LEGEND BOARD Miscellaneous.,,,Dead Stock,Dispose,0.0,Operational
569003080014,POWER SUPPLY CARD FOR HBL MAKE DATA LOGGER RELEASED Miscellaneous.,,,Dead Stock,Dispose,0.0,Operational
569003160010,ILLUMINATED DAIGRAM BOARD,,,Slow Moving,Rationalize,800.0,Operational
569003170015,UAC DC DC CONVERTOR (RELEASED),,,Slow Moving,Rationalize,0.0,Operational
569003180010,UNIVARSAL AXLE COUNTER EJB  RELEASED,,,Slow Moving,Rationalize,0.0,Operational
569003190014,TERMINAL 50 WAY  RELEASED,,,Dead Stock,Dispose,0.0,Operational
569003190026,TERMINAL 50 WAY  RELEASED,,,Dead Stock,Dispose,0.0,Operational
569003260016,POINT ROD 1 1/4 DIA 18' (FEET LENGTH),,,Dead Stock,Dispose,20000.0,Operational
569003260030,POINT ROD 16 feet,,,Dead Stock,Dispose,0.0,Operational
569003500015,FIRE ALARM ANLOGUE TYPE LHS (LINEAR HEAT SENCING) CABLE Miscellaneous.,,,Dead Stock,Dispose,0.0,Operational
569003510010,FIRE ALARM CONTROL MODULE WITH IN BUILT ISOLATOR,,,Slow Moving,Rationalize,13000.0,Operational
569003520014,FIRE ALARM EOL (END OF LINE) RESISTOR,,,Dead Stock,Dispose,7000.0,Operational
569003530019,FIRE ALARM GSM INTERFACE MODULE FOR INTERFACING CONTROL PANEL,,,Dead Stock,Dispose,0.0,Operational
569003540013,FIRE ALARM HEAT AND SMOKE MULTI SENSOR,,,Slow Moving,Rationalize,46128.45,Operational
569003540037,FIRE ALARM  NS-7 (IBS Work),,,Dead Stock,Dispose,0.0,Operational
569003550018,FIRE ALARM PROBE TYPE BIMETALIC RESETTABLE TYPE HEAT DETECTOR,,,Dead Stock,Dispose,0.0,Operational
569003560012,FIRE ALARM RELAY MODULE WITH BACK BOX AND ACESSORIES,,,Slow Moving,Rationalize,0.0,Operational
569003570017,FIRE ALARM UV/IR FLAME DETECTOR,,,Dead Stock,Dispose,0.0,Operational
569003580011,FIRE ALARM ZONE INTERFACE MODULE WITH IN BUILT ISOLATOR,,,Dead Stock,Dispose,0.0,Operational
569003590016,FIRE ALARM CABLE 2X1.5 SQMM ARMOURED,,,Slow Moving,Rationalize,36630.0,Operational
569003600010,FIRE ALARM 25MM RED COLOURED PVC PIPE,,,Slow Moving,Rationalize,36406.64,Operational
569003720015,DATALOGGER PRINTER,,,Dead Stock,Dispose,0.0,Operational
569003920041,Sealing lead Tablets,,,Active,Retain,10243.86,Operational
569004270017,"DATA LOGGER FAULT ANALYSIS TERMINAL (ASUS Vivo,21.5 FHD, All-in-One Desktop)",,,Dead Stock,Dispose,0.0,Operational
569004580018,EARTHING COPPER BUS BAR 150 X 25 X6MM-1NO,,,Slow Moving,Rationalize,12750.0,Operational
569004590012,"EARTHINGCOPPER BUS BAR 200 X 25 X6MM-1NO,",,,Slow Moving,Rationalize,3927.28,Operational
569004600017,Earthing Salt,,,Dead Stock,Dispose,9786.0,Operational
569004610011,Earthing Charcoal,,,Dead Stock,Dispose,55274.0,Operational
569004620016,"Earth enhancing compound (JAM PLUS bag) 10Kg,",,,Dead Stock,Dispose,0.0,Operational
569004630010,Earthing MS flat 35mm x 6mm,,,Dead Stock,Dispose,454080.0,Operational
569005060018,Fire alarm TCP/IP Module,,,Dead Stock,Dispose,0.0,Operational
569005070012,Fire alarm Monitor Module,,,Dead Stock,Dispose,12400.0,Operational
569005080017,Fire alarm power supply battery 12v 7AH,,,Dead Stock,Dispose,0.0,Operational
569005090011,Fire Alarm Linear Heat Interface Module,,,Dead Stock,Dispose,0.0,Operational
569005100016,Fire Alarm Panel with Loop,,,Dead Stock,Dispose,0.0,Operational
569005110010,Fire alarm GSM Control Panel,,,Dead Stock,Dispose,0.0,Operational
569005120015,Fire Alarm Fault Isolator Base Detector,,,Slow Moving,Rationalize,11000.0,Operational
569005430016,Fit and forget lead wire 3mtr length,,,Active,Retain,4561.6,Operational
569005440010,Aluminium boom 9.76 Mtr for Electric lifting barrier,,,Slow Moving,Rationalize,0.0,Operational
569005440125,Spare  EOLB for Heidz make- Friction clutch sub assembly,,,Active,Retain,0.0,Operational
569005440137,Spare EOLB for Heidz Make - Crank handle,,,Active,Retain,0.0,Operational
569006770017,Fuse PPTC 6 Amps,,,Dead Stock,Dispose,0.0,Operational
569013140044,FIT AND FORGET BOND WIRE 2 METER,,,Slow Moving,Rationalize,0.0,Operational
569015320025,FIT AND FORGET LEAD/BOND WIRE 4 MTRS.,,,Active,Retain,6499.4,Operational
569018870048,VITAL Relay OUTPUT MODULE 50V of Westrace Mark I (VROM 50V) EI System,,,Active,Retain,638000.0,Operational
569018890035,VPIM  Vital Protection Filter Module (VPIM PFM) of Westrace mark-1 EI system,,,Active,Retain,109120.72,Operational
569018900041,VROM PROTECTION FILTER MODULE (VROM PFM) of Westrace Mark-I EI System,,,Active,Retain,86000.0,Operational
569019600016,Wired DCDP panel suitable for M/s Amaraja make IPS system confirming to RDSO spec no: RDSO....,,,Dead Stock,Dispose,0.0,Operational
569019735451,DWC PIPE 103.5mm inner dia & 120 mm outer dia 6 MTRS Long,,,Active,Retain,140929.06,Operational
569019736893,DWC Pipe 103.5mm inner dia & 120 mm outer dia.,,,Active,Retain,14607.6,Operational
569019736900,DWC Pipe (103.5mm Inner Dia/120mm Outer Dia.),,,Active,Retain,6573.42,Operational
569019737502,DWC Pipe (103.5mm Inner Dia/120mm Outer Dia.),,,Active,Retain,6573.42,Operational
569022980023,LC GATE PANEL,,,Slow Moving,Rationalize,0.0,Operational
569037670033,SEM Appendix-I & Appendix II,,,Dead Stock,Dispose,1063.0,Operational
569042850078,Fit and forget  lead wire 3 Mtr,,,Slow Moving,Rationalize,0.0,Operational
569800010032,DC-DC CONVERTER 24-40V/ 10A As per specification RDSO/SPN/165/2012(VER3.0)-AMARARAJA,,,Slow Moving,Rationalize,542354.58,Operational
56985526,Fuse ND Type RDSO Spn 78/92 4A Maps,S4,Procurement Required,,Monitor,0.0,Strategic
56985721,RELAY QB3 (PLUG TYPE RELAY 12 VOLTS DC4F),,,Dead Stock,Dispose,211120.0,Operational
56985800,RELAY ELECTRONIC TIMER 60 SEC,,,Active,Retain,169192.8,Operational
56986130,RELAY STYLE QBAT AC TRACK,,,Active,Retain,434826.24,Operational
56986210,FS CABLE,S4,Procurement Required,,Monitor,0.0,Strategic
56987122/56110029,Cable 3 C x 10 sq.mm,S1,Procurement Required,,Procure Immediately,496466.12,Strategic
569894220106,EOLB Spare Octagonal Boom/ GI Octagonal Boom 9.76 mtr.,,,Active,Retain,713680.0,Operational
569894580172,PVC WIRE COIL 7/1.40 Sqmm (100Mtr coil),,,Active,Retain,546165.36,Operational
569895020150,Point insulation ( Nylon -66) Complete set with RDSO spec IRS-S-40/84 or latest consist o....,,,Slow Moving,Rationalize,0.0,Operational
569901870774,Track Feed Battery Charger,,,Active,Retain,70004.0,Operational
570100230173,PRINTER INK BOTTLE FOR PRINTER EPSON L 380,,,Dead Stock,Dispose,0.0,Operational
570100421574,SSBPAC-Station mastersblock panel for Single line-SSBPAC(D)as per RDSO/SPN/175/2005 or l....,,,Slow Moving,Rationalize,0.0,Operational
570100421586,SSBPAC- lightening and surge protection devices Class C for Power Lines to block instrume....,,,Slow Moving,Rationalize,0.0,Operational
570100421598,SSBPAC -Auto-change over card which includes one voice modem circuit & one E1 converter c....,,,Slow Moving,Rationalize,0.0,Operational
570100421628,SSBPAC(D) for single line along with station master block panel,,,Slow Moving,Rationalize,0.0,Operational
570101041396,UPS - 600 VA,,,Dead Stock,Dispose,0.0,Operational
570102270010,Printer Deskjet/Inkjet(Epson),,,Dead Stock,Dispose,23630.0,Operational
570104850078,Portable Data Analyser for RTU/Datalogger,,,Dead Stock,Dispose,0.0,Operational
570106430019,Desk Top Computer with preloaded operating system,,,Dead Stock,Dispose,64445.0,Operational
570109490659,Embedded PC (KYOSAN ),,,Slow Moving,Rationalize,0.0,Operational
570109490830,Embedded PC (Kyosam Make),,,Active,Retain,4620000.0,Operational
570111780074,32-inch full HD resolution Monitor capable of 24x7 mode of operation to use as Video Displ....,,,Slow Moving,Rationalize,0.0,Operational
570132251479,All in One PC,,,Slow Moving,Rationalize,0.0,Operational
570132251492,All in One PC,,,Slow Moving,Rationalize,202025.0,Operational
570186760029,UPS I KVA,,,Slow Moving,Rationalize,9000.0,Operational
589800030020,SPECIAL SPANNER FOR MAINTANENCE OF ELECTRICAL POINT MACHINE GROUND CONNECTION,,,Slow Moving,Rationalize,0.0,Operational
600400101630,Steel Sleeper Flat,,,Dead Stock,Dispose,3250.0,Operational
602590680503,BAR CROW,,,Dead Stock,Dispose,300.0,Operational
602590760602,Spare EOLB for Hiedz make - Boom Lock Hook with out Magnet.,,,Active,Retain,0.0,Operational
602699740014,BATTERY CHARGER 110v/12v/10amps,,,Dead Stock,Dispose,0.0,Operational
603203920287,ROLLER SEGMENT,,,Slow Moving,Rationalize,0.0,Operational
603208471008,"Change over switch, 32amp.",,,Dead Stock,Dispose,6050.0,Operational
603224571002,CRANK HANDLE GUIDE PLATE,,,Dead Stock,Dispose,0.0,Operational
620702277053,EARTH PIPE GI,,,Slow Moving,Rationalize,859.15,Operational
620706500058,Lock Pad Godrej 40mm,,,Dead Stock,Dispose,100.0,Operational
620706770074,GI pipe 50mm,,,Active,Retain,68682.0,Operational
620732760088,GI pipe 50mm dia,,,Active,Retain,0.0,Operational
655900010011,LORRY  KL-9B 681,,,Dead Stock,Dispose,0.0,Operational
657900290819,TOOL GRINDER BENCH TYPE WITH 8 INCH STONE,,,Dead Stock,Dispose,2500.0,Operational
657901291431,Weighing Machine 30 Kg,,,Dead Stock,Dispose,2299.0,Operational
657901302854,IRON scrap released items,,,Slow Moving,Rationalize,0.0,Operational
657901430017,IRON RACK 3TIER 6' X 6',,,Dead Stock,Dispose,20000.0,Operational
660400010015,BY CYCLE-22',,,Dead Stock,Dispose,600.0,Operational
669020170011,Bench Vise 4,,,Dead Stock,Dispose,3000.0,Operational
669045460069,"PCB Assembly For Panel Indicator (Yellow-Red, Red-Yellow)",,,Active,Retain,16410.0,Operational
669080620082,Ferrule Printer (Canon MK -3000 cable ID Printer along with standard accessories ),,,Slow Moving,Rationalize,0.0,Operational
669800470159,Steel wire rope,,,Slow Moving,Rationalize,0.0,Operational
672202850527,TYRE FOR LORRY RELEASED,,,Dead Stock,Dispose,1500.0,Operational
673500020118,Hand Cart with tyre and wheels,,,Dead Stock,Dispose,5500.0,Operational
675903650011,Invertor 110 Volt(1.5 KVA),,,Slow Moving,Rationalize,0.0,Operational
679001590014,Tarpauline for Lorry,,,Dead Stock,Dispose,1000.0,Operational
67900185,Auto Battery 12V/75AH,S4,Procurement Required,,Monitor,0.0,Strategic
67900203,Auto Battery  12V X130 AH 19 plate,S3,Procurement Required,,Monitor,0.0,Strategic
71010336,"BRUSHES, PAINTS & VARNISHES, FLAT, SIZE 25mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS....",,,Slow Moving,Rationalize,815.04,Operational
71010348,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 38mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",,,Active,Retain,1634.3,Operational
71010350,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 50mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",,,Active,Retain,3220.16,Operational
71010373,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 75mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS:....",,,Slow Moving,Rationalize,0.0,Operational
71010397,"BRUSHES, PAINTS & VARNISHES, FLAT SIZE 100mm OF VULCANIZED RUBBER SETTING TYPE TO SPECN.IS....",,,Slow Moving,Rationalize,957.37,Operational
71050802,"Brushes wire (steel), foundry, flat with wooden handle stamped IR on the handle to IS:4301....",,,Dead Stock,Dispose,0.0,Operational
71080326,BROOMS COCOA WELL CLEANED & DRIED FROM THE STEMS OF COCONUT LEAVES 20cms CIRCUMFERENCE AT ....,,,Active,Retain,1137.6,Operational
720597144353,RING SPANNER 6-32 MM,,,Dead Stock,Dispose,400.0,Operational
720616502547,Sealing Plier,,,Dead Stock,Dispose,3000.0,Operational
72081181/72207413,Drill Twist 7.2 mm,S3,Procurement Required,,Monitor,178097.6,Strategic
721800040199,NOSE PLIER  8/6,,,Dead Stock,Dispose,80.0,Operational
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",,,Slow Moving,Rationalize,9058.5,Operational
723870600763,Spade (Mammatty) with handle,,,Dead Stock,Dispose,50.0,Operational
723870940021,mamatty,,,Dead Stock,Dispose,150.0,Operational
724800160141,Train Shunt Meter,,,Active,Retain,0.0,Operational
725073550518,Spring balance,,,Dead Stock,Dispose,0.0,Operational
725073720011,WEIGHING MACHINE(300kg),,,Dead Stock,Dispose,5500.0,Operational
725800037706,DIAL TENSION GAUGE (50-500Gram),,,Slow Moving,Rationalize,0.0,Operational
725800107319,Measuring tape 50 Mtr Fiber glass,,,Dead Stock,Dispose,800.0,Operational
725800137490,DIGITAL MULTIMETER (Fluke 117/EM ESP),,,Dead Stock,Dispose,0.0,Operational
725800138845,DIGITAL MULTIMETER (Hand Held)Make: RISHABH,,,Dead Stock,Dispose,0.0,Operational
725803820084,Data Analyser( Lap top),,,Slow Moving,Rationalize,0.0,Operational
725807470018,0028-MEASURING TAPE 5MTS LONG,,,Dead Stock,Dispose,190.0,Operational
727900920063,Fire Extinguisher (CO2 type),,,Active,Retain,0.0,Operational
727901305650,2V/200AH VRLA battery (60 CELL=01 SET),,,Active,Retain,1342368.0,Operational
727901710015,Drilling Machine 31MM(230v) with stand,,,Dead Stock,Dispose,5000.0,Operational
727902129820,SPANNER ADJUSTABLE 10,,,Dead Stock,Dispose,600.0,Operational
727903281648,TOOL KIT FOR POINT MACHINE (Wrong Ledger),,,Slow Moving,Rationalize,0.0,Operational
729079690012,CALCULATOR,,,Dead Stock,Dispose,600.0,Operational
729081591716,LOCK PAD IRON 50 mm,,,Dead Stock,Dispose,450.0,Operational
729081591716,LOCK PAD IRON 50 mm,,,Slow Moving,Rationalize,450.0,Operational
729099540056,"Toolkit for( HASSDAC, MDSAC)",,,Slow Moving,Rationalize,0.0,Operational
733000200042,Sealing wire,,,Active,Retain,11690.33,Operational
733239370010,Split PIN,,,Slow Moving,Rationalize,0.0,Operational
739900010019,Drill chuck with socket,,,Dead Stock,Dispose,900.0,Operational
741400050013,Measuring vessel 2L,,,Dead Stock,Dispose,50.0,Operational
749000120118,LOCK PAD IRON -35 mm,,,Dead Stock,Dispose,11858.0,Operational
749000120222,LOCK PAD 40 MM (GODREJ - NAVATHAL),,,Dead Stock,Dispose,300.0,Operational
75544453,TWINE COUNTRY JUTE 3PLY TO IS.SPECN.NO.1912/84 VARIETY NO.6.,,,Active,Retain,1397.97,Operational
759099220013,Acetal Bushes for D BRACKET & CRANKS,,,Dead Stock,Dispose,1900.0,Operational
762197820237,ANGLE GRINDER 100mm,,,Dead Stock,Dispose,2000.0,Operational
77032007,"ENAMEL, SYNTHETIC, EXTERIOR, FINISHING, 'BLACK'.  SPECIFICATION:  IS:8662\04 & ICF\MD\SPEC....",,,Dead Stock,Dispose,0.0,Operational
77032500,"ENAMEL, SYNTHETIC, EXTERIOR, FINISHING 'GOLDEN YELLOW' TO ISC-356 OF IS:5/2007.  SPECIFICA....",,,Active,Retain,2472.4,Operational
77033000,"PAINT ENAMEL, SYNTHETIC, EXTERIOR, FINISHING 'SIGNAL RED' TO ISC-537 OF IS.5\2007'.  SPECI....",,,Dead Stock,Dispose,0.0,Operational
77033255,"ENAMEL, SYNTHETIC,  EXTERIOR, FINISHING 'WHITE' .  SPECIFICATION: - IS.8662/04 & ICF/MD/SP....",,,Dead Stock,Dispose,0.0,Operational
77091310,"PAINT READY MIXED RED OXIDE (ISC 446) BRUSHING, FINISHING, GLOSSY FOR GENERAL PURPOSES TO ....",,,Dead Stock,Dispose,0.0,Operational
77091607,PAINT READY MIXED BRUSHING FINISHING EXTERIOR SEMI GLOSS FOR GENERAL PURPOSE BLACK TO IS. ....,,,Slow Moving,Rationalize,0.0,Operational
