PL_Code,Description,Criticality,Inventory_Status,Movement_Status,Inventory_Action,Inventory_Value,Source_Universe
521700270156,SCH B-24 Core Switch(MROTEK LAVENDER-MRO-LS-3600-24XF2X-40GC) (20x10GSFP+ ports and additi....,,,Active,Retain,728096.15,Operational
521700350127,SCH B-23 Aggregate Switch(MROTEK LAVENDER-24F4X) (24xGESFP ports and 4x10GE SFP+ ports) fo....,,,Active,Retain,922181.0,Operational
522005910022,HAND HELD RECHARGEABLE LED TORCH,,,Slow Moving,Rationalize,24000.0,Operational
522500060207,TV DISPLAY UNIT 32 INCH,,,Dead Stock,Dispose,0.0,Operational
522500060268,TV LED 43 inch LG,,,Dead Stock,Dispose,0.0,Operational
523000460025,NVR 64 CHANNEL FOR CCTV,,,Dead Stock,Dispose,0.0,Operational
523000470511,SCH B-37 Full HD P/T/Z/ (Pan/Tilt/Zoom) (CP-PLUS CP-UNP-F4521L30-DPQ) IP Colour Camera for....,,,Active,Retain,383200.0,Operational
523000590061,NVR 32 CHANNEL FOR CCTV,,,Slow Moving,Rationalize,0.0,Operational
523000600066,"Digital Voice Recorder Model ICD-UX570F, Make - SONY",,,Dead Stock,Dispose,0.0,Operational
523000710121,SCH B-34 Full HD Resolution Fixed Dome (CP-PLUS CP-UNC-VE21ZL4C-VMDS-Q) type IP Colour Cam....,,,Active,Retain,197000.0,Operational
523000830047,12x8 Signal Processor with BLU link (EU) BSS Model #BLU100,,,Active,Retain,400000.0,Operational
523000830059,Digital Signal Processor - I/O Expander BSS#BSSBLU-BIB-EU,,,Active,Retain,90000.0,Operational
523000830060,12x8 Signal Processor with BLU link (EU) BSS Model #BLU100,,,Slow Moving,Rationalize,680000.0,Operational
523000830072,Digital Signal Processor - I/O Expander BSS#BSSBLU-BIB-EU,,,Dead Stock,Dispose,90000.0,Operational
523000830084,12x8 Signal Processor with BLU link (EU) BSS BLU100 FOR SURYA ELECTRONICS IPIS WORK AT GI ....,,,Slow Moving,Rationalize,159698.12,Operational
523000830096,Digital Signal Processor - I/O Expander Should be supplied with DSP  BSS#BSSBLU-BIB-EU FOR....,,,Slow Moving,Rationalize,80876.61,Operational
523000830102,12x8 Signal Processor with BLU link (EU) BSS Model #BLU100 for  R RAMA CHANDRA REDDY-KADAP....,,,Slow Moving,Rationalize,159698.12,Operational
523000830126,"12x8 Signal Processor with BLU link (EU) BSS Model #BLU100 FOR SS RAIL WORK AT PER,ABU,TRL....",,,Slow Moving,Rationalize,479094.36,Operational
523000830138,"Digital Signal Processor - I/O Expander BSS#BSSBLU-BIB-EU FOR SS RAIL WORK AT PER,ABU,TRL ....",,,Slow Moving,Rationalize,161754.0,Operational
523000830140,12x8 Signal Processor with BLU link (EU) BSS Model #BLU100 FOR SS RAIL WORK AT JTJ STN,,,Slow Moving,Rationalize,319396.24,Operational
523000830151,Digital Signal Processor - I/O Expander BSS#BSSBLU-BIB-EU FOR SS RAIL WORK AT JTJ STN,,,Unknown,Monitor,0.0,Operational
527900042963,AMPLIFIER 500W AHUJA SSA 5000 EM,,,Dead Stock,Dispose,0.0,Operational
527900045101,High public address amplifier Ahuja APA 240,,,Active,Retain,0.0,Operational
527900045113,Mixer Ahuja RMX 1700,,,Active,Retain,0.0,Operational
