PL_Code,Description,Inventory_Domain,Business_Unit,Division,Equipment_Family,Source_Universe,ABC_Class,Criticality,Current_Stock,Unit_Cost,Inventory_Value,Depot,Snapshot_Date,Pipeline_Version
563045831119,IRS Point machine 220 mm,Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,B,,2.0,100967.0,201934.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56060026,Choke B Type,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,1734.6,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560604290013,Earth leakage detector,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,97940.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560607020010,SPD D TYPE 110V AC/DC,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,1725.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560610760019,ELECTROLYTIC CONDENSER 5000 MFD 50 V DC,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,B,,2379.0,138.93,330514.47,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560611570019,SPD D TYPE 24 V AC/DC,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,3.0,2006.0,6018.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560614190015,SPD CLASS C TYPE 110V,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,2589.97,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560614200010,SPD CLASS C TYPE 24V,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,2366.63,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560621570016,ELECTROLYTIC CONDENSER 1000 MFD 50 V DC,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,2110.0,14.38,30350.24,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
559001380018,EARTH SENSORING UNIT,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,14900.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56010011,BLOCK INSTT DOUBLE LINE (SGE).,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,A,,5.0,150658.7,753293.52,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
469030130949,LED BASED TRI COLOUR TORCH,Railway_Operations,TVC,Thiruvananthapuram,LED Signal,Operational,C,,10.0,600.0,6000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
502323190434,Signal post Telephone,Railway_Operations,TVC,Thiruvananthapuram,Telephone,Operational,B,,37.0,5518.95,204201.19,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539803844586,BLOCK BELL EQUIPMENT 24V,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,24.0,2596.4,62313.7,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539812641007,ANNOUNCIATOR various type.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,4.0,4636.67,18546.67,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539812641093,ANNOUNCIATOR 10 way,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,3.0,10293.0,30879.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539812641100,ANNOUNCIATOR 8 way,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,2.0,9350.0,18700.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539814510019,SM'S CONTROL CONTACT(BUTTERFLY CONTACT),Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,3.0,19.0,57.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539814520013,SMS ALERT SYSTEM (CHARGER MONITORING),Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Operational,C,,5.0,14143.0,70715.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539860970019,Maintainers Head Lamp,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,33.0,2270.0,74910.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS .,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Operational,B,,7.0,60190.04,421330.31,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS .,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Operational,C,,0.0,31850.93,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567900990014,BATTERY CHARGER 230 V/110 V/40 A,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Operational,C,,0.0,74045.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56160010,Battery Charger 230V/24V 30 amps.,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Operational,C,,0.0,42330.37,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560607190017,TJ  230/24/2A,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,2.0,10800.0,21600.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560608680016,TRACK TJ WITH POTENTIAL FREE,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,11.0,11168.83,122857.16,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
549008690013,TJ 110/24/2A,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,1.0,10600.0,10600.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
522000650514,BATTERY CHARGER 110/24V/15A.,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Operational,C,,0.0,26500.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539862920019,Battery Charger 110/24V/20 Amps,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Operational,C,,0.0,36417.95,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
569007580017,CABLE UNDER GROUND JELLY FILLED 20 PAIR OF 0.5 MM,Railway_Operations,TVC,Thiruvananthapuram,LED Signal,Operational,C,,0.0,138.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56110029,CABLE PVC 3 CX 10 SQMM,Railway_Operations,TVC,Thiruvananthapuram,Signal Cable,Operational,B,,1996.0,103.3,206190.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
561195890016,CABLE 10 PAIR TRIBUTARY,Railway_Operations,TVC,Thiruvananthapuram,Signal Cable,Operational,C,,350.0,74.0,25900.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
561195900010,CABLE 6 QUAD JELLY FILLED.,Railway_Operations,TVC,Thiruvananthapuram,LED Signal,Operational,C,,0.0,233.74,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
559001390012,CABLE COPPER 35  SQMM,Railway_Operations,TVC,Thiruvananthapuram,Signal Cable,Operational,C,,28.0,210.0,5880.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
559001400017,CABLE COPPER 10 SQMM,Railway_Operations,TVC,Thiruvananthapuram,Signal Cable,Operational,C,,0.0,134.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
561500180019,VRLA BATTERY 2V/200AH (60 NOS AS A SET ),Railway_Operations,TVC,Thiruvananthapuram,Battery / Cell,Operational,C,,0.0,259200.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
561500220017,12V/42 AH VRLA batteries,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,4281.71,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
561548620019,CELL 12 V/42 AH MFB,Railway_Operations,TVC,Thiruvananthapuram,Battery / Cell,Operational,C,,6.0,3252.45,19514.7,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565199970014,CANCELLATION COUNTER FOR PANEL (ELECTROMAGNETIC).,Railway_Operations,TVC,Thiruvananthapuram,Battery / Cell,Operational,C,,8.0,460.0,3680.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567911480016,COLLARS FOR PANEL MAGNETIC TYPE.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,5.0,50.0,250.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
564682040011,LED STRIP FOR PANEL INDICATION,Railway_Operations,TVC,Thiruvananthapuram,LED Signal,Operational,C,,65.0,41.0,2665.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560600520012,PANEL PUSH SWITCH WHITE/RED (WITH CONTACT),Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,B,,252.0,2465.0,621180.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560606960010,Panel Knob black.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,159.0,177.45,28213.91,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560606970015,Panel Knob Green.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,26.0,16.0,416.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560606980010,Panel Knob Red,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,59.0,261.12,15406.2,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560606990014,Panel Knob Yellow,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,209.0,165.44,34577.38,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560607040019,THUMB SWITCH 3 POSITION.,Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,A,,286.0,3520.0,1006720.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560607060018,THUMB SWITCH 3 POSITION WITH BLACK KNOB.,Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,C,,7.0,3520.0,24640.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560610870019,PANEL KNOB RED WITH YELLOW,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,56.0,16.0,896.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560613950014,THUMB SWITCH 2 POSITION,Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,B,,166.0,3866.0,641756.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539812930017,Panel push switch White /Red( WITHOUT CONTACT),Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,C,,0.0,24.27,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
620707820012,PIPE GI 50 MM DIA,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,162.0,343.2,55598.4,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
620707830017,PIPE GI 100 MM DIA,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,10.0,838.8,8388.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
620400040019,PIPE DWC 103.5 MM INNER DIA & 120 MM OUTER DIA,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,6.0,263.2,1579.2,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
620703180016,Pipe G.I 15 mm.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,24.0,160.5,3852.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56500142,RELAY QNA1  8F/8B,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,17.0,10255.84,174349.35,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
473300850014,RELAY QTA2  2F/1 B ( NS),Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,0.0,3891.64,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56508116,RELAY QN1 8F/8B WITH ACCESSORIES.,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,A,,290.0,7420.28,2151882.07,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567900074514,Relay QN1K with Acc,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,11.0,3800.0,41800.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567900419256,Relay QNN1 6F/2B,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,36.0,3669.36,132096.89,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567900440014,Relay QBA1,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,16.0,9284.8,148556.8,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567901204399,Relay QL1  11F/4B.,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,7.0,3538.05,24766.36,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567907020018,Relay QNA1K,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,A,,182.0,11511.07,2095014.38,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567922320017,RELAY QNNA1 6F /2B,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,37.0,4041.05,149518.98,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56985800,RELAY ELECTRONIC TIMER 60 SECOND,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,B,,109.0,3395.82,370144.49,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56986130,RELAY  QBAT,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,7.0,9653.86,67577.04,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
569895280019,RELAY QBAT 2F/2B ( NS),Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,23.0,7670.0,176410.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56220509,RELAY ELECTRONIC TIMER 120 SECOND,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,60.0,2862.12,171727.2,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56452032,RELAY QN1 12F/4B PLUG IN TYPE,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,14.0,8405.28,117673.96,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560602542667,Relay QBCA1,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,0.0,6000.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560602860010,RELAY QN1 12F/4B.,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,4.0,3225.0,12900.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560606760010,Relay QNA1 12F/4B,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,10.0,4000.0,40000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
473300820010,RELAY LED ECR ( QECX-61),Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,1.0,9790.59,9790.59,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56500415,RELAY POLARISED 3 POSITION,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,A,,30.0,50456.97,1513709.1,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
47200250,TRANSFORMERS 230/110V 1 KVA,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,3.0,7866.56,23599.68,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560603310016,TRANSFORMER ISOLATION 110/110 /50 VA,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,5.0,2016.0,10080.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
564800100014,VOLTAGE STABILIZER 1 KVA,Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Operational,C,,0.0,19000.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
409002560015,WIRE COIL  3/20 (3 /0.75 mm)(PVC),Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,70.0,1990.39,139327.09,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
409002550010,WIRE  COIL  16/0.2 MM.(PVC),Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,405.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
400785680012,PVC COPPER CABLE SINGLE CORE UNSHEATHED CABLE ( ONE COIL 100 MTRS),Railway_Operations,TVC,Thiruvananthapuram,Signal Cable,Operational,C,,600.0,15.34,9204.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565001440019,Remote Terminal Unit Efftronics,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,B,,3.0,180000.0,540000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565001450013,Battery charger 230V AC/24V DC/ 10A for datalogger/RTU (Efftronics),Railway_Operations,TVC,Thiruvananthapuram,Power Supply,Operational,C,,3.0,8428.33,25285.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
529001320010,RTU T NETWORKING MODEM,Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,C,,1.0,28000.0,28000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
564601260017,PROCESSOR CARD SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,B,,5.0,47082.0,235410.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567921850011,DISPLAY CARD SUITABLE  FOR EFFTRONICS MAKE DATALOGGERS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,5.0,28910.0,144550.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567913130010,STATION IPS  SIX ROAD WITH ALL ACCESSARIES.,Railway_Operations,TVC,Thiruvananthapuram,IPS,Operational,C,,0.0,1070044.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
555500140017,FUSE PPTC 24 V 2 A.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,11.79,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565010000010,FUSE 20 Amps (ND Type),Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,200.0,48.88,9776.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565099841733,Fuse 4 Amps (ND TYPE ).,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,410.0,76.17,31230.11,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560603560010,FUSE P.P.T.C 3 AMPS,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,10.28,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565099760800,Fuse 2 AMPS (ND TYPE).,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,255.0,77.12,19665.6,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560628780016,Point Insulation Complete Set,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,800.0,208.0,166400.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560633810015,INSULATION COMPLETE SET FOR IRS POINT MACHINE 220 MM,Railway_Operations,TVC,Thiruvananthapuram,Point Machine,Operational,C,,8.0,1168.0,9344.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560608620019,INSULATION FOR ROD JOINT (T JOINT).,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,110.0,20.0,2200.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560608610014,INSULATION END POST FOR  52 KG.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,115.0,26.0,2990.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560608600010,INSULATION END POST FOR 90R.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,57.0,25.0,1425.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560608590015,INSULATION BACKING PLATE NYLON 90R.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,2630.0,70.0,184100.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560608580010,INSULATION BACKING PLATE NYLON -52 KG.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,1415.0,50.0,70750.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560607010015,INSULATION D BRACKET.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,705.0,126.17,88949.85,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560602380011,INSULATION FOR  L BRACKET.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,542.0,120.64,65386.34,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560601740019,INSULATION FOR STRETCHER SET,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,90.0,126.49,11384.28,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539809991003,Rail joint insulation 60Kg,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,95.0,828.36,78694.2,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
563045840911,INSULATION FOR GAUGE TIE PLATE  .,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,266.0,123.79,32928.94,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539814440017,INSUATION  CHANNEL PLATE 90 R.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,28.0,340.0,9520.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
569004640015,INSULATION JOINT 52 KG SET,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,4.0,389.75,1559.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
56507069,LAMPS 110 V/25W/2 PIN.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,10.14,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
54360031,LAMP 110V/75W/2 PIN,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,97.0,11.98,1162.35,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
50231881,ELECTRONIC PUSH BUTTON TELEPHONE (EPBT) (AUTO TYPE),Railway_Operations,TVC,Thiruvananthapuram,Telephone,Operational,C,,121.0,443.88,53709.84,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
500500850014,TELEPHONE PUSH BUTTON TYPE( AUTO),Railway_Operations,TVC,Thiruvananthapuram,Telephone,Operational,C,,0.0,600.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
50370110,4 WIRE WAY STATION CONTROL TELEPHONE SPECN.NO.IRS:TC-38/97.(Amendment No.1),Railway_Operations,TVC,Thiruvananthapuram,Telephone,Operational,C,,20.0,1794.41,35888.22,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
502355640019,TRANSMITTER/RECEIVER INSET,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,16.0,25.0,400.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
50232319,TELEPHONE MAGNETIC,Railway_Operations,TVC,Thiruvananthapuram,Telephone,Operational,B,,76.0,5098.28,387469.05,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
782500110201,WATER PURIFIER,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,800.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
565094341898,MS Box for LC Gate Switch,Railway_Operations,TVC,Thiruvananthapuram,Network Equipment,Operational,C,,0.0,293.0,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
539814560011,TERMINAL BOARD 72 WAY.,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,20.0,2796.0,55920.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
549008680019,TERMINAL BOARD 50 WAY,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,B,,109.0,2380.0,259420.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
469030127719,PORTABLE EMERGENCY LIGHTING SYSTEM WITH  INFLATABLE BALLON AND ACCESSORIES,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,140421.18,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
727900929637,Fire Extinguisher CO2 type,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,4.0,3600.0,14400.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
560610450018,RELAY REMOVEABLE CONNECTING CLIP,Railway_Operations,TVC,Thiruvananthapuram,Relay,Operational,C,,500.0,1.39,695.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
77091310,PAINT REDOXIDE,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,114.94,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
77034454,PAINT ENAMEL BLACK,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,0.0,109.92,0.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
771904040040,Paint Epoxy,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,60.0,155.76,9345.6,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
569008210015,"DC DC  CONVERTER   INPUT  24 V DC  OUTPUT  75-150 V , 12-24 V, 4-6 V",Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,5.0,17107.64,85538.2,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
569002490014,DC DC CONVERTER 24 V / 24-32 V /5 A,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,B,,24.0,10500.0,252000.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
567913580014,ARA PBT FUSE BLOCK,Railway_Operations,TVC,Thiruvananthapuram,Other / Unclassified,Operational,C,,390.0,85.0,33150.0,SSE/SRM/TVC057253-S AND T-SR,2026-03-31,12.5.0
