PL_Code,Description,Inventory_Domain,Business_Unit,Division,Equipment_Family,Source_Universe,ABC_Class,Criticality,Current_Stock,Unit_Cost,Inventory_Value,Depot,Snapshot_Date,Pipeline_Version
560605636673,CR Test Panel For Q Relays,Railway_Operations,MDU,Madurai,Relay,Operational,C,,0.0,36752.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
560607040019,THUMB SWITCH 3 POSITION.,Railway_Operations,MDU,Madurai,Network Equipment,Operational,B,,60.0,5340.86,320451.42,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
560607106560,Fanless Embedded PC,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,233640.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
560800130394,High availability Single Section Digital Axle counter [HASSDAC].CEL Make,Railway_Operations,MDU,Madurai,Axle Counter,Operational,A,,5.5,999000.38,5494502.06,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
560800130734,"Single Section Digital Axle counter (SSDAC) configuration 2DP,1 section (MEDHA)",Railway_Operations,MDU,Madurai,Axle Counter,Operational,C,,0.0,515901.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
560801070034,INSULATION FOR POINT MACHINE GROUND CONNECTION ROD (TWS 220MM TYPE),Railway_Operations,MDU,Madurai,Point Machine,Operational,C,,19.0,1326.32,25200.08,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
560801100026,Electrical Point Machine IP-65 (143mm),Railway_Operations,MDU,Madurai,Point Machine,Operational,A,,20.0,104704.0,2094080.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
561183523240,MULTI CORE WIRE COIL 16/0.2 SQMM PVC INSULATION COPPER ATC CABLE OF 100 METERSLENGTH EACH ....,Railway_Operations,MDU,Madurai,Signal Cable,Operational,C,,56.0,719.8,40308.8,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
561301410025,BELL RELAY FOR SGE BLOCK INSTRUMENT,Railway_Operations,MDU,Madurai,Relay,Operational,C,,0.0,141.88,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
561500460016,MONOBLOCK 12V 120 AH,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,8499.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
561501060058,Secondary Cells 2V-300AH  Un Charged,Railway_Operations,MDU,Madurai,Battery / Cell,Operational,B,,28.0,9112.32,255144.96,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56160010,Battery Charger 230V/24V 30 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,Railway_Operations,MDU,Madurai,Power Supply,Operational,C,,0.0,10000.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56220509,ELECTRONIC TIME DELAY DEVICE (120SEC),Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,B,,89.0,3007.14,267635.82,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
563000200179,Point machine 143 mm stroke (IP 67 Type 400V AC IMMUNISED),Railway_Operations,MDU,Madurai,Point Machine,Operational,A,,8.0,94935.15,759481.2,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56301571,ROTARY TYPE  POINT MACHINE110V,Railway_Operations,MDU,Madurai,Point Machine,Operational,C,,0.0,80682.2,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
563045832781,Ground connection for Electric point machine TWS 220 mm (1 in 8 1/2 Layout),Railway_Operations,MDU,Madurai,Point Machine,Operational,B,,7.0,40713.64,284995.5,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
563047180150,IRS POINT MACHINE 220MM STROKE WITH ACCESSORIES,Railway_Operations,MDU,Madurai,Point Machine,Operational,B,,6.0,100967.0,605802.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
564201910021,CLS ALUMINIUM LENSE HOLDER,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,72.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56452032,RELAY QN1 12F/4B PLUG IN TYPE,Railway_Operations,MDU,Madurai,Relay,Operational,C,,0.0,6310.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
564600880036,Double Digit Multi Lamp Route Indicator (LED Type).,Railway_Operations,MDU,Madurai,LED Signal,Operational,C,,0.0,48113.32,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
564601010013,Supply of 64 Digital stack card SUITABLE FOR EFFTRONICS MAKE RTU,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,B,,8.0,23600.0,188800.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
564601020020,Mother Board suitable for EFFTRONICS make RTU,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,B,,3.0,64900.0,194700.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
564601030024,Processor card SUITABLE FOR EFFTRONICS MAKE RTU,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,B,,5.0,47200.0,236000.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56500026,APPARATUS CASE GRS TYPE FULL SIZE,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,1.0,48676.44,48676.44,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
565001130018,CAT6 UTP Cable,Railway_Operations,MDU,Madurai,Signal Cable,Operational,C,,0.0,37.04,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56500142,RELAY QNA1 ACI 8F/8B,Railway_Operations,MDU,Madurai,Relay,Operational,B,,39.0,8301.42,323755.26,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56500415,RELAY POLARISED 3 POSITION,Railway_Operations,MDU,Madurai,Relay,Operational,B,,8.0,30737.0,245896.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATE....,Railway_Operations,MDU,Madurai,Power Supply,Operational,C,,1.0,60566.05,60566.05,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56500464,APPARATUS CASE HALF GRS TYPE,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,A,,42.0,37759.24,1585888.12,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of....,Railway_Operations,MDU,Madurai,Signal Equipment,Operational,C,,0.0,10.15,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56508116,RELAY QN1 8F/8B PLUG IN TYPE,Railway_Operations,MDU,Madurai,Relay,Operational,A,,171.0,7644.08,1307138.18,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539825320016,LED YELLOW WITH CURRENT REGULATOR,Railway_Operations,MDU,Madurai,LED Signal,Operational,C,,0.0,7700.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539825330010,LED GREEN WITH CURRENT REGULATOR,Railway_Operations,MDU,Madurai,LED Signal,Operational,C,,0.0,8700.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539832390016,"DC DC converter 24-32V , 5A",Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,17661.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539837660010,TRANSFORMER 230/110/500VA,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,3.0,4720.0,14160.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539849070012,COLLAR LINE BLOCK,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,25.0,40.59,1014.63,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539849140014,RAIL JOINT INSULATION 60 KG COMPLETE SET,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,13.0,627.05,8151.65,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539856860010,BELL CONTACT ASSEMBLY FOR SGE BLOCK INSTRUMENT,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,4.0,6955.67,27822.67,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539863160010,ANNOUNCIATOR 6 WAY,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,2.0,8545.0,17090.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539863170014,ANNOUNCIATOR 10 WAY,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,4.0,10293.0,41172.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539863180019,ANNOUNCIATOR 12 WAY,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,3.0,11328.0,33984.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539863190013,FRP TYPE ROAD WARNING SIGNAL DIGITAL VOICE ANNOUNCIATOR SYSTEM,Railway_Operations,MDU,Madurai,Signal Equipment,Operational,C,,0.0,90000.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539863860018,ROD JOINT INSULATION,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,20.0,133.73,2674.66,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539863930010,MONO BLOCK BATTERY 12V/130AH,Railway_Operations,MDU,Madurai,Battery / Cell,Operational,C,,0.0,8750.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539868290125,UFSBI BLOCK INSRTUMENT WITH OUT QN1 RELAYS,Railway_Operations,MDU,Madurai,Relay,Operational,A,,3.0,868696.0,2606088.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539868320014,CIRCUIT CONTROLLER 4WAY/8WAY,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,1300.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539869590116,1 KVA on line UPS FOR E-TSR,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,42024.52,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539870270018,INSULATION FOR ROD JOINT,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,107.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539871230016,BLOCK INSTRUMENT SGE (OVER HAULED),Railway_Operations,MDU,Madurai,LED Signal,Operational,C,,0.0,56125.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539871240010,TRANSFORMER 230/110/2KVA,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,10384.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539871530012,DC-DC CONVERTER WITH CABINET,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,137047.56,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539872270010,LED LAMP FOR LOCATION,Railway_Operations,MDU,Madurai,LED Signal,Operational,C,,66.0,1100.0,72600.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539873260012,COVER ASSEMBLY KEY BOX ASSEMBLY AND OIL FILTER FOR IRS POINT MACHINE,Railway_Operations,MDU,Madurai,Point Machine,Operational,C,,0.0,4108.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874770010,CABLE 60 CORE X 1SQ.MM COPPER,Railway_Operations,MDU,Madurai,Signal Cable,Operational,C,,0.0,120.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874780015,DEFLECTOR PLATE,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,300.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874800014,INSULATION BUSHES FOR D BRACKET,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,5.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874810019,RELAY QNNA1(6F/2B),Railway_Operations,MDU,Madurai,Relay,Operational,C,,7.0,5900.0,41300.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874820013,VOLTAGE STABILIZER .5KVA,Railway_Operations,MDU,Madurai,Power Supply,Operational,C,,2.0,2000.0,4000.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874830018,TRANSFORMER RECTIFIER 230/24/1AMP,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,1.0,10000.0,10000.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874840012,TX/RX COIL,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,10325.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874970011,SHUNT SIGNAL FOR CLS (MS FABRICATED),Railway_Operations,MDU,Madurai,Signal Equipment,Operational,C,,0.0,2000.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874980016,TERMINAL BOARD 50 WAY,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,500.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539874990010,TERMINAL BOARD 12 WAY,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,300.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539875000017,ELECTRICAL DETECTOR 3 SLIDE BG/MG,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,2.0,2000.0,4000.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539875010011,PROTO TYPE PANEL WITH ROAD STATION,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,500.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539875020016,LED BASED MULTI LAMP ROUTE INDICATOR,Railway_Operations,MDU,Madurai,LED Signal,Operational,C,,1.0,35333.92,35333.92,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539875160010,Fuse ND 0.6 Amps,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,10.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539878150014,RELAY QS3,Railway_Operations,MDU,Madurai,Relay,Operational,C,,0.0,5544.82,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539880270015,CLAMP FOR ARROW PLATE OF SIZE 280 x 3 x 20 MM AND 2 NOS OF MS M5 HEX HEAD BOLT AND NUT,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,62.0,80.24,4974.88,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539880670017,RELAY QN 1 8F/8B 50 VOLTS DC,Railway_Operations,MDU,Madurai,Relay,Operational,C,,0.0,4484.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539882210010,CLS 4 ASPECT,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,9.0,19093.23,171839.1,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539882960072,TIMER MODULE WITH EVENT DATA LOGGER,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,60.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539885430010,RKT DRUM,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,2.0,345.0,690.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539885980010,ELECTROLYTIC CAPACITOR 1000 MFD 50 V,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,5.0,15.34,76.7,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539886190017,CONTACTER UNIT ASSEMBLY FOR POINT MACHINE,Railway_Operations,MDU,Madurai,Point Machine,Operational,C,,0.0,6048.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539886200011,DC MOTOR(POINT),Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,11152.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539893740015,UPGRADATION OF HASSDAC SYSTEM VERSION FROM  S002 TO VERSION S003 OF G.G.TRONICS,Railway_Operations,MDU,Madurai,Axle Counter,Operational,C,,0.0,10620.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539897740010,TLBI WITH UFSBI,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,1618052.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
542200770023,Solenoid Switch 110 Volts for Lifting Barrier Gate,Railway_Operations,MDU,Madurai,Network Equipment,Operational,B,,48.0,4203.5,201767.86,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
542218841740,ELECTRICALLY OPERATED LIFTING BARRIER(EOLB) SET WITH CONTROL PANEL,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,484122.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
542218841751,ELECTRICALLY OPERATED LIFTING BARRIER(EOLB) SET WITH CONTROL PANEL,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,A,,3.5,484122.0,1694427.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
542218841969,ELECTRICALLY OPERATED LIFTING BARRIER(EOLB),Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,A,,3.0,210168.0,630504.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
542218842500,EOLB WITH BOOM ASSEMBLY( WITH OUT B1 COUNTER WEIGHT),Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,213076.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,11.98,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
549008310046,DATA CONCENTRATOR  .,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,B,,3.0,94095.0,282285.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
551102170026,LIMIT SWITCH,Railway_Operations,MDU,Madurai,Network Equipment,Operational,C,,130.0,414.18,53843.4,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
555300600057,Thumb Switch (THREE POSITION) FOR EOLBG OPERATING PANEL,Railway_Operations,MDU,Madurai,Network Equipment,Operational,C,,25.0,5388.0,134700.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56010011,BLOCK INSTT DOUBLE LINE (SGE),Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,128458.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
560100160018,Circular Contact for SGE DLBI,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,3.0,145.0,435.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
560200220037,Diado type FM Single Line Tokenless Block Instrument (WITHOUT RELAYS),Railway_Operations,MDU,Madurai,Relay,Operational,C,,0.0,242300.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
560200680012,Block Instruments?Single Line.-UFSBI,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,A,,2.0,868696.0,1737392.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
56020790,"- DYNAMIC HANDSET FOR BLOCK INSTRUMENT AS PER SPECIFICATION No.S&T/S.033 OF S&T WOTKSHOPS,....",Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,24.0,3002.62,72062.88,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539816680019,RECEIVER 2700 HZ (DIODO INSTRUMENT),Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,20359.51,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539816690013,TRANSMITTER 2700 HZ (DIODO INSTRUMENT),Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,5.0,19255.1,96275.51,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539816700018,TRANSFORMER RECTIFIER 110V/24/2A,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,11151.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539816710012,TRANSFORMER 110/110/1 KVA,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,2.0,7080.0,14160.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539816720017,CLS 3 ASPECT,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,38514.8,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539816730011,GROUND CONNECTION ROD FOR IRS POINT MACHINE,Railway_Operations,MDU,Madurai,Point Machine,Operational,C,,0.0,13670.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539816740016,INVERTER 24DC/110VA/500VA,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,2.0,34189.32,68378.64,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539816750010,TRACK LEAD JUNCTION BOX WITH ANGLE,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,15.0,1569.0,23535.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539816760015,WIRE PVC 7/1.4MM DIA 100 METRE LENGTH,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,9644.4,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539817400018,PPTC FUSE 2 Amps,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,8900.0,4.01,35706.8,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539818310013,DYNAMIC HANDSET,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,2.0,2968.39,5936.77,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539818320018,RUBBER BEADING,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,1011.0,53.04,53624.45,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539818390010,DIGITAL VOICE ANNOUNCIATOR AMPLIFIER,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,1500.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539818400014,DIGITAL VOICE ANNOUNCIATOR DRIVER UNIT,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,1500.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539818410019,DIGITAL VOICE ANNOUNCIATOR HORN,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,1000.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539818770012,RKT,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,A,,139.0,11327.4,1574507.91,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539819560013,SPD CLASS 'C' 110V AC,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,3233.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539819570018,SPD CLASS 'C' 110V DC,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,1.0,2754.28,2754.28,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539819580012,SPD CLASS 'C' 24V DC,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,19.0,2348.2,44615.8,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539819590017,RESISTANCE 100 OHM 10 WATTS,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,40.0,10.03,401.2,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539819600011,WIRE COIL 3/0.75 (3/20),Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,98.0,1836.33,179960.05,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539819620010,TRACK FEED RESISTANCE 0-15 OHMS,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,322.46,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539819630015,SPD CLASS 'B&C' 230V AC,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,5.0,6608.0,33040.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539820810017,CABLE PVC 3C X 10 SQMM ALUMINIUM,Railway_Operations,MDU,Madurai,Signal Cable,Operational,C,,0.0,141.6,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539820820011,CABLE 30C X 1.5 SQMM COPPER,Railway_Operations,MDU,Madurai,Signal Cable,Operational,C,,0.0,619.49,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539820830016,HEATING ELEMENT,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,0.0,238.0,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539820840010,CABLE PVC 6 QUAD,Railway_Operations,MDU,Madurai,Signal Cable,Operational,C,,0.0,258.42,0.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539821890010,CRANK HANDLE FOR IRS POINT MACHINE,Railway_Operations,MDU,Madurai,Point Machine,Operational,C,,6.0,329.15,1974.9,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539821900014,PANEL KNOBS,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,57.0,418.0,23826.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
539821910019,L BRACKET INSULATION,Railway_Operations,MDU,Madurai,Other / Unclassified,Operational,C,,500.0,115.9,57948.0,SSE/SRM/SIG/MDU087221-S AND T-SR,2026-03-31,12.5.0
