PL_Code,Description,Inventory_Domain,Business_Unit,Division,Equipment_Family,Source_Universe,ABC_Class,Criticality,Current_Stock,Unit_Cost,Inventory_Value,Depot,Snapshot_Date,Pipeline_Version
540100050018,Block Bell equipment,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,2520.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
541002290010,Bond wire clip,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,14.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
420433530046,STYORAGE BATTERY 12V 65 AH EXIDE,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,0.0,6318.08,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
469000017328,VRLA Battery  2v  200 AH,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,0.0,5318.27,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
469056800016,BLOCK INSTRUMENT FM TYPE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,115000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
52156618,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LAT....,Railway_Operations,PGT,Palakkad,Power Supply,Operational,C,,3.0,25000.0,75000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539800219048,Storage Battery  12V 80AH,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,0.0,6608.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
603224571002,CRANK HANDLE GUIDE PLATE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,20.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
909001280016,COLLER FOR PANNEL WITH LINE BLOCK STICKER,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,4.0,200.0,800.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
564680690014,CLS unit 4 Aspect,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,12000.0,12000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567911540013,CURRENT REGULATOR SPARE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,600.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
56110029,PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3 C X 10 SQ.MM,Railway_Operations,PGT,Palakkad,Signal Cable,Operational,B,,2021.0,118.14,238760.94,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
561548470010,CELL SECONDARY 4V/12AH,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,0.0,1000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
561800330011,CHANGE OVER SWITCH 1 WAY,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,2.0,2000.0,4000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539818910375,2V/300AH SECONDARY CELLS,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,0.0,8115.8,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539820850015,CRANK ADJUSTABLE 12 X 18,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,4.0,2025.45,8101.8,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539826141002,CT Box  CAST IRON,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,4.0,600.0,2400.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539896950811,CLS Unit 3 Aspect Main signal unit (FRP),Railway_Operations,PGT,Palakkad,Signal Equipment,Operational,A,,36.0,20985.0,755460.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542100010067,Vertical Crank 300x300mm,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,4200.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542100010079,Ordinary Crank 12 X 12,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,1736.45,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542218842640,Control Panel for EOLB,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,139792.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
555400140081,CLS POST 3.6 M,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,2974.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
559000680018,CONTACT MAKER FOR BLOCK INSTRUMENT,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,10.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
401107470011,INDOOR CABLE 60 Core,Railway_Operations,PGT,Palakkad,Signal Cable,Operational,C,,55.0,200.0,11000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
420294190010,CHANGE OVER SWITCH ROTARY TYPE 60A,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,2.0,2500.0,5000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
420427940015,Contact Maker 4 Way,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,500.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
460501250650,CONTACT RESISTANCE TEST PANEL FOR RELAYS (RELAY TEST KIT),Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,27182.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
501000400948,CT BOX MS SHEET IRON,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,500.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539805041006,Crank Handle FOR POINT MACHINE,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,5.0,1500.0,7500.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539812820017,CLS 2 ASPECT,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,3.0,2000.0,6000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569019735451,DWC PIPE 103.5mm inner dia & 120 mm outer dia 6 MTRS Long,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,86.0,1638.71,140929.06,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,150.0,60.39,9058.5,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
725800037706,DIAL TENSION GAUGE (50-500Gram),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,17068.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
725800137490,DIGITAL MULTIMETER (Fluke 117/EM ESP),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,16096.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565172840016,DATALOGGER Dual Internal Modem Card,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,0.0,900.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565172841318,Data Logger AC DC CONVERTOR EFFTRONICS,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,3200.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560100140019,DYNAMIC HAND SET UNI PCB For Block Instruments?Double Line.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,250.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560608800010,Data logger EFFTRONICS GDT CARD,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,1000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539830780010,DC-DC converterIP24VOP24-30/1AMP,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,B,,16.0,12000.0,192000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
541500150015,Detection Roller for IRS Point Machine,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,63.0,250.0,15750.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
549006090018,Deflector Plate,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,12.0,300.0,3600.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
462100772318,D Bracket Cover (Protection cover for switch extension bracket LH and RH with safety faste....,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,6.0,4239.35,25436.1,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
500500680420,Split DWC pipe of 120/103 mm each having 2 meter length,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,700.0,235.0,164500.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
503523410921,DIGITAL VOICE ANNOUNCIATION UNIT,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,8917.0,8917.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539802223183,Dynamic Hand Set For Double line Block instrument,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,2785.46,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539806735760,Drill bits 7.2 mm,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,130.0,44.75,5817.5,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539818390010,DIGITAL VOICE ANNOUNCIATOR SYSTEM AMPLIFIER,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,11445.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539818400014,DIGITAL VOICE ANNOUNCIATOR SYSTEM DRIVER UNIT,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,1000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539818410019,DIGITAL VOICE ANNOUNCIATOR SYSTEM  HORN,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,250.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567912680050,EOLB WRONG ITEM(AMOUNT),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,184923.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567912680062,"Electrical Lifting Barrier  gate 9.76 Mtrs,(Pedestal assly,Meeting post assly,Boom assly)",Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,213076.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569005440125,Spare  EOLB for Heidz make- Friction clutch sub assembly,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,4130.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569005440137,Spare EOLB for Heidz Make - Crank handle,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,944.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
570109490659,Embedded PC (KYOSAN ),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,420000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
602590760602,Spare EOLB for Hiedz make - Boom Lock Hook with out Magnet.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,1268.5,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
620702277053,EARTH PIPE GI,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,859.15,859.15,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
772800030181,Epoxy Paint Glossy,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,359.9,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
839096165867,Spare EOLB for Heidz make- Cam for Limit switch  on  BOOM shaft,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,30.0,1109.2,33276.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565000043096,Spare EOLB for Hiedz Make - New Magnet Switch set for Boom Lock,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,0.0,1416.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565094353426,Spare EOLB for Hiedz make - Plug in Relay 11 Pin,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,590.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565198791367,EKT/RKT,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,11346.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567902160227,Spare (EOLB) of Heidz make- New solenoid lock assembly/ Boom rest complete set.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,B,,7.0,38940.0,272580.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567902160239,Spare EOLB Heidz make - Gear box assembly complete set. Counter Balance Weight Large 8 N....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,B,,3.0,81435.73,244307.2,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567902160240,Spare EOLB Heidz make - Gear box assembly,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,531.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567908478663,ELECTROMAGNETIC COUNTER/ VEEDER COUNTER,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,4.0,526.76,2107.04,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560609140133,Spare EOLB Heidz make - Boom light Box 24V DC,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,1475.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539851050057,Boom for EOLB GATE(Octagonal),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,10.0,9394.21,93942.1,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539853730163,EI  Spare cards (KYOSON),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,3000000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542218843012,Spare EOLB of Heidz make - Stop board 600mm Dia,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,15.0,2301.0,34515.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542218843024,Spare EOLB for Heidz make- Limit switch Lever type,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,0.0,2832.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542218843036,Spare EOLB For Hiedz make - Timing Belt L 300,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,649.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542218843048,"Spare EOLB for hiedz make - Panel LED Indication (Yellow, Green).",Railway_Operations,PGT,Palakkad,LED Signal,Operational,C,,0.0,236.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542218843050,Spare EOLB for Hiedz make - Push button element  01 NC,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,106.2,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542218843061,Spare EOLB for Hiedz make - Spare magnet for magnet switch set,Railway_Operations,PGT,Palakkad,Network Equipment,Operational,C,,0.0,283.2,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542218843073,Spare EOLB for Hiedz make - MSR Relay 24 VDC,Railway_Operations,PGT,Palakkad,Relay,Operational,C,,0.0,944.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
542223490079,Spare EOLB for Hiedz - Motor Contractor 9A 24V DC,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,3009.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
551200010066,E TYPE LOCKS OF VARIOUS WARDS,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,3680.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
553000290016,ED  ELECTRICAL POINT AND LOCK DETECTOR,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,8000.0,8000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
421900280624,Spare EOLB For Hiedz make - Push button Actuator,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,30.0,289.1,8673.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
421900280636,Spare EOLB for Hiedz make - Boom lock SLD (Solenoid) Coil 24 VDC,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,2832.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
508200010447,MAINTENANCE FREE special Earthing arrangement ( Earthing arrangements(Copper bonded stee....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,9286.32,18572.64,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
508503570810,ELD (Earth Leakage Detector)-8 Channel,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,70000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
508503570822,ELD (Earth Leakage Detector)-12 Channel,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,99710.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539816660010,ELETROLYTIC CAPACITOR 5000 MFD,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,63.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539817610025,EWS LOCK,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,108.21,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567912450019,Fit and forget lead/Bond wire of 1.5mtr length,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,50.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569003010012,FIRE ALARM SOUNDER CUM STROBE Miscellaneous.,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,4.0,7500.0,30000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569003020017,FIRE ALARM MANUAL CALL POINT Miscellaneous.,Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,1.0,3820.0,3820.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569003030552,FIRE ALARM CABLE 2 X 1.5 SQMM UNARMOURED Cable,Railway_Operations,PGT,Palakkad,Signal Cable,Operational,C,,489.0,176.0,86064.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
569005430016,Fit and forget lead wire 3mtr length,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,10.0,456.16,4561.6,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
901100170817,FENCING FOR LOCATION BOX,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,24067.36,24067.36,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
565099840017,Fuse HRC 10 Amps,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,47.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
567908386859,FUSE BLOCK PBT TYPE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,145.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
559000710096,Transmitter (TX) and Receiver (RX) sets of token less single line FM Block instrument of C....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,59000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560408770060,FRMC MODULE FOR EI ( KYOSAN),Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,A,,2.0,400000.0,800000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560610230020,Fit and forget 4mm dia Lead wire- 2 metres long,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,25.0,424.25,10606.25,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
561301001009,Filter Unit for Block Instrument,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,2.0,15340.0,30680.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
564100260010,Fuse ND 100 M amps,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,25.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539841501095,Fuse PPTC 4 Amps,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,159.0,11.02,1752.5,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539850510012,Fuse HRC 63Amps,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,500.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
540100090016,FM Transmitter 1800Hz,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,18511.25,18511.25,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
540100100010,FM Receiver 1800Hz,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,14250.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
540100110015,FM Receiver 2700Hz,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,14750.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
543100040010,Foundation A type,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,3.0,4344.0,13032.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
545100180073,Fit and forget bond  wire 2 Mtr length,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,401.19,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
549008250013,MISCELLANEOUS. (FOOT REST PLANK FOR LEVER FRAME),Railway_Operations,PGT,Palakkad,Battery / Cell,Operational,C,,1.0,1000.0,1000.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
559000700017,FM Transmitter and receiver 1800 HZ,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,13000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
559000710011,FM transmitter and receiver coil 2700 HZ.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,13000.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
559000710035,FM transmitter 2700 HZ.,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,17615.71,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
400580173311,FIRE ALARM 25MM RED COLOURED PVC PIPE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,545.0,32.52,17723.44,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
420802310027,FUSE ND 4 AMPS CAPACITY,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,B,,2617.0,80.06,209514.4,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
420893040014,Fuse ND 1 amps,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,45.44,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539817380019,ND FUSE 2 AMPS,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,B,,3240.0,78.88,255580.92,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539817400018,FUSE PPTC 2 Amps,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,11.21,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
539817560010,FUSE PPTC 6 Amps,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,70.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
549007470017,Goods Warning Board,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,10.0,10090.0,100900.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
560603820869,L Bracket for GROUND CONNECTION,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,200.0,200.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
563000013100,Galvanised ground connection for 143 MM point machine,Railway_Operations,PGT,Palakkad,Point Machine,Operational,C,,8.0,19851.6,158812.82,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
549008200010,GRS BOX RTU TYPE,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,74975.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
501000262618,GI pipe 75 MM RLD,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,0.0,300.0,0.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
81032213,GRAPHITE POWDER GRADE-II 20% ASH CONTENT FOR USE AS FOUNDRY FACING MATERIAL TO SPECN. NO.I....,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,30.0,61.43,1842.9,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
839049414573,GRS Book,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1.0,2428.0,2428.0,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
929000640037,GRAPHITED GREASE GRADE-III,Railway_Operations,PGT,Palakkad,Other / Unclassified,Operational,C,,1025.0,95.22,97596.4,JE/SIG/SRM/PGT037254-S AND T-SR,2026-03-31,12.5.0
