PL_Code,Description,Current_Stock,Unit,Unit_Cost,Inventory_Value,Last_Receipt_Date,Last_Issue_Date,Days_Since_Movement,Inventory_Aging_Class,Movement_Status,Inventory_Value_Band,Depot,Operational_ABC,Inventory_Domain,Business_Unit,Division,Snapshot_Date,Pipeline_Version
539807530010,Infrared Handheld Thermo Meter ( FLUKE ),0.0,Nos.,3450.0,0.0,15-01-2021,26-09-2025,254,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539807540014,Megger MC 941 ( analog Insulation Tester ),0.0,Nos.,1625.0,0.0,15-01-2021,05-08-2024,671,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539807550019,Digital Multi Meter Rish-15S,0.0,Nos.,4800.0,0.0,15-01-2021,06-06-2022,1462,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539807560013,SPT ( Signal Post Telephone 24VDC ),0.0,Nos.,5300.56,0.0,09-09-2024,04-07-2025,338,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539807570018,Insulation test Megger (Yokins) Handle Type,0.0,Nos.,4948.0,0.0,15-01-2021,06-04-2026,62,Active,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567910050014,ANNOUNCIATOR 10 WAY,0.0,Nos.,10293.0,0.0,29-08-2025,30-10-2025,220,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567910060019,Electrical Signalling equipments  ANNOUNCIATOR 6 WAY,0.0,Nos.,8545.0,0.0,30-08-2025,30-10-2025,220,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
549007500010,Fit & Forget Bond Wire 1.5 Mts Long Continuity bond wire.,0.0,Nos.,400.0,0.0,19-12-2022,30-01-2023,1224,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
549007510015,Fit & Forget Lead Wire 2 Mts Long.,0.0,Nos.,424.25,0.0,24-01-2026,28-01-2026,130,Monitor,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
553000160017,L Bracket Insulation Set,90.0,Set,76.59,6892.83,18-07-2024,13-09-2025,267,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
563045820018,"D Bracket Insulation Set for IRS Point machine ( 1 RH Plate, 1 LH Plate, Bush-S-23199-04 n....",1259.0,Set,132.97,167413.01,24-07-2024,07-10-2025,243,Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
563045830012,"Stretcher Bar Insulation Set for IRS Point machine ( Plate-T 10367, 01 no, Bush-T-10368-02....",10.0,Set,64.9,649.0,16-09-2025,23-02-2026,104,Monitor,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
563045840080,"Gauge Tie Plate Insulation Complete Set ( Plate-T--10371= 1 no, Bush-T-10368=03 Nos and Wa....",1400.0,Set,84.08,117705.0,03-03-2026,12-03-2026,87,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
563047080014,POINT MACHINE For Thick Web Switch (TWS) 220MM,0.0,Nos.,77695.0,0.0,12-08-2022,27-12-2022,1258,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,0.0,Nos.,11.98,0.0,29-07-2021,29-11-2021,1651,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
545401070025,FIT & FORGET LEAD WIRE ( 3 METER LONG ),0.0,Nos.,456.16,0.0,13-12-2025,16-12-2025,173,Monitor,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56160100,Battery Charger 230V  AC /24V DC 40 amps. to RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or l....,0.0,Nos.,49852.08,0.0,27-07-2024,20-10-2024,595,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56160010,Battery Charger 230V/24V/30 Amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,0.0,Nos.,32000.0,0.0,29-01-2022,20-10-2024,595,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56500452,BATTERY CHARGER 230V / 110V / 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATEST....,0.0,Nos.,59544.29,0.0,14-02-2026,03-04-2026,65,Active,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
430371710010,MULTI METER ( FLUKE),0.0,Nos.,15000.0,0.0,10-05-2022,03-07-2025,339,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
721434780012,TORQUE WRENCH (TW100R),1.0,Nos.,3500.0,3500.0,10-05-2022,26-08-2022,1381,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
721434790017,DOUBLE END SPANNER ( SPANNER RING & OPEN END SIZE-24X26) & 32SOCKET WITH HANDLE ( EACH ONE....,1.0,Set,2000.0,2000.0,10-05-2022,26-08-2022,1381,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
721434800011,DOUBLE END SPANNER ( SPANNER RING & OPEN END SIZE-18X19) EACH ONE NUMBER,1.0,Set,1400.0,1400.0,10-05-2022,26-08-2022,1381,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
721804330019,SCREW DRIVER (TAPARIA) different types and sizes insulated or otherwise.,2.0,Nos.,150.0,300.0,10-05-2022,26-08-2022,1381,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560408560015,HASSDAC TRACK MARKING JIG & DUMMY WHEEL,0.0,Nos.,3200.0,0.0,10-05-2022,25-07-2022,1413,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560408570010,TRAIN SIMULATOR FOR HASSDAC( GG TRONICS ),2.0,Nos.,22000.0,44000.0,10-05-2022,,1489,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
570123700017,"FAULT ANALYZER ( EQUIPMENT  LAPTOP )WITH ALL ACCESSORIES, MAKE-HP",0.0,Nos.,65000.0,0.0,13-05-2022,14-05-2022,1485,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
564600010017,MULTI LAMP ROUTE INDICATOR (LED MATRIX TYPE ),0.0,Nos.,59590.0,0.0,03-08-2022,03-09-2022,1373,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539803844690,SGE (B/I)BLOCK BELL EQUIPMENT 24V DC,26.0,Nos.,2808.4,73018.4,25-06-2022,21-12-2023,899,Dead Stock,Dead Stock,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560800130874,High availability Single Section Digital Axle counter [HASSDAC].Make;-GG  tronics( One Set....,0.0,Set,583964.85,0.0,25-05-2024,22-06-2024,715,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560613640013,ISOLATION TRANSFORMER 110V AC/50HZ/40VA,0.0,Nos.,2030.0,0.0,22-09-2022,28-10-2025,222,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
565100510012,ELECTRIC TRACK DRILLING MACHINE 110V/50Hz WITH MOUNTING STAND,0.0,Nos.,25078.54,0.0,13-10-2022,02-12-2022,1283,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56300013,COVER ASSEMBLY FOR IRS POINT MACHINE 143mm(Top cover),0.0,Set,3872.6,0.0,12-04-2025,15-04-2025,418,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
563046530036,Point machine Cover 143mm(Top cover),0.0,Nos.,4108.0,0.0,24-11-2022,21-09-2024,624,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560610760019,ELECTROLYTIC CONDENSER 5000 MFD 50 V DC,450.0,Nos.,121.07,54480.6,25-05-2024,22-04-2025,411,Very Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
81032213,GRAPHITE POWDER GRADE-II 20% ASH CONTENT FOR USE AS FOUNDRY FACING MATERIAL TO SPECN. NO.I....,0.0,Kgs.,67.49,0.0,02-03-2023,08-07-2025,334,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56163034,"VOLTAGE  STABILIZERS 3 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT TY....",3.0,Nos.,34570.18,103710.54,26-06-2024,,711,Very Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560403031454,Rx Coil 21/25KHZ-25 Mtrs cable length for G.G.TRONICS make HASSDAC,0.0,Set,42555.52,0.0,26-06-2023,15-07-2023,1058,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560402831839,TX Coil 21/25KHZ-25 Mtrs cable length for G.G.TRONICS make HASSDAC,0.0,Set,42555.52,0.0,26-06-2023,15-07-2023,1058,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560404462394,Tx Coil 21/25KHZ-15 Mtrs cable length for G.G.TRONICS make HASSDAC,0.0,Nos.,43424.0,0.0,30-06-2023,03-10-2023,978,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560403031466,Rx Coil 21/25KHZ-15 Mtrs cable length for G.G.TRONICS make HASSDAC,0.0,Nos.,43424.0,0.0,30-06-2023,17-07-2023,1056,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56452032,RELAY QN1 12F/4B PLUG IN TYPE,0.0,Nos.,10248.0,0.0,30-09-2023,11-10-2023,970,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567904450087,Name Plate for Thumb Switch Normal/Reverse,30.0,Nos.,12.0,360.0,08-08-2023,28-10-2025,222,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR L....,0.0,Nos.,11224.52,0.0,14-02-2026,19-02-2026,108,Monitor,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
47200250,TRANSFORMERS 230/110V 1 KVA TO RDSO SPECIFICATION NO.RDSO/SPECN.262/1981 AND TO DRG NO 262....,3.0,Nos.,7277.29,21831.88,27-03-2025,16-02-2026,111,Monitor,Active,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567916000021,"Digital Voice Annunciation Unit (complete set) 1set consist of: Amp-1, driver unit-2 &Horn....",0.0,Set,9220.0,0.0,14-10-2025,14-03-2026,85,Active,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539851510020,Fit & Forget Bond wire 2mtr long,0.0,Nos.,401.19,0.0,24-01-2026,29-01-2026,129,Monitor,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560101750036,Bell Relay 960 Ohms for Block Instrument,0.0,Nos.,137.15,0.0,29-08-2024,31-08-2024,645,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
522001270040,Thumb Switch 3 Position,0.0,Nos.,5223.0,0.0,12-01-2024,26-09-2025,254,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
469056800016,BLOCK INSTRUMENT FM TYPE,0.0,Nos.,210533.33,0.0,09-03-2024,20-03-2025,444,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
561301001009,Filter Unit for Block Instrument,0.0,Nos.,15340.0,0.0,20-02-2024,14-03-2024,815,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56010011,SGE BLOCK INSTRUMENT (DOUBLE LINE),0.0,Nos.,146123.25,0.0,18-10-2025,28-10-2025,222,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
561301161499,SGE D/L Block Instrument,0.0,Nos.,56125.0,0.0,09-03-2024,22-04-2025,411,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539815021200,LED 5MM ASSEMBLY FOR PANEL (Various colours ),250.0,Nos.,109.0,27250.0,15-05-2025,25-07-2025,317,Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539863180044,Annunciator 12 Way,0.0,Nos.,11328.0,0.0,29-08-2025,01-09-2025,279,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
563000014566,IRS Electrical point machine 143mm( IP-65 ) 400V ACI,0.0,Nos.,104704.0,0.0,07-10-2025,09-02-2026,118,Monitor,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560400131772,SVPD  FOR HASSDAC   (CEL MAKE),0.0,Nos.,26550.0,0.0,31-07-2025,01-08-2025,310,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
420501980410,"VOLTAGE  STABILIZERS 5 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT T....",0.0,Nos.,58764.0,0.0,12-08-2025,13-08-2025,298,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539896330109,Insulation for 220mm Point Machine Ground Connections. and One set consists of :- 1. Insul....,260.0,Set,1166.64,303325.1,06-12-2025,18-12-2025,171,Monitor,Active,Rs 1 Lakh - 10 Lakh,SSE/S/SRM/SA067532-S AND T-SR,B,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567925360026,Insulating Components for Ground connection 143 mm,0.0,Set,832.0,0.0,06-12-2025,24-12-2025,165,Monitor,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
54252222,"E Type Lock with key (RDSO Drg no.SA-3377/M,RDSO specno.IRS:S-30/64).",0.0,Nos.,2742.0,0.0,16-02-2021,01-09-2025,279,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION (143mm),0.0,Set,13670.0,0.0,08-02-2022,08-02-2022,1580,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
54253561,KEY LOCK HAND PLUNGER TYPE COMPLETE WITH KEY LOCKS TOWARDS 1 TO 8 TO DRAWING SA 3149/M ALT....,0.0,Nos.,6338.0,0.0,16-02-2021,19-01-2026,139,Monitor,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539810450016,Point Test Gauge,0.0,Nos.,1300.0,0.0,07-11-2025,18-11-2025,201,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
549006900016,EWS Lock,80.0,Nos.,108.21,8656.96,28-01-2025,09-10-2025,241,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567906680011,Ladder With Plat Form & Shoe  3.6 Mts,21.0,Nos.,4324.0,90804.0,16-02-2021,24-04-2026,44,Active,Active,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567906690016,Ladder With Plat Form 4.6 Mts,58.0,Nos.,4484.2,260083.6,16-02-2021,08-07-2025,334,Slow Moving,Slow Moving,Rs 1 Lakh - 10 Lakh,SSE/S/SRM/SA067532-S AND T-SR,B,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567906700010,Ladder Shoe,1.0,Nos.,1050.0,1050.0,16-02-2021,08-07-2025,334,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
555400090016,CLS Unit 3 Aspect,0.0,Nos.,1444.4,0.0,16-02-2021,18-06-2025,354,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56507641,CHANNEL BOND PIN SINGLE GROOVE 7 mm DIA FOR 4 mm DIA BOND WIRE TO IRS-S-17-75 AND RDSO DRG....,56000.0,Nos.,1.69,94696.0,12-07-2025,14-03-2026,85,Active,Active,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
90701136,GI BOND WIRE 8SWG (4mm dia),0.0,Kgs.,107.4,0.0,06-02-2026,06-05-2026,32,Active,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
551200060010,Tumbler Spring,200.0,Nos.,25.0,5000.0,16-02-2021,27-06-2024,710,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
564700040019,Shunt Signal Position Light,7.0,Nos.,5765.2,40356.4,19-05-2021,24-04-2026,44,Active,Active,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
553000080010,Configuration Plate For IRS Point Machine.,50.0,Nos.,220.48,11024.0,19-08-2025,08-04-2026,60,Active,Active,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
553000090015,Galvanized Ground Connection For IRS Point Machine 143MM,0.0,Set,19808.0,0.0,07-10-2025,12-03-2026,87,Active,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
563047090019,Ground Connection For IRS Point Machine TWS 220 MM ( Complete set ),0.0,Set,50922.0,0.0,12-08-2022,27-12-2022,1258,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539895630018,TLD BOX ( FRP TYPE ),0.0,Nos.,1199.0,0.0,11-03-2022,01-02-2023,1222,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
565002390048,Crank Handle for IRS Point machine 143mm,0.0,Nos.,327.0,0.0,20-11-2023,13-03-2026,86,Active,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
727924850024,Spring Adjusting Tool for DLBI/DIADO Block Instrument,0.0,Nos.,294.0,0.0,12-01-2024,27-03-2025,437,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
929000640050,GRAPHITED GREASE GRADE-III (IS:508-2022),0.0,Kgs.,96.76,0.0,14-01-2025,26-06-2025,346,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56300177,SLIDE COVERS FOR IRS POINT MACHINE 143MM (complete set-4nos),0.0,Set,860.9,0.0,12-04-2025,15-04-2025,418,Very Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
839096164620,STOP BOARD FOR EOLB  FRP TYPE FOR LC GATE & RETRO REFLECTIVE TYPE,38.0,Nos.,1000.0,38000.0,06-08-2025,04-06-2025,305,Slow Moving,Slow Moving,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
563003510039,PROTECTION COVER FOR SWITCH EXTENSION BRACKET WITH FASTENERS.,3.0,Set,4516.0,13548.0,25-10-2025,23-03-2026,76,Active,Active,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
543600011679,OFFSET BRACKET CLS 140 mm Dia  & Calling on UNIT 90mm Dia,6.0,Nos.,152.0,912.0,13-06-2025,24-04-2026,44,Active,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
563002480040,LOCK SLIDES FOR TWS(220MM) POINT MACHINE 75MM,0.0,Set,4000.0,0.0,10-09-2025,08-10-2025,242,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567927570024,TWS (220MM) 3 Point Safety Nut (SS-304) Ver.4,0.0,Set,16444.0,0.0,15-05-2026,18-05-2026,20,Active,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567927530026,POINT SWITCH DETECTION (PSD) DEVICE,0.0,Nos.,1500.0,0.0,15-11-2025,17-11-2025,202,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560609510052,MOTORIZED BOOM MEETING POST FOR EOLB ( LC GATE ),0.0,Nos.,5000.0,0.0,14-10-2025,08-11-2025,211,Slow Moving,Slow Moving,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
560633360034,CABLE CLAMP ASSEMBLY FOR SLEEPER (GALVANIZED) 60KG(PTJ),0.0,Nos.,832.0,0.0,18-02-2026,18-02-2026,109,Monitor,Active,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
543100060010,Surface Base,35.0,Nos.,7660.27,268109.35,31-10-2025,24-04-2026,44,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/S/SRM/SA067532-S AND T-SR,B,Railway_Operations,SA,Salem,2026-03-31,12.5.0
565010000010,CLS Pole 3.6 Mts Long,0.0,Nos.,4163.6,0.0,16-02-2021,03-05-2023,1131,Dead Stock,Dead Stock,"< Rs 10,000",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
565199140017,CLS Pole 4.6 Mts Long,28.0,Nos.,6359.3,178060.46,21-06-2024,24-04-2026,44,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567906720010,Ladder With Platform and Shoe(3.6 Mts ),23.0,Nos.,4324.6,99465.8,16-02-2021,19-02-2026,108,Monitor,Active,"Rs 10,000 - 1 Lakh",SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567906730014,Ladder With Platform and Shoe(4.6 Mts ),26.0,Nos.,6287.69,163479.99,21-06-2024,24-04-2026,44,Active,Active,Rs 1 Lakh - 10 Lakh,SSE/S/SRM/SA067532-S AND T-SR,C,Railway_Operations,SA,Salem,2026-03-31,12.5.0
